run_id,family_id,grid_cell_id,split,row_scope,multivariate_enabled,diagnostic_method,diagnostic_status,multivariate_diagnostic_skipped_reason,row_n,feature_n,crossfit_cluster_key,random_seed,auc,balanced_accuracy,rank_metric,feature_coefficient_stability_summary,model_artifact_written,threshold_rule_written,policy_training_flag,model_training_authorized,diagnostic_only_flag,blocking_reason
19B1_t0_left_right_tail_separability_readout,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,False,skipped_by_config,skipped,multivariate_probe_disabled_by_pre_frozen_config_to_avoid_model_training_ambiguity,1552,19,instrument_id,20260709,,,,,False,False,False,False,True,
