family_id,grid_cell_id,split,row_scope,candidate_n,instrument_n,right_tail_event_50_n,left_tail_event_10_n,left_tail_event_20_n,right_clean_n,left_bad_n,both_n,neither_n,p_left_tail_10_given_right_tail_50,p_left_tail_10_given_not_right_tail_50,p_right_tail_50_given_left_tail_10,p_right_tail_50_given_not_left_tail_10,left_tail_conditional_probability_diff_not_right_minus_right,right_tail_conditional_probability_diff_not_left_minus_left,fisher_exact_p_value,chi_square_p_value,phi_coefficient,mutual_information,cluster_bootstrap_diff_ci_low,cluster_bootstrap_diff_ci_high,outcome_overlap_gate,diagnostic_only_flag,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,1552,524,435,759,229,290,614,145,503,0.3333333333333333,0.549686660698299,0.19104084321475626,0.3656998738965952,0.21635332736496565,0.17465903068183894,1.620495550081168e-14,1.8864857227896413e-14,-0.19439151844243485,0.019192809553896087,0.15989268965892622,0.27217253807181263,pass,True,
