run_id,created_at,requirement_file_hash,config_file_hash,primary_whitelist_hash,input_artifact_hash_manifest,config_contract_gate,input_artifact_gate,upstream_19a_contract_gate,upstream_19b0_contract_gate,upstream_19b_contract_gate,sample_support_gate,primary_row_join_gate,outcome_overlap_gate,t0_feature_pit_gate,primary_feature_separability_gate,stability_gate,policy_authorization_gate,output_contract_gate,decision_state,blocking_reason,family_id,grid_cell_id,row_scope,split,candidate_n,instrument_n,right_clean_n,left_bad_n,both_n,neither_n,N_primary_whitelist_features_frozen,N_primary_features_pit_safe_used,N_primary_features_support_pass,N_primary_features_support_fail,N_primary_features_separability_pass,N_distinct_passing_feature_signal_groups,B5_negative_control_used,B5_negative_control_support_gate,B5_negative_control_skipped_reason,validation_outcome_read,max_ep19_terminal_state,next_allowed_requirement,next_research_suggestion,model_training_authorized,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,19C_replay_authorized,EP20_policy_preflight_authorized
19B1_t0_left_right_tail_separability_readout,2026-07-09T10:53:02Z,7138842e30cfd263568e82d3727ab9bc70b6df5bbb37cf4a13ab2706a3404c46,6ceeb7571a238b0d59cd95c7415137985a6ee037e45c7a3093f0e7f5806efc61,ca65542ecdf934440efe439a806331eaf04bd27506b5ec708a73a8e89099e9bb,46b953d0274c0a98d0a07f886562067c61cdb81d1642b7365efb28795316a6f4,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,19B1_t0_left_right_tail_separable_diagnostic,,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,candidate_primary_denominator,robustness,1552,524,290,614,145,503,19,19,19,0,4,3,True,pass,,False,19_entry_universe_enrichment_only_diagnostic,none,new_pre_registered_b2_left_tail_suppressor_hypothesis_requirement,False,False,False,False,False,False,False,False,False,False
