family_id,grid_cell_id,split,row_scope,feature_name,feature_signal_group,source_alias,left_bad_n,right_clean_n,left_bad_nonmissing_n,right_clean_nonmissing_n,left_bad_missing_rate,right_clean_missing_rate,missing_rate_delta_abs,left_bad_mean,left_bad_median,left_bad_p25,left_bad_p75,right_clean_mean,right_clean_median,right_clean_p25,right_clean_p75,standardized_mean_difference,median_difference,mann_whitney_u_p_value,kolmogorov_smirnov_p_value,feature_auc_raw_left_bad_positive,feature_auc_oriented_left_bad_vs_right_clean,direction_for_left_bad,cluster_bootstrap_CI_for_median_difference,cluster_bootstrap_median_difference_ci_low,cluster_bootstrap_median_difference_ci_high,cluster_bootstrap_oriented_auc_ci_low,cluster_bootstrap_oriented_auc_ci_high,cluster_bootstrap_direction_stable_rate,missing_rate_by_group,feature_support_gate,bh_fdr_adjusted_p,bonferroni_sidak_adjusted_p,separability_pass,diagnostic_only_flag,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,return_5d_asof_decision_date,recent_return,,614,290,614,290,0.0,0.0,0.0,0.15452978456822206,0.12109939086259269,0.0351852252628434,0.22864511279145433,0.1312764580203145,0.10606402731566289,0.03903368001356311,0.19838161099577678,0.1348614051305429,0.015035363546929803,0.20848686188525056,0.07099390941350518,0.5258873413456139,0.5258873413456139,positive,"[-0.007830640590672155, 0.035248404432046375]",-0.007830640590672155,0.035248404432046375,0.4879382217223055,0.5625227346939796,0.893,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.24304039629326823,0.9882319519787516,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,return_10d_asof_decision_date,recent_return,,614,290,614,290,0.0,0.0,0.0,0.2235380224127905,0.1682893647225837,0.07358979429673701,0.3231577042031298,0.19337273057243665,0.1518862333837352,0.06432139376218332,0.26900255943298723,0.12775232021388025,0.01640313133884852,0.13055129440560329,0.0999038842289686,0.5311187240256093,0.5311187240256093,positive,"[-0.010256364740258832, 0.03782339333389008]",-0.010256364740258832,0.03782339333389008,0.49700607606539926,0.5617396898771019,0.9015,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.17717675669331873,0.9299133439133364,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,return_20d_asof_decision_date,recent_return,,614,290,614,290,0.0,0.0,0.0,0.4553463089842911,0.328846878760797,0.20744989688550214,0.5385131673659432,0.36286066090904223,0.2890019744934065,0.20599312558033456,0.44333960215911383,0.2655415325609484,0.03984490426739051,0.005660891210461735,0.0006593321438012807,0.5569442884420982,0.5569442884420982,positive,"[0.004313376574422279, 0.0799547292029882]",0.004313376574422279,0.0799547292029882,0.5221469337262027,0.5929035759734009,0.9875,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.011950770333196997,0.10224899001565424,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,return_60d_asof_decision_date,recent_return,,614,290,614,290,0.0,0.0,0.0,0.8759770981786548,0.6374127367358987,0.3854148073904228,1.0216836217140537,0.6548781343423142,0.5088465474685451,0.2768698093590172,0.8415688534614781,0.29404754828804985,0.12856618926735364,5.4632437336613114e-06,0.00021974688568436498,0.5935639672020667,0.5935639672020667,positive,"[0.05577110008887959, 0.21208910860652566]",0.05577110008887959,0.21208910860652566,0.5519791658610225,0.6374462560610695,1.0,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,3.460054364652164e-05,0.00010379652725445165,True,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,stock_vs_market_return_20d_asof_decision_date,relative_strength,,614,290,614,290,0.0,0.0,0.0,0.41894948627020057,0.29674892563595445,0.1887515772705965,0.4890418622860061,0.3281542990271107,0.25381786178920784,0.18606364429177588,0.3743225212308956,0.27977526294597266,0.04293106384674661,0.0018283731669893378,0.00028648973574469,0.5641469167696282,0.5641469167696282,positive,"[0.007624860112728034, 0.07216155411747269]",0.007624860112728034,0.07216155411747269,0.5232919241153651,0.6008895499196546,0.9915,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.004962727167542488,0.03417332559138919,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,return_60d_cross_section_rank_pct_asof_decision_date,relative_strength,,614,290,614,290,0.0,0.0,0.0,0.9532202784637509,0.9539078156312625,0.9255533199195171,0.9819186201546629,0.9475672406911182,0.9458917835671342,0.9195171026156942,0.9739478957915831,0.18332900071133604,0.008016032064128265,0.010675194992466441,0.042517088382517554,0.5525440862630574,0.5525440862630574,positive,"[-0.0010225986384055019, 0.018036072144288484]",-0.0010225986384055019,0.018036072144288484,0.5067919295372744,0.6065611902539214,0.9545,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.02028287048568624,0.18447164694856422,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,close_to_ema60_asof_decision_date,relative_strength,,614,290,614,290,0.0,0.0,0.0,0.3630272285506518,0.31889109989597453,0.20351233910049332,0.44460067665657144,0.3010312371532109,0.2657609418848884,0.17646090745913184,0.3732207386180041,0.2921624983746938,0.053130158011086115,1.6076915484457414e-05,0.00010470109030282532,0.5887734471526451,0.5887734471526451,positive,"[0.025642007646927242, 0.08243044168414679]",0.025642007646927242,0.08243044168414679,0.5507627087818551,0.6274636183172293,1.0,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,7.636534855117271e-05,0.00030541720033749886,True,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,amount_ratio_20d_asof_decision_date,liquidity_amount,,614,290,614,290,0.0,0.0,0.0,1.841637839828359,1.3997950859578427,0.973931988913227,2.129981366026259,1.8412142220429384,1.4670794502380788,0.9950957225791163,2.288981455060174,0.00031811388934760123,-0.0672843642802361,0.5322977381608294,0.6268367254513616,0.4871447826575312,0.5128552173424687,negative,"[-0.2186398317830636, 0.10915764491333906]",-0.2186398317830636,0.10915764491333906,0.4753100828023186,0.5492880596857594,0.765,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.5618698347253199,0.9999994636850125,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,rolling_20d_money_mean_asof_decision_date,liquidity_amount,,614,290,614,290,0.0,0.0,0.0,2532922688.8929963,1626300944.35,729385991.3375,3344782193.025,2114328096.6806893,1471204034.275,714787083.2125001,2702478458.3625,0.16622691265926853,155096910.0749998,0.12670801557677588,0.060035381344319017,0.5314332247557003,0.5314332247557003,positive,"[-99470570.42187482, 462188752.8581243]",-99470570.42187482,462188752.8581243,0.4838424510213417,0.583105437643573,0.8665,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,0.17717675669331873,0.9237868336011151,False,True,
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,robustness,candidate_primary_denominator,atr_20_pct_asof_decision_date,volatility_range,,614,290,614,290,0.0,0.0,0.0,0.058957359721255764,0.05588037616764769,0.042355923996343026,0.07130081276090573,0.050494063546047074,0.04823920687725716,0.03893372308920049,0.05774778873035765,0.4328844262223445,0.007641169290390527,2.526984961812038e-08,2.6418622842437236e-08,0.614663596540492,0.614663596540492,positive,"[0.004766598431948137, 0.010583645469622519]",0.004766598431948137,0.010583645469622519,0.5750598780248004,0.6531714757255982,1.0,"{""left_bad"": 0.0, ""right_clean"": 0.0}",pass,2.400635713721436e-07,4.801270342413844e-07,True,True,
