family_id,grid_cell_id,row_scope,split,row_n,feature_n,primary_feature_columns_json,accounting_only_columns_json,exploratory_feature_columns_json,forbidden_column_n,forbidden_columns_json,forbidden_label_column_n,forbidden_label_columns_json,feature_matrix_hash,candidate_row_hash,primary_whitelist_hash,missing_any_primary_n,missing_any_primary_rate,all_primary_features_pit_safe,all_primary_features_support_pass_n,feature_matrix_gate,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,candidate_primary_denominator,robustness,1552,19,"[""return_5d_asof_decision_date"", ""return_10d_asof_decision_date"", ""return_20d_asof_decision_date"", ""return_60d_asof_decision_date"", ""stock_vs_market_return_20d_asof_decision_date"", ""return_60d_cross_section_rank_pct_asof_decision_date"", ""close_to_ema60_asof_decision_date"", ""amount_ratio_20d_asof_decision_date"", ""rolling_20d_money_mean_asof_decision_date"", ""atr_20_pct_asof_decision_date"", ""atr_20_pct_rank_asof_decision_date"", ""intraday_range_pct_asof_decision_date"", ""close_position_in_120d_range_asof_decision_date"", ""market_regime_risk_on_asof_decision_date"", ""market_drawdown_60d_asof_decision_date"", ""match_market_cap"", ""match_amount20"", ""match_vol60"", ""match_return20""]","[""decision_month"", ""instrument_month"", ""instrument_id"", ""row_key"", ""family_id"", ""grid_cell_id"", ""split"", ""row_scope""]",[],0,[],0,[],a9d3c105cbc2a1887615c86ae13acecce7929d296a279755311e3a4a51c1fbf6,5795a8a216dabd01db2c3adf2be1ef7eb665d43732c3feaffe6a0cbb2c882c6e,ca65542ecdf934440efe439a806331eaf04bd27506b5ec708a73a8e89099e9bb,2,0.001288659793814433,True,19,pass,
