family_id,grid_cell_id,row_scope,split,expected_candidate_n_from_19b_metric,observed_candidate_n_from_mfe_mae_joint,observed_candidate_n_after_manifest_join,unique_join_key_n,duplicate_join_key_n,missing_in_candidate_manifest_n,extra_manifest_row_n,primary_enrichment_denominator_flag_false_n,manifest_frozen_before_label_readout_false_n,label_read_before_manifest_freeze_true_n,feature_matrix_row_n,feature_missing_any_primary_n,primary_row_join_gate,blocking_reason
B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,candidate_primary_denominator,robustness,1552,1552,1552,1552,0,0,0,0,0,0,1552,2,pass,
