decision_date,zero_based_session_index,iso_year,iso_week,entry_date,entry_within_boundary,residual_10D_calendar_ready,calendar_signal_possible,fold_id
2018-02-09,272,2018,6,2018-02-12,True,True,True,EARLY
2018-02-14,275,2018,7,2018-02-22,True,True,True,EARLY
2018-02-23,277,2018,8,2018-02-26,True,True,True,EARLY
2018-03-02,282,2018,9,2018-03-05,True,True,True,EARLY
2018-03-09,287,2018,10,2018-03-12,True,True,True,EARLY
2018-03-16,292,2018,11,2018-03-19,True,True,True,EARLY
2018-03-23,297,2018,12,2018-03-26,True,True,True,EARLY
2018-03-30,302,2018,13,2018-04-02,True,True,True,EARLY
2018-04-04,305,2018,14,2018-04-09,True,True,True,EARLY
2018-04-13,310,2018,15,2018-04-16,True,True,True,EARLY
2018-04-20,315,2018,16,2018-04-23,True,True,True,EARLY
2018-04-27,320,2018,17,2018-05-02,True,True,True,EARLY
2018-05-04,323,2018,18,2018-05-07,True,True,True,EARLY
2018-05-11,328,2018,19,2018-05-14,True,True,True,EARLY
2018-05-18,333,2018,20,2018-05-21,True,True,True,EARLY
2018-05-25,338,2018,21,2018-05-28,True,True,True,EARLY
2018-06-01,343,2018,22,2018-06-04,True,True,True,EARLY
2018-06-08,348,2018,23,2018-06-11,True,True,True,EARLY
2018-06-15,353,2018,24,2018-06-19,True,True,True,EARLY
2018-06-22,357,2018,25,2018-06-25,True,True,True,EARLY
2018-06-29,362,2018,26,2018-07-02,True,True,True,EARLY
2018-07-06,367,2018,27,2018-07-09,True,True,True,EARLY
2018-07-13,372,2018,28,2018-07-16,True,True,True,EARLY
2018-07-20,377,2018,29,2018-07-23,True,True,True,EARLY
2018-07-27,382,2018,30,2018-07-30,True,True,True,EARLY
2018-08-03,387,2018,31,2018-08-06,True,True,True,EARLY
2018-08-10,392,2018,32,2018-08-13,True,True,True,EARLY
2018-08-17,397,2018,33,2018-08-20,True,True,True,EARLY
2018-08-24,402,2018,34,2018-08-27,True,True,True,EARLY
2018-08-31,407,2018,35,2018-09-03,True,True,True,EARLY
2018-09-07,412,2018,36,2018-09-10,True,True,True,EARLY
2018-09-14,417,2018,37,2018-09-17,True,True,True,EARLY
2018-09-21,422,2018,38,2018-09-25,True,True,True,EARLY
2018-09-28,426,2018,39,2018-10-08,True,True,True,EARLY
2018-10-12,431,2018,41,2018-10-15,True,True,True,EARLY
2018-10-19,436,2018,42,2018-10-22,True,True,True,EARLY
2018-10-26,441,2018,43,2018-10-29,True,True,True,EARLY
2018-11-02,446,2018,44,2018-11-05,True,True,True,EARLY
2018-11-09,451,2018,45,2018-11-12,True,True,True,EARLY
2018-11-16,456,2018,46,2018-11-19,True,True,True,EARLY
2018-11-23,461,2018,47,2018-11-26,True,True,True,EARLY
2018-11-30,466,2018,48,2018-12-03,True,True,True,EARLY
2018-12-07,471,2018,49,2018-12-10,True,True,True,EARLY
2018-12-14,476,2018,50,2018-12-17,True,True,True,EARLY
2018-12-21,481,2018,51,2018-12-24,True,True,True,EARLY
2018-12-28,486,2018,52,2019-01-02,True,True,True,EARLY
2019-01-04,489,2019,1,2019-01-07,True,True,True,EARLY
2019-01-11,494,2019,2,2019-01-14,True,True,True,EARLY
2019-01-18,499,2019,3,2019-01-21,True,True,True,EARLY
2019-01-25,504,2019,4,2019-01-28,True,True,True,EARLY
2019-02-01,509,2019,5,2019-02-11,True,True,True,EARLY
2019-02-15,514,2019,7,2019-02-18,True,True,True,EARLY
2019-02-22,519,2019,8,2019-02-25,True,True,True,EARLY
2019-03-01,524,2019,9,2019-03-04,True,True,True,EARLY
2019-03-08,529,2019,10,2019-03-11,True,True,True,EARLY
2019-03-15,534,2019,11,2019-03-18,True,True,True,EARLY
2019-03-22,539,2019,12,2019-03-25,True,True,True,EARLY
2019-03-29,544,2019,13,2019-04-01,True,True,True,EARLY
2019-04-04,548,2019,14,2019-04-08,True,True,True,EARLY
2019-04-12,553,2019,15,2019-04-15,True,True,True,EARLY
2019-04-19,558,2019,16,2019-04-22,True,True,True,EARLY
2019-04-26,563,2019,17,2019-04-29,True,True,True,EARLY
2019-04-30,565,2019,18,2019-05-06,True,True,True,EARLY
2019-05-10,570,2019,19,2019-05-13,True,True,True,EARLY
2019-05-17,575,2019,20,2019-05-20,True,True,True,EARLY
2019-05-24,580,2019,21,2019-05-27,True,True,True,EARLY
2019-05-31,585,2019,22,2019-06-03,True,True,True,EARLY
2019-06-06,589,2019,23,2019-06-10,True,True,True,EARLY
2019-06-14,594,2019,24,2019-06-17,True,True,True,EARLY
2019-06-21,599,2019,25,2019-06-24,True,True,True,EARLY
2019-06-28,604,2019,26,2019-07-01,True,True,True,EARLY
2019-07-05,609,2019,27,2019-07-08,True,True,True,EARLY
2019-07-12,614,2019,28,2019-07-15,True,True,True,EARLY
2019-07-19,619,2019,29,2019-07-22,True,True,True,EARLY
2019-07-26,624,2019,30,2019-07-29,True,True,True,EARLY
2019-08-02,629,2019,31,2019-08-05,True,True,True,EARLY
2019-08-09,634,2019,32,2019-08-12,True,True,True,EARLY
2019-08-16,639,2019,33,2019-08-19,True,True,True,EARLY
2019-08-23,644,2019,34,2019-08-26,True,True,True,EARLY
2019-08-30,649,2019,35,2019-09-02,True,True,True,EARLY
2019-09-06,654,2019,36,2019-09-09,True,True,True,EARLY
2019-09-12,658,2019,37,2019-09-16,True,True,True,EARLY
2019-09-20,663,2019,38,2019-09-23,True,True,True,EARLY
2019-09-27,668,2019,39,2019-09-30,True,True,True,EARLY
2019-09-30,669,2019,40,2019-10-08,True,True,True,EARLY
2019-10-11,673,2019,41,2019-10-14,True,True,True,EARLY
2019-10-18,678,2019,42,2019-10-21,True,True,True,EARLY
2019-10-25,683,2019,43,2019-10-28,True,True,True,EARLY
2019-11-01,688,2019,44,2019-11-04,True,True,True,EARLY
2019-11-08,693,2019,45,2019-11-11,True,True,True,EARLY
2019-11-15,698,2019,46,2019-11-18,True,True,True,EARLY
2019-11-22,703,2019,47,2019-11-25,True,True,True,EARLY
2019-11-29,708,2019,48,2019-12-02,True,True,True,EARLY
2019-12-06,713,2019,49,2019-12-09,True,True,True,EARLY
2019-12-13,718,2019,50,2019-12-16,True,True,True,EARLY
2019-12-20,723,2019,51,2019-12-23,True,True,True,EARLY
2019-12-27,728,2019,52,2019-12-30,True,True,True,EARLY
2020-01-03,732,2020,1,2020-01-06,True,True,True,EARLY
2020-01-10,737,2020,2,2020-01-13,True,True,True,EARLY
2020-01-17,742,2020,3,2020-01-20,True,True,True,EARLY
2020-01-23,746,2020,4,2020-02-03,True,True,True,EARLY
2020-02-07,751,2020,6,2020-02-10,True,True,True,EARLY
2020-02-14,756,2020,7,2020-02-17,True,True,True,EARLY
2020-02-21,761,2020,8,2020-02-24,True,True,True,EARLY
2020-02-28,766,2020,9,2020-03-02,True,True,True,EARLY
2020-03-06,771,2020,10,2020-03-09,True,True,True,EARLY
2020-03-13,776,2020,11,2020-03-16,True,True,True,EARLY
2020-03-20,781,2020,12,2020-03-23,True,True,True,EARLY
2020-03-27,786,2020,13,2020-03-30,True,True,True,EARLY
2020-04-03,791,2020,14,2020-04-07,True,True,True,EARLY
2020-04-10,795,2020,15,2020-04-13,True,True,True,EARLY
2020-04-17,800,2020,16,2020-04-20,True,True,True,EARLY
2020-04-24,805,2020,17,2020-04-27,True,True,True,EARLY
2020-04-30,809,2020,18,2020-05-06,True,True,True,EARLY
2020-05-08,812,2020,19,2020-05-11,True,True,True,EARLY
2020-05-15,817,2020,20,2020-05-18,True,True,True,EARLY
2020-05-22,822,2020,21,2020-05-25,True,True,True,EARLY
2020-05-29,827,2020,22,2020-06-01,True,True,True,EARLY
2020-06-05,832,2020,23,2020-06-08,True,True,True,EARLY
2020-06-12,837,2020,24,2020-06-15,True,True,True,EARLY
2020-06-19,842,2020,25,2020-06-22,True,True,True,EARLY
2020-06-24,845,2020,26,2020-06-29,True,True,True,EARLY
2020-07-03,850,2020,27,2020-07-06,True,True,True,EARLY
2020-07-10,855,2020,28,2020-07-13,True,True,True,EARLY
2020-07-17,860,2020,29,2020-07-20,True,True,True,EARLY
2020-07-24,865,2020,30,2020-07-27,True,True,True,EARLY
2020-07-31,870,2020,31,2020-08-03,True,True,True,EARLY
2020-08-07,875,2020,32,2020-08-10,True,True,True,EARLY
2020-08-14,880,2020,33,2020-08-17,True,True,True,EARLY
2020-08-21,885,2020,34,2020-08-24,True,True,True,EARLY
2020-08-28,890,2020,35,2020-08-31,True,True,True,EARLY
2020-09-04,895,2020,36,2020-09-07,True,True,True,EARLY
2020-09-11,900,2020,37,2020-09-14,True,True,True,EARLY
2020-09-18,905,2020,38,2020-09-21,True,True,True,EARLY
2020-09-25,910,2020,39,2020-09-28,True,True,True,EARLY
2020-09-30,913,2020,40,2020-10-09,True,True,True,EARLY
2020-10-09,914,2020,41,2020-10-12,True,True,True,EARLY
2020-10-16,919,2020,42,2020-10-19,True,True,True,EARLY
2020-10-23,924,2020,43,2020-10-26,True,True,True,EARLY
2020-10-30,929,2020,44,2020-11-02,True,True,True,EARLY
2020-11-06,934,2020,45,2020-11-09,True,True,True,EARLY
2020-11-13,939,2020,46,2020-11-16,True,True,True,EARLY
2020-11-20,944,2020,47,2020-11-23,True,True,True,EARLY
2020-11-27,949,2020,48,2020-11-30,True,True,True,EARLY
2020-12-04,954,2020,49,2020-12-07,True,True,True,EARLY
2020-12-11,959,2020,50,2020-12-14,True,True,True,EARLY
2020-12-18,964,2020,51,2020-12-21,True,True,True,EARLY
2020-12-25,969,2020,52,2020-12-28,True,True,True,EARLY
2020-12-31,973,2020,53,2021-01-04,True,True,True,EARLY
2021-01-08,978,2021,1,2021-01-11,True,True,True,EARLY
2021-01-15,983,2021,2,2021-01-18,True,True,True,EARLY
2021-01-22,988,2021,3,2021-01-25,True,True,True,EARLY
2021-01-29,993,2021,4,2021-02-01,True,True,True,EARLY
2021-02-05,998,2021,5,2021-02-08,True,True,True,EARLY
2021-02-10,1001,2021,6,2021-02-18,True,True,True,EARLY
2021-02-19,1003,2021,7,2021-02-22,True,True,True,EARLY
2021-02-26,1008,2021,8,2021-03-01,True,True,True,EARLY
2021-03-05,1013,2021,9,2021-03-08,True,True,True,EARLY
2021-03-12,1018,2021,10,2021-03-15,True,True,True,EARLY
2021-03-19,1023,2021,11,2021-03-22,True,True,True,EARLY
2021-03-26,1028,2021,12,2021-03-29,True,True,True,EARLY
2021-04-02,1033,2021,13,2021-04-06,True,True,True,EARLY
2021-04-09,1037,2021,14,2021-04-12,True,True,True,EARLY
2021-04-16,1042,2021,15,2021-04-19,True,True,True,EARLY
2021-04-23,1047,2021,16,2021-04-26,True,True,True,EARLY
2021-04-30,1052,2021,17,2021-05-06,True,True,True,EARLY
2021-05-07,1054,2021,18,2021-05-10,True,True,True,EARLY
2021-05-14,1059,2021,19,2021-05-17,True,True,True,EARLY
2021-05-21,1064,2021,20,2021-05-24,True,True,True,EARLY
2021-05-28,1069,2021,21,2021-05-31,True,True,True,EARLY
2021-06-04,1074,2021,22,2021-06-07,True,True,True,EARLY
2021-06-11,1079,2021,23,2021-06-15,True,True,True,EARLY
2021-06-18,1083,2021,24,2021-06-21,True,True,True,EARLY
2021-06-25,1088,2021,25,2021-06-28,True,True,True,EARLY
2021-07-02,1093,2021,26,2021-07-05,True,True,True,EARLY
2021-07-09,1098,2021,27,2021-07-12,True,True,True,EARLY
2021-07-16,1103,2021,28,2021-07-19,True,True,True,EARLY
2021-07-23,1108,2021,29,2021-07-26,True,True,True,EARLY
2021-07-30,1113,2021,30,2021-08-02,True,True,True,EARLY
2021-08-06,1118,2021,31,2021-08-09,True,True,True,EARLY
2021-08-13,1123,2021,32,2021-08-16,True,True,True,EARLY
2021-08-20,1128,2021,33,2021-08-23,True,True,True,EARLY
2021-08-27,1133,2021,34,2021-08-30,True,True,True,EARLY
2021-09-03,1138,2021,35,2021-09-06,True,True,True,EARLY
2021-09-10,1143,2021,36,2021-09-13,True,True,True,EARLY
2021-09-17,1148,2021,37,2021-09-22,True,True,True,EARLY
2021-09-24,1151,2021,38,2021-09-27,True,True,True,EARLY
2021-09-30,1155,2021,39,2021-10-08,True,True,True,EARLY
2021-10-08,1156,2021,40,2021-10-11,True,True,True,EARLY
2021-10-15,1161,2021,41,2021-10-18,True,True,True,EARLY
2021-10-22,1166,2021,42,2021-10-25,True,True,True,EARLY
2021-10-29,1171,2021,43,2021-11-01,True,True,True,EARLY
2021-11-05,1176,2021,44,2021-11-08,True,True,True,EARLY
2021-11-12,1181,2021,45,2021-11-15,True,True,True,EARLY
2021-11-19,1186,2021,46,2021-11-22,True,True,True,EARLY
2021-11-26,1191,2021,47,2021-11-29,True,True,True,EARLY
2021-12-03,1196,2021,48,2021-12-06,True,True,True,EARLY
2021-12-10,1201,2021,49,2021-12-13,True,True,True,EARLY
2021-12-17,1206,2021,50,2021-12-20,True,True,True,EARLY
2021-12-24,1211,2021,51,2021-12-27,True,True,True,EARLY
2021-12-31,1216,2021,52,2022-01-04,True,True,True,EARLY
2022-01-07,1220,2022,1,2022-01-10,True,True,True,EARLY
2022-01-14,1225,2022,2,2022-01-17,True,True,True,EARLY
2022-01-21,1230,2022,3,2022-01-24,True,True,True,EARLY
2022-01-28,1235,2022,4,2022-02-07,True,True,True,EARLY
2022-02-11,1240,2022,6,2022-02-14,True,True,True,EARLY
2022-02-18,1245,2022,7,2022-02-21,True,True,True,EARLY
2022-02-25,1250,2022,8,2022-02-28,True,True,True,EARLY
2022-03-04,1255,2022,9,2022-03-07,True,True,True,EARLY
2022-03-11,1260,2022,10,2022-03-14,True,True,True,EARLY
2022-03-18,1265,2022,11,2022-03-21,True,True,True,EARLY
2022-03-25,1270,2022,12,2022-03-28,True,True,True,LATE
2022-04-01,1275,2022,13,2022-04-06,True,True,True,LATE
2022-04-08,1278,2022,14,2022-04-11,True,True,True,LATE
2022-04-15,1283,2022,15,2022-04-18,True,True,True,LATE
2022-04-22,1288,2022,16,2022-04-25,True,True,True,LATE
2022-04-29,1293,2022,17,2022-05-05,True,True,True,LATE
2022-05-06,1295,2022,18,2022-05-09,True,True,True,LATE
2022-05-13,1300,2022,19,2022-05-16,True,True,True,LATE
2022-05-20,1305,2022,20,2022-05-23,True,True,True,LATE
2022-05-27,1310,2022,21,2022-05-30,True,True,True,LATE
2022-06-02,1314,2022,22,2022-06-06,True,True,True,LATE
2022-06-10,1319,2022,23,2022-06-13,True,True,True,LATE
2022-06-17,1324,2022,24,2022-06-20,True,True,True,LATE
2022-06-24,1329,2022,25,2022-06-27,True,True,True,LATE
2022-07-01,1334,2022,26,2022-07-04,True,True,True,LATE
2022-07-08,1339,2022,27,2022-07-11,True,True,True,LATE
2022-07-15,1344,2022,28,2022-07-18,True,True,True,LATE
2022-07-22,1349,2022,29,2022-07-25,True,True,True,LATE
2022-07-29,1354,2022,30,2022-08-01,True,True,True,LATE
2022-08-05,1359,2022,31,2022-08-08,True,True,True,LATE
2022-08-12,1364,2022,32,2022-08-15,True,True,True,LATE
2022-08-19,1369,2022,33,2022-08-22,True,True,True,LATE
2022-08-26,1374,2022,34,2022-08-29,True,True,True,LATE
2022-09-02,1379,2022,35,2022-09-05,True,True,True,LATE
2022-09-09,1384,2022,36,2022-09-13,True,True,True,LATE
2022-09-16,1388,2022,37,2022-09-19,True,True,True,LATE
2022-09-23,1393,2022,38,2022-09-26,True,True,True,LATE
2022-09-30,1398,2022,39,2022-10-10,True,True,True,LATE
2022-10-14,1403,2022,41,2022-10-17,True,True,True,LATE
2022-10-21,1408,2022,42,2022-10-24,True,True,True,LATE
2022-10-28,1413,2022,43,2022-10-31,True,True,True,LATE
2022-11-04,1418,2022,44,2022-11-07,True,True,True,LATE
2022-11-11,1423,2022,45,2022-11-14,True,True,True,LATE
2022-11-18,1428,2022,46,2022-11-21,True,True,True,LATE
2022-11-25,1433,2022,47,2022-11-28,True,True,True,LATE
2022-12-02,1438,2022,48,2022-12-05,True,True,True,LATE
2022-12-09,1443,2022,49,2022-12-12,True,True,True,LATE
2022-12-16,1448,2022,50,2022-12-19,True,True,True,LATE
2022-12-23,1453,2022,51,2022-12-26,True,True,True,LATE
2022-12-30,1458,2022,52,2023-01-03,True,True,True,LATE
2023-01-06,1462,2023,1,2023-01-09,True,True,True,LATE
2023-01-13,1467,2023,2,2023-01-16,True,True,True,LATE
2023-01-20,1472,2023,3,2023-01-30,True,True,True,LATE
2023-02-03,1477,2023,5,2023-02-06,True,True,True,LATE
2023-02-10,1482,2023,6,2023-02-13,True,True,True,LATE
2023-02-17,1487,2023,7,2023-02-20,True,True,True,LATE
2023-02-24,1492,2023,8,2023-02-27,True,True,True,LATE
2023-03-03,1497,2023,9,2023-03-06,True,True,True,LATE
2023-03-10,1502,2023,10,2023-03-13,True,True,True,LATE
2023-03-17,1507,2023,11,2023-03-20,True,True,True,LATE
2023-03-24,1512,2023,12,2023-03-27,True,True,True,LATE
2023-03-31,1517,2023,13,2023-04-03,True,True,True,LATE
2023-04-07,1521,2023,14,2023-04-10,True,True,True,LATE
2023-04-14,1526,2023,15,2023-04-17,True,True,True,LATE
2023-04-21,1531,2023,16,2023-04-24,True,True,True,LATE
2023-04-28,1536,2023,17,2023-05-04,True,True,True,LATE
2023-05-05,1538,2023,18,2023-05-08,True,True,True,LATE
2023-05-12,1543,2023,19,2023-05-15,True,True,True,LATE
2023-05-19,1548,2023,20,2023-05-22,True,True,True,LATE
2023-05-26,1553,2023,21,2023-05-29,True,True,True,LATE
2023-06-02,1558,2023,22,2023-06-05,True,True,True,LATE
2023-06-09,1563,2023,23,2023-06-12,True,True,True,LATE
2023-06-16,1568,2023,24,2023-06-19,True,True,True,LATE
2023-06-21,1571,2023,25,2023-06-26,True,True,True,LATE
2023-06-30,1576,2023,26,2023-07-03,True,True,True,LATE
2023-07-07,1581,2023,27,2023-07-10,True,True,True,LATE
2023-07-14,1586,2023,28,2023-07-17,True,True,True,LATE
2023-07-21,1591,2023,29,2023-07-24,True,True,True,LATE
2023-07-28,1596,2023,30,2023-07-31,True,True,True,LATE
2023-08-04,1601,2023,31,2023-08-07,True,True,True,LATE
2023-08-11,1606,2023,32,2023-08-14,True,True,True,LATE
2023-08-18,1611,2023,33,2023-08-21,True,True,True,LATE
2023-08-25,1616,2023,34,2023-08-28,True,True,True,LATE
2023-09-01,1621,2023,35,2023-09-04,True,True,True,LATE
2023-09-08,1626,2023,36,2023-09-11,True,True,True,LATE
2023-09-15,1631,2023,37,2023-09-18,True,True,True,LATE
2023-09-22,1636,2023,38,2023-09-25,True,True,True,LATE
2023-09-28,1640,2023,39,2023-10-09,True,True,True,LATE
2023-10-13,1645,2023,41,2023-10-16,True,True,True,LATE
2023-10-20,1650,2023,42,2023-10-23,True,True,True,LATE
2023-10-27,1655,2023,43,2023-10-30,True,True,True,LATE
2023-11-03,1660,2023,44,2023-11-06,True,True,True,LATE
2023-11-10,1665,2023,45,2023-11-13,True,True,True,LATE
2023-11-17,1670,2023,46,2023-11-20,True,True,True,LATE
2023-11-24,1675,2023,47,2023-11-27,True,True,True,LATE
2023-12-01,1680,2023,48,2023-12-04,True,True,True,LATE
2023-12-08,1685,2023,49,2023-12-11,True,True,True,LATE
2023-12-15,1690,2023,50,2023-12-18,True,True,True,LATE
2023-12-22,1695,2023,51,2023-12-25,True,True,True,LATE
2023-12-29,1700,2023,52,2024-01-02,True,True,True,LATE
2024-01-05,1704,2024,1,2024-01-08,True,True,True,LATE
2024-01-12,1709,2024,2,2024-01-15,True,True,True,LATE
2024-01-19,1714,2024,3,2024-01-22,True,True,True,LATE
2024-01-26,1719,2024,4,2024-01-29,True,True,True,LATE
2024-02-02,1724,2024,5,2024-02-05,True,True,True,LATE
2024-02-08,1728,2024,6,2024-02-19,True,True,True,LATE
2024-02-23,1733,2024,8,2024-02-26,True,True,True,LATE
2024-03-01,1738,2024,9,2024-03-04,True,True,True,LATE
2024-03-08,1743,2024,10,2024-03-11,True,True,True,LATE
2024-03-15,1748,2024,11,2024-03-18,True,True,True,LATE
2024-03-22,1753,2024,12,2024-03-25,True,True,True,LATE
2024-03-29,1758,2024,13,2024-04-01,True,True,True,LATE
2024-04-03,1761,2024,14,2024-04-08,True,True,True,LATE
2024-04-12,1766,2024,15,2024-04-15,True,True,True,LATE
2024-04-19,1771,2024,16,2024-04-22,True,True,True,LATE
2024-04-26,1776,2024,17,2024-04-29,True,True,True,LATE
2024-04-30,1778,2024,18,2024-05-06,True,True,True,LATE
2024-05-10,1783,2024,19,2024-05-13,True,True,True,LATE
2024-05-17,1788,2024,20,2024-05-20,True,True,True,LATE
2024-05-24,1793,2024,21,2024-05-27,True,True,True,LATE
2024-05-31,1798,2024,22,2024-06-03,True,True,True,LATE
2024-06-07,1803,2024,23,2024-06-11,True,True,True,LATE
2024-06-14,1807,2024,24,2024-06-17,True,True,True,LATE
2024-06-21,1812,2024,25,2024-06-24,True,True,True,LATE
2024-06-28,1817,2024,26,2024-07-01,True,True,True,LATE
2024-07-05,1822,2024,27,2024-07-08,True,True,True,LATE
2024-07-12,1827,2024,28,2024-07-15,True,True,True,LATE
2024-07-19,1832,2024,29,2024-07-22,True,True,True,LATE
2024-07-26,1837,2024,30,2024-07-29,True,True,True,LATE
2024-08-02,1842,2024,31,2024-08-05,True,True,True,LATE
2024-08-09,1847,2024,32,2024-08-12,True,True,True,LATE
2024-08-16,1852,2024,33,2024-08-19,True,True,True,LATE
2024-08-23,1857,2024,34,2024-08-26,True,True,True,LATE
2024-08-30,1862,2024,35,2024-09-02,True,True,True,LATE
2024-09-06,1867,2024,36,2024-09-09,True,True,True,LATE
2024-09-13,1872,2024,37,2024-09-18,True,True,True,LATE
2024-09-20,1875,2024,38,2024-09-23,True,True,True,LATE
2024-09-27,1880,2024,39,2024-09-30,True,True,True,LATE
2024-09-30,1881,2024,40,2024-10-08,True,True,True,LATE
2024-10-11,1885,2024,41,2024-10-14,True,True,True,LATE
2024-10-18,1890,2024,42,2024-10-21,True,True,True,LATE
2024-10-25,1895,2024,43,2024-10-28,True,True,True,LATE
2024-11-01,1900,2024,44,2024-11-04,True,True,True,LATE
2024-11-08,1905,2024,45,2024-11-11,True,True,True,LATE
2024-11-15,1910,2024,46,2024-11-18,True,True,True,LATE
2024-11-22,1915,2024,47,2024-11-25,True,True,True,LATE
2024-11-29,1920,2024,48,2024-12-02,True,True,True,LATE
2024-12-06,1925,2024,49,2024-12-09,True,True,True,LATE
2024-12-13,1930,2024,50,2024-12-16,True,True,True,LATE
2024-12-20,1935,2024,51,2024-12-23,True,True,True,LATE
2024-12-27,1940,2024,52,2024-12-30,True,True,True,LATE
2025-01-03,1944,2025,1,2025-01-06,True,True,True,LATE
2025-01-10,1949,2025,2,2025-01-13,True,True,True,LATE
2025-01-17,1954,2025,3,2025-01-20,True,True,True,LATE
2025-01-24,1959,2025,4,2025-01-27,True,True,True,LATE
2025-01-27,1960,2025,5,2025-02-05,True,True,True,LATE
2025-02-07,1963,2025,6,2025-02-10,True,True,True,LATE
2025-02-14,1968,2025,7,2025-02-17,True,True,True,LATE
2025-02-21,1973,2025,8,2025-02-24,True,True,True,LATE
2025-02-28,1978,2025,9,2025-03-03,True,True,True,LATE
2025-03-07,1983,2025,10,2025-03-10,True,True,True,LATE
2025-03-14,1988,2025,11,2025-03-17,True,True,True,LATE
