artifact_id,artifact_path,artifact_role,expected_sha256,observed_sha256,expected_value,observed_value,status,blocking_reason
20A_freeze_bundle,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/freeze_output_hashes_20a.json,sealed_authority,da5902ac7a987ec061cdffc33e8735ad34c22f1ae771a43540fe005fd77acb05,da5902ac7a987ec061cdffc33e8735ad34c22f1ae771a43540fe005fd77acb05,da5902ac7a987ec061cdffc33e8735ad34c22f1ae771a43540fe005fd77acb05,da5902ac7a987ec061cdffc33e8735ad34c22f1ae771a43540fe005fd77acb05,pass,
20A_price_limit_registry,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20A_paper_lineage_data_and_replication_contract/freeze/price_limit_rule_registry.csv,sealed_authority,d9fcdb64142a261bfe785f834067874281f8242d508ec02d1ddd6cf7f55c980b,d9fcdb64142a261bfe785f834067874281f8242d508ec02d1ddd6cf7f55c980b,d9fcdb64142a261bfe785f834067874281f8242d508ec02d1ddd6cf7f55c980b,d9fcdb64142a261bfe785f834067874281f8242d508ec02d1ddd6cf7f55c980b,pass,
20B_historical_bundle,topics/02_AFML_BIG_WINNER/experiments/pending/20_ohlcv_positive_beta_exposure_research/outputs/20B_trendpv_residual_momentum_design_and_replication_diagnostic_v5/historical/historical_output_hashes_20b.json,sealed_authority,bac77bc13efcd7b75df5b18f44940bcc24e57589e62dde593bd0ef748705426f,bac77bc13efcd7b75df5b18f44940bcc24e57589e62dde593bd0ef748705426f,bac77bc13efcd7b75df5b18f44940bcc24e57589e62dde593bd0ef748705426f,bac77bc13efcd7b75df5b18f44940bcc24e57589e62dde593bd0ef748705426f,pass,
EP19_cost_freeze,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/19A_entry_universe_pit_lineage_tradability_and_data_contract/replay_cost_assumption_freeze.csv,sealed_authority,2b164c5aff823b1ebddb679a93936dc3a637b4252ca10c8d4252d92e3bfee7ac,2b164c5aff823b1ebddb679a93936dc3a637b4252ca10c8d4252d92e3bfee7ac,2b164c5aff823b1ebddb679a93936dc3a637b4252ca10c8d4252d92e3bfee7ac,2b164c5aff823b1ebddb679a93936dc3a637b4252ca10c8d4252d92e3bfee7ac,pass,
