relative_path,filename_stem,internal_instrument,internal_instrument_unique_n,canonical_instrument_id,security_master_match_n,mapping_rule_id,source_sha256,status,blocking_reason
SH600000.csv,SH600000,SH600000,1,SH600000,1,exact_filename_internal_canonical_identity_v0,bca351d03dc5cc58f9bb9834ce21665987fa5d507eda10333da5d906bd3fd6fd,pass,
SH600004.csv,SH600004,SH600004,1,SH600004,1,exact_filename_internal_canonical_identity_v0,ec2f629f3c2da9889e29bc7e48367c3a12cd570ad5283664bbb193137d9995eb,pass,
SH600006.csv,SH600006,SH600006,1,SH600006,1,exact_filename_internal_canonical_identity_v0,9cecfe36452bcec294e354ade0e7eddabfaa158545914bac529fa706e72f74f8,pass,
SH600007.csv,SH600007,SH600007,1,SH600007,1,exact_filename_internal_canonical_identity_v0,8af3c8bbb81348704b225fe1c69e6b9c12c1f7e264d35b4f216c72b1467a96bb,pass,
SH600008.csv,SH600008,SH600008,1,SH600008,1,exact_filename_internal_canonical_identity_v0,3b88bc7c401f03711207ede38df0eb9a56a67ba4a5bca445cce26c05cc444455,pass,
SH600009.csv,SH600009,SH600009,1,SH600009,1,exact_filename_internal_canonical_identity_v0,67d06cec052ffff8a587b0db2c4f6f1df7c0f459a1564b1cd9bcb69a9d3cecf1,pass,
SH600010.csv,SH600010,SH600010,1,SH600010,1,exact_filename_internal_canonical_identity_v0,d6acaf50224e6a7960f94c415738b9d94b2c9990648b181d37651b2f9925c3fd,pass,
SH600011.csv,SH600011,SH600011,1,SH600011,1,exact_filename_internal_canonical_identity_v0,51e1e1e2a7b633b0364d4835d37fe22190d637dc51d8d8baf2d2728894b1ab7c,pass,
SH600012.csv,SH600012,SH600012,1,SH600012,1,exact_filename_internal_canonical_identity_v0,f32d68bb68dbbb33617bab48fd424bcdeb178b680dcfb5c43efd30eb0cbff597,pass,
SH600015.csv,SH600015,SH600015,1,SH600015,1,exact_filename_internal_canonical_identity_v0,d968053c605e59890f333a7d980c89885a6b4060d4d43221900229d7d9261817,pass,
SH600016.csv,SH600016,SH600016,1,SH600016,1,exact_filename_internal_canonical_identity_v0,15e1e657343d6beb66bec76301099953ffc39ae5c13da705b99709f0bb581e73,pass,
SH600017.csv,SH600017,SH600017,1,SH600017,1,exact_filename_internal_canonical_identity_v0,a61690829ed8866b37037b3f8aaa3f3e2ed372979329aff845fdf33cc3ef3230,pass,
SH600018.csv,SH600018,SH600018,1,SH600018,1,exact_filename_internal_canonical_identity_v0,fba318a23f86b3c1e4bd88bd934d8fcf514633c3b95d567cdc87368a8e220549,pass,
SH600019.csv,SH600019,SH600019,1,SH600019,1,exact_filename_internal_canonical_identity_v0,576857bed2b2323ee3bbc381e9f6a627afc71870d5ff5baf36d7e7a9f8f26e36,pass,
SH600020.csv,SH600020,SH600020,1,SH600020,1,exact_filename_internal_canonical_identity_v0,142bbbdde5adc937a41a68c3275d87c3ddc510069dcd70e7082fce7526de1b98,pass,
SH600021.csv,SH600021,SH600021,1,SH600021,1,exact_filename_internal_canonical_identity_v0,84ce6a42f9fa51acc09bc322a612801304e135cbb2370715022f90b6b712bd94,pass,
SH600022.csv,SH600022,SH600022,1,SH600022,1,exact_filename_internal_canonical_identity_v0,74d478369646cbfbc523d9d3d4f56235fc2b70ca60271ef449c4a7356c2a48ce,pass,
SH600023.csv,SH600023,SH600023,1,SH600023,1,exact_filename_internal_canonical_identity_v0,1fd898999a04eead362a282dd4cba1bee5b8c438a331a1ca657c1c86ee7b9640,pass,
SH600025.csv,SH600025,SH600025,1,SH600025,1,exact_filename_internal_canonical_identity_v0,8671c701c1dbafe4dd20c957ba77f8f27d32afe2c1c8fc95e89004888ce3c196,pass,
SH600026.csv,SH600026,SH600026,1,SH600026,1,exact_filename_internal_canonical_identity_v0,f30b34554f1cfc02bd77e4c0a007ae109b70369045cae5dba26d9f0a002ba68e,pass,
SH600027.csv,SH600027,SH600027,1,SH600027,1,exact_filename_internal_canonical_identity_v0,205f59aca84cb0a99041270bf586d6ee3ecf0cef43f3ba164fc8567716f759d2,pass,
SH600028.csv,SH600028,SH600028,1,SH600028,1,exact_filename_internal_canonical_identity_v0,dc6498fad28a04e00c48cd292978d5754854437e714617a0b7046ae026dd5ac1,pass,
SH600029.csv,SH600029,SH600029,1,SH600029,1,exact_filename_internal_canonical_identity_v0,eea4a9817c67854aea34e2b588b2e7f2a421d478b554920b199c90332dd4a3b4,pass,
SH600030.csv,SH600030,SH600030,1,SH600030,1,exact_filename_internal_canonical_identity_v0,e7cb9d17ed4c7c92d12c805e890b79b99f0ce8c6faa8c17ff21d3c038e49b782,pass,
SH600031.csv,SH600031,SH600031,1,SH600031,1,exact_filename_internal_canonical_identity_v0,ec1ac27282e3b7de88fcbb6b7cd93c04c3b61036bef810eeed898653416e6cf1,pass,
SH600032.csv,SH600032,SH600032,1,SH600032,1,exact_filename_internal_canonical_identity_v0,e83c04aecdfed279c5d8b008fa027eca523fd18515a036daf27b16173f2e5764,pass,
SH600033.csv,SH600033,SH600033,1,,1,exact_filename_internal_canonical_identity_v0,26a259965f3c088a6e5e881f9d1a2ce5411314d096223cc86feb16b4857f3ae2,pass,
SH600035.csv,SH600035,SH600035,1,,1,exact_filename_internal_canonical_identity_v0,b123af99a7c6ed256e87017cfd53764bbe6fc7b44f5e7b3b92373069ceba0f88,pass,
SH600036.csv,SH600036,SH600036,1,SH600036,1,exact_filename_internal_canonical_identity_v0,a1e4e5a1fe6602d4df5a2b33b630ed8f3d987fad33876eb16ed95a7e69e19d71,pass,
SH600037.csv,SH600037,SH600037,1,SH600037,1,exact_filename_internal_canonical_identity_v0,8b43c05ee72c434d70374b30aee28566479dd39efa3287b5dec9a0450cc27f29,pass,
SH600038.csv,SH600038,SH600038,1,SH600038,1,exact_filename_internal_canonical_identity_v0,8cbe09f4e471065a8aa8aa12acd14ccd10d07b69e0bb96b4cc9c1c7b3974fed2,pass,
SH600039.csv,SH600039,SH600039,1,SH600039,1,exact_filename_internal_canonical_identity_v0,7a3ce611f5248ef5cf8835d823bf44ece4c5f5b074186821dbaf0c4557dcaae6,pass,
SH600048.csv,SH600048,SH600048,1,SH600048,1,exact_filename_internal_canonical_identity_v0,9ab7cc56075bd1c4f00181b1b3a35402798bfe3f598ea481b04252ca036253e6,pass,
