split,seed_episode_id,instrument_id,step_signal_date,step_offset,added_family_set,added_family_count,step_status,included_in_primary_fresh_count
validation,17e237eb093cea02,SH601225,2022-08-09,29,momentum_rps|oscillator|pullback_drawdown,3,after_observable_failure,False
validation,a0cd90874b4caa50,SH601225,2022-08-12,1,momentum_rps|price_trend|range_breakout,3,outside_primary_fresh_window,False
validation,a0cd90874b4caa50,SH601225,2022-08-15,2,momentum_rps|range_breakout,2,outside_primary_fresh_window,False
validation,a0cd90874b4caa50,SH601225,2022-08-22,7,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,a0cd90874b4caa50,SH601225,2022-08-23,8,momentum_rps|price_trend|volatility_band,3,same_offset_multi_family_step,True
validation,fe9ea203e77dc5d3,SH601225,2022-11-08,1,momentum_rps|price_trend,2,outside_primary_fresh_window,False
validation,747e90d120363dac,SH601225,2023-01-11,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,same_offset_multi_family_step,True
validation,b1ccc110daeef7e3,SH601225,2023-03-30,23,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
validation,b1ccc110daeef7e3,SH601225,2023-03-31,24,momentum_rps|oscillator|pullback_drawdown,3,after_observable_failure,False
validation,720c91991728b51b,SH601225,2023-05-09,12,momentum_rps|oscillator|pullback_drawdown,3,after_observable_failure,False
validation,31e9949ee3f8fcc0,SH601225,2023-07-03,13,momentum_rps|oscillator|pullback_drawdown,3,same_offset_multi_family_step,True
validation,0ad544d4796715d3,SH601225,2023-08-28,12,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
validation,b518131bf17ef82b,SH601225,2023-11-10,1,oscillator|price_trend|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
validation,b518131bf17ef82b,SH601225,2023-11-13,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
robustness,51c091c573fbed94,SH601225,2024-02-22,3,momentum_rps|volatility_band,2,same_offset_multi_family_step,True
robustness,ce49c9aab98c377b,SH601225,2024-04-15,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
robustness,ce49c9aab98c377b,SH601225,2024-04-16,3,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
robustness,99457cf188e2024c,SH601225,2024-06-12,6,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,same_offset_multi_family_step,True
robustness,6f33eb113e52eed0,SH601225,2024-08-16,1,price_trend|pullback_drawdown|volatility_band,3,outside_primary_fresh_window,False
robustness,6f33eb113e52eed0,SH601225,2024-09-23,25,price_trend|volatility_band,2,after_observable_failure,False
robustness,6f33eb113e52eed0,SH601225,2024-09-24,26,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
robustness,6f33eb113e52eed0,SH601225,2024-09-25,27,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
robustness,6f33eb113e52eed0,SH601225,2024-09-26,28,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
robustness,6f33eb113e52eed0,SH601225,2024-09-27,29,price_trend|pullback_drawdown,2,after_observable_failure,False
robustness,6f33eb113e52eed0,SH601225,2024-09-30,30,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
robustness,15b51f93426dc0f6,SH601225,2024-12-04,1,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
robustness,15b51f93426dc0f6,SH601225,2024-12-05,2,momentum_rps|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
robustness,15b51f93426dc0f6,SH601225,2024-12-06,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
robustness,6aa5c9c47781a82e,SH601225,2025-05-21,4,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,same_offset_multi_family_step,True
robustness,3a5c751ea91b8913,SH601225,2025-07-22,1,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
robustness,3a5c751ea91b8913,SH601225,2025-07-23,2,momentum_rps|oscillator|price_trend|pullback_drawdown,4,outside_primary_fresh_window,False
robustness,3a5c751ea91b8913,SH601225,2025-07-24,3,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
robustness,9fd58171aaf867c8,SH601225,2025-09-17,2,oscillator|volume_money,2,outside_primary_fresh_window,False
robustness,9fd58171aaf867c8,SH601225,2025-10-14,15,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,same_offset_multi_family_step,True
train,32cf188b5e9ee565,SH601229,2018-01-04,1,oscillator|volatility_band,2,outside_primary_fresh_window,False
train,32cf188b5e9ee565,SH601229,2018-01-18,11,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,141b0624e0da0975,SH601229,2018-07-24,1,oscillator|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
train,141b0624e0da0975,SH601229,2018-07-25,2,momentum_rps|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
train,141b0624e0da0975,SH601229,2018-07-26,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,3d4d949ce74c658e,SH601229,2018-10-22,28,momentum_rps|price_trend,2,after_observable_failure,False
train,29c96d5fd4fb79c8,SH601229,2019-02-25,12,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
train,e283a24bba51a77b,SH601229,2019-04-03,2,pullback_drawdown|range_breakout,2,outside_primary_fresh_window,False
train,e283a24bba51a77b,SH601229,2019-04-04,3,pullback_drawdown|range_breakout,2,same_offset_multi_family_step,True
train,71629ddc0078d793,SH601229,2019-10-15,21,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,cdb5b5d028c9e917,SH601229,2020-06-11,8,oscillator|volume_money,2,same_offset_multi_family_step,True
train,cdb5b5d028c9e917,SH601229,2020-07-03,22,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
train,5a03ad5ce3f69b71,SH601229,2020-10-21,4,volatility_band|volume_money,2,same_offset_multi_family_step,True
train,296182b1a49cfd10,SH601229,2021-01-15,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,296182b1a49cfd10,SH601229,2021-02-05,18,oscillator|price_trend,2,same_offset_multi_family_step,True
train,66cdfeab04b55e5f,SH601229,2021-03-15,1,volatility_band|volume_money,2,outside_primary_fresh_window,False
train,66cdfeab04b55e5f,SH601229,2021-03-16,2,pullback_drawdown|volatility_band,2,outside_primary_fresh_window,False
train,aaee34898046beff,SH601229,2021-09-02,17,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,a83d286285adf0cc,SH601229,2021-10-11,1,oscillator|volatility_band,2,outside_primary_fresh_window,False
validation,1ad03fa3359ca18a,SH601229,2022-04-06,2,price_trend|pullback_drawdown|volatility_band,3,outside_primary_fresh_window,False
validation,ec4d811b55f4c507,SH601229,2022-06-09,2,oscillator|volume_money,2,outside_primary_fresh_window,False
validation,ec4d811b55f4c507,SH601229,2022-06-10,3,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,671a64d83cb35636,SH601229,2022-09-01,11,oscillator|volatility_band,2,same_offset_multi_family_step,True
validation,5ae7d97d9b881fde,SH601229,2022-11-11,19,volatility_band|volume_money,2,after_observable_failure,False
validation,5ae7d97d9b881fde,SH601229,2022-11-14,20,oscillator|volatility_band,2,after_observable_failure,False
validation,5ae7d97d9b881fde,SH601229,2022-11-23,27,volatility_band|volume_money,2,after_observable_failure,False
validation,5ae7d97d9b881fde,SH601229,2022-11-25,29,oscillator|volatility_band,2,after_observable_failure,False
validation,addf7d4a8a77667e,SH601229,2023-05-04,7,oscillator|volatility_band|volume_money,3,same_offset_multi_family_step,True
validation,95bbd379851204bb,SH601229,2023-07-28,4,oscillator|volatility_band|volume_money,3,same_offset_multi_family_step,True
validation,714398f2e52f5704,SH601229,2023-12-26,4,oscillator|volatility_band,2,same_offset_multi_family_step,True
robustness,40bd8550204cca8f,SH601229,2024-04-18,11,volatility_band|volume_money,2,same_offset_multi_family_step,True
robustness,be9aa4445211d9f3,SH601229,2024-06-27,25,oscillator|volume_money,2,after_observable_failure,False
robustness,be9aa4445211d9f3,SH601229,2024-07-01,27,oscillator|price_trend|pullback_drawdown,3,after_observable_failure,False
robustness,be9aa4445211d9f3,SH601229,2024-07-02,28,momentum_rps|oscillator|price_trend|pullback_drawdown,4,after_observable_failure,False
robustness,be9aa4445211d9f3,SH601229,2024-07-03,29,momentum_rps|pullback_drawdown,2,after_observable_failure,False
robustness,8028bf9ac8ea162d,SH601229,2024-08-19,23,momentum_rps|oscillator|pullback_drawdown|volatility_band|volume_money,5,after_observable_failure,False
robustness,8028bf9ac8ea162d,SH601229,2024-08-20,24,oscillator|volatility_band,2,after_observable_failure,False
robustness,87bedc6ee2bdd6c9,SH601229,2024-11-27,2,oscillator|volume_money,2,outside_primary_fresh_window,False
robustness,87bedc6ee2bdd6c9,SH601229,2024-11-29,4,momentum_rps|pullback_drawdown|volatility_band,3,same_offset_multi_family_step,True
robustness,90f746ffc339b691,SH601229,2025-03-31,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,same_offset_multi_family_step,True
robustness,447ce0c86f9b1842,SH601229,2025-07-03,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
robustness,447ce0c86f9b1842,SH601229,2025-07-04,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
robustness,447ce0c86f9b1842,SH601229,2025-07-07,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
robustness,96c2a7ece7434f7f,SH601229,2025-10-13,1,oscillator|price_trend|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
robustness,96c2a7ece7434f7f,SH601229,2025-10-14,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
robustness,96c2a7ece7434f7f,SH601229,2025-10-15,3,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
train,98d34e4d2e811934,SH601231,2020-08-03,20,momentum_rps|volume_money,2,after_observable_failure,False
train,98d34e4d2e811934,SH601231,2020-08-04,21,momentum_rps|volume_money,2,after_observable_failure,False
train,9424d02eac716c42,SH601231,2020-09-28,25,momentum_rps|oscillator|price_trend,3,after_observable_failure,False
train,9424d02eac716c42,SH601231,2020-09-29,26,momentum_rps|oscillator|price_trend,3,after_observable_failure,False
train,9424d02eac716c42,SH601231,2020-10-09,28,momentum_rps|oscillator|price_trend|volatility_band,4,after_observable_failure,False
train,9424d02eac716c42,SH601231,2020-10-12,29,momentum_rps|price_trend|volatility_band,3,after_observable_failure,False
train,22a2c769221dbffb,SH601233,2021-04-29,2,price_trend|volume_money,2,outside_primary_fresh_window,False
train,22a2c769221dbffb,SH601233,2021-04-30,3,price_trend|volume_money,2,same_offset_multi_family_step,True
train,1d362969d7976d4c,SH601233,2021-06-28,1,momentum_rps|price_trend|range_breakout,3,outside_primary_fresh_window,False
train,1d362969d7976d4c,SH601233,2021-06-29,2,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,outside_primary_fresh_window,False
train,1d362969d7976d4c,SH601233,2021-06-30,3,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
train,1d362969d7976d4c,SH601233,2021-07-12,11,oscillator|volume_money,2,same_offset_multi_family_step,True
train,4f35b9148ad570a4,SH601233,2021-09-08,1,momentum_rps|volatility_band,2,outside_primary_fresh_window,False
validation,868b3436b53663af,SH601233,2022-02-09,10,momentum_rps|price_trend,2,after_observable_failure,False
validation,868b3436b53663af,SH601233,2022-02-10,11,momentum_rps|price_trend|volatility_band|volume_money,4,after_observable_failure,False
validation,868b3436b53663af,SH601233,2022-02-11,12,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,868b3436b53663af,SH601233,2022-02-18,17,price_trend|volatility_band,2,after_observable_failure,False
train,2a03068b8d84e0f5,SH601236,2020-01-14,1,price_trend|pullback_drawdown,2,outside_primary_fresh_window,False
train,2a03068b8d84e0f5,SH601236,2020-01-15,2,price_trend|pullback_drawdown,2,outside_primary_fresh_window,False
train,2a03068b8d84e0f5,SH601236,2020-01-16,3,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
train,02cfc2820c70d29b,SH601236,2020-05-06,1,price_trend|range_breakout,2,outside_primary_fresh_window,False
train,02cfc2820c70d29b,SH601236,2020-05-07,2,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,outside_primary_fresh_window,False
train,02cfc2820c70d29b,SH601236,2020-05-08,3,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,same_offset_multi_family_step,True
train,b25cd9970b5818b6,SH601236,2020-07-03,8,price_trend|range_breakout|volatility_band,3,after_observable_failure,False
train,b25cd9970b5818b6,SH601236,2020-07-06,9,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,after_observable_failure,False
train,b25cd9970b5818b6,SH601236,2020-07-08,11,price_trend|pullback_drawdown,2,after_observable_failure,False
train,b25cd9970b5818b6,SH601236,2020-07-13,14,price_trend|pullback_drawdown|range_breakout|volatility_band,4,after_observable_failure,False
train,b25cd9970b5818b6,SH601236,2020-07-14,15,momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,5,after_observable_failure,False
train,ff9e83bc32cccd79,SH601236,2020-12-11,7,pullback_drawdown|volume_money,2,after_observable_failure,False
train,ff9e83bc32cccd79,SH601236,2020-12-23,15,momentum_rps|price_trend|volume_money,3,after_observable_failure,False
train,ff9e83bc32cccd79,SH601236,2020-12-29,19,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,6,after_observable_failure,False
train,ff9e83bc32cccd79,SH601236,2020-12-30,20,price_trend|pullback_drawdown|range_breakout,3,after_observable_failure,False
train,ff9e83bc32cccd79,SH601236,2020-12-31,21,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,5,after_observable_failure,False
train,57ad53068347a52a,SH601236,2021-03-24,23,range_breakout|volume_money,2,after_observable_failure,False
train,57ad53068347a52a,SH601236,2021-03-25,24,momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,5,after_observable_failure,False
train,57ad53068347a52a,SH601236,2021-03-26,25,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,fc96f1063d84bcf5,SH601236,2021-11-11,2,oscillator|volume_money,2,outside_primary_fresh_window,False
train,fc96f1063d84bcf5,SH601236,2021-12-09,22,oscillator|volatility_band,2,same_offset_multi_family_step,True
validation,62a315a1a8fa7314,SH601236,2022-04-13,1,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
validation,62a315a1a8fa7314,SH601236,2022-04-14,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,3d11e02e3f1ced64,SH601238,2017-10-16,9,momentum_rps|oscillator|price_trend|pullback_drawdown,4,same_offset_multi_family_step,True
train,1dd8c72dde0963c2,SH601238,2018-03-12,10,momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,same_offset_multi_family_step,True
train,4571ccb04f5905c0,SH601238,2018-05-15,1,oscillator|volume_money,2,outside_primary_fresh_window,False
train,4571ccb04f5905c0,SH601238,2018-06-05,16,momentum_rps|oscillator|price_trend|volatility_band,4,after_observable_failure,False
train,4571ccb04f5905c0,SH601238,2018-06-06,17,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,4571ccb04f5905c0,SH601238,2018-06-07,18,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,eb84b253e95cbb34,SH601238,2018-09-21,5,oscillator|price_trend|volatility_band,3,same_offset_multi_family_step,True
train,684f2d0987cd083c,SH601238,2019-01-07,1,oscillator|volume_money,2,outside_primary_fresh_window,False
train,684f2d0987cd083c,SH601238,2019-01-09,3,oscillator|volume_money,2,same_offset_multi_family_step,True
train,684f2d0987cd083c,SH601238,2019-02-13,23,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
train,0d72450b716d9cdc,SH601238,2019-04-17,5,oscillator|volume_money,2,after_observable_failure,False
train,5bb2cac6bc7838c9,SH601238,2019-07-02,15,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
train,3e934d85979ebfa6,SH601238,2019-08-27,21,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
train,3e934d85979ebfa6,SH601238,2019-08-28,22,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
train,3e934d85979ebfa6,SH601238,2019-08-29,23,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
train,3e934d85979ebfa6,SH601238,2019-08-30,24,momentum_rps|pullback_drawdown,2,after_observable_failure,False
train,3e934d85979ebfa6,SH601238,2019-09-06,29,price_trend|pullback_drawdown|volatility_band|volume_money,4,after_observable_failure,False
train,3e934d85979ebfa6,SH601238,2019-09-09,30,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
train,5d3eab905a1641af,SH601238,2019-11-28,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,5d3eab905a1641af,SH601238,2020-01-03,28,price_trend|volatility_band,2,same_offset_multi_family_step,True
train,8d7e70c01bff3828,SH601238,2020-02-17,21,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,after_observable_failure,False
train,8d7e70c01bff3828,SH601238,2020-02-18,22,momentum_rps|price_trend|pullback_drawdown,3,after_observable_failure,False
train,8d7e70c01bff3828,SH601238,2020-02-19,23,momentum_rps|price_trend|pullback_drawdown,3,after_observable_failure,False
train,8d7e70c01bff3828,SH601238,2020-02-20,24,price_trend|pullback_drawdown,2,after_observable_failure,False
train,8d7e70c01bff3828,SH601238,2020-02-21,25,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
train,6285310f08b26192,SH601238,2020-03-10,6,range_breakout|volume_money,2,after_observable_failure,False
train,6285310f08b26192,SH601238,2020-03-13,9,momentum_rps|price_trend|range_breakout,3,after_observable_failure,False
train,c9820fc0e3267181,SH601238,2020-05-08,1,momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,6,outside_primary_fresh_window,False
train,c9820fc0e3267181,SH601238,2020-05-11,2,momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band,5,outside_primary_fresh_window,False
train,c9820fc0e3267181,SH601238,2020-05-12,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
train,0476fd589ecd5be6,SH601238,2020-07-03,1,oscillator|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
train,0476fd589ecd5be6,SH601238,2020-07-06,2,oscillator|price_trend|pullback_drawdown|volatility_band,4,outside_primary_fresh_window,False
train,0476fd589ecd5be6,SH601238,2020-07-29,19,momentum_rps|price_trend|volatility_band,3,same_offset_multi_family_step,True
train,840a68ff033aacdc,SH601238,2020-10-21,18,oscillator|pullback_drawdown,2,after_observable_failure,False
train,840a68ff033aacdc,SH601238,2020-10-22,19,oscillator|pullback_drawdown,2,after_observable_failure,False
train,840a68ff033aacdc,SH601238,2020-10-23,20,oscillator|pullback_drawdown,2,after_observable_failure,False
train,840a68ff033aacdc,SH601238,2020-10-30,25,oscillator|pullback_drawdown,2,after_observable_failure,False
train,c2cc578551bfd3cf,SH601238,2020-11-23,1,oscillator|pullback_drawdown,2,outside_primary_fresh_window,False
train,190f52458f42b863,SH601238,2021-03-11,2,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,190f52458f42b863,SH601238,2021-04-16,27,price_trend|pullback_drawdown|volatility_band,3,after_observable_failure,False
train,190f52458f42b863,SH601238,2021-04-19,28,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,after_observable_failure,False
train,190f52458f42b863,SH601238,2021-04-20,29,momentum_rps|price_trend,2,after_observable_failure,False
train,3aa320fdacf0cd11,SH601238,2021-05-12,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,6,outside_primary_fresh_window,False
train,3aa320fdacf0cd11,SH601238,2021-05-14,4,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
validation,4c66412c05eae34a,SH601238,2022-04-14,4,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-04-18,6,momentum_rps|pullback_drawdown|volatility_band,3,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-04-29,15,momentum_rps|volatility_band,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-06,17,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-09,18,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-13,22,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-16,23,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-17,24,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-18,25,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-23,28,momentum_rps|pullback_drawdown,2,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-24,29,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,after_observable_failure,False
validation,4c66412c05eae34a,SH601238,2022-05-25,30,momentum_rps|pullback_drawdown|volatility_band,3,after_observable_failure,False
validation,9b12978e89cff50b,SH601238,2022-06-01,4,oscillator|volatility_band|volume_money,3,same_offset_multi_family_step,True
validation,956475dd4c8fc90a,SH601238,2022-11-04,15,price_trend|range_breakout,2,after_observable_failure,False
validation,a7fc7a86adfb6e8a,SH601238,2023-02-01,3,momentum_rps|pullback_drawdown|volatility_band,3,same_offset_multi_family_step,True
validation,9415d42cb8eeabab,SH601238,2023-03-29,2,volatility_band|volume_money,2,outside_primary_fresh_window,False
validation,9415d42cb8eeabab,SH601238,2023-05-10,28,oscillator|price_trend|volatility_band|volume_money,4,after_observable_failure,False
validation,cd26d16bd6bdfce0,SH601238,2023-07-04,14,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,same_offset_multi_family_step,True
validation,4de30ff815b1722e,SH601238,2023-07-28,1,oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,5,outside_primary_fresh_window,False
validation,4de30ff815b1722e,SH601238,2023-07-31,2,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,outside_primary_fresh_window,False
validation,d4932ea90164c6f4,SH601238,2023-10-27,11,momentum_rps|price_trend|volatility_band,3,after_observable_failure,False
validation,08a123ba4f3dbbbc,SH601238,2023-11-28,1,oscillator|price_trend|range_breakout|volatility_band,4,outside_primary_fresh_window,False
robustness,e1be9c7476da2e52,SH601238,2024-02-08,10,price_trend|pullback_drawdown|range_breakout,3,after_observable_failure,False
robustness,e1be9c7476da2e52,SH601238,2024-02-19,11,pullback_drawdown|range_breakout,2,after_observable_failure,False
robustness,e1be9c7476da2e52,SH601238,2024-02-26,16,range_breakout|volume_money,2,after_observable_failure,False
robustness,5dabf4fbe38f8bc3,SH601238,2024-03-19,1,momentum_rps|price_trend|pullback_drawdown,3,outside_primary_fresh_window,False
robustness,5dabf4fbe38f8bc3,SH601238,2024-04-10,15,price_trend|pullback_drawdown,2,after_observable_failure,False
robustness,5dabf4fbe38f8bc3,SH601238,2024-04-11,16,momentum_rps|pullback_drawdown,2,after_observable_failure,False
robustness,ae0778b58efb3ebd,SH601238,2024-07-15,29,momentum_rps|pullback_drawdown,2,after_observable_failure,False
robustness,ae0778b58efb3ebd,SH601238,2024-07-16,30,momentum_rps|pullback_drawdown|volatility_band,3,after_observable_failure,False
robustness,0446ceb246d34083,SH601238,2024-12-03,14,oscillator|range_breakout|volatility_band|volume_money,4,after_observable_failure,False
robustness,5ed76fd405f93e68,SH601238,2025-02-06,21,oscillator|price_trend|pullback_drawdown,3,after_observable_failure,False
robustness,5ed76fd405f93e68,SH601238,2025-02-07,22,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
robustness,5ed76fd405f93e68,SH601238,2025-02-10,23,oscillator|price_trend|pullback_drawdown|volatility_band,4,after_observable_failure,False
robustness,896e356ea64adc75,SH601238,2025-06-12,25,momentum_rps|price_trend|volatility_band,3,after_observable_failure,False
robustness,3594a83ab2182fb7,SH601238,2025-11-28,1,price_trend|range_breakout|volatility_band,3,outside_primary_fresh_window,False
train,26bfbe94e9fbf994,SH601288,2017-11-23,1,momentum_rps|pullback_drawdown,2,outside_primary_fresh_window,False
train,93beb1081444f53a,SH601288,2018-01-11,1,oscillator|volatility_band,2,outside_primary_fresh_window,False
train,93beb1081444f53a,SH601288,2018-01-12,2,oscillator|volatility_band,2,outside_primary_fresh_window,False
train,93beb1081444f53a,SH601288,2018-01-15,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,same_offset_multi_family_step,True
train,94fdf7f8a0884aa2,SH601288,2018-07-12,3,pullback_drawdown|range_breakout,2,same_offset_multi_family_step,True
train,e7c7ad3eb674f26b,SH601288,2018-09-21,20,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,same_offset_multi_family_step,True
train,3f679d9c0d9ad2ca,SH601288,2019-01-25,20,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,47a0d19ba7edf0e4,SH601288,2019-02-25,5,oscillator|price_trend|range_breakout|volatility_band,4,same_offset_multi_family_step,True
train,823d8743eb9c3bef,SH601288,2019-04-16,7,volatility_band|volume_money,2,same_offset_multi_family_step,True
train,13a28c2af8d81418,SH601288,2019-12-27,8,oscillator|volume_money,2,same_offset_multi_family_step,True
train,607a4581166e649e,SH601288,2020-07-06,25,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
train,d92202b88173a704,SH601288,2020-12-01,1,range_breakout|volatility_band,2,outside_primary_fresh_window,False
train,7c42202a3b91677f,SH601288,2021-01-15,2,oscillator|volatility_band|volume_money,3,outside_primary_fresh_window,False
train,d10a77b0db93bc0c,SH601288,2021-09-01,10,oscillator|volatility_band,2,same_offset_multi_family_step,True
train,15c86cc0f87dd53a,SH601288,2022-01-05,21,volatility_band|volume_money,2,same_offset_multi_family_step,True
validation,cc7dee2f25e3d0ce,SH601288,2022-02-08,1,oscillator|volume_money,2,outside_primary_fresh_window,False
validation,1a4cdeb2b25a0ea1,SH601288,2022-11-14,1,oscillator|range_breakout,2,outside_primary_fresh_window,False
validation,1a4cdeb2b25a0ea1,SH601288,2022-11-22,7,range_breakout|volume_money,2,same_offset_multi_family_step,True
validation,44af1e37f8080d90,SH601288,2023-04-18,9,oscillator|volume_money,2,same_offset_multi_family_step,True
validation,44af1e37f8080d90,SH601288,2023-05-04,18,momentum_rps|price_trend|pullback_drawdown,3,same_offset_multi_family_step,True
validation,2d786606283c48c8,SH601288,2023-06-08,2,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,outside_primary_fresh_window,False
validation,2d786606283c48c8,SH601288,2023-06-09,3,momentum_rps|pullback_drawdown,2,same_offset_multi_family_step,True
validation,c02913292a278c15,SH601288,2023-07-28,4,pullback_drawdown|volatility_band,2,same_offset_multi_family_step,True
robustness,356021e2c7fa542b,SH601288,2024-01-29,18,price_trend|pullback_drawdown,2,same_offset_multi_family_step,True
robustness,8d143b6ce8ebb623,SH601288,2024-04-16,1,oscillator|volume_money,2,outside_primary_fresh_window,False
