split,year,conditioning_state,conditioning_key,seed_episode_count,big_winner_label_denominator,big_winner_count_close_anchor,big_winner_rate_close_anchor,big_winner_rate_close_anchor_lower,big_winner_rate_close_anchor_upper,path_label_denominator,good_count,bad_count,neutral_count,P_good,P_bad,P_neutral,P_good_lower,P_good_upper,P_bad_lower,P_bad_upper,censored_or_invalid_count,failed_before_condition_count,sample_sufficiency_status
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=0,T+10|other_sparse_patterns|True|0,1,1,0,0.0,0.0015429193026729434,0.7714801861936711,1,1,0,0,1.0,0.0,0.0,0.22851981380632877,0.9984570806973271,0.0015429193026729434,0.7714801861936711,0,0,unusable
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=1,T+10|other_sparse_patterns|True|1,316,257,42,0.16342412451361868,0.12834301449569663,0.20407358807386977,268,174,83,11,0.6492537313432836,0.30970149253731344,0.041044776119402986,0.6002779424064233,0.6958603480493601,0.26489963836344427,0.3575239483052932,48,0,sufficient
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=2,T+10|other_sparse_patterns|True|2,634,530,122,0.23018867924528302,0.20123801638945255,0.2613098746146698,547,406,128,13,0.7422303473491774,0.2340036563071298,0.02376599634369287,0.7105669100526114,0.7720055079622654,0.2053040836826709,0.2647767320618459,87,0,sufficient
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=3,T+10|other_sparse_patterns|True|3,206,175,45,0.2571428571428571,0.20597958528186996,0.31419427435740693,179,147,27,5,0.8212290502793296,0.15083798882681565,0.027932960893854747,0.7704618641277137,0.8643826694900864,0.11107986196756502,0.19887040713271542,27,0,thin_report_only
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=4,T+10|other_sparse_patterns|True|4,36,29,6,0.20689655172413793,0.10650854908849564,0.34859010770482507,30,29,1,0,0.9666666666666667,0.03333333333333333,0.0,0.8769022315919489,0.9941036958618216,0.005896304138178461,0.12309776840805106,6,0,too_sparse_report_only
train,all,checkpoint=T+10|sequence_pattern=other_sparse_patterns|sequence_pattern_truncated=True|sequence_depth=5,T+10|other_sparse_patterns|True|5,2,2,0,0.0,0.0008681992074418029,0.5692585318618988,2,2,0,0,1.0,0.0,0.0,0.43074146813810105,0.9991318007925581,0.0008681992074418029,0.5692585318618988,0,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:momentum_rps|sequence_pattern_truncated=False|sequence_depth=0,T+10|seed:momentum_rps|False|0,1,0,0,,,,1,0,1,0,0.0,1.0,0.0,0.0015429193026729434,0.7714801861936711,0.22851981380632877,0.9984570806973271,0,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle|sequence_pattern_truncated=False|sequence_depth=0,T+10|seed:multi_family_bundle|False|0,555,466,61,0.13090128755364808,0.10690496665393015,0.1582728814619809,485,222,234,29,0.4577319587628866,0.4824742268041237,0.05979381443298969,0.4207775750255266,0.49505787416565117,0.4453008225312966,0.519801681010264,70,0,sufficient
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|False|1,53,46,9,0.1956521739130435,0.11445074828326651,0.30433858540092473,46,35,10,1,0.7608695652173914,0.21739130434782608,0.021739130434782608,0.6472448229568397,0.8509230465933288,0.13157180244633127,0.3287402127519664,7,0,too_sparse_report_only
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps -> fresh:volatility_band|sequence_pattern_truncated=False|sequence_depth=2,T+10|seed:multi_family_bundle -> fresh:momentum_rps -> fresh:volatility_band|False|2,9,7,2,0.2857142857142857,0.08811560270385124,0.5928846799465075,6,4,2,0,0.6666666666666666,0.3333333333333333,0.0,0.340802031700847,0.8957294766725463,0.10427052332745364,0.6591979682991529,3,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|oscillator|price_trend|pullback_drawdown|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|oscillator|price_trend|pullback_drawdown|False|1,10,10,3,0.3,0.11732937668021012,0.558126766484634,10,10,0,0,1.0,0.0,0.0,0.829226891755152,0.9998082637110255,0.00019173628897447588,0.1707731082448478,0,0,too_sparse_report_only
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|False|1,12,12,3,0.25,0.09635547650808837,0.4837621473970543,12,12,0,0,1.0,0.0,0.0,0.8549434818071235,0.999839550791377,0.00016044920862300598,0.14505651819287654,0,0,too_sparse_report_only
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|oscillator|pullback_drawdown|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|oscillator|pullback_drawdown|False|1,2,2,1,0.5,0.09730818173994008,0.9026918182600598,2,1,0,1,0.5,0.0,0.5,0.09730818173994008,0.9026918182600598,0.0008681992074418029,0.5692585318618988,0,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|oscillator|pullback_drawdown|volatility_band|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|oscillator|pullback_drawdown|volatility_band|False|1,10,9,2,0.2222222222222222,0.0673116135687027,0.4916369651474135,9,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0.6393301499356719,0.9800809114436638,0.019919088556336124,0.36066985006432806,1,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|price_trend|pullback_drawdown|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|price_trend|pullback_drawdown|False|1,15,14,1,0.07142857142857142,0.012716636173339489,0.2475137426652543,14,11,3,0,0.7857142857142857,0.21428571428571427,0.0,0.573629275563093,0.9182365073850761,0.08176349261492383,0.42637072443690704,1,0,too_sparse_report_only
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|price_trend|pullback_drawdown|volatility_band|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|price_trend|pullback_drawdown|volatility_band|False|1,10,8,1,0.125,0.02246466554825478,0.39667316688551524,9,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0.5083630348525865,0.9326883864312973,0.0673116135687027,0.4916369651474135,1,0,unusable
train,all,checkpoint=T+10|sequence_pattern=seed:multi_family_bundle -> fresh:momentum_rps|pullback_drawdown|sequence_pattern_truncated=False|sequence_depth=1,T+10|seed:multi_family_bundle -> fresh:momentum_rps|pullback_drawdown|False|1,64,51,4,0.0784313725490196,0.03320813073684202,0.15794556196609338,52,28,23,1,0.5384615384615384,0.4423076923076923,0.019230769230769232,0.4251893026763837,0.648647089081623,0.333301744113359,0.5559435901744354,12,0,thin_report_only
