split,offset,fresh_family_id,kth_fresh_step_index,at_risk_episode_count,fresh_event_count,fresh_hazard_rate,failed_before_offset_count,censored_before_offset_count
train,22,momentum_rps,4plus,1555,4,0.002572347266881029,1926,2
train,22,oscillator,1,1618,3,0.001854140914709518,2355,4
train,22,oscillator,2,1618,10,0.006180469715698393,2355,4
train,22,oscillator,3,1618,10,0.006180469715698393,2355,4
train,22,oscillator,4plus,1618,1,0.0006180469715698393,2355,4
train,22,price_trend,1,1467,2,0.0013633265167007499,1712,0
train,22,price_trend,2,1467,3,0.002044989775051125,1712,0
train,22,price_trend,3,1467,6,0.00408997955010225,1712,0
train,22,price_trend,4plus,1467,3,0.002044989775051125,1712,0
train,22,pullback_drawdown,1,1530,1,0.00065359477124183,1815,1
train,22,pullback_drawdown,2,1530,3,0.00196078431372549,1815,1
train,22,pullback_drawdown,3,1530,4,0.00261437908496732,1815,1
train,22,pullback_drawdown,4plus,1530,1,0.00065359477124183,1815,1
train,22,range_breakout,1,462,2,0.004329004329004329,798,0
train,22,range_breakout,2,462,1,0.0021645021645021645,798,0
train,22,volatility_band,1,1565,1,0.0006389776357827476,2165,3
train,22,volatility_band,2,1565,10,0.006389776357827476,2165,3
train,22,volatility_band,3,1565,9,0.005750798722044728,2165,3
train,22,volatility_band,4plus,1565,3,0.0019169329073482429,2165,3
train,22,volume_money,1,1188,3,0.0025252525252525255,1870,5
train,22,volume_money,2,1188,5,0.004208754208754209,1870,5
train,22,volume_money,3,1188,4,0.003367003367003367,1870,5
train,23,momentum_rps,2,1529,3,0.001962066710268149,1952,2
train,23,momentum_rps,3,1529,2,0.0013080444735120995,1952,2
train,23,momentum_rps,4plus,1529,1,0.0006540222367560497,1952,2
train,23,oscillator,1,1592,1,0.000628140703517588,2381,4
train,23,oscillator,2,1592,6,0.0037688442211055275,2381,4
train,23,oscillator,3,1592,7,0.0043969849246231155,2381,4
train,23,oscillator,4plus,1592,2,0.001256281407035176,2381,4
train,23,price_trend,1,1442,1,0.0006934812760055479,1737,0
train,23,price_trend,2,1442,1,0.0006934812760055479,1737,0
train,23,price_trend,3,1442,2,0.0013869625520110957,1737,0
train,23,price_trend,4plus,1442,2,0.0013869625520110957,1737,0
train,23,pullback_drawdown,1,1505,2,0.00132890365448505,1840,1
train,23,pullback_drawdown,2,1505,5,0.0033222591362126247,1840,1
train,23,pullback_drawdown,3,1505,4,0.0026578073089701,1840,1
train,23,pullback_drawdown,4plus,1505,2,0.00132890365448505,1840,1
train,23,range_breakout,2,455,1,0.002197802197802198,805,0
train,23,volatility_band,1,1542,1,0.0006485084306095979,2188,3
train,23,volatility_band,2,1542,5,0.00324254215304799,2188,3
train,23,volatility_band,3,1542,2,0.0012970168612191958,2188,3
train,23,volatility_band,4plus,1542,2,0.0012970168612191958,2188,3
train,23,volume_money,1,1165,3,0.002575107296137339,1893,5
train,23,volume_money,2,1165,1,0.0008583690987124463,1893,5
train,23,volume_money,3,1165,3,0.002575107296137339,1893,5
train,24,momentum_rps,1,1492,1,0.0006702412868632708,1989,2
train,24,momentum_rps,3,1492,4,0.002680965147453083,1989,2
train,24,momentum_rps,4plus,1492,1,0.0006702412868632708,1989,2
train,24,oscillator,1,1558,3,0.0019255455712451862,2415,4
train,24,oscillator,2,1558,8,0.005134788189987163,2415,4
train,24,oscillator,3,1558,4,0.0025673940949935813,2415,4
train,24,oscillator,4plus,1558,4,0.0025673940949935813,2415,4
train,24,price_trend,1,1407,4,0.0028429282160625444,1772,0
train,24,price_trend,3,1407,4,0.0028429282160625444,1772,0
train,24,price_trend,4plus,1407,3,0.0021321961620469083,1772,0
train,24,pullback_drawdown,1,1474,1,0.0006784260515603799,1871,1
train,24,pullback_drawdown,2,1474,1,0.0006784260515603799,1871,1
train,24,pullback_drawdown,3,1474,1,0.0006784260515603799,1871,1
train,24,range_breakout,1,440,1,0.0022727272727272726,820,0
train,24,volatility_band,1,1508,3,0.001989389920424403,2222,3
train,24,volatility_band,2,1508,4,0.002652519893899204,2222,3
train,24,volatility_band,3,1508,5,0.0033156498673740055,2222,3
train,24,volatility_band,4plus,1508,4,0.002652519893899204,2222,3
train,24,volume_money,1,1135,1,0.000881057268722467,1923,5
train,24,volume_money,2,1135,6,0.0052863436123348016,1923,5
train,24,volume_money,3,1135,5,0.004405286343612335,1923,5
train,24,volume_money,4plus,1135,2,0.001762114537444934,1923,5
train,25,momentum_rps,1,1456,2,0.0013736263736263737,2025,2
train,25,momentum_rps,2,1456,5,0.003434065934065934,2025,2
train,25,momentum_rps,3,1456,5,0.003434065934065934,2025,2
train,25,momentum_rps,4plus,1456,2,0.0013736263736263737,2025,2
train,25,oscillator,1,1524,4,0.0026246719160104987,2449,4
train,25,oscillator,2,1524,7,0.004593175853018373,2449,4
train,25,oscillator,3,1524,1,0.0006561679790026247,2449,4
train,25,oscillator,4plus,1524,2,0.0013123359580052493,2449,4
train,25,price_trend,1,1375,2,0.0014545454545454545,1804,0
train,25,price_trend,2,1375,4,0.002909090909090909,1804,0
train,25,price_trend,3,1375,7,0.005090909090909091,1804,0
train,25,price_trend,4plus,1375,3,0.002181818181818182,1804,0
train,25,pullback_drawdown,2,1445,7,0.004844290657439446,1900,1
train,25,pullback_drawdown,3,1445,5,0.0034602076124567475,1900,1
train,25,pullback_drawdown,4plus,1445,3,0.0020761245674740486,1900,1
train,25,range_breakout,none,429,0,0.0,831,0
train,25,volatility_band,1,1473,2,0.0013577732518669382,2257,3
train,25,volatility_band,2,1473,6,0.004073319755600814,2257,3
train,25,volatility_band,3,1473,4,0.0027155465037338763,2257,3
train,25,volatility_band,4plus,1473,5,0.0033944331296673455,2257,3
train,25,volume_money,1,1100,4,0.0036363636363636364,1958,5
train,25,volume_money,2,1100,3,0.0027272727272727275,1958,5
train,25,volume_money,3,1100,3,0.0027272727272727275,1958,5
train,26,momentum_rps,1,1424,1,0.0007022471910112359,2057,2
train,26,momentum_rps,2,1424,3,0.002106741573033708,2057,2
train,26,momentum_rps,4plus,1424,1,0.0007022471910112359,2057,2
train,26,oscillator,2,1491,2,0.0013413816230717639,2482,4
train,26,oscillator,3,1491,2,0.0013413816230717639,2482,4
train,26,oscillator,4plus,1491,1,0.0006706908115358819,2482,4
train,26,price_trend,1,1345,1,0.0007434944237918215,1834,0
train,26,price_trend,2,1345,1,0.0007434944237918215,1834,0
train,26,price_trend,3,1345,2,0.001486988847583643,1834,0
train,26,price_trend,4plus,1345,1,0.0007434944237918215,1834,0
train,26,pullback_drawdown,2,1415,1,0.0007067137809187279,1930,1
train,26,pullback_drawdown,4plus,1415,2,0.0014134275618374558,1930,1
train,26,range_breakout,none,419,0,0.0,841,0
train,26,volatility_band,1,1443,2,0.001386001386001386,2287,3
train,26,volatility_band,2,1443,4,0.002772002772002772,2287,3
train,26,volatility_band,3,1443,4,0.002772002772002772,2287,3
train,26,volatility_band,4plus,1443,1,0.000693000693000693,2287,3
train,26,volume_money,1,1077,2,0.0018570102135561746,1981,5
train,26,volume_money,2,1077,6,0.005571030640668524,1981,5
train,26,volume_money,3,1077,1,0.0009285051067780873,1981,5
train,27,momentum_rps,2,1393,3,0.0021536252692031586,2088,2
train,27,momentum_rps,4plus,1393,4,0.002871500358937545,2088,2
train,27,oscillator,2,1462,3,0.002051983584131327,2511,4
train,27,oscillator,4plus,1462,1,0.0006839945280437756,2511,4
train,27,price_trend,2,1317,1,0.0007593014426727411,1862,0
train,27,price_trend,3,1317,1,0.0007593014426727411,1862,0
train,27,price_trend,4plus,1317,1,0.0007593014426727411,1862,0
train,27,pullback_drawdown,2,1385,4,0.002888086642599278,1960,1
train,27,pullback_drawdown,3,1385,3,0.0021660649819494585,1960,1
train,27,pullback_drawdown,4plus,1385,1,0.0007220216606498195,1960,1
train,27,range_breakout,none,410,0,0.0,850,0
train,27,volatility_band,1,1416,1,0.0007062146892655367,2314,3
train,27,volatility_band,2,1416,1,0.0007062146892655367,2314,3
train,27,volatility_band,3,1416,1,0.0007062146892655367,2314,3
train,27,volume_money,4plus,1054,1,0.0009487666034155598,2004,5
train,28,momentum_rps,2,1368,1,0.0007309941520467836,2113,2
train,28,momentum_rps,4plus,1368,7,0.005116959064327485,2113,2
train,28,oscillator,1,1432,2,0.0013966480446927375,2541,4
train,28,oscillator,2,1432,3,0.002094972067039106,2541,4
train,28,oscillator,3,1432,2,0.0013966480446927375,2541,4
train,28,oscillator,4plus,1432,1,0.0006983240223463687,2541,4
train,28,price_trend,2,1293,2,0.0015467904098994587,1886,0
train,28,price_trend,3,1293,5,0.0038669760247486465,1886,0
train,28,price_trend,4plus,1293,2,0.0015467904098994587,1886,0
train,28,pullback_drawdown,2,1361,2,0.0014695077149155032,1984,1
train,28,pullback_drawdown,4plus,1361,2,0.0014695077149155032,1984,1
train,28,range_breakout,1,403,1,0.0024813895781637717,857,0
train,28,volatility_band,1,1388,1,0.0007204610951008645,2342,3
train,28,volatility_band,2,1388,2,0.001440922190201729,2342,3
train,28,volatility_band,3,1388,3,0.002161383285302594,2342,3
train,28,volume_money,1,1037,1,0.0009643201542912247,2021,5
train,28,volume_money,2,1037,1,0.0009643201542912247,2021,5
train,28,volume_money,3,1037,2,0.0019286403085824494,2021,5
train,29,momentum_rps,3,1352,1,0.0007396449704142012,2129,2
train,29,momentum_rps,4plus,1352,6,0.004437869822485207,2129,2
train,29,oscillator,1,1416,1,0.0007062146892655367,2557,4
train,29,oscillator,2,1416,5,0.0035310734463276836,2557,4
train,29,oscillator,3,1416,4,0.002824858757062147,2557,4
train,29,oscillator,4plus,1416,1,0.0007062146892655367,2557,4
train,29,price_trend,1,1279,1,0.0007818608287724785,1900,0
train,29,price_trend,3,1279,1,0.0007818608287724785,1900,0
train,29,price_trend,4plus,1279,5,0.003909304143862392,1900,0
train,29,pullback_drawdown,1,1345,1,0.0007434944237918215,2000,1
train,29,pullback_drawdown,3,1345,2,0.001486988847583643,2000,1
train,29,pullback_drawdown,4plus,1345,2,0.001486988847583643,2000,1
train,29,range_breakout,none,397,0,0.0,863,0
train,29,volatility_band,2,1371,6,0.00437636761487965,2359,3
train,29,volatility_band,3,1371,6,0.00437636761487965,2359,3
train,29,volatility_band,4plus,1371,1,0.0007293946024799417,2359,3
train,29,volume_money,2,1025,1,0.000975609756097561,2033,5
train,29,volume_money,3,1025,1,0.000975609756097561,2033,5
train,29,volume_money,4plus,1025,1,0.000975609756097561,2033,5
train,30,momentum_rps,2,1325,1,0.0007547169811320754,2156,2
train,30,momentum_rps,3,1325,3,0.0022641509433962265,2156,2
train,30,momentum_rps,4plus,1325,1,0.0007547169811320754,2156,2
train,30,oscillator,1,1389,3,0.0021598272138228943,2584,4
train,30,oscillator,2,1389,3,0.0021598272138228943,2584,4
train,30,oscillator,3,1389,5,0.003599712023038157,2584,4
train,30,price_trend,2,1258,3,0.0023847376788553257,1921,0
train,30,price_trend,3,1258,2,0.001589825119236884,1921,0
train,30,price_trend,4plus,1258,6,0.0047694753577106515,1921,0
train,30,pullback_drawdown,1,1321,1,0.000757002271006813,2024,1
train,30,pullback_drawdown,2,1321,2,0.001514004542013626,2024,1
train,30,pullback_drawdown,3,1321,3,0.002271006813020439,2024,1
train,30,pullback_drawdown,4plus,1321,6,0.004542013626040878,2024,1
train,30,range_breakout,none,391,0,0.0,869,0
train,30,volatility_band,1,1345,2,0.001486988847583643,2385,3
train,30,volatility_band,2,1345,3,0.0022304832713754648,2385,3
train,30,volatility_band,3,1345,3,0.0022304832713754648,2385,3
train,30,volume_money,1,1005,2,0.001990049751243781,2053,5
train,30,volume_money,2,1005,2,0.001990049751243781,2053,5
validation,3,momentum_rps,1,1745,395,0.22636103151862463,282,2
validation,3,oscillator,1,1962,204,0.10397553516819572,417,1
validation,3,price_trend,1,1710,169,0.09883040935672514,281,1
validation,3,pullback_drawdown,1,1808,563,0.31139380530973454,306,1
validation,3,range_breakout,1,510,142,0.2784313725490196,169,0
validation,3,volatility_band,1,1785,183,0.10252100840336134,368,2
validation,3,volume_money,1,1449,116,0.0800552104899931,313,1
validation,4,momentum_rps,1,1644,54,0.032846715328467155,383,2
validation,4,momentum_rps,2,1644,33,0.020072992700729927,383,2
validation,4,oscillator,1,1831,52,0.028399781540142,548,1
validation,4,oscillator,2,1831,39,0.0212998361551065,548,1
validation,4,price_trend,1,1619,32,0.019765287214329835,372,1
validation,4,price_trend,2,1619,20,0.012353304508956145,372,1
validation,4,pullback_drawdown,1,1714,72,0.042007001166861145,400,1
validation,4,pullback_drawdown,2,1714,20,0.011668611435239206,400,1
validation,4,range_breakout,1,474,45,0.0949367088607595,205,0
validation,4,range_breakout,2,474,25,0.052742616033755275,205,0
validation,4,volatility_band,1,1673,60,0.03586371787208607,480,2
validation,4,volatility_band,2,1673,56,0.03347280334728033,480,2
validation,4,volume_money,1,1363,73,0.05355832721936904,399,1
validation,4,volume_money,2,1363,21,0.015407190022010272,399,1
validation,5,momentum_rps,1,1569,9,0.0057361376673040155,458,2
validation,5,momentum_rps,2,1569,11,0.007010834926704908,458,2
validation,5,momentum_rps,3,1569,3,0.0019120458891013384,458,2
validation,5,oscillator,1,1729,34,0.019664545980335454,650,1
validation,5,oscillator,2,1729,25,0.014459224985540775,650,1
validation,5,oscillator,3,1729,4,0.002313475997686524,650,1
validation,5,price_trend,1,1545,20,0.012944983818770227,446,1
validation,5,price_trend,2,1545,24,0.015533980582524271,446,1
validation,5,price_trend,3,1545,13,0.008414239482200648,446,1
validation,5,pullback_drawdown,1,1622,27,0.016646115906288533,492,1
validation,5,pullback_drawdown,2,1622,12,0.007398273736128237,492,1
validation,5,pullback_drawdown,3,1622,3,0.0018495684340320592,492,1
validation,5,range_breakout,1,438,30,0.0684931506849315,241,0
validation,5,range_breakout,2,438,11,0.02511415525114155,241,0
validation,5,volatility_band,1,1578,45,0.028517110266159697,575,2
validation,5,volatility_band,2,1578,28,0.017743979721166033,575,2
validation,5,volatility_band,3,1578,5,0.0031685678073510772,575,2
validation,5,volume_money,1,1284,44,0.03426791277258567,478,1
validation,5,volume_money,2,1284,18,0.014018691588785047,478,1
validation,5,volume_money,3,1284,2,0.001557632398753894,478,1
validation,6,momentum_rps,1,1507,6,0.003981420039814201,520,2
validation,6,momentum_rps,2,1507,13,0.008626410086264101,520,2
validation,6,momentum_rps,3,1507,4,0.0026542800265428003,520,2
validation,6,oscillator,1,1656,37,0.022342995169082124,723,1
validation,6,oscillator,2,1656,21,0.012681159420289856,723,1
validation,6,oscillator,3,1656,1,0.0006038647342995169,723,1
validation,6,oscillator,4plus,1656,2,0.0012077294685990338,723,1
validation,6,price_trend,1,1489,20,0.013431833445265278,502,1
validation,6,price_trend,2,1489,23,0.01544660846205507,502,1
validation,6,price_trend,3,1489,4,0.002686366689053056,502,1
validation,6,pullback_drawdown,1,1561,21,0.013452914798206279,553,1
validation,6,pullback_drawdown,2,1561,12,0.007687379884689302,553,1
validation,6,range_breakout,1,423,16,0.037825059101654845,256,0
validation,6,range_breakout,2,423,10,0.02364066193853428,256,0
validation,6,volatility_band,1,1507,28,0.0185799601857996,646,2
validation,6,volatility_band,2,1507,35,0.023224950232249502,646,2
validation,6,volatility_band,3,1507,7,0.0046449900464499,646,2
validation,6,volatility_band,4plus,1507,1,0.0006635700066357001,646,2
validation,6,volume_money,1,1230,46,0.03739837398373984,532,1
validation,6,volume_money,2,1230,26,0.02113821138211382,532,1
validation,6,volume_money,3,1230,3,0.0024390243902439024,532,1
validation,6,volume_money,4plus,1230,1,0.0008130081300813008,532,1
validation,7,momentum_rps,1,1440,7,0.004861111111111111,587,2
validation,7,momentum_rps,2,1440,14,0.009722222222222222,587,2
validation,7,momentum_rps,3,1440,7,0.004861111111111111,587,2
validation,7,momentum_rps,4plus,1440,1,0.0006944444444444445,587,2
validation,7,oscillator,1,1580,21,0.013291139240506329,799,1
validation,7,oscillator,2,1580,22,0.013924050632911392,799,1
validation,7,oscillator,3,1580,11,0.006962025316455696,799,1
validation,7,oscillator,4plus,1580,1,0.0006329113924050633,799,1
validation,7,price_trend,1,1419,10,0.007047216349541931,572,1
validation,7,price_trend,2,1419,17,0.011980267794221282,572,1
validation,7,price_trend,3,1419,3,0.0021141649048625794,572,1
validation,7,price_trend,4plus,1419,1,0.0007047216349541931,572,1
validation,7,pullback_drawdown,1,1489,9,0.006044325050369375,625,1
validation,7,pullback_drawdown,2,1489,15,0.010073875083948958,625,1
validation,7,pullback_drawdown,3,1489,3,0.0020147750167897917,625,1
validation,7,pullback_drawdown,4plus,1489,1,0.000671591672263264,625,1
validation,7,range_breakout,1,400,9,0.0225,279,0
validation,7,range_breakout,2,400,3,0.0075,279,0
validation,7,volatility_band,1,1431,16,0.011180992313067784,722,2
validation,7,volatility_band,2,1431,26,0.01816911250873515,722,2
validation,7,volatility_band,3,1431,5,0.0034940600978336828,722,2
validation,7,volume_money,1,1172,35,0.029863481228668942,590,1
validation,7,volume_money,2,1172,12,0.010238907849829351,590,1
validation,7,volume_money,3,1172,6,0.005119453924914676,590,1
validation,8,momentum_rps,1,1380,5,0.0036231884057971015,647,2
validation,8,momentum_rps,2,1380,11,0.007971014492753623,647,2
validation,8,momentum_rps,3,1380,12,0.008695652173913044,647,2
validation,8,momentum_rps,4plus,1380,1,0.0007246376811594203,647,2
validation,8,oscillator,1,1508,19,0.012599469496021221,871,1
validation,8,oscillator,2,1508,21,0.013925729442970823,871,1
validation,8,oscillator,3,1508,5,0.0033156498673740055,871,1
validation,8,price_trend,1,1357,8,0.0058953574060427415,634,1
validation,8,price_trend,2,1357,9,0.006632277081798084,634,1
validation,8,price_trend,3,1357,6,0.004421518054532056,634,1
validation,8,pullback_drawdown,1,1432,5,0.0034916201117318434,682,1
validation,8,pullback_drawdown,2,1432,10,0.006983240223463687,682,1
validation,8,pullback_drawdown,3,1432,5,0.0034916201117318434,682,1
validation,8,pullback_drawdown,4plus,1432,1,0.0006983240223463687,682,1
validation,8,range_breakout,1,379,8,0.021108179419525065,300,0
validation,8,range_breakout,2,379,5,0.013192612137203167,300,0
validation,8,volatility_band,1,1372,15,0.010932944606413994,781,2
validation,8,volatility_band,2,1372,29,0.021137026239067054,781,2
validation,8,volatility_band,3,1372,8,0.0058309037900874635,781,2
validation,8,volatility_band,4plus,1372,1,0.0007288629737609329,781,2
validation,8,volume_money,1,1119,40,0.035746201966041107,643,1
validation,8,volume_money,2,1119,20,0.017873100983020553,643,1
validation,8,volume_money,3,1119,5,0.004468275245755138,643,1
validation,8,volume_money,4plus,1119,1,0.0008936550491510277,643,1
validation,9,momentum_rps,1,1312,7,0.005335365853658537,715,2
validation,9,momentum_rps,2,1312,12,0.009146341463414634,715,2
validation,9,momentum_rps,3,1312,5,0.0038109756097560975,715,2
validation,9,momentum_rps,4plus,1312,2,0.001524390243902439,715,2
validation,9,oscillator,1,1429,20,0.013995801259622114,950,1
validation,9,oscillator,2,1429,27,0.018894331700489854,950,1
validation,9,oscillator,3,1429,10,0.006997900629811057,950,1
validation,9,oscillator,4plus,1429,1,0.0006997900629811056,950,1
validation,9,price_trend,1,1286,6,0.004665629860031105,705,1
validation,9,price_trend,2,1286,12,0.00933125972006221,705,1
validation,9,price_trend,3,1286,5,0.0038880248833592537,705,1
validation,9,price_trend,4plus,1286,1,0.0007776049766718507,705,1
validation,9,pullback_drawdown,1,1360,2,0.0014705882352941176,754,1
validation,9,pullback_drawdown,2,1360,14,0.010294117647058823,754,1
validation,9,pullback_drawdown,3,1360,1,0.0007352941176470588,754,1
validation,9,pullback_drawdown,4plus,1360,1,0.0007352941176470588,754,1
validation,9,range_breakout,1,359,5,0.013927576601671309,320,0
validation,9,range_breakout,2,359,1,0.002785515320334262,320,0
validation,9,volatility_band,1,1304,11,0.00843558282208589,849,2
validation,9,volatility_band,2,1304,15,0.011503067484662576,849,2
validation,9,volatility_band,3,1304,3,0.0023006134969325155,849,2
validation,9,volatility_band,4plus,1304,1,0.0007668711656441718,849,2
validation,9,volume_money,1,1057,30,0.02838221381267739,705,1
validation,9,volume_money,2,1057,14,0.013245033112582781,705,1
validation,9,volume_money,3,1057,5,0.004730368968779565,705,1
validation,10,momentum_rps,1,1270,6,0.004724409448818898,757,2
validation,10,momentum_rps,2,1270,10,0.007874015748031496,757,2
validation,10,momentum_rps,3,1270,4,0.0031496062992125984,757,2
validation,10,momentum_rps,4plus,1270,1,0.0007874015748031496,757,2
validation,10,oscillator,1,1376,12,0.00872093023255814,1003,1
validation,10,oscillator,2,1376,26,0.0188953488372093,1003,1
validation,10,oscillator,3,1376,6,0.00436046511627907,1003,1
validation,10,oscillator,4plus,1376,2,0.0014534883720930232,1003,1
validation,10,price_trend,1,1241,6,0.004834810636583401,750,1
validation,10,price_trend,2,1241,9,0.007252215954875101,750,1
validation,10,price_trend,3,1241,3,0.0024174053182917004,750,1
validation,10,price_trend,4plus,1241,2,0.0016116035455278,750,1
validation,10,pullback_drawdown,1,1316,7,0.005319148936170213,798,1
validation,10,pullback_drawdown,2,1316,12,0.00911854103343465,798,1
validation,10,pullback_drawdown,3,1316,3,0.0022796352583586625,798,1
validation,10,pullback_drawdown,4plus,1316,1,0.0007598784194528875,798,1
validation,10,range_breakout,1,346,4,0.011560693641618497,333,0
validation,10,volatility_band,1,1258,11,0.008744038155802861,895,2
validation,10,volatility_band,2,1258,13,0.010333863275039745,895,2
validation,10,volatility_band,3,1258,6,0.0047694753577106515,895,2
validation,10,volume_money,1,1021,21,0.02056807051909892,741,1
validation,10,volume_money,2,1021,16,0.015670910871694418,741,1
validation,10,volume_money,3,1021,4,0.0039177277179236044,741,1
validation,11,momentum_rps,1,1235,5,0.004048582995951417,792,2
validation,11,momentum_rps,2,1235,6,0.004858299595141701,792,2
validation,11,momentum_rps,3,1235,5,0.004048582995951417,792,2
validation,11,oscillator,1,1338,15,0.011210762331838564,1041,1
validation,11,oscillator,2,1338,18,0.013452914798206279,1041,1
validation,11,oscillator,3,1338,4,0.0029895366218236174,1041,1
validation,11,price_trend,1,1205,5,0.004149377593360996,786,1
validation,11,price_trend,2,1205,8,0.006639004149377593,786,1
validation,11,price_trend,3,1205,3,0.0024896265560165973,786,1
validation,11,price_trend,4plus,1205,1,0.0008298755186721991,786,1
validation,11,pullback_drawdown,1,1278,2,0.001564945226917058,836,1
validation,11,pullback_drawdown,2,1278,11,0.008607198748043818,836,1
validation,11,pullback_drawdown,3,1278,3,0.002347417840375587,836,1
validation,11,pullback_drawdown,4plus,1278,1,0.000782472613458529,836,1
validation,11,range_breakout,1,335,9,0.026865671641791045,344,0
validation,11,range_breakout,2,335,2,0.005970149253731343,344,0
validation,11,volatility_band,1,1225,11,0.008979591836734694,928,2
validation,11,volatility_band,2,1225,15,0.012244897959183673,928,2
validation,11,volatility_band,3,1225,9,0.007346938775510204,928,2
validation,11,volume_money,1,993,14,0.014098690835850957,769,1
validation,11,volume_money,2,993,12,0.012084592145015106,769,1
validation,11,volume_money,3,993,1,0.0010070493454179255,769,1
validation,11,volume_money,4plus,993,1,0.0010070493454179255,769,1
validation,12,momentum_rps,1,1200,4,0.0033333333333333335,827,2
validation,12,momentum_rps,2,1200,5,0.004166666666666667,827,2
validation,12,momentum_rps,3,1200,7,0.005833333333333334,827,2
validation,12,momentum_rps,4plus,1200,1,0.0008333333333333334,827,2
validation,12,oscillator,1,1299,11,0.008468052347959968,1080,1
validation,12,oscillator,2,1299,16,0.012317167051578136,1080,1
validation,12,oscillator,3,1299,9,0.006928406466512702,1080,1
validation,12,oscillator,4plus,1299,1,0.0007698229407236335,1080,1
validation,12,price_trend,1,1172,6,0.005119453924914676,819,1
validation,12,price_trend,2,1172,9,0.007679180887372013,819,1
validation,12,price_trend,3,1172,2,0.0017064846416382253,819,1
validation,12,price_trend,4plus,1172,1,0.0008532423208191126,819,1
validation,12,pullback_drawdown,1,1240,6,0.004838709677419355,874,1
validation,12,pullback_drawdown,2,1240,13,0.010483870967741936,874,1
validation,12,pullback_drawdown,3,1240,4,0.0032258064516129032,874,1
validation,12,pullback_drawdown,4plus,1240,1,0.0008064516129032258,874,1
validation,12,range_breakout,1,323,6,0.018575851393188854,356,0
validation,12,range_breakout,2,323,1,0.0030959752321981426,356,0
validation,12,volatility_band,1,1189,5,0.004205214465937763,964,2
validation,12,volatility_band,2,1189,10,0.008410428931875526,964,2
validation,12,volatility_band,3,1189,7,0.005887300252312868,964,2
validation,12,volatility_band,4plus,1189,2,0.001682085786375105,964,2
validation,12,volume_money,1,965,21,0.021761658031088083,797,1
validation,12,volume_money,2,965,11,0.011398963730569948,797,1
validation,12,volume_money,3,965,3,0.0031088082901554403,797,1
validation,13,momentum_rps,1,1153,3,0.0026019080659150044,874,2
validation,13,momentum_rps,2,1153,3,0.0026019080659150044,874,2
validation,13,momentum_rps,3,1153,3,0.0026019080659150044,874,2
validation,13,momentum_rps,4plus,1153,3,0.0026019080659150044,874,2
validation,13,oscillator,1,1244,10,0.008038585209003215,1135,1
validation,13,oscillator,2,1244,10,0.008038585209003215,1135,1
validation,13,oscillator,3,1244,7,0.005627009646302251,1135,1
validation,13,price_trend,1,1128,3,0.0026595744680851063,863,1
validation,13,price_trend,2,1128,5,0.004432624113475178,863,1
validation,13,price_trend,3,1128,8,0.0070921985815602835,863,1
validation,13,pullback_drawdown,1,1194,3,0.002512562814070352,920,1
validation,13,pullback_drawdown,2,1194,3,0.002512562814070352,920,1
validation,13,pullback_drawdown,3,1194,6,0.005025125628140704,920,1
validation,13,range_breakout,1,303,1,0.0033003300330033004,376,0
validation,13,volatility_band,1,1144,4,0.0034965034965034965,1009,2
validation,13,volatility_band,2,1144,8,0.006993006993006993,1009,2
validation,13,volatility_band,3,1144,7,0.006118881118881119,1009,2
validation,13,volatility_band,4plus,1144,1,0.0008741258741258741,1009,2
validation,13,volume_money,1,926,11,0.011879049676025918,836,1
validation,13,volume_money,2,926,9,0.009719222462203024,836,1
validation,13,volume_money,3,926,6,0.0064794816414686825,836,1
validation,14,momentum_rps,1,1116,3,0.002688172043010753,911,2
validation,14,momentum_rps,2,1116,7,0.0062724014336917565,911,2
validation,14,momentum_rps,3,1116,2,0.0017921146953405018,911,2
validation,14,momentum_rps,4plus,1116,1,0.0008960573476702509,911,2
validation,14,oscillator,1,1200,11,0.009166666666666667,1179,1
validation,14,oscillator,2,1200,16,0.013333333333333334,1179,1
validation,14,oscillator,3,1200,5,0.004166666666666667,1179,1
validation,14,oscillator,4plus,1200,2,0.0016666666666666668,1179,1
validation,14,price_trend,1,1087,6,0.005519779208831647,904,1
validation,14,price_trend,2,1087,5,0.004599816007359705,904,1
validation,14,price_trend,3,1087,3,0.0027598896044158236,904,1
validation,14,pullback_drawdown,1,1154,2,0.0017331022530329288,960,1
validation,14,pullback_drawdown,2,1154,6,0.005199306759098787,960,1
validation,14,pullback_drawdown,3,1154,3,0.0025996533795493936,960,1
validation,14,pullback_drawdown,4plus,1154,2,0.0017331022530329288,960,1
validation,14,range_breakout,1,290,1,0.0034482758620689655,389,0
validation,14,volatility_band,1,1100,4,0.0036363636363636364,1053,2
validation,14,volatility_band,2,1100,9,0.008181818181818182,1053,2
validation,14,volatility_band,3,1100,4,0.0036363636363636364,1053,2
validation,14,volume_money,1,893,4,0.004479283314669653,869,1
validation,14,volume_money,2,893,12,0.013437849944008958,869,1
validation,14,volume_money,3,893,2,0.0022396416573348264,869,1
validation,14,volume_money,4plus,893,1,0.0011198208286674132,869,1
validation,15,momentum_rps,1,1074,1,0.000931098696461825,953,2
validation,15,momentum_rps,2,1074,2,0.00186219739292365,953,2
validation,15,momentum_rps,3,1074,2,0.00186219739292365,953,2
validation,15,momentum_rps,4plus,1074,2,0.00186219739292365,953,2
validation,15,oscillator,1,1158,8,0.0069084628670120895,1221,1
validation,15,oscillator,2,1158,13,0.011226252158894647,1221,1
