split,year,conditioning_state,conditioning_key,seed_episode_count,big_winner_label_denominator,big_winner_count_close_anchor,big_winner_rate_close_anchor,big_winner_rate_close_anchor_lower,big_winner_rate_close_anchor_upper,path_label_denominator,good_count,bad_count,neutral_count,P_good,P_bad,P_neutral,P_good_lower,P_good_upper,P_bad_lower,P_bad_upper,censored_or_invalid_count,failed_before_condition_count,sample_sufficiency_status
train,all,checkpoint=T+3|fresh_distinct_family_count_bucket=2,T+3|2,379,295,52,0.17627118644067796,0.1421813396838296,0.2150302693208426,307,178,123,6,0.5798045602605864,0.4006514657980456,0.019543973941368076,0.53305199257025,0.6254505919504306,0.3554729347455881,0.4472075135192132,72,0,sufficient
train,all,checkpoint=T+3|fresh_distinct_family_count_bucket=3plus,T+3|3plus,412,347,83,0.23919308357348704,0.20320432916094638,0.27838234650882504,357,261,89,7,0.7310924369747899,0.24929971988795518,0.0196078431372549,0.6911991874247145,0.7682288799243522,0.21321342387244105,0.2883766714175404,55,0,sufficient
train,all,checkpoint=T+30|fresh_distinct_family_count_bucket=0,T+30|0,135,114,23,0.20175438596491227,0.14580049091467812,0.26876257625205285,119,79,37,3,0.6638655462184874,0.31092436974789917,0.025210084033613446,0.5902385486871754,0.7316689178157583,0.24497880419329768,0.3835892001275434,16,0,thin_report_only
train,all,checkpoint=T+30|fresh_distinct_family_count_bucket=1,T+30|1,174,146,28,0.1917808219178082,0.14287841925359834,0.2496252963953253,152,99,39,14,0.6513157894736842,0.2565789473684211,0.09210526315789473,0.5859895192080278,0.7124222297623639,0.20199516005299212,0.31795007534267156,22,0,thin_report_only
train,all,checkpoint=T+30|fresh_distinct_family_count_bucket=2,T+30|2,240,185,26,0.14054054054054055,0.10271542287578056,0.18660912005462718,190,121,48,21,0.6368421052631579,0.25263157894736843,0.11052631578947368,0.5781917131637482,0.6924344629914783,0.20374913012328733,0.3070411970814213,50,0,thin_report_only
train,all,checkpoint=T+30|fresh_distinct_family_count_bucket=3plus,T+30|3plus,1237,1024,245,0.2392578125,0.21788740584080482,0.26171515948939245,1052,927,97,28,0.8811787072243346,0.09220532319391635,0.026615969581749048,0.8639989202514597,0.8968119098930024,0.07835891939819394,0.10770619385298202,185,0,sufficient
train,all,checkpoint=T+5|fresh_distinct_family_count_bucket=0,T+5|0,1745,1436,140,0.09749303621169916,0.08521566271995511,0.1109672022838606,1493,527,896,70,0.35298057602143335,0.6001339584728734,0.04688546550569324,0.33285900992930056,0.37352266546785307,0.5791498878605095,0.6208316122392656,252,0,sufficient
train,all,checkpoint=T+5|fresh_distinct_family_count_bucket=1,T+5|1,681,571,94,0.1646234676007005,0.14037117097039495,0.19138025191048805,582,267,286,29,0.4587628865979381,0.49140893470790376,0.04982817869415808,0.4249932153712844,0.49283474534965166,0.45740891627953534,0.525471908952316,99,0,sufficient
train,all,checkpoint=T+5|fresh_distinct_family_count_bucket=2,T+5|2,454,362,58,0.16022099447513813,0.13054974064794064,0.19388909202873422,371,212,148,11,0.5714285714285714,0.39892183288409705,0.029649595687331536,0.5288622007363724,0.6131748187263283,0.3577870607021491,0.44121714918876986,83,0,sufficient
train,all,checkpoint=T+5|fresh_distinct_family_count_bucket=3plus,T+5|3plus,726,601,157,0.2612312811980033,0.23264107850531004,0.2915158980355618,621,454,155,12,0.7310789049919485,0.249597423510467,0.01932367149758454,0.7010553883412205,0.7595152752929148,0.22192590610080623,0.2789887901654822,105,0,sufficient
validation,all,checkpoint=T+10|fresh_distinct_family_count_bucket=0,T+10|0,436,288,19,0.06597222222222222,0.04505892663025137,0.09329111582565464,293,113,154,26,0.3856655290102389,0.5255972696245734,0.08873720136518772,0.3398650580127346,0.43312672057925766,0.4775786858112261,0.5732440426366819,143,0,sufficient
validation,all,checkpoint=T+10|fresh_distinct_family_count_bucket=1,T+10|1,318,234,10,0.042735042735042736,0.024967252584384897,0.06878983270215187,237,116,100,21,0.48945147679324896,0.4219409282700422,0.08860759493670886,0.43634352268541166,0.5427486670995509,0.37007632520215905,0.4752058624824298,81,0,sufficient
validation,all,checkpoint=T+10|fresh_distinct_family_count_bucket=2,T+10|2,297,228,15,0.06578947368421052,0.042744323732228265,0.09691748930302013,228,128,81,19,0.5614035087719298,0.35526315789473684,0.08333333333333333,0.5069936887538319,0.6146685382008155,0.3046777755694044,0.4085468712225944,69,0,sufficient
validation,all,checkpoint=T+10|fresh_distinct_family_count_bucket=3plus,T+10|3plus,620,494,42,0.08502024291497975,0.0661592991637276,0.1074606881154777,499,372,112,15,0.7454909819639278,0.22444889779559118,0.03006012024048096,0.7124173536490612,0.7764673100779118,0.1949474326372644,0.25630441101608376,121,0,sufficient
validation,all,checkpoint=T+20|fresh_distinct_family_count_bucket=0,T+20|0,122,85,8,0.09411764705882353,0.05199895432572253,0.15629668787969,88,43,35,10,0.48863636363636365,0.3977272727272727,0.11363636363636363,0.4021728271319714,0.5756440799241441,0.3152304147149091,0.4851214706950244,34,0,thin_report_only
validation,all,checkpoint=T+20|fresh_distinct_family_count_bucket=1,T+20|1,170,119,8,0.06722689075630252,0.036934423540668254,0.11285730016188561,121,63,41,17,0.5206611570247934,0.33884297520661155,0.14049586776859505,0.44616476601356264,0.5944351991547132,0.27138629078723786,0.41193336614735987,49,0,thin_report_only
validation,all,checkpoint=T+20|fresh_distinct_family_count_bucket=2,T+20|2,226,161,8,0.049689440993788817,0.027201186362309133,0.08400392615570107,160,98,46,16,0.6125,0.2875,0.1,0.548011383871085,0.6740067999680479,0.2317580425074836,0.3488735978653648,66,0,thin_report_only
validation,all,checkpoint=T+20|fresh_distinct_family_count_bucket=3plus,T+20|3plus,719,576,55,0.0954861111111111,0.07683923711378551,0.11712696411447046,580,474,89,17,0.8172413793103448,0.15344827586206897,0.029310344827586206,0.7897058830798405,0.842444425323108,0.13012474546143246,0.17931962784735347,139,0,sufficient
validation,all,checkpoint=T+3|fresh_distinct_family_count_bucket=0,T+3|0,1525,1105,54,0.048868778280542986,0.039058724538301254,0.06042101590789517,1118,371,683,64,0.33184257602862255,0.610912343470483,0.057245080500894455,0.30901753343779015,0.35530975237994494,0.5867359660248097,0.6346651825775198,407,0,sufficient
validation,all,checkpoint=T+3|fresh_distinct_family_count_bucket=1,T+3|1,373,287,22,0.07665505226480836,0.05392370714260034,0.1056572961246911,291,133,150,8,0.4570446735395189,0.5154639175257731,0.027491408934707903,0.4094772947588864,0.5052402647382332,0.4673152217800848,0.5633864562204272,82,0,sufficient
validation,all,checkpoint=T+3|fresh_distinct_family_count_bucket=2,T+3|2,248,207,14,0.06763285024154589,0.04326684463887517,0.10085814303945193,208,110,93,5,0.5288461538461539,0.44711538461538464,0.02403846153846154,0.47187343704534035,0.5852296646052292,0.39120013643118073,0.5041108390971805,40,0,sufficient
validation,all,checkpoint=T+3|fresh_distinct_family_count_bucket=3plus,T+3|3plus,231,173,10,0.057803468208092484,0.033868192024909434,0.09255941380186644,174,115,55,4,0.6609195402298851,0.3160919540229885,0.022988505747126436,0.6002188348447987,0.7176959417214823,0.2606369088682856,0.37603179623325017,57,0,thin_report_only
validation,all,checkpoint=T+30|fresh_distinct_family_count_bucket=0,T+30|0,58,42,7,0.16666666666666666,0.08962206943817524,0.2765727939247281,44,20,19,5,0.45454545454545453,0.4318181818181818,0.11363636363636363,0.33575298998119446,0.5776304328405704,0.3147150691120565,0.5553598842231824,14,0,too_sparse_report_only
validation,all,checkpoint=T+30|fresh_distinct_family_count_bucket=1,T+30|1,101,79,7,0.08860759493670886,0.04682283833766642,0.1522355847734266,80,48,14,18,0.6,0.175,0.225,0.5082845950246739,0.6864554775223181,0.11413113264009968,0.25294660928878704,21,0,thin_report_only
validation,all,checkpoint=T+30|fresh_distinct_family_count_bucket=2,T+30|2,163,118,4,0.03389830508474576,0.014200868959301153,0.0701953425620446,119,76,28,15,0.6386554621848739,0.23529411764705882,0.12605042016806722,0.564289787060684,0.7080932766320482,0.1764221024361589,0.30357107242969794,44,0,thin_report_only
validation,all,checkpoint=T+30|fresh_distinct_family_count_bucket=3plus,T+30|3plus,709,566,60,0.10600706713780919,0.08620947970975634,0.12877230646114574,571,488,63,20,0.8546409807355516,0.11033274956217162,0.03502626970227671,0.8290719411651857,0.8775617755358661,0.09022562244436962,0.13334936319334587,138,0,sufficient
validation,all,checkpoint=T+5|fresh_distinct_family_count_bucket=0,T+5|0,1004,700,35,0.05,0.037795604727236726,0.06494520428753832,709,244,412,53,0.3441466854724965,0.5811001410437235,0.07475317348377997,0.3153035345184948,0.37392770148891025,0.5504174082000914,0.6112948381671501,295,0,sufficient
validation,all,checkpoint=T+5|fresh_distinct_family_count_bucket=1,T+5|1,376,291,21,0.07216494845360824,0.050296287624420725,0.10028386948389313,294,141,142,11,0.47959183673469385,0.48299319727891155,0.03741496598639456,0.4319650088765781,0.5275140975915102,0.43532961494729,0.5309029738254079,82,0,sufficient
validation,all,checkpoint=T+5|fresh_distinct_family_count_bucket=2,T+5|2,292,229,17,0.07423580786026202,0.04963080900941691,0.10673376987921936,230,114,106,10,0.4956521739130435,0.4608695652173913,0.043478260869565216,0.44168270823208805,0.5497019988625613,0.4073844063199468,0.5150779553237402,62,0,sufficient
validation,all,checkpoint=T+5|fresh_distinct_family_count_bucket=3plus,T+5|3plus,423,332,24,0.07228915662650602,0.051616392860783844,0.09844235296995418,334,230,97,7,0.688622754491018,0.2904191616766467,0.020958083832335328,0.6458487146494765,0.7289921799923752,0.25099733455528994,0.33251273898324896,89,0,sufficient
robustness,all,checkpoint=T+10|fresh_distinct_family_count_bucket=0,T+10|0,635,418,32,0.07655502392344497,0.05730040875918831,0.10012349134969895,428,180,218,30,0.4205607476635514,0.5093457943925234,0.07009345794392523,0.38179120868881883,0.4601212679217923,0.46963853588075866,0.5489599956426552,207,0,sufficient
robustness,all,checkpoint=T+10|fresh_distinct_family_count_bucket=1,T+10|1,361,266,21,0.07894736842105263,0.05507940853040943,0.10954209498523915,269,149,105,15,0.5539033457249071,0.3903345724907063,0.055762081784386616,0.5037950474981081,0.6031591461785435,0.34244159990252376,0.43996190826769654,92,0,sufficient
robustness,all,checkpoint=T+10|fresh_distinct_family_count_bucket=2,T+10|2,330,245,25,0.10204081632653061,0.07368465460628117,0.13729866407151836,251,154,87,10,0.6135458167330677,0.3466135458167331,0.0398406374501992,0.5622092124119633,0.6629585559293716,0.2986758799347807,0.39715005809819437,79,0,sufficient
robustness,all,checkpoint=T+10|fresh_distinct_family_count_bucket=3plus,T+10|3plus,704,491,66,0.13441955193482688,0.11070254276363921,0.16130995732841244,500,396,98,6,0.792,0.196,0.012,0.7609379656016748,0.820572485397841,0.16813098716629815,0.22646083096159658,204,0,sufficient
robustness,all,checkpoint=T+20|fresh_distinct_family_count_bucket=0,T+20|0,218,113,12,0.10619469026548672,0.06590542456307052,0.16119160534521895,117,59,50,8,0.5042735042735043,0.42735042735042733,0.06837606837606838,0.42876286952491205,0.5796296760652965,0.35402054318382026,0.5033061259987684,101,0,thin_report_only
robustness,all,checkpoint=T+20|fresh_distinct_family_count_bucket=1,T+20|1,234,153,14,0.0915032679738562,0.058781762616009724,0.13552670175049267,155,95,51,9,0.6129032258064516,0.32903225806451614,0.05806451612903226,0.5473770504065631,0.6753411435524432,0.2696344685867696,0.39310627792649755,79,0,thin_report_only
robustness,all,checkpoint=T+20|fresh_distinct_family_count_bucket=2,T+20|2,278,195,17,0.08717948717948718,0.05840740640388171,0.12493099275355891,201,130,55,16,0.6467661691542289,0.2736318407960199,0.07960199004975124,0.5900021681518407,0.7004287583715928,0.22450224441303546,0.3275445217207661,77,0,thin_report_only
robustness,all,checkpoint=T+20|fresh_distinct_family_count_bucket=3plus,T+20|3plus,925,675,91,0.1348148148148148,0.1143569829862758,0.15758026747412346,684,573,99,12,0.8377192982456141,0.14473684210526316,0.017543859649122806,0.8134937362287894,0.8598387129943544,0.12372946387248195,0.16795971053275394,241,0,sufficient
robustness,all,checkpoint=T+3|fresh_distinct_family_count_bucket=0,T+3|0,1709,1202,95,0.07903494176372712,0.06697884158735733,0.09258600725373209,1225,499,678,48,0.4073469387755102,0.553469387755102,0.03918367346938775,0.3844345622454656,0.43058225499248703,0.5300305810705066,0.5767218279446522,484,0,sufficient
robustness,all,checkpoint=T+3|fresh_distinct_family_count_bucket=1,T+3|1,338,243,30,0.12345679012345678,0.09207237037959907,0.16142621519710845,251,140,103,8,0.5577689243027888,0.4103585657370518,0.03187250996015936,0.5059041913305078,0.6086548303317802,0.3602322279452162,0.4620037591879656,87,0,sufficient
robustness,all,checkpoint=T+3|fresh_distinct_family_count_bucket=2,T+3|2,222,159,19,0.11949685534591195,0.08230744312499255,0.1668247293185221,161,99,59,3,0.6149068322981367,0.36645962732919257,0.018633540372670808,0.5506614401658942,0.6761253905097728,0.30609845345708087,0.43033841994617505,61,0,thin_report_only
robustness,all,checkpoint=T+3|fresh_distinct_family_count_bucket=3plus,T+3|3plus,271,188,29,0.15425531914893617,0.114929798322537,0.20138490816296964,189,141,46,2,0.746031746031746,0.24338624338624337,0.010582010582010581,0.6913975473839515,0.7951397370896884,0.19512491231497087,0.29741133438199097,82,0,thin_report_only
robustness,all,checkpoint=T+30|fresh_distinct_family_count_bucket=0,T+30|0,112,52,6,0.11538461538461539,0.05811776550087599,0.20341985423963194,53,35,15,3,0.660377358490566,0.2830188679245283,0.05660377358490566,0.5487804449000071,0.7593435602459252,0.19130198740572146,0.39181997017504705,59,0,thin_report_only
robustness,all,checkpoint=T+30|fresh_distinct_family_count_bucket=1,T+30|1,155,91,10,0.10989010989010989,0.06504597518582551,0.17277275054462113,95,67,21,7,0.7052631578947368,0.22105263157894736,0.07368421052631578,0.6244236125434339,0.7769901644285806,0.15771860312723032,0.2967666148441149,60,0,thin_report_only
robustness,all,checkpoint=T+30|fresh_distinct_family_count_bucket=2,T+30|2,224,151,16,0.10596026490066225,0.07030315167210541,0.15266539907435855,153,108,36,9,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.6427619562629538,0.7632988544309722,0.18281796316841634,0.2951028272584513,71,0,thin_report_only
robustness,all,checkpoint=T+30|fresh_distinct_family_count_bucket=3plus,T+30|3plus,960,709,96,0.13540197461212977,0.11537264501665888,0.15762494822517478,722,622,82,18,0.8614958448753463,0.11357340720221606,0.024930747922437674,0.8392927940460405,0.8815629896761104,0.09529588931609662,0.13413399381053534,238,0,sufficient
robustness,all,checkpoint=T+5|fresh_distinct_family_count_bucket=0,T+5|0,1233,860,65,0.0755813953488372,0.06180101611631006,0.09146728859829492,877,352,483,42,0.4013683010262258,0.5507411630558723,0.04789053591790194,0.3744106841596628,0.4288059151436858,0.5230186705462134,0.5782167195882737,356,0,sufficient
robustness,all,checkpoint=T+5|fresh_distinct_family_count_bucket=1,T+5|1,364,267,29,0.10861423220973783,0.08041967094111548,0.14304060750761552,269,149,107,13,0.5539033457249071,0.39776951672862454,0.048327137546468404,0.5037950474981081,0.6031591461785435,0.3496572769214285,0.4474985405681609,95,0,sufficient
robustness,all,checkpoint=T+5|fresh_distinct_family_count_bucket=2,T+5|2,275,202,24,0.1188118811881188,0.08540652996204495,0.16022683013912492,209,127,79,3,0.6076555023923444,0.37799043062200954,0.014354066985645933,0.5512455360321247,0.6618770313820517,0.3242965370300974,0.4341645331020967,66,0,sufficient
robustness,all,checkpoint=T+5|fresh_distinct_family_count_bucket=3plus,T+5|3plus,464,322,45,0.13975155279503104,0.11038523333573003,0.17387934161559832,328,251,74,3,0.7652439024390244,0.22560975609756098,0.009146341463414634,0.7251124597920715,0.8019325996251782,0.18950934125702343,0.26527158258673733,136,0,sufficient
all,all,checkpoint=T+10|fresh_distinct_family_count_bucket=0,T+10|0,1855,1362,120,0.0881057268722467,0.07611645784642672,0.10138614004269607,1401,566,733,102,0.4039971448965025,0.523197715917202,0.0728051391862955,0.38259378258181825,0.4256931240114029,0.5012280741123798,0.5450966508504032,454,0,sufficient
all,all,checkpoint=T+10|fresh_distinct_family_count_bucket=1,T+10|1,1223,942,91,0.09660297239915075,0.08168385963899458,0.11334955205950156,964,500,395,69,0.5186721991701245,0.40975103734439833,0.07157676348547717,0.492186144966206,0.5450755738225843,0.38392186398810085,0.43597982699196475,259,0,sufficient
all,all,checkpoint=T+10|fresh_distinct_family_count_bucket=2,T+10|2,1040,810,84,0.1037037037037037,0.08712824875957073,0.1223665501413045,825,489,289,47,0.5927272727272728,0.3503030303030303,0.05696969696969697,0.5643818437131378,0.6205930382322499,0.3233993371595715,0.3779810753911708,215,0,sufficient
all,all,checkpoint=T+10|fresh_distinct_family_count_bucket=3plus,T+10|3plus,2442,1918,323,0.1684045881126173,0.15472240625411515,0.18282518077350965,1959,1513,400,46,0.7723328228688107,0.20418580908626852,0.02348136804492088,0.7564581392478277,0.7876137350835644,0.18953263838749054,0.2194839435529931,483,0,sufficient
all,all,checkpoint=T+20|fresh_distinct_family_count_bucket=0,T+20|0,598,414,52,0.12560386473429952,0.10075604619343664,0.15430391187934658,428,215,180,33,0.5023364485981309,0.4205607476635514,0.07710280373831775,0.4626576054756301,0.5419920274031714,0.38179120868881883,0.4601212679217923,170,0,sufficient
all,all,checkpoint=T+20|fresh_distinct_family_count_bucket=1,T+20|1,682,504,54,0.10714285714285714,0.08614629911880901,0.13146151207730192,515,298,168,49,0.5786407766990291,0.3262135922330097,0.09514563106796116,0.5425891826567566,0.6140412984977686,0.29300827855631206,0.36085765913081075,167,0,sufficient
all,all,checkpoint=T+20|fresh_distinct_family_count_bucket=2,T+20|2,828,613,55,0.08972267536704731,0.07215874955674742,0.11014029792984206,624,392,180,52,0.6282051282051282,0.28846153846153844,0.08333333333333333,0.5959895129703301,0.6595443694115306,0.25939159866489037,0.318977456001968,204,0,sufficient
all,all,checkpoint=T+20|fresh_distinct_family_count_bucket=3plus,T+20|3plus,2942,2335,389,0.16659528907922913,0.15421939075636715,0.17958111267182233,2379,1975,350,54,0.830180748213535,0.1471206389239176,0.02269861286254729,0.8172248749852822,0.8425437585646394,0.13549381705808836,0.1593810739153652,563,0,sufficient
all,all,checkpoint=T+3|fresh_distinct_family_count_bucket=0,T+3|0,5764,4395,410,0.09328782707622298,0.08626938798775795,0.10070165415183353,4510,1635,2678,197,0.3625277161862528,0.5937915742793791,0.04368070953436807,0.3508207050915443,0.37436497143855046,0.5817205376121293,0.6057737507170242,1254,0,sufficient
all,all,checkpoint=T+3|fresh_distinct_family_count_bucket=1,T+3|1,1417,1094,149,0.13619744058500913,0.1198551678921799,0.15395923939127185,1122,529,553,40,0.4714795008912656,0.4928698752228164,0.035650623885918005,0.44704113449109323,0.49602639054549075,0.46835339910444757,0.5174134821632197,295,0,sufficient
all,all,checkpoint=T+3|fresh_distinct_family_count_bucket=2,T+3|2,849,661,85,0.12859304084720122,0.10838406288083871,0.1511985234625076,676,387,275,14,0.5724852071005917,0.4068047337278107,0.020710059171597635,0.5410011530003345,0.6035118128792467,0.3760629960326652,0.43813461780962437,173,0,sufficient
all,all,checkpoint=T+3|fresh_distinct_family_count_bucket=3plus,T+3|3plus,914,708,122,0.17231638418079095,0.14997548893468185,0.19663172590077688,720,517,190,13,0.7180555555555556,0.2638888888888889,0.018055555555555554,0.6898584813855755,0.7449604940101234,0.23760015785949154,0.29157673609918394,194,0,sufficient
all,all,checkpoint=T+30|fresh_distinct_family_count_bucket=0,T+30|0,305,208,36,0.17307692307692307,0.13337822190907567,0.2194505421377125,216,134,71,11,0.6203703703703703,0.3287037037037037,0.05092592592592592,0.5650969522791963,0.6732757371515379,0.2780235973992452,0.38275360058196745,89,0,sufficient
all,all,checkpoint=T+30|fresh_distinct_family_count_bucket=1,T+30|1,430,316,45,0.14240506329113925,0.11251546932266902,0.17711046480805673,327,214,74,39,0.654434250764526,0.22629969418960244,0.11926605504587157,0.6102872366084477,0.6965704699154506,0.19010173514720125,0.2660609346160568,103,0,sufficient
all,all,checkpoint=T+30|fresh_distinct_family_count_bucket=2,T+30|2,627,454,46,0.1013215859030837,0.07989844345461539,0.12648604816654088,462,305,112,45,0.6601731601731602,0.24242424242424243,0.09740259740259741,0.6232557965533929,0.6956127562469202,0.21086963711253645,0.27635511143324,165,0,sufficient
all,all,checkpoint=T+30|fresh_distinct_family_count_bucket=3plus,T+30|3plus,2906,2299,401,0.17442366246193997,0.16171134601375675,0.18774090616395667,2345,2037,242,66,0.8686567164179104,0.10319829424307037,0.02814498933901919,0.8568492554313012,0.879792649878064,0.09322651419034543,0.11389285130576397,561,0,sufficient
all,all,checkpoint=T+5|fresh_distinct_family_count_bucket=0,T+5|0,3982,2996,240,0.0801068090787717,0.0722477297860395,0.08856459918524223,3079,1123,1791,165,0.36472880805456315,0.5816823644040273,0.05358882754140955,0.35055797136519007,0.3790873425502502,0.5670076316457,0.596243757212155,903,0,sufficient
all,all,checkpoint=T+5|fresh_distinct_family_count_bucket=1,T+5|1,1421,1129,144,0.1275465013286094,0.11192461727640259,0.14457665107142065,1145,557,535,53,0.48646288209606986,0.4672489082969432,0.0462882096069869,0.46221172496753726,0.5107645157040104,0.44307678570307507,0.4915431513616024,276,0,sufficient
all,all,checkpoint=T+5|fresh_distinct_family_count_bucket=2,T+5|2,1021,793,99,0.12484237074401008,0.10655073617734412,0.1451524565532478,810,453,333,24,0.5592592592592592,0.4111111111111111,0.02962962962962963,0.5304422093173786,0.5877641015858033,0.38294033274989603,0.43975019967096934,211,0,sufficient
all,all,checkpoint=T+5|fresh_distinct_family_count_bucket=3plus,T+5|3plus,1613,1255,226,0.1800796812749004,0.1627907009668673,0.19845704074735007,1283,935,326,22,0.7287607170693686,0.2540919719407638,0.0171473109898675,0.707976023687511,0.7487840968176438,0.23452117985824883,0.2744811397674616,330,0,sufficient
