input_group,input_key,path,exists,content_hash,role
data_sources,qlib_provider_uri,data/qlib/cn_data_pit,True,47ef0244360c692ffd65f45e2294b97d0906e6298fd6901305bc4db3b60dfb7e,canonical_input
data_sources,pit_universe_path,data/universe/pit_mcap500_mainboard_daily.csv,True,33e037afb7f75c2f64ff6a7a6f205f164f1ba90d61b09976b670c9d3930a3a80,canonical_input
data_sources,pit_qlib_instrument_universe_path,data/universe/pit_qlib_instrument_universe.csv,True,130fb70caa6c0930728af9981e973161e23ee5eac33135b73a130194258835b7,canonical_input
data_sources,pit_industry_path,data/targets/pit_industry_membership.csv,True,9fefe9fba24993c3f92f667c4059b9e18742a1ee9bb65f713b344c29d80ca2aa,canonical_input
data_sources,trading_calendar_path,data/qlib/cn_data_pit/calendars/day.txt,True,b01cae7c1ea91933e7daddfc5c71847ee5cd5b26d6c49583b95fec4e49e590ad,canonical_input
frozen_ep2_inputs,ep2_engineering_manifest,ep2/engineering_baseline/outputs/manifests/ep2_engineering_baseline_manifest.json,True,f10d04cbd28addad275f07c771a41eb4c7aa835dfc0cc25bc3361d13563e8996,frozen_ep2_reference
frozen_ep2_inputs,ep2_launch_pool,ep2/engineering_baseline/outputs/cache/ep2_launch_observation_pool.parquet,True,ff302924138261ecf89d63c12551414abbd0254c9e64baeddac3fc9dbb3e80ed,frozen_ep2_reference
frozen_ep2_inputs,ep2_candidate_probe_grid,ep2/engineering_baseline/outputs/cache/ep2_candidate_probe_grid.parquet,True,1263f834328611ad71906d05d52543d9f851aa2ba23834cda918c9e82954f259,frozen_ep2_reference
