winner_episode_id,instrument,winner_label_id,split,lifecycle_stage_id,retrospective_stage_date,observable_signal_date,observable_anchor_candidate,days_to_first_50pct_target,days_from_observable_start,stage_extraction_rule_id,stage_extraction_rule_hash,winner_start_anchor_status,anchor_family_id,anchor_window_measure,eligible_for_primary_gate
EP3_WINNER_91cfb1c7ad3a,SH600000,winner_50h120,robustness,first_acceleration,2024-04-30,2024-04-30,False,104.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_91cfb1c7ad3a,SH600000,winner_50h120,robustness,confirmation_anchor,2024-05-20,2024-05-20,True,93.0,11,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,11.0,True
EP3_WINNER_91cfb1c7ad3a,SH600000,winner_50h120,robustness,failure_lookalike,2024-05-10,2024-05-10,False,104.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_a0e2b53592da,SH600000,winner_50h120,robustness,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_55b870bde613,SH600009,winner_50h120,train,first_acceleration,2019-02-25,2019-02-25,False,28.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_55b870bde613,SH600009,winner_50h120,train,confirmation_anchor,2019-03-22,2019-03-22,True,9.0,19,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,19.0,True
EP3_WINNER_55b870bde613,SH600009,winner_50h120,train,failure_lookalike,2019-02-27,2019-02-27,False,28.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_20fc6b045cfb,SH600010,winner_50h120,train,first_acceleration,2020-09-09,2020-09-09,False,112.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_20fc6b045cfb,SH600010,winner_50h120,train,failure_lookalike,2020-11-09,2020-11-09,False,112.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,37.0,True
EP3_WINNER_f1329d7ea10b,SH600010,winner_50h120,validation,first_acceleration,2022-06-24,2022-06-24,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_f1329d7ea10b,SH600010,winner_50h120,validation,failure_lookalike,2022-06-29,2022-06-29,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_a7b62eedacaf,SH600010,winner_50h120,robustness,first_acceleration,2024-10-08,2024-10-08,False,21.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_a7b62eedacaf,SH600010,winner_50h120,robustness,confirmation_anchor,2024-11-05,2024-11-05,True,1.0,20,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,20.0,True
EP3_WINNER_a7b62eedacaf,SH600010,winner_50h120,robustness,failure_lookalike,2024-10-25,2024-10-25,False,21.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,13.0,True
EP3_WINNER_d2b9d26ae2f8,SH600010,winner_50h120,robustness,first_acceleration,2025-07-11,2025-07-11,False,9.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_d2b9d26ae2f8,SH600010,winner_50h120,robustness,confirmation_anchor,2025-07-23,2025-07-23,True,1.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,8.0,True
EP3_WINNER_d2b9d26ae2f8,SH600010,winner_50h120,robustness,failure_lookalike,2025-07-23,2025-07-23,False,9.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,8.0,True
EP3_WINNER_edc6ef27ef3b,SH600011,winner_50h120,train,first_acceleration,2020-07-08,2020-07-08,False,31.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_edc6ef27ef3b,SH600011,winner_50h120,train,confirmation_anchor,2020-08-19,2020-08-19,True,1.0,30,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,30.0,True
EP3_WINNER_edc6ef27ef3b,SH600011,winner_50h120,train,failure_lookalike,2020-07-20,2020-07-20,False,31.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,8.0,True
EP3_WINNER_1020c4a851d5,SH600011,winner_50h120,train,first_acceleration,2021-08-19,2021-08-19,False,9.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_1020c4a851d5,SH600011,winner_50h120,train,confirmation_anchor,2021-09-01,2021-09-01,True,0.0,9,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,9.0,True
EP3_WINNER_1020c4a851d5,SH600011,winner_50h120,train,failure_lookalike,2021-08-23,2021-08-23,False,9.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_a94eb6ad1ad6,SH600011,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_593bd953b933,SH600011,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_068dc509bc77,SH600011,winner_50h120,validation,first_acceleration,2023-04-26,2023-04-26,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_068dc509bc77,SH600011,winner_50h120,validation,confirmation_anchor,2023-05-29,2023-05-29,True,-17.0,20,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,20.0,True
EP3_WINNER_068dc509bc77,SH600011,winner_50h120,validation,failure_lookalike,2023-05-04,2023-05-04,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_ebb2649892f9,SH600011,winner_50h120,validation,first_acceleration,2023-04-26,2023-04-26,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_ebb2649892f9,SH600011,winner_50h120,validation,confirmation_anchor,2023-05-29,2023-05-29,True,-17.0,20,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,20.0,True
EP3_WINNER_ebb2649892f9,SH600011,winner_50h120,validation,failure_lookalike,2023-05-04,2023-05-04,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_daac8972591a,SH600018,winner_50h120,train,first_acceleration,2019-03-06,2019-03-06,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_daac8972591a,SH600018,winner_50h120,train,confirmation_anchor,2019-03-11,2019-03-11,True,1.0,3,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,3.0,True
EP3_WINNER_daac8972591a,SH600018,winner_50h120,train,failure_lookalike,2019-03-11,2019-03-11,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_15e17173994e,SH600019,winner_50h120,train,first_acceleration,2017-11-14,2017-11-14,False,57.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_15e17173994e,SH600019,winner_50h120,train,confirmation_anchor,2017-11-22,2017-11-22,True,51.0,6,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,6.0,True
EP3_WINNER_15e17173994e,SH600019,winner_50h120,train,confirmation_anchor,2018-01-25,2018-01-25,True,6.0,51,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,51.0,True
EP3_WINNER_15e17173994e,SH600019,winner_50h120,train,failure_lookalike,2017-11-22,2017-11-22,False,57.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_194efc77c539,SH600019,winner_50h120,train,first_acceleration,2020-11-02,2020-11-02,False,74.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_194efc77c539,SH600019,winner_50h120,train,confirmation_anchor,2020-11-05,2020-11-05,True,71.0,3,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,3.0,True
EP3_WINNER_194efc77c539,SH600019,winner_50h120,train,failure_lookalike,2020-11-04,2020-11-04,False,74.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_34bdf724a9d1,SH600019,winner_50h120,train,first_acceleration,2021-08-26,2021-08-26,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_34bdf724a9d1,SH600019,winner_50h120,train,confirmation_anchor,2021-08-31,2021-08-31,True,1.0,3,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,3.0,True
EP3_WINNER_34bdf724a9d1,SH600019,winner_50h120,train,failure_lookalike,2021-08-30,2021-08-30,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_3f1fb8a69c47,SH600023,winner_50h120,robustness,first_acceleration,2024-01-02,2024-01-02,False,117.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_3f1fb8a69c47,SH600023,winner_50h120,robustness,failure_lookalike,2024-01-15,2024-01-15,False,117.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,9.0,True
EP3_WINNER_34f728c1a993,SH600025,winner_50h120,train,first_acceleration,2019-02-21,2019-02-21,False,27.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_34f728c1a993,SH600025,winner_50h120,train,confirmation_anchor,2019-03-06,2019-03-06,True,18.0,9,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,9.0,True
EP3_WINNER_34f728c1a993,SH600025,winner_50h120,train,failure_lookalike,2019-02-25,2019-02-25,False,27.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_3c09dbd2671e,SH600025,winner_50h120,train,first_acceleration,2020-11-30,2020-11-30,False,69.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_3c09dbd2671e,SH600025,winner_50h120,train,failure_lookalike,2020-12-14,2020-12-14,False,69.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,10.0,True
EP3_WINNER_1113c1d0b3cc,SH600025,winner_50h120,train,first_acceleration,2021-09-08,2021-09-08,False,8.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_1113c1d0b3cc,SH600025,winner_50h120,train,confirmation_anchor,2021-09-17,2021-09-17,True,1.0,7,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,7.0,True
EP3_WINNER_1113c1d0b3cc,SH600025,winner_50h120,train,confirmation_anchor,2021-09-22,2021-09-22,True,0.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,8.0,True
EP3_WINNER_1113c1d0b3cc,SH600025,winner_50h120,train,failure_lookalike,2021-09-17,2021-09-17,False,8.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,7.0,True
EP3_WINNER_09a8da00b06f,SH600026,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_2c84e609fbb6,SH600026,winner_50h120,robustness,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_b80de12d1721,SH600028,winner_50h120,validation,first_acceleration,2023-03-06,2023-03-06,False,26.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_b80de12d1721,SH600028,winner_50h120,validation,confirmation_anchor,2023-03-13,2023-03-13,True,21.0,5,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,5.0,True
EP3_WINNER_b80de12d1721,SH600028,winner_50h120,validation,failure_lookalike,2023-03-13,2023-03-13,False,26.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_7406af15e86d,SH600029,winner_50h120,train,first_acceleration,2017-11-01,2017-11-01,False,35.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_7406af15e86d,SH600029,winner_50h120,train,failure_lookalike,2017-11-14,2017-11-14,False,35.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,9.0,True
EP3_WINNER_d186d8bd1923,SH600029,winner_50h120,train,first_acceleration,2019-02-25,2019-02-25,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_d186d8bd1923,SH600029,winner_50h120,train,confirmation_anchor,2019-03-29,2019-03-29,True,-23.0,24,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,24.0,True
EP3_WINNER_d186d8bd1923,SH600029,winner_50h120,train,confirmation_anchor,2019-04-04,2019-04-04,True,-27.0,28,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,28.0,True
EP3_WINNER_d186d8bd1923,SH600029,winner_50h120,train,failure_lookalike,2019-03-04,2019-03-04,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_6868a6dae724,SH600030,winner_50h120,train,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_ba74a1c78709,SH600030,winner_50h120,train,first_acceleration,2020-07-02,2020-07-02,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_ba74a1c78709,SH600030,winner_50h120,train,confirmation_anchor,2020-07-08,2020-07-08,True,-1.0,4,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,4.0,True
EP3_WINNER_ba74a1c78709,SH600030,winner_50h120,train,failure_lookalike,2020-07-06,2020-07-06,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_9633745d13db,SH600030,winner_50h120,train,first_acceleration,2020-07-02,2020-07-02,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_9633745d13db,SH600030,winner_50h120,train,confirmation_anchor,2020-07-08,2020-07-08,True,0.0,4,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,4.0,True
EP3_WINNER_9633745d13db,SH600030,winner_50h120,train,failure_lookalike,2020-07-06,2020-07-06,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_3a64011f91ac,SH600030,winner_50h120,robustness,first_acceleration,2024-09-24,2024-09-24,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_3a64011f91ac,SH600030,winner_50h120,robustness,confirmation_anchor,2024-10-09,2024-10-09,True,-2.0,6,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,6.0,True
EP3_WINNER_3a64011f91ac,SH600030,winner_50h120,robustness,failure_lookalike,2024-09-26,2024-09-26,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_050527910563,SH600031,winner_50h120,train,first_acceleration,2019-02-22,2019-02-22,False,6.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_050527910563,SH600031,winner_50h120,train,confirmation_anchor,2019-03-04,2019-03-04,True,0.0,6,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,6.0,True
EP3_WINNER_050527910563,SH600031,winner_50h120,train,failure_lookalike,2019-03-04,2019-03-04,False,6.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_1347c13c0459,SH600031,winner_50h120,train,first_acceleration,2020-03-02,2020-03-02,False,29.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_1347c13c0459,SH600031,winner_50h120,train,failure_lookalike,2020-03-04,2020-03-04,False,29.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_f55ea2d41ba7,SH600031,winner_50h120,train,first_acceleration,2020-03-02,2020-03-02,False,84.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_f55ea2d41ba7,SH600031,winner_50h120,train,failure_lookalike,2020-03-04,2020-03-04,False,84.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_68781499bc6d,SH600031,winner_50h120,train,first_acceleration,2020-03-02,2020-03-02,False,94.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_68781499bc6d,SH600031,winner_50h120,train,failure_lookalike,2020-03-04,2020-03-04,False,94.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_9b9ffdb3fbcd,SH600036,winner_50h120,train,first_acceleration,2019-02-25,2019-02-25,False,77.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_9b9ffdb3fbcd,SH600036,winner_50h120,train,confirmation_anchor,2019-03-29,2019-03-29,True,53.0,24,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,24.0,True
EP3_WINNER_9b9ffdb3fbcd,SH600036,winner_50h120,train,failure_lookalike,2019-03-18,2019-03-18,False,77.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,15.0,True
EP3_WINNER_65f937a2a85f,SH600036,winner_50h120,train,first_acceleration,2021-01-15,2021-01-15,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_65f937a2a85f,SH600036,winner_50h120,train,confirmation_anchor,2021-04-19,2021-04-19,True,-60.0,60,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,60.0,True
EP3_WINNER_65f937a2a85f,SH600036,winner_50h120,train,failure_lookalike,2021-02-04,2021-02-04,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,14.0,True
EP3_WINNER_5f1760ab75cd,SH600036,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_e5a7e7854cdb,SH600036,winner_50h120,robustness,first_acceleration,2024-10-08,2024-10-08,False,106.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_e5a7e7854cdb,SH600036,winner_50h120,robustness,confirmation_anchor,2024-12-25,2024-12-25,True,50.0,56,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,56.0,True
EP3_WINNER_e5a7e7854cdb,SH600036,winner_50h120,robustness,failure_lookalike,2024-10-21,2024-10-21,False,106.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,9.0,True
EP3_WINNER_16d97045ceea,SH600039,winner_50h120,validation,first_acceleration,2023-03-31,2023-03-31,False,14.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_16d97045ceea,SH600039,winner_50h120,validation,failure_lookalike,2023-04-04,2023-04-04,False,14.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_652117556797,SH600039,winner_50h120,robustness,first_acceleration,2024-10-16,2024-10-16,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_652117556797,SH600039,winner_50h120,robustness,failure_lookalike,2024-10-22,2024-10-22,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_bc6de7ea5e93,SH600048,winner_50h120,train,first_acceleration,2017-09-14,2017-09-14,False,72.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_bc6de7ea5e93,SH600048,winner_50h120,train,confirmation_anchor,2017-11-29,2017-11-29,True,23.0,49,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,49.0,True
EP3_WINNER_bc6de7ea5e93,SH600048,winner_50h120,train,failure_lookalike,2017-10-24,2017-10-24,False,72.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,23.0,True
EP3_WINNER_da0e6e5369bc,SH600048,winner_50h120,robustness,first_acceleration,2024-05-17,2024-05-17,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_da0e6e5369bc,SH600048,winner_50h120,robustness,failure_lookalike,2024-05-24,2024-05-24,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_e0fe565863f8,SH600048,winner_50h120,robustness,first_acceleration,2024-05-17,2024-05-17,False,94.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_e0fe565863f8,SH600048,winner_50h120,robustness,failure_lookalike,2024-05-24,2024-05-24,False,94.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
