winner_episode_id,instrument,winner_label_id,split,lifecycle_stage_id,retrospective_stage_date,observable_signal_date,observable_anchor_candidate,days_to_first_50pct_target,days_from_observable_start,stage_extraction_rule_id,stage_extraction_rule_hash,winner_start_anchor_status,anchor_family_id,anchor_window_measure,eligible_for_primary_gate
EP3_WINNER_9bf029639343,SH601390,winner_50h120,validation,first_acceleration,2023-03-03,2023-03-03,False,8.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_9bf029639343,SH601390,winner_50h120,validation,confirmation_anchor,2023-03-15,2023-03-15,True,0.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,8.0,True
EP3_WINNER_9bf029639343,SH601390,winner_50h120,validation,failure_lookalike,2023-03-13,2023-03-13,False,8.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_d4ad1cb50a3b,SH601600,winner_50h120,train,first_acceleration,2017-07-19,2017-07-19,False,11.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_d4ad1cb50a3b,SH601600,winner_50h120,train,confirmation_anchor,2017-07-31,2017-07-31,True,3.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,8.0,True
EP3_WINNER_d4ad1cb50a3b,SH601600,winner_50h120,train,confirmation_anchor,2017-08-02,2017-08-02,True,1.0,10,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,10.0,True
EP3_WINNER_d4ad1cb50a3b,SH601600,winner_50h120,train,failure_lookalike,2017-07-24,2017-07-24,False,11.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_1d833d6765f5,SH601600,winner_50h120,train,first_acceleration,2020-11-23,2020-11-23,False,59.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_1d833d6765f5,SH601600,winner_50h120,train,failure_lookalike,2020-11-30,2020-11-30,False,59.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_7493c6761ef2,SH601600,winner_50h120,validation,first_acceleration,2023-01-20,2023-01-20,False,17.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_7493c6761ef2,SH601600,winner_50h120,validation,confirmation_anchor,2023-02-01,2023-02-01,True,14.0,3,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,3.0,True
EP3_WINNER_7493c6761ef2,SH601600,winner_50h120,validation,failure_lookalike,2023-02-01,2023-02-01,False,17.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_5eb996adeb3c,SH601600,winner_50h120,robustness,first_acceleration,2024-03-25,2024-03-25,False,7.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_5eb996adeb3c,SH601600,winner_50h120,robustness,failure_lookalike,2024-03-29,2024-03-29,False,7.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_d9bd8b45a6c7,SH601600,winner_50h120,robustness,first_acceleration,2024-09-30,2024-09-30,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_d9bd8b45a6c7,SH601600,winner_50h120,robustness,failure_lookalike,2024-10-16,2024-10-16,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,7.0,True
EP3_WINNER_efcaad4d7b65,SH601600,winner_50h120,robustness,first_acceleration,2025-07-21,2025-07-21,False,63.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_efcaad4d7b65,SH601600,winner_50h120,robustness,confirmation_anchor,2025-08-25,2025-08-25,True,38.0,25,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,25.0,True
EP3_WINNER_efcaad4d7b65,SH601600,winner_50h120,robustness,failure_lookalike,2025-07-24,2025-07-24,False,63.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_622060e783ea,SH601601,winner_50h120,train,first_acceleration,2017-08-28,2017-08-28,False,55.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_622060e783ea,SH601601,winner_50h120,train,confirmation_anchor,2017-10-16,2017-10-16,True,25.0,30,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,30.0,True
EP3_WINNER_622060e783ea,SH601601,winner_50h120,train,confirmation_anchor,2017-11-10,2017-11-10,True,6.0,49,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,49.0,True
EP3_WINNER_622060e783ea,SH601601,winner_50h120,train,failure_lookalike,2017-09-05,2017-09-05,False,55.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_fd1a6fb1f9e9,SH601601,winner_50h120,train,first_acceleration,2020-07-03,2020-07-03,False,100.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_fd1a6fb1f9e9,SH601601,winner_50h120,train,confirmation_anchor,2020-08-04,2020-08-04,True,78.0,22,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,22.0,True
EP3_WINNER_fd1a6fb1f9e9,SH601601,winner_50h120,train,failure_lookalike,2020-07-08,2020-07-08,False,100.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_197062d70409,SH601601,winner_50h120,train,first_acceleration,2020-11-25,2020-11-25,False,59.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_197062d70409,SH601601,winner_50h120,train,failure_lookalike,2020-11-27,2020-11-27,False,59.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_60d79f3cd677,SH601601,winner_50h120,validation,first_acceleration,2022-11-29,2022-11-29,False,38.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_60d79f3cd677,SH601601,winner_50h120,validation,confirmation_anchor,2022-12-30,2022-12-30,True,15.0,23,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,23.0,True
EP3_WINNER_60d79f3cd677,SH601601,winner_50h120,validation,failure_lookalike,2022-12-05,2022-12-05,False,38.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_4284b8a65080,SH601601,winner_50h120,robustness,first_acceleration,2024-09-24,2024-09-24,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_4284b8a65080,SH601601,winner_50h120,robustness,confirmation_anchor,2024-10-08,2024-10-08,True,-5.0,5,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,5.0,True
EP3_WINNER_4284b8a65080,SH601601,winner_50h120,robustness,failure_lookalike,2024-09-26,2024-09-26,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_f339027073f5,SH601607,winner_50h120,train,first_acceleration,2020-08-03,2020-08-03,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_f339027073f5,SH601607,winner_50h120,train,confirmation_anchor,2020-09-03,2020-09-03,True,-19.0,23,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,23.0,True
EP3_WINNER_f339027073f5,SH601607,winner_50h120,train,failure_lookalike,2020-08-07,2020-08-07,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_4bd0a535bca3,SH601607,winner_50h120,validation,first_acceleration,2022-03-21,2022-03-21,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_4bd0a535bca3,SH601607,winner_50h120,validation,failure_lookalike,2022-03-25,2022-03-25,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_9d4433820646,SH601615,winner_50h120,validation,first_acceleration,2022-06-20,2022-06-20,False,12.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_9d4433820646,SH601615,winner_50h120,validation,confirmation_anchor,2022-08-16,2022-08-16,True,-29.0,41,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,41.0,True
EP3_WINNER_9d4433820646,SH601615,winner_50h120,validation,confirmation_anchor,2022-06-30,2022-06-30,True,4.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,8.0,True
EP3_WINNER_9d4433820646,SH601615,winner_50h120,validation,failure_lookalike,2022-06-24,2022-06-24,False,12.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_a82a08532f8c,SH601618,winner_50h120,train,first_acceleration,2021-02-22,2021-02-22,False,105.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_a82a08532f8c,SH601618,winner_50h120,train,failure_lookalike,2021-03-31,2021-03-31,False,105.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,27.0,True
EP3_WINNER_1dbdd017378d,SH601618,winner_50h120,validation,first_acceleration,2022-12-05,2022-12-05,False,87.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_1dbdd017378d,SH601618,winner_50h120,validation,confirmation_anchor,2023-03-02,2023-03-02,True,30.0,57,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,57.0,True
EP3_WINNER_1dbdd017378d,SH601618,winner_50h120,validation,failure_lookalike,2022-12-08,2022-12-08,False,87.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_07d76d6f7ebd,SH601618,winner_50h120,robustness,first_acceleration,2025-08-25,2025-08-25,False,28.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_07d76d6f7ebd,SH601618,winner_50h120,robustness,confirmation_anchor,2025-09-30,2025-09-30,True,2.0,26,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,26.0,True
EP3_WINNER_07d76d6f7ebd,SH601618,winner_50h120,robustness,failure_lookalike,2025-09-29,2025-09-29,False,28.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,25.0,True
EP3_WINNER_01b17b24fc0e,SH601628,winner_50h120,train,first_acceleration,2019-02-22,2019-02-22,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_01b17b24fc0e,SH601628,winner_50h120,train,failure_lookalike,2019-02-27,2019-02-27,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_51ea72e4768c,SH601628,winner_50h120,train,first_acceleration,2020-07-02,2020-07-02,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_51ea72e4768c,SH601628,winner_50h120,train,confirmation_anchor,2020-07-07,2020-07-07,True,0.0,3,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,3.0,True
EP3_WINNER_51ea72e4768c,SH601628,winner_50h120,train,failure_lookalike,2020-07-06,2020-07-06,False,3.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_c7765c42d342,SH601628,winner_50h120,validation,first_acceleration,2022-06-15,2022-06-15,False,115.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_c7765c42d342,SH601628,winner_50h120,validation,failure_lookalike,2022-06-20,2022-06-20,False,115.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_57a62f11a958,SH601628,winner_50h120,robustness,first_acceleration,2024-09-25,2024-09-25,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_57a62f11a958,SH601628,winner_50h120,robustness,confirmation_anchor,2024-10-08,2024-10-08,True,-3.0,4,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,4.0,True
EP3_WINNER_57a62f11a958,SH601628,winner_50h120,robustness,failure_lookalike,2024-10-08,2024-10-08,False,1.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_dda6a5f2f28d,SH601633,winner_50h120,train,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_b43c4c5ff286,SH601633,winner_50h120,train,first_acceleration,2020-07-06,2020-07-06,False,10.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_b43c4c5ff286,SH601633,winner_50h120,train,confirmation_anchor,2020-07-10,2020-07-10,True,6.0,4,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,4.0,True
EP3_WINNER_b43c4c5ff286,SH601633,winner_50h120,train,failure_lookalike,2020-07-09,2020-07-09,False,10.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_5e8bf28c8c31,SH601633,winner_50h120,train,first_acceleration,2020-12-21,2020-12-21,False,113.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_5e8bf28c8c31,SH601633,winner_50h120,train,confirmation_anchor,2021-03-26,2021-03-26,True,50.0,63,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,63.0,True
EP3_WINNER_5e8bf28c8c31,SH601633,winner_50h120,train,failure_lookalike,2020-12-23,2020-12-23,False,113.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_b69833639ad5,SH601633,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_483d26305d8d,SH601633,winner_50h120,robustness,first_acceleration,2024-04-11,2024-04-11,False,117.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_483d26305d8d,SH601633,winner_50h120,robustness,confirmation_anchor,2024-04-25,2024-04-25,True,107.0,10,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,10.0,True
EP3_WINNER_483d26305d8d,SH601633,winner_50h120,robustness,confirmation_anchor,2024-05-14,2024-05-14,True,97.0,20,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,20.0,True
EP3_WINNER_483d26305d8d,SH601633,winner_50h120,robustness,failure_lookalike,2024-04-19,2024-04-19,False,117.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_db9cbc560cdb,SH601658,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_8b8650edff5f,SH601668,winner_50h120,validation,first_acceleration,2022-11-25,2022-11-25,False,107.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_8b8650edff5f,SH601668,winner_50h120,validation,confirmation_anchor,2023-02-20,2023-02-20,True,52.0,55,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,55.0,True
EP3_WINNER_8b8650edff5f,SH601668,winner_50h120,validation,confirmation_anchor,2022-12-05,2022-12-05,True,101.0,6,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,6.0,True
EP3_WINNER_8b8650edff5f,SH601668,winner_50h120,validation,failure_lookalike,2022-11-29,2022-11-29,False,107.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_4d95a9928aa5,SH601669,winner_50h120,train,first_acceleration,2021-07-23,2021-07-23,False,6.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_4d95a9928aa5,SH601669,winner_50h120,train,confirmation_anchor,2021-07-30,2021-07-30,True,1.0,5,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,5.0,True
EP3_WINNER_4d95a9928aa5,SH601669,winner_50h120,train,failure_lookalike,2021-07-30,2021-07-30,False,6.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,5.0,True
EP3_WINNER_943e1a1fbe5d,SH601669,winner_50h120,robustness,first_acceleration,2025-07-23,2025-07-23,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_943e1a1fbe5d,SH601669,winner_50h120,robustness,failure_lookalike,2025-10-13,2025-10-13,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,52.0,True
EP3_WINNER_32502f2a8a3f,SH601688,winner_50h120,train,first_acceleration,2018-11-01,2018-11-01,False,71.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_32502f2a8a3f,SH601688,winner_50h120,train,confirmation_anchor,2019-01-03,2019-01-03,True,28.0,43,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,43.0,True
EP3_WINNER_32502f2a8a3f,SH601688,winner_50h120,train,failure_lookalike,2018-11-19,2018-11-19,False,71.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,12.0,True
EP3_WINNER_4c5861c90760,SH601688,winner_50h120,validation,first_acceleration,2023-04-04,2023-04-04,False,82.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_4c5861c90760,SH601688,winner_50h120,validation,confirmation_anchor,2023-04-17,2023-04-17,True,74.0,8,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,8.0,True
EP3_WINNER_4c5861c90760,SH601688,winner_50h120,validation,failure_lookalike,2023-04-17,2023-04-17,False,82.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,8.0,True
EP3_WINNER_44bf05a70e08,SH601688,winner_50h120,robustness,first_acceleration,2024-09-24,2024-09-24,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_44bf05a70e08,SH601688,winner_50h120,robustness,confirmation_anchor,2024-10-08,2024-10-08,True,-1.0,5,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,5.0,True
EP3_WINNER_44bf05a70e08,SH601688,winner_50h120,robustness,failure_lookalike,2024-09-26,2024-09-26,False,4.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,2.0,True
EP3_WINNER_ad2713f03807,SH601688,winner_50h120,robustness,first_acceleration,2025-07-11,2025-07-11,False,24.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_ad2713f03807,SH601688,winner_50h120,robustness,confirmation_anchor,2025-07-24,2025-07-24,True,15.0,9,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,9.0,True
EP3_WINNER_ad2713f03807,SH601688,winner_50h120,robustness,failure_lookalike,2025-07-21,2025-07-21,False,24.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,6.0,True
EP3_WINNER_a42d08302afe,SH601689,winner_50h120,validation,first_acceleration,2022-06-13,2022-06-13,False,5.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_a42d08302afe,SH601689,winner_50h120,validation,failure_lookalike,2022-06-23,2022-06-23,False,5.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,8.0,True
EP3_WINNER_2853d340d0db,SH601689,winner_50h120,validation,first_acceleration,2023-06-20,2023-06-20,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_2853d340d0db,SH601689,winner_50h120,validation,failure_lookalike,2023-06-27,2023-06-27,False,0.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,3.0,True
EP3_WINNER_60b4ec7d3bc0,SH601689,winner_50h120,validation,first_acceleration,,,False,,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,no_observable_launch_like_acceleration,,,True
EP3_WINNER_33716116c6c9,SH601689,winner_50h120,robustness,first_acceleration,2024-04-29,2024-04-29,False,105.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_33716116c6c9,SH601689,winner_50h120,robustness,confirmation_anchor,2024-06-13,2024-06-13,True,76.0,29,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,pullback_hold_restrengthen,29.0,True
EP3_WINNER_33716116c6c9,SH601689,winner_50h120,robustness,failure_lookalike,2024-05-08,2024-05-08,False,105.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,failed_lookalike_avoidance,4.0,True
EP3_WINNER_af67ce7f4110,SH601689,winner_50h120,robustness,first_acceleration,2025-08-20,2025-08-20,False,9.0,0,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,,,True
EP3_WINNER_af67ce7f4110,SH601689,winner_50h120,robustness,confirmation_anchor,2025-08-29,2025-08-29,True,2.0,7,ep3_p0_v1,3f52d086b6a2efb5c77c5a55c5e055ff79a9de90899b1f49438cb331fec9e176,found,second_breakout,7.0,True
