episode_split,duration_bucket,metric,captured_count,target_episode_count,recall
all,all,captured_by_E1_raw_low_to_plus_10d,165,866,0.1905311778290993
all,all,captured_by_E1_raw_low_to_plus_20d,315,866,0.36374133949191684
all,all,captured_by_E1_raw_low_to_plus_30d,409,866,0.4722863741339492
all,all,captured_by_E1_raw_low_to_plus_60d,538,866,0.6212471131639723
all,all,captured_by_E1_raw_low_to_plus_120d,643,866,0.7424942263279446
all,all,captured_by_E1_raw_before_first_50pct,605,866,0.6986143187066974
all,all,captured_by_E1_raw_before_episode_high,616,866,0.7113163972286374
all,all,captured_by_E1,605,866,0.6986143187066974
all,all,captured_by_E2_raw_pre_low_20d,36,866,0.04157043879907621
all,all,captured_by_E2_raw_low_to_plus_10d,161,866,0.1859122401847575
all,all,captured_by_E2_raw_low_to_plus_20d,311,866,0.35912240184757505
all,all,captured_by_E2_raw_low_to_plus_30d,405,866,0.4676674364896074
all,all,captured_by_E2_raw_low_to_plus_60d,534,866,0.6166281755196305
all,all,captured_by_E2_raw_low_to_plus_120d,641,866,0.7401847575057737
all,all,captured_by_E2_raw_before_first_50pct,603,866,0.6963048498845266
all,all,captured_by_E2_raw_before_episode_high,614,866,0.7090069284064665
all,all,captured_by_E2,603,866,0.6963048498845266
all,all,captured_by_E3_raw_pre_low_20d,69,866,0.07967667436489607
all,all,captured_by_E3_raw_low_to_plus_10d,55,866,0.06351039260969978
all,all,captured_by_E3_raw_low_to_plus_20d,242,866,0.279445727482679
all,all,captured_by_E3_raw_low_to_plus_30d,367,866,0.4237875288683603
all,all,captured_by_E3_raw_low_to_plus_60d,516,866,0.5958429561200924
all,all,captured_by_E3_raw_low_to_plus_120d,629,866,0.7263279445727483
all,all,captured_by_E3_raw_before_first_50pct,531,866,0.6131639722863741
all,all,captured_by_E3_raw_before_episode_high,570,866,0.6581986143187067
all,all,captured_by_E3,531,866,0.6131639722863741
all,all,captured_by_E4_raw_pre_low_20d,35,866,0.04041570438799076
all,all,captured_by_E4_raw_low_to_plus_10d,144,866,0.16628175519630484
all,all,captured_by_E4_raw_low_to_plus_20d,294,866,0.3394919168591224
all,all,captured_by_E4_raw_low_to_plus_30d,387,866,0.4468822170900693
all,all,captured_by_E4_raw_low_to_plus_60d,510,866,0.5889145496535797
all,all,captured_by_E4_raw_low_to_plus_120d,617,866,0.7124711316397229
all,all,captured_by_E4_raw_before_first_50pct,571,866,0.6593533487297921
all,all,captured_by_E4_raw_before_episode_high,586,866,0.6766743648960739
all,all,captured_by_E4,571,866,0.6593533487297921
all,all,captured_by_E5_raw_pre_low_20d,52,866,0.06004618937644342
all,all,captured_by_E5_raw_low_to_plus_10d,9,866,0.010392609699769052
all,all,captured_by_E5_raw_low_to_plus_20d,11,866,0.012702078521939953
all,all,captured_by_E5_raw_low_to_plus_30d,97,866,0.11200923787528869
all,all,captured_by_E5_raw_low_to_plus_60d,349,866,0.40300230946882215
all,all,captured_by_E5_raw_low_to_plus_120d,493,866,0.569284064665127
all,all,captured_by_E5_raw_before_first_50pct,341,866,0.39376443418013857
all,all,captured_by_E5_raw_before_episode_high,413,866,0.476905311778291
all,all,captured_by_E5,341,866,0.39376443418013857
robustness,fast,captured_by_setup_inclusive_raw_pre_low_20d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_canonical_pre_low_20d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_density_kept_pre_low_20d,45,61,0.7377049180327869
robustness,fast,captured_by_reclaim_based_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_reclaim_based_canonical_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_reclaim_based_density_kept_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_setup_inclusive_raw_low_to_plus_10d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_canonical_low_to_plus_10d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_density_kept_low_to_plus_10d,12,61,0.19672131147540983
robustness,fast,captured_by_reclaim_based_raw_low_to_plus_10d,26,61,0.4262295081967213
robustness,fast,captured_by_reclaim_based_canonical_low_to_plus_10d,26,61,0.4262295081967213
robustness,fast,captured_by_reclaim_based_density_kept_low_to_plus_10d,26,61,0.4262295081967213
robustness,fast,captured_by_setup_inclusive_raw_low_to_plus_20d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_canonical_low_to_plus_20d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_density_kept_low_to_plus_20d,18,61,0.29508196721311475
robustness,fast,captured_by_reclaim_based_raw_low_to_plus_20d,38,61,0.6229508196721312
robustness,fast,captured_by_reclaim_based_canonical_low_to_plus_20d,38,61,0.6229508196721312
robustness,fast,captured_by_reclaim_based_density_kept_low_to_plus_20d,38,61,0.6229508196721312
robustness,fast,captured_by_setup_inclusive_raw_low_to_plus_30d,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_canonical_low_to_plus_30d,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_density_kept_low_to_plus_30d,25,61,0.4098360655737705
robustness,fast,captured_by_reclaim_based_raw_low_to_plus_30d,43,61,0.7049180327868853
robustness,fast,captured_by_reclaim_based_canonical_low_to_plus_30d,43,61,0.7049180327868853
robustness,fast,captured_by_reclaim_based_density_kept_low_to_plus_30d,43,61,0.7049180327868853
robustness,fast,captured_by_setup_inclusive_raw_low_to_plus_60d,50,61,0.819672131147541
robustness,fast,captured_by_setup_inclusive_canonical_low_to_plus_60d,50,61,0.819672131147541
robustness,fast,captured_by_setup_inclusive_density_kept_low_to_plus_60d,31,61,0.5081967213114754
robustness,fast,captured_by_reclaim_based_raw_low_to_plus_60d,45,61,0.7377049180327869
robustness,fast,captured_by_reclaim_based_canonical_low_to_plus_60d,45,61,0.7377049180327869
robustness,fast,captured_by_reclaim_based_density_kept_low_to_plus_60d,45,61,0.7377049180327869
robustness,fast,captured_by_setup_inclusive_raw_low_to_plus_120d,58,61,0.9508196721311475
robustness,fast,captured_by_setup_inclusive_canonical_low_to_plus_120d,58,61,0.9508196721311475
robustness,fast,captured_by_setup_inclusive_density_kept_low_to_plus_120d,55,61,0.9016393442622951
robustness,fast,captured_by_reclaim_based_raw_low_to_plus_120d,51,61,0.8360655737704918
robustness,fast,captured_by_reclaim_based_canonical_low_to_plus_120d,51,61,0.8360655737704918
robustness,fast,captured_by_reclaim_based_density_kept_low_to_plus_120d,51,61,0.8360655737704918
robustness,fast,captured_by_setup_inclusive_raw_before_first_50pct,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_canonical_before_first_50pct,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_density_kept_before_first_50pct,23,61,0.3770491803278688
robustness,fast,captured_by_reclaim_based_raw_before_first_50pct,42,61,0.6885245901639344
robustness,fast,captured_by_reclaim_based_canonical_before_first_50pct,42,61,0.6885245901639344
robustness,fast,captured_by_reclaim_based_density_kept_before_first_50pct,42,61,0.6885245901639344
robustness,fast,captured_by_setup_inclusive_raw_before_episode_high,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_canonical_before_episode_high,47,61,0.7704918032786885
robustness,fast,captured_by_setup_inclusive_density_kept_before_episode_high,24,61,0.39344262295081966
robustness,fast,captured_by_reclaim_based_raw_before_episode_high,44,61,0.7213114754098361
robustness,fast,captured_by_reclaim_based_canonical_before_episode_high,44,61,0.7213114754098361
robustness,fast,captured_by_reclaim_based_density_kept_before_episode_high,44,61,0.7213114754098361
robustness,fast,captured_by_E0_raw_pre_low_20d,45,61,0.7377049180327869
robustness,fast,captured_by_E0_raw_low_to_plus_10d,45,61,0.7377049180327869
robustness,fast,captured_by_E0_raw_low_to_plus_20d,45,61,0.7377049180327869
robustness,fast,captured_by_E0_raw_low_to_plus_30d,47,61,0.7704918032786885
robustness,fast,captured_by_E0_raw_low_to_plus_60d,50,61,0.819672131147541
robustness,fast,captured_by_E0_raw_low_to_plus_120d,58,61,0.9508196721311475
robustness,fast,captured_by_E0_raw_before_first_50pct,47,61,0.7704918032786885
robustness,fast,captured_by_E0_raw_before_episode_high,47,61,0.7704918032786885
robustness,fast,captured_by_E0,47,61,0.7704918032786885
robustness,fast,captured_by_E1_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_E1_raw_low_to_plus_10d,26,61,0.4262295081967213
robustness,fast,captured_by_E1_raw_low_to_plus_20d,38,61,0.6229508196721312
robustness,fast,captured_by_E1_raw_low_to_plus_30d,43,61,0.7049180327868853
robustness,fast,captured_by_E1_raw_low_to_plus_60d,45,61,0.7377049180327869
robustness,fast,captured_by_E1_raw_low_to_plus_120d,51,61,0.8360655737704918
robustness,fast,captured_by_E1_raw_before_first_50pct,42,61,0.6885245901639344
robustness,fast,captured_by_E1_raw_before_episode_high,44,61,0.7213114754098361
robustness,fast,captured_by_E1,42,61,0.6885245901639344
robustness,fast,captured_by_E2_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_E2_raw_low_to_plus_10d,26,61,0.4262295081967213
robustness,fast,captured_by_E2_raw_low_to_plus_20d,38,61,0.6229508196721312
robustness,fast,captured_by_E2_raw_low_to_plus_30d,43,61,0.7049180327868853
robustness,fast,captured_by_E2_raw_low_to_plus_60d,45,61,0.7377049180327869
robustness,fast,captured_by_E2_raw_low_to_plus_120d,51,61,0.8360655737704918
robustness,fast,captured_by_E2_raw_before_first_50pct,42,61,0.6885245901639344
robustness,fast,captured_by_E2_raw_before_episode_high,44,61,0.7213114754098361
robustness,fast,captured_by_E2,42,61,0.6885245901639344
robustness,fast,captured_by_E3_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_E3_raw_low_to_plus_10d,12,61,0.19672131147540983
robustness,fast,captured_by_E3_raw_low_to_plus_20d,34,61,0.5573770491803278
robustness,fast,captured_by_E3_raw_low_to_plus_30d,41,61,0.6721311475409836
robustness,fast,captured_by_E3_raw_low_to_plus_60d,44,61,0.7213114754098361
robustness,fast,captured_by_E3_raw_low_to_plus_120d,50,61,0.819672131147541
robustness,fast,captured_by_E3_raw_before_first_50pct,15,61,0.2459016393442623
robustness,fast,captured_by_E3_raw_before_episode_high,23,61,0.3770491803278688
robustness,fast,captured_by_E3,15,61,0.2459016393442623
robustness,fast,captured_by_E4_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_E4_raw_low_to_plus_10d,24,61,0.39344262295081966
robustness,fast,captured_by_E4_raw_low_to_plus_20d,36,61,0.5901639344262295
robustness,fast,captured_by_E4_raw_low_to_plus_30d,42,61,0.6885245901639344
robustness,fast,captured_by_E4_raw_low_to_plus_60d,44,61,0.7213114754098361
robustness,fast,captured_by_E4_raw_low_to_plus_120d,50,61,0.819672131147541
robustness,fast,captured_by_E4_raw_before_first_50pct,37,61,0.6065573770491803
robustness,fast,captured_by_E4_raw_before_episode_high,41,61,0.6721311475409836
robustness,fast,captured_by_E4,37,61,0.6065573770491803
robustness,fast,captured_by_E5_raw_pre_low_20d,2,61,0.03278688524590164
robustness,fast,captured_by_E5_raw_low_to_plus_10d,1,61,0.01639344262295082
robustness,fast,captured_by_E5_raw_low_to_plus_20d,1,61,0.01639344262295082
robustness,fast,captured_by_E5_raw_low_to_plus_30d,14,61,0.22950819672131148
robustness,fast,captured_by_E5_raw_low_to_plus_60d,31,61,0.5081967213114754
robustness,fast,captured_by_E5_raw_low_to_plus_120d,37,61,0.6065573770491803
robustness,fast,captured_by_E5_raw_before_first_50pct,4,61,0.06557377049180328
robustness,fast,captured_by_E5_raw_before_episode_high,7,61,0.11475409836065574
robustness,fast,captured_by_E5,4,61,0.06557377049180328
robustness,long,captured_by_setup_inclusive_raw_pre_low_20d,144,267,0.5393258426966292
robustness,long,captured_by_setup_inclusive_canonical_pre_low_20d,144,267,0.5393258426966292
robustness,long,captured_by_setup_inclusive_density_kept_pre_low_20d,141,267,0.5280898876404494
robustness,long,captured_by_reclaim_based_raw_pre_low_20d,17,267,0.06367041198501873
robustness,long,captured_by_reclaim_based_canonical_pre_low_20d,17,267,0.06367041198501873
robustness,long,captured_by_reclaim_based_density_kept_pre_low_20d,14,267,0.052434456928838954
robustness,long,captured_by_setup_inclusive_raw_low_to_plus_10d,138,267,0.5168539325842697
robustness,long,captured_by_setup_inclusive_canonical_low_to_plus_10d,138,267,0.5168539325842697
robustness,long,captured_by_setup_inclusive_density_kept_low_to_plus_10d,33,267,0.12359550561797752
robustness,long,captured_by_reclaim_based_raw_low_to_plus_10d,42,267,0.15730337078651685
robustness,long,captured_by_reclaim_based_canonical_low_to_plus_10d,42,267,0.15730337078651685
robustness,long,captured_by_reclaim_based_density_kept_low_to_plus_10d,41,267,0.15355805243445692
robustness,long,captured_by_setup_inclusive_raw_low_to_plus_20d,140,267,0.5243445692883895
robustness,long,captured_by_setup_inclusive_canonical_low_to_plus_20d,140,267,0.5243445692883895
robustness,long,captured_by_setup_inclusive_density_kept_low_to_plus_20d,55,267,0.20599250936329588
robustness,long,captured_by_reclaim_based_raw_low_to_plus_20d,74,267,0.27715355805243447
robustness,long,captured_by_reclaim_based_canonical_low_to_plus_20d,74,267,0.27715355805243447
robustness,long,captured_by_reclaim_based_density_kept_low_to_plus_20d,73,267,0.27340823970037453
robustness,long,captured_by_setup_inclusive_raw_low_to_plus_30d,155,267,0.5805243445692884
robustness,long,captured_by_setup_inclusive_canonical_low_to_plus_30d,155,267,0.5805243445692884
robustness,long,captured_by_setup_inclusive_density_kept_low_to_plus_30d,90,267,0.33707865168539325
robustness,long,captured_by_reclaim_based_raw_low_to_plus_30d,88,267,0.3295880149812734
robustness,long,captured_by_reclaim_based_canonical_low_to_plus_30d,88,267,0.3295880149812734
robustness,long,captured_by_reclaim_based_density_kept_low_to_plus_30d,87,267,0.3258426966292135
robustness,long,captured_by_setup_inclusive_raw_low_to_plus_60d,181,267,0.6779026217228464
robustness,long,captured_by_setup_inclusive_canonical_low_to_plus_60d,181,267,0.6779026217228464
robustness,long,captured_by_setup_inclusive_density_kept_low_to_plus_60d,148,267,0.5543071161048689
robustness,long,captured_by_reclaim_based_raw_low_to_plus_60d,149,267,0.5580524344569289
robustness,long,captured_by_reclaim_based_canonical_low_to_plus_60d,149,267,0.5580524344569289
robustness,long,captured_by_reclaim_based_density_kept_low_to_plus_60d,148,267,0.5543071161048689
robustness,long,captured_by_setup_inclusive_raw_low_to_plus_120d,202,267,0.7565543071161048
robustness,long,captured_by_setup_inclusive_canonical_low_to_plus_120d,202,267,0.7565543071161048
robustness,long,captured_by_setup_inclusive_density_kept_low_to_plus_120d,178,267,0.6666666666666666
robustness,long,captured_by_reclaim_based_raw_low_to_plus_120d,201,267,0.7528089887640449
robustness,long,captured_by_reclaim_based_canonical_low_to_plus_120d,201,267,0.7528089887640449
robustness,long,captured_by_reclaim_based_density_kept_low_to_plus_120d,201,267,0.7528089887640449
robustness,long,captured_by_setup_inclusive_raw_before_first_50pct,196,267,0.7340823970037453
robustness,long,captured_by_setup_inclusive_canonical_before_first_50pct,196,267,0.7340823970037453
robustness,long,captured_by_setup_inclusive_density_kept_before_first_50pct,167,267,0.6254681647940075
robustness,long,captured_by_reclaim_based_raw_before_first_50pct,195,267,0.7303370786516854
robustness,long,captured_by_reclaim_based_canonical_before_first_50pct,195,267,0.7303370786516854
robustness,long,captured_by_reclaim_based_density_kept_before_first_50pct,195,267,0.7303370786516854
robustness,long,captured_by_setup_inclusive_raw_before_episode_high,202,267,0.7565543071161048
robustness,long,captured_by_setup_inclusive_canonical_before_episode_high,202,267,0.7565543071161048
robustness,long,captured_by_setup_inclusive_density_kept_before_episode_high,177,267,0.6629213483146067
robustness,long,captured_by_reclaim_based_raw_before_episode_high,201,267,0.7528089887640449
robustness,long,captured_by_reclaim_based_canonical_before_episode_high,201,267,0.7528089887640449
robustness,long,captured_by_reclaim_based_density_kept_before_episode_high,201,267,0.7528089887640449
robustness,long,captured_by_E0_raw_pre_low_20d,138,267,0.5168539325842697
robustness,long,captured_by_E0_raw_low_to_plus_10d,138,267,0.5168539325842697
robustness,long,captured_by_E0_raw_low_to_plus_20d,138,267,0.5168539325842697
robustness,long,captured_by_E0_raw_low_to_plus_30d,152,267,0.5692883895131086
robustness,long,captured_by_E0_raw_low_to_plus_60d,179,267,0.6704119850187266
robustness,long,captured_by_E0_raw_low_to_plus_120d,200,267,0.7490636704119851
robustness,long,captured_by_E0_raw_before_first_50pct,194,267,0.7265917602996255
robustness,long,captured_by_E0_raw_before_episode_high,200,267,0.7490636704119851
robustness,long,captured_by_E0,194,267,0.7265917602996255
robustness,long,captured_by_E1_raw_pre_low_20d,14,267,0.052434456928838954
robustness,long,captured_by_E1_raw_low_to_plus_10d,42,267,0.15730337078651685
robustness,long,captured_by_E1_raw_low_to_plus_20d,74,267,0.27715355805243447
robustness,long,captured_by_E1_raw_low_to_plus_30d,88,267,0.3295880149812734
robustness,long,captured_by_E1_raw_low_to_plus_60d,149,267,0.5580524344569289
robustness,long,captured_by_E1_raw_low_to_plus_120d,201,267,0.7528089887640449
robustness,long,captured_by_E1_raw_before_first_50pct,195,267,0.7303370786516854
robustness,long,captured_by_E1_raw_before_episode_high,201,267,0.7528089887640449
robustness,long,captured_by_E1,195,267,0.7303370786516854
robustness,long,captured_by_E2_raw_pre_low_20d,14,267,0.052434456928838954
robustness,long,captured_by_E2_raw_low_to_plus_10d,41,267,0.15355805243445692
robustness,long,captured_by_E2_raw_low_to_plus_20d,73,267,0.27340823970037453
robustness,long,captured_by_E2_raw_low_to_plus_30d,87,267,0.3258426966292135
robustness,long,captured_by_E2_raw_low_to_plus_60d,148,267,0.5543071161048689
robustness,long,captured_by_E2_raw_low_to_plus_120d,201,267,0.7528089887640449
robustness,long,captured_by_E2_raw_before_first_50pct,195,267,0.7303370786516854
robustness,long,captured_by_E2_raw_before_episode_high,201,267,0.7528089887640449
robustness,long,captured_by_E2,195,267,0.7303370786516854
robustness,long,captured_by_E3_raw_pre_low_20d,25,267,0.09363295880149813
robustness,long,captured_by_E3_raw_low_to_plus_10d,15,267,0.056179775280898875
robustness,long,captured_by_E3_raw_low_to_plus_20d,52,267,0.1947565543071161
robustness,long,captured_by_E3_raw_low_to_plus_30d,75,267,0.2808988764044944
robustness,long,captured_by_E3_raw_low_to_plus_60d,137,267,0.5131086142322098
robustness,long,captured_by_E3_raw_low_to_plus_120d,197,267,0.7378277153558053
robustness,long,captured_by_E3_raw_before_first_50pct,174,267,0.651685393258427
robustness,long,captured_by_E3_raw_before_episode_high,189,267,0.7078651685393258
robustness,long,captured_by_E3,174,267,0.651685393258427
robustness,long,captured_by_E4_raw_pre_low_20d,15,267,0.056179775280898875
robustness,long,captured_by_E4_raw_low_to_plus_10d,37,267,0.13857677902621723
robustness,long,captured_by_E4_raw_low_to_plus_20d,68,267,0.2546816479400749
robustness,long,captured_by_E4_raw_low_to_plus_30d,83,267,0.31086142322097376
robustness,long,captured_by_E4_raw_low_to_plus_60d,137,267,0.5131086142322098
robustness,long,captured_by_E4_raw_low_to_plus_120d,190,267,0.7116104868913857
robustness,long,captured_by_E4_raw_before_first_50pct,181,267,0.6779026217228464
robustness,long,captured_by_E4_raw_before_episode_high,188,267,0.704119850187266
robustness,long,captured_by_E4,181,267,0.6779026217228464
robustness,long,captured_by_E5_raw_pre_low_20d,13,267,0.04868913857677903
robustness,long,captured_by_E5_raw_low_to_plus_10d,2,267,0.00749063670411985
robustness,long,captured_by_E5_raw_low_to_plus_20d,3,267,0.011235955056179775
robustness,long,captured_by_E5_raw_low_to_plus_30d,22,267,0.08239700374531835
robustness,long,captured_by_E5_raw_low_to_plus_60d,69,267,0.25842696629213485
robustness,long,captured_by_E5_raw_low_to_plus_120d,132,267,0.4943820224719101
robustness,long,captured_by_E5_raw_before_first_50pct,96,267,0.3595505617977528
robustness,long,captured_by_E5_raw_before_episode_high,122,267,0.45692883895131087
robustness,long,captured_by_E5,96,267,0.3595505617977528
robustness,medium,captured_by_setup_inclusive_raw_pre_low_20d,38,84,0.4523809523809524
robustness,medium,captured_by_setup_inclusive_canonical_pre_low_20d,38,84,0.4523809523809524
robustness,medium,captured_by_setup_inclusive_density_kept_pre_low_20d,38,84,0.4523809523809524
robustness,medium,captured_by_reclaim_based_raw_pre_low_20d,1,84,0.011904761904761904
robustness,medium,captured_by_reclaim_based_canonical_pre_low_20d,1,84,0.011904761904761904
robustness,medium,captured_by_reclaim_based_density_kept_pre_low_20d,1,84,0.011904761904761904
robustness,medium,captured_by_setup_inclusive_raw_low_to_plus_10d,39,84,0.4642857142857143
robustness,medium,captured_by_setup_inclusive_canonical_low_to_plus_10d,39,84,0.4642857142857143
robustness,medium,captured_by_setup_inclusive_density_kept_low_to_plus_10d,8,84,0.09523809523809523
robustness,medium,captured_by_reclaim_based_raw_low_to_plus_10d,10,84,0.11904761904761904
robustness,medium,captured_by_reclaim_based_canonical_low_to_plus_10d,10,84,0.11904761904761904
robustness,medium,captured_by_reclaim_based_density_kept_low_to_plus_10d,9,84,0.10714285714285714
robustness,medium,captured_by_setup_inclusive_raw_low_to_plus_20d,39,84,0.4642857142857143
robustness,medium,captured_by_setup_inclusive_canonical_low_to_plus_20d,39,84,0.4642857142857143
robustness,medium,captured_by_setup_inclusive_density_kept_low_to_plus_20d,17,84,0.20238095238095238
robustness,medium,captured_by_reclaim_based_raw_low_to_plus_20d,24,84,0.2857142857142857
robustness,medium,captured_by_reclaim_based_canonical_low_to_plus_20d,24,84,0.2857142857142857
robustness,medium,captured_by_reclaim_based_density_kept_low_to_plus_20d,23,84,0.27380952380952384
robustness,medium,captured_by_setup_inclusive_raw_low_to_plus_30d,42,84,0.5
robustness,medium,captured_by_setup_inclusive_canonical_low_to_plus_30d,42,84,0.5
robustness,medium,captured_by_setup_inclusive_density_kept_low_to_plus_30d,26,84,0.30952380952380953
robustness,medium,captured_by_reclaim_based_raw_low_to_plus_30d,29,84,0.34523809523809523
robustness,medium,captured_by_reclaim_based_canonical_low_to_plus_30d,29,84,0.34523809523809523
robustness,medium,captured_by_reclaim_based_density_kept_low_to_plus_30d,28,84,0.3333333333333333
robustness,medium,captured_by_setup_inclusive_raw_low_to_plus_60d,44,84,0.5238095238095238
robustness,medium,captured_by_setup_inclusive_canonical_low_to_plus_60d,44,84,0.5238095238095238
robustness,medium,captured_by_setup_inclusive_density_kept_low_to_plus_60d,35,84,0.4166666666666667
robustness,medium,captured_by_reclaim_based_raw_low_to_plus_60d,43,84,0.5119047619047619
robustness,medium,captured_by_reclaim_based_canonical_low_to_plus_60d,43,84,0.5119047619047619
robustness,medium,captured_by_reclaim_based_density_kept_low_to_plus_60d,42,84,0.5
robustness,medium,captured_by_setup_inclusive_raw_low_to_plus_120d,62,84,0.7380952380952381
robustness,medium,captured_by_setup_inclusive_canonical_low_to_plus_120d,62,84,0.7380952380952381
robustness,medium,captured_by_setup_inclusive_density_kept_low_to_plus_120d,55,84,0.6547619047619048
