episode_split,duration_bucket,union_family,window,target_episode_count,raw_union_recall,canonical_union_recall,density_kept_union_recall,density_loss_recall,raw_captured_count,canonical_captured_count,density_kept_captured_count,density_loss_capture_count
robustness,long,reclaim_based,before_first_50pct,267,0.7303370786516854,0.7303370786516854,0.7303370786516854,0.0,195,195,195,0
robustness,long,reclaim_based,before_episode_high,267,0.7528089887640449,0.7528089887640449,0.7528089887640449,0.0,201,201,201,0
robustness,medium,setup_inclusive,pre_low_20d,84,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.0,38,38,38,0
robustness,medium,setup_inclusive,low_to_plus_10d,84,0.4642857142857143,0.4642857142857143,0.09523809523809523,0.36904761904761907,39,39,8,31
robustness,medium,setup_inclusive,low_to_plus_20d,84,0.4642857142857143,0.4642857142857143,0.20238095238095238,0.2619047619047619,39,39,17,22
robustness,medium,setup_inclusive,low_to_plus_30d,84,0.5,0.5,0.30952380952380953,0.19047619047619047,42,42,26,16
robustness,medium,setup_inclusive,low_to_plus_60d,84,0.5238095238095238,0.5238095238095238,0.4166666666666667,0.10714285714285715,44,44,35,9
robustness,medium,setup_inclusive,low_to_plus_120d,84,0.7380952380952381,0.7380952380952381,0.6547619047619048,0.08333333333333337,62,62,55,7
robustness,medium,setup_inclusive,before_first_50pct,84,0.5238095238095238,0.5238095238095238,0.4166666666666667,0.10714285714285715,44,44,35,9
robustness,medium,setup_inclusive,before_episode_high,84,0.5238095238095238,0.5238095238095238,0.4166666666666667,0.10714285714285715,44,44,35,9
robustness,medium,reclaim_based,pre_low_20d,84,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.0,1,1,1,0
robustness,medium,reclaim_based,low_to_plus_10d,84,0.11904761904761904,0.11904761904761904,0.10714285714285714,0.011904761904761904,10,10,9,1
robustness,medium,reclaim_based,low_to_plus_20d,84,0.2857142857142857,0.2857142857142857,0.27380952380952384,0.011904761904761862,24,24,23,1
robustness,medium,reclaim_based,low_to_plus_30d,84,0.34523809523809523,0.34523809523809523,0.3333333333333333,0.011904761904761918,29,29,28,1
robustness,medium,reclaim_based,low_to_plus_60d,84,0.5119047619047619,0.5119047619047619,0.5,0.011904761904761862,43,43,42,1
robustness,medium,reclaim_based,low_to_plus_120d,84,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.011904761904761973,49,49,48,1
robustness,medium,reclaim_based,before_first_50pct,84,0.5238095238095238,0.5238095238095238,0.5119047619047619,0.011904761904761973,44,44,43,1
robustness,medium,reclaim_based,before_episode_high,84,0.5238095238095238,0.5238095238095238,0.5119047619047619,0.011904761904761973,44,44,43,1
train,fast,setup_inclusive,pre_low_20d,18,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,10,10,10,0
train,fast,setup_inclusive,low_to_plus_10d,18,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.33333333333333337,10,10,4,6
