input_name,path,exists,kind,sha256,reason
stock_daily_csv_dir,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/interim/qlib_csv/day,True,directory,,
benchmark_daily_csv,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/index/benchmark_indices_daily.csv,True,file,5a423eca433727c40eb59799301f31d49065bb17cd3bb49e61074af70d87e54d,
executable_universe_csv,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/universe/pit_largecap_main_chinext_executable_daily.csv,True,file,92c3d52d55354e86e5093f2849dd40da1a6677159f2f5f4c4af57927eb891a13,
data_prepare_run_manifest_json,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/01_data_prepare_pit_largecap_akshare_qlib_v0/outputs/manifests/run_manifest.json,True,file,d59ed5ff734c9d4f59f01ff713f8bd15f41cd56e397c5a897506e4540bd887f8,
data_prepare_source_coverage_audit_csv,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/01_data_prepare_pit_largecap_akshare_qlib_v0/outputs/tables/source_coverage_audit.csv,True,file,d35f0d96abbd9d571063e9a432fd47dbb942f98ba4e9d52135e4302563f1c024,
upstream_reverse_lifecycle_manifest_json,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/manifests/run_manifest.json,True,file,8f67723cbfb0716d5b3d633a290cf3aab387dc9f94a048bc0b5e4d0f492081d3,
upstream_big_winner_episode_reference_parquet,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/local_cache/big_winner_episode_reference.parquet,True,file,eba3a7f0af9a9707160bf30cbe361270e71050a4a563ef39d6c7dcdf4494e112,
upstream_big_winner_episode_reference_summary_csv,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/02_big_winner_reverse_lifecycle_profile_v0/outputs/publishable/tables/big_winner_episode_reference_summary.csv,True,file,60cc07e39fead5a30433554e69f1f33945f4fdf44a53b4b58fcbc41620f4b983,
upstream_observable_anchor_manifest_json,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/03_observable_anchor_event_contract_v0/outputs/manifests/run_manifest.json,True,file,765f17fa85953b40eb6d6142a8f79390c8b34f5b8d81b364c2195d1a4ef25485,
upstream_observable_anchor_report_md,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/03_observable_anchor_event_contract_v0/outputs/publishable/reports/observable_anchor_event_contract_report.md,True,file,574be763991c2801ccc3792e5a8643f857696ea75f9439379f8dadc90708d695,
upstream_strict_event_pool_parquet,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/03_observable_anchor_event_contract_v0/outputs/large_raw/event_candidate_pool.parquet,True,file,effd0a0060087b782b72552804f12a684f9105c18319d6138fdb15351eb3a1e0,
vwap_source_policy,,True,policy,,raw_qfq_same_date_money_cny_volume_shares
