market_regime_bucket,target_episode_count,recall_low_to_plus_30d,recall_before_first_50pct,setup_canonical_event_count
risk_off,453,0.4768211920529801,0.6181015452538632,2370
risk_on,210,0.2571428571428571,0.47619047619047616,2242
transition,203,0.35467980295566504,0.4876847290640394,1982
