factor_id,signal_period,signal_month_end,holding_period,holding_month_end,split,past_12m_factor_return,tsfm_position,has_complete_12m_history,has_current_factor_return,active_factor,current_factor_return,history_start_period,history_end_period,tsfm_contribution,active_factor_count
BAB,2021-07,2021-07-30,2021-08,2021-08-31,train,0.056924033358678905,1,True,True,True,-0.046606966790149626,2020-08,2021-07,-0.011651741697537406,4
SIZE,2021-08,2021-08-31,2021-09,2021-09-30,train,-0.059785407152906034,-1,True,True,True,0.022592760635614897,2020-09,2021-08,-0.005648190158903724,4
ILL,2021-08,2021-08-31,2021-09,2021-09-30,train,-0.03419719112569641,-1,True,True,True,0.08058174302240269,2020-09,2021-08,-0.020145435755600672,4
TURN,2021-08,2021-08-31,2021-09,2021-09-30,train,0.3251158403380736,1,True,True,True,-0.13868436877008658,2020-09,2021-08,-0.034671092192521645,4
BAB,2021-08,2021-08-31,2021-09,2021-09-30,train,0.04753989536476011,1,True,True,True,-0.11486917245019954,2020-09,2021-08,-0.028717293112549884,4
SIZE,2021-09,2021-09-30,2021-10,2021-10-29,train,-0.08249199134391416,-1,True,True,True,0.04409228007984764,2020-10,2021-09,-0.01102307001996191,4
ILL,2021-09,2021-09-30,2021-10,2021-10-29,train,0.045757700395959056,1,True,True,True,-0.05287244419377893,2020-10,2021-09,-0.013218111048444732,4
TURN,2021-09,2021-09-30,2021-10,2021-10-29,train,0.18230760143915847,1,True,True,True,-0.024596793714130007,2020-10,2021-09,-0.006149198428532502,4
BAB,2021-09,2021-09-30,2021-10,2021-10-29,train,-0.061571231162920625,-1,True,True,True,0.0815351807982537,2020-10,2021-09,-0.020383795199563425,4
SIZE,2021-10,2021-10-29,2021-11,2021-11-30,train,-0.043157618246588925,-1,True,True,True,-0.035300162572974886,2020-11,2021-10,0.008825040643243721,4
ILL,2021-10,2021-10-29,2021-11,2021-11-30,train,-0.03505151287078023,-1,True,True,True,-0.021614914415288115,2020-11,2021-10,0.005403728603822029,4
TURN,2021-10,2021-10-29,2021-11,2021-11-30,train,0.14668680520088961,1,True,True,True,0.002002005944064243,2020-11,2021-10,0.0005005014860160607,4
BAB,2021-10,2021-10-29,2021-11,2021-11-30,train,0.02488248458322051,1,True,True,True,0.021992499964903586,2020-11,2021-10,0.005498124991225897,4
SIZE,2021-11,2021-11-30,2021-12,2021-12-31,train,-0.08508665577621854,-1,True,True,True,0.009392298332402835,2020-12,2021-11,-0.0023480745831007087,4
ILL,2021-11,2021-11-30,2021-12,2021-12-31,train,-0.05529370860442273,-1,True,True,True,0.048729846159989564,2020-12,2021-11,-0.012182461539997391,4
TURN,2021-11,2021-11-30,2021-12,2021-12-31,train,0.17999525447285403,1,True,True,True,-0.06950170435803744,2020-12,2021-11,-0.01737542608950936,4
BAB,2021-11,2021-11-30,2021-12,2021-12-31,train,0.05348765246982734,1,True,True,True,-0.07588073902958332,2020-12,2021-11,-0.01897018475739583,4
SIZE,2021-12,2021-12-31,2022-01,2022-01-28,validation,-0.09025467258167219,-1,True,True,True,0.05795530772194351,2021-01,2021-12,-0.014488826930485877,4
ILL,2021-12,2021-12-31,2022-01,2022-01-28,validation,0.041821824083173365,1,True,True,True,0.017000132152777552,2021-01,2021-12,0.004250033038194388,4
TURN,2021-12,2021-12-31,2022-01,2022-01-28,validation,0.006244323892218295,1,True,True,True,-0.11595392987237779,2021-01,2021-12,-0.028988482468094448,4
BAB,2021-12,2021-12-31,2022-01,2022-01-28,validation,-0.08182921085334416,-1,True,True,True,-0.09750233634485295,2021-01,2021-12,0.024375584086213237,4
SIZE,2022-01,2022-01-28,2022-02,2022-02-28,validation,-0.07633959594422501,-1,True,True,True,-0.010640092323290738,2021-02,2022-01,0.0026600230808226846,4
ILL,2022-01,2022-01-28,2022-02,2022-02-28,validation,0.08644793133284656,1,True,True,True,-0.018563879800191658,2021-02,2022-01,-0.0046409699500479145,4
TURN,2022-01,2022-01-28,2022-02,2022-02-28,validation,-0.125221294895969,-1,True,True,True,0.041674358346933844,2021-02,2022-01,-0.010418589586733461,4
BAB,2022-01,2022-01-28,2022-02,2022-02-28,validation,-0.15034898237886452,-1,True,True,True,-0.01044475784546668,2021-02,2022-01,0.00261118946136667,4
SIZE,2022-02,2022-02-28,2022-03,2022-03-31,validation,-0.07802133522438548,-1,True,True,True,0.022359629224817892,2021-03,2022-02,-0.005589907306204473,4
ILL,2022-02,2022-02-28,2022-03,2022-03-31,validation,0.09968208621894425,1,True,True,True,0.01832319827085604,2021-03,2022-02,0.00458079956771401,4
TURN,2022-02,2022-02-28,2022-03,2022-03-31,validation,-0.05248928458638491,-1,True,True,True,-0.06211873200414448,2021-03,2022-02,0.01552968300103612,4
BAB,2022-02,2022-02-28,2022-03,2022-03-31,validation,-0.11664261544436372,-1,True,True,True,-0.10571321718289911,2021-03,2022-02,0.026428304295724778,4
SIZE,2022-03,2022-03-31,2022-04,2022-04-29,validation,-0.045354699401432,-1,True,True,True,0.057173008878147205,2021-04,2022-03,-0.014293252219536801,4
ILL,2022-03,2022-03-31,2022-04,2022-04-29,validation,0.03672815808230068,1,True,True,True,0.008718444480382816,2021-04,2022-03,0.002179611120095704,4
TURN,2022-03,2022-03-31,2022-04,2022-04-29,validation,0.016316306963074734,1,True,True,True,-0.0749688117517819,2021-04,2022-03,-0.018742202937945474,4
BAB,2022-03,2022-03-31,2022-04,2022-04-29,validation,-0.09272376456652442,-1,True,True,True,-0.026255713885233695,2021-04,2022-03,0.006563928471308424,4
SIZE,2022-04,2022-04-29,2022-05,2022-05-31,validation,0.038645443147148795,1,True,True,True,-0.06901971275319826,2021-05,2022-04,-0.017254928188299566,4
ILL,2022-04,2022-04-29,2022-05,2022-05-31,validation,0.025532587096954718,1,True,True,True,0.04567159656593069,2021-05,2022-04,0.011417899141482673,4
TURN,2022-04,2022-04-29,2022-05,2022-05-31,validation,-0.1477616726820694,-1,True,True,True,0.054995012052744596,2021-05,2022-04,-0.013748753013186149,4
BAB,2022-04,2022-04-29,2022-05,2022-05-31,validation,-0.19528811891262,-1,True,True,True,0.065238272546676,2021-05,2022-04,-0.016309568136669,4
SIZE,2022-05,2022-05-31,2022-06,2022-06-30,validation,-0.028640176582309773,-1,True,True,True,-0.02980892825281157,2021-06,2022-05,0.007452232063202892,4
ILL,2022-05,2022-05-31,2022-06,2022-06-30,validation,0.10532204503680176,1,True,True,True,-0.042749429829557255,2021-06,2022-05,-0.010687357457389314,4
TURN,2022-05,2022-05-31,2022-06,2022-06-30,validation,-0.16060945404656068,-1,True,True,True,0.12915925862773278,2021-06,2022-05,-0.032289814656933195,4
BAB,2022-05,2022-05-31,2022-06,2022-06-30,validation,-0.1924189063525653,-1,True,True,True,0.12394915822395494,2021-06,2022-05,-0.030987289555988735,4
SIZE,2022-06,2022-06-30,2022-07,2022-07-29,validation,-0.04206069887281505,-1,True,True,True,-0.01810236356290185,2021-07,2022-06,0.0045255908907254625,4
ILL,2022-06,2022-06-30,2022-07,2022-07-29,validation,0.06147071511083846,1,True,True,True,0.008105030249430586,2021-07,2022-06,0.0020262575623576466,4
TURN,2022-06,2022-06-30,2022-07,2022-07-29,validation,-0.10618783651075814,-1,True,True,True,-0.043569396008616076,2021-07,2022-06,0.010892349002154019,4
BAB,2022-06,2022-06-30,2022-07,2022-07-29,validation,-0.1477122765207659,-1,True,True,True,-0.08229601767068151,2021-07,2022-06,0.020574004417670377,4
SIZE,2022-07,2022-07-29,2022-08,2022-08-31,validation,-0.01200930987372173,-1,True,True,True,0.02155488257558307,2021-08,2022-07,-0.005388720643895768,4
ILL,2022-07,2022-07-29,2022-08,2022-08-31,validation,0.1190661999326692,1,True,True,True,0.034004410754693785,2021-08,2022-07,0.008501102688673446,4
TURN,2022-07,2022-07-29,2022-08,2022-08-31,validation,-0.25152759993337526,-1,True,True,True,-0.06910691175093714,2021-08,2022-07,0.017276727937734285,4
BAB,2022-07,2022-07-29,2022-08,2022-08-31,validation,-0.2634542440501335,-1,True,True,True,-0.07368738865844442,2021-08,2022-07,0.018421847164611104,4
SIZE,2022-08,2022-08-31,2022-09,2022-09-30,validation,0.06559176418586854,1,True,True,True,0.022423329304027483,2021-09,2022-08,0.005605832326006871,4
ILL,2022-08,2022-08-31,2022-09,2022-09-30,validation,0.12338162034245248,1,True,True,True,0.03652599977418114,2021-09,2022-08,0.009131499943545285,4
TURN,2022-08,2022-08-31,2022-09,2022-09-30,validation,-0.3362559114725564,-1,True,True,True,-0.05643085500150647,2021-09,2022-08,0.014107713750376618,4
BAB,2022-08,2022-08-31,2022-09,2022-09-30,validation,-0.2843752798681436,-1,True,True,True,-0.07916808567438414,2021-09,2022-08,0.019792021418596036,4
SIZE,2022-09,2022-09-30,2022-10,2022-10-31,validation,0.0654152084361268,1,True,True,True,-0.0862879879810351,2021-10,2022-09,-0.021571996995258774,4
ILL,2022-09,2022-09-30,2022-10,2022-10-31,validation,0.077580909239237,1,True,True,True,0.0843361310748098,2021-10,2022-09,0.02108403276870245,4
TURN,2022-09,2022-09-30,2022-10,2022-10-31,validation,-0.2728699916715347,-1,True,True,True,-0.011657453006016243,2021-10,2022-09,0.0029143632515040607,4
BAB,2022-09,2022-09-30,2022-10,2022-10-31,validation,-0.2555110945554826,-1,True,True,True,-0.03191172618983815,2021-10,2022-09,0.007977931547459537,4
SIZE,2022-10,2022-10-31,2022-11,2022-11-30,validation,-0.06762774487583545,-1,True,True,True,0.020463219589005037,2021-11,2022-10,-0.005115804897251259,4
ILL,2022-10,2022-10-31,2022-11,2022-11-30,validation,0.23368801475734124,1,True,True,True,-0.01849757287604723,2021-11,2022-10,-0.004624393219011808,4
TURN,2022-10,2022-10-31,2022-11,2022-11-30,validation,-0.26322415202673655,-1,True,True,True,-0.06877602112668527,2021-11,2022-10,0.017194005281671317,4
BAB,2022-10,2022-10-31,2022-11,2022-11-30,validation,-0.3336037586769519,-1,True,True,True,-0.011461769839895502,2021-11,2022-10,0.0028654424599738756,4
SIZE,2022-11,2022-11-30,2022-12,2022-12-30,validation,-0.013733022017391128,-1,True,True,True,0.05256990501119579,2021-12,2022-11,-0.013142476252798947,4
ILL,2022-11,2022-11-30,2022-12,2022-12-30,validation,0.23761880535455093,1,True,True,True,0.008493655290542225,2021-12,2022-11,0.0021234138226355562,4
TURN,2022-11,2022-11-30,2022-12,2022-12-30,validation,-0.31526750184397934,-1,True,True,True,-0.06454712434211762,2021-12,2022-11,0.016136781085529406,4
BAB,2022-11,2022-11-30,2022-12,2022-12-30,validation,-0.35541781274769213,-1,True,True,True,0.025657560070602478,2021-12,2022-11,-0.0064143900176506195,4
SIZE,2022-12,2022-12-30,2023-01,2023-01-31,validation,0.02845537958421418,1,True,True,True,-0.019287587664064722,2022-01,2022-12,-0.0048218969160161804,4
ILL,2022-12,2022-12-30,2023-01,2023-01-31,validation,0.190135588720449,1,True,True,True,-0.03865913135357151,2022-01,2022-12,-0.009664782838392878,4
TURN,2022-12,2022-12-30,2023-01,2023-01-31,validation,-0.311621539280153,-1,True,True,True,0.06717694612030582,2022-01,2022-12,-0.016794236530076456,4
BAB,2022-12,2022-12-30,2023-01,2023-01-31,validation,-0.2845938599440808,-1,True,True,True,0.07846688189317434,2022-01,2022-12,-0.019616720473293586,4
SIZE,2023-01,2023-01-31,2023-02,2023-02-28,validation,-0.046633682037356405,-1,True,True,True,-0.03859795158398662,2022-02,2023-01,0.009649487895996655,4
ILL,2023-01,2023-01-31,2023-02,2023-02-28,validation,0.1250008180880644,1,True,True,True,0.06449136626039631,2022-02,2023-01,0.016122841565099078,4
TURN,2023-01,2023-01-31,2023-02,2023-02-28,validation,-0.16902337071646956,-1,True,True,True,-0.05708745407649371,2022-02,2023-01,0.014271863519123427,4
BAB,2023-01,2023-01-31,2023-02,2023-02-28,validation,-0.14510379336765578,-1,True,True,True,-0.02735987633018418,2022-02,2023-01,0.006839969082546045,4
SIZE,2023-02,2023-02-28,2023-03,2023-03-31,validation,-0.07357441526767161,-1,True,True,True,0.012791949062340538,2022-03,2023-02,-0.0031979872655851344,4
ILL,2023-02,2023-02-28,2023-03,2023-03-31,validation,0.220205404348498,1,True,True,True,0.01180856160487339,2022-03,2023-02,0.0029521404012183474,4
TURN,2023-02,2023-02-28,2023-03,2023-03-31,validation,-0.24780879663382616,-1,True,True,True,-0.028448386617269915,2022-03,2023-02,0.007112096654317479,4
BAB,2023-02,2023-02-28,2023-03,2023-03-31,validation,-0.15971709640654086,-1,True,True,True,-0.05038010565081906,2022-03,2023-02,0.012595026412704765,4
SIZE,2023-03,2023-03-31,2023-04,2023-04-28,validation,-0.0822443034710778,-1,True,True,True,0.05989656215394642,2022-04,2023-03,-0.014974140538486605,4
ILL,2023-03,2023-03-31,2023-04,2023-04-28,validation,0.21239924331760207,1,True,True,True,-0.007386464421682286,2022-04,2023-03,-0.0018466161054205715,4
TURN,2023-03,2023-03-31,2023-04,2023-04-28,validation,-0.22080480532005575,-1,True,True,True,-0.07315789392400167,2022-04,2023-03,0.018289473481000417,4
BAB,2023-03,2023-03-31,2023-04,2023-04-28,validation,-0.10772542156978304,-1,True,True,True,-0.13338413895500692,2022-04,2023-03,0.03334603473875173,4
SIZE,2023-04,2023-04-28,2023-05,2023-05-31,validation,-0.07987992553797363,-1,True,True,True,-0.03176265302095286,2022-05,2023-04,0.007940663255238215,4
ILL,2023-04,2023-04-28,2023-05,2023-05-31,validation,0.19304242529429216,1,True,True,True,0.015661474260079675,2022-05,2023-04,0.003915368565019919,4
TURN,2023-04,2023-04-28,2023-05,2023-05-31,validation,-0.21927938813705394,-1,True,True,True,-0.03298364173642098,2022-05,2023-04,0.008245910434105245,4
BAB,2023-04,2023-04-28,2023-05,2023-05-31,validation,-0.20589079381388653,-1,True,True,True,-0.06716923243995192,2022-05,2023-04,0.01679230810998798,4
SIZE,2023-05,2023-05-31,2023-06,2023-06-30,validation,-0.04305748252314945,-1,True,True,True,-0.007654243082046363,2022-06,2023-05,0.0019135607705115906,4
ILL,2023-05,2023-05-31,2023-06,2023-06-30,validation,0.15880285216566237,1,True,True,True,-0.007545307665536322,2022-06,2023-05,-0.0018863269163840804,4
TURN,2023-05,2023-05-31,2023-06,2023-06-30,validation,-0.2843856186238778,-1,True,True,True,0.02134281833515109,2022-06,2023-05,-0.005335704583787773,4
BAB,2023-05,2023-05-31,2023-06,2023-06-30,validation,-0.3045973662191769,-1,True,True,True,0.019802489293548997,2022-06,2023-05,-0.004950622323387249,4
SIZE,2023-06,2023-06-30,2023-07,2023-07-31,validation,-0.021205333169683094,-1,True,True,True,0.04137891794046812,2022-07,2023-06,-0.01034472948511703,4
ILL,2023-06,2023-06-30,2023-07,2023-07-31,validation,0.20141931899565013,1,True,True,True,0.01582557298405247,2022-07,2023-06,0.003956393246013118,4
TURN,2023-06,2023-06-30,2023-07,2023-07-31,validation,-0.35271521396892924,-1,True,True,True,-0.07728613079435591,2022-07,2023-06,0.019321532698588977,4
BAB,2023-06,2023-06-30,2023-07,2023-07-31,validation,-0.3690343270405603,-1,True,True,True,0.0873096338480703,2022-07,2023-06,-0.021827408462017577,4
SIZE,2023-07,2023-07-31,2023-08,2023-08-31,validation,0.03808797699958011,1,True,True,True,0.013586474839536237,2022-08,2023-07,0.003396618709884059,4
ILL,2023-07,2023-07-31,2023-08,2023-08-31,validation,0.2106203535269544,1,True,True,True,0.019720477980464505,2022-08,2023-07,0.004930119495116126,4
TURN,2023-07,2023-07-31,2023-08,2023-08-31,validation,-0.3755337325006206,-1,True,True,True,-0.05182132054627795,2022-08,2023-07,0.012955330136569488,4
BAB,2023-07,2023-07-31,2023-08,2023-08-31,validation,-0.2524222755415282,-1,True,True,True,-0.04538870598120466,2022-08,2023-07,0.011347176495301165,4
SIZE,2023-08,2023-08-31,2023-09,2023-09-28,validation,0.029990606601070224,1,True,True,True,0.012533338432112238,2022-09,2023-08,0.0031333346080280595,4
ILL,2023-08,2023-08-31,2023-09,2023-09-28,validation,0.19389661466758956,1,True,True,True,0.0028440803236281778,2022-09,2023-08,0.0007110200809070444,4
TURN,2023-08,2023-08-31,2023-09,2023-09-28,validation,-0.3639381274227088,-1,True,True,True,-0.04544725077550636,2022-09,2023-08,0.01136181269387659,4
BAB,2023-08,2023-08-31,2023-09,2023-09-28,validation,-0.22958391131977318,-1,True,True,True,-0.003784917909226287,2022-09,2023-08,0.0009462294773065718,4
SIZE,2023-09,2023-09-28,2023-10,2023-10-31,validation,0.020027416789686336,1,True,True,True,-0.0036238060019680596,2022-10,2023-09,-0.0009059515004920149,4
ILL,2023-09,2023-09-28,2023-10,2023-10-31,validation,0.15510093600995556,1,True,True,True,0.0002344956763068568,2022-10,2023-09,5.86239190767142e-05,4
TURN,2023-09,2023-09-28,2023-10,2023-10-31,validation,-0.35653405755812184,-1,True,True,True,0.007222758049153084,2022-10,2023-09,-0.001805689512288271,4
BAB,2023-09,2023-09-28,2023-10,2023-10-31,validation,-0.16651441474993356,-1,True,True,True,0.0048479850812217316,2022-10,2023-09,-0.0012119962703054329,4
SIZE,2023-10,2023-10-31,2023-11,2023-11-30,validation,0.11231002979684734,1,True,True,True,-0.010673511046954175,2022-11,2023-10,-0.0026683777617385438,4
ILL,2023-10,2023-10-31,2023-11,2023-11-30,validation,0.06551074807396362,1,True,True,True,0.0051047475789126025,2022-11,2023-10,0.0012761868947281506,4
TURN,2023-10,2023-10-31,2023-11,2023-11-30,validation,-0.34424199056468285,-1,True,True,True,-0.01668906059299168,2022-11,2023-10,0.00417226514824792,4
BAB,2023-10,2023-10-31,2023-11,2023-11-30,validation,-0.134865762151554,-1,True,True,True,-0.038875074771230325,2022-11,2023-10,0.009718768692807581,4
SIZE,2023-11,2023-11-30,2023-12,2023-12-29,validation,0.07837083716684812,1,True,True,True,-0.002969703533376845,2022-12,2023-11,-0.0007424258833442113,4
ILL,2023-11,2023-11-30,2023-12,2023-12-29,validation,0.09113322788579392,1,True,True,True,0.0035573772027106903,2022-12,2023-11,0.0008893443006776726,4
TURN,2023-11,2023-11-30,2023-12,2023-12-29,validation,-0.3075629076243611,-1,True,True,True,-0.018212432357099347,2022-12,2023-11,0.004553108089274837,4
BAB,2023-11,2023-11-30,2023-12,2023-12-29,validation,-0.15885693208823526,-1,True,True,True,-0.035711934568351304,2022-12,2023-11,0.008927983642087826,4
SIZE,2023-12,2023-12-29,2024-01,2024-01-31,robustness,0.021469823868835336,1,True,True,True,0.08992435025160017,2023-01,2023-12,0.022481087562900043,4
ILL,2023-12,2023-12-29,2024-01,2024-01-31,robustness,0.08579245353836851,1,True,True,True,0.007140033329992626,2023-01,2023-12,0.0017850083324981564,4
TURN,2023-12,2023-12-29,2024-01,2024-01-31,robustness,-0.2732652318898531,-1,True,True,True,-0.19517017840424306,2023-01,2023-12,0.048792544601060764,4
BAB,2023-12,2023-12-29,2024-01,2024-01-31,robustness,-0.2091861325996135,-1,True,True,True,-0.1756310196896986,2023-01,2023-12,0.04390775492242465,4
SIZE,2024-01,2024-01-31,2024-02,2024-02-29,robustness,0.13522049897385835,1,True,True,True,-0.029719848879653708,2023-02,2024-01,-0.007429962219913427,4
ILL,2024-01,2024-01-31,2024-02,2024-02-29,robustness,0.13752060638574748,1,True,True,True,-0.024966569201039304,2023-02,2024-01,-0.006241642300259826,4
TURN,2024-01,2024-01-31,2024-02,2024-02-29,robustness,-0.45192049369890896,-1,True,True,True,0.08610281009861416,2023-02,2024-01,-0.02152570252465354,4
BAB,2024-01,2024-01-31,2024-02,2024-02-29,robustness,-0.3955100222088437,-1,True,True,True,0.09547429156598708,2023-02,2024-01,-0.02386857289149677,4
SIZE,2024-02,2024-02-29,2024-03,2024-03-29,robustness,0.1457037345760288,1,True,True,True,0.006937664032663202,2023-03,2024-02,0.0017344160081658004,4
ILL,2024-02,2024-02-29,2024-03,2024-03-29,robustness,0.04192542523402287,1,True,True,True,0.007043772029707036,2023-03,2024-02,0.001760943007426759,4
TURN,2024-02,2024-02-29,2024-03,2024-03-29,robustness,-0.3686893927495082,-1,True,True,True,-0.018953739860296907,2023-03,2024-02,0.004738434965074227,4
BAB,2024-02,2024-02-29,2024-03,2024-03-29,robustness,-0.31916932679994414,-1,True,True,True,-0.046710245901313285,2023-03,2024-02,0.011677561475328321,4
SIZE,2024-03,2024-03-29,2024-04,2024-04-30,robustness,0.13908117381418217,1,True,True,True,0.025030070533589483,2023-04,2024-03,0.006257517633397371,4
ILL,2024-03,2024-03-29,2024-04,2024-04-30,robustness,0.03701880989921946,1,True,True,True,0.0033027584374674783,2023-04,2024-03,0.0008256896093668696,4
TURN,2024-03,2024-03-29,2024-04,2024-04-30,robustness,-0.362519806772595,-1,True,True,True,-0.04405103236415434,2023-04,2024-03,0.011012758091038586,4
BAB,2024-03,2024-03-29,2024-04,2024-04-30,robustness,-0.3165382181861992,-1,True,True,True,-0.024265960111509558,2023-04,2024-03,0.0060664900278773895,4
SIZE,2024-04,2024-04-30,2024-05,2024-05-31,robustness,0.10160981517425327,1,True,True,True,-0.0165827654614081,2023-05,2024-04,-0.004145691365352025,4
ILL,2024-04,2024-04-30,2024-05,2024-05-31,robustness,0.048186222765179476,1,True,True,True,0.024732349705122187,2023-05,2024-04,0.006183087426280547,4
TURN,2024-04,2024-04-30,2024-05,2024-05-31,robustness,-0.342500164149784,-1,True,True,True,-0.017151212975828695,2023-05,2024-04,0.004287803243957174,4
BAB,2024-04,2024-04-30,2024-05,2024-05-31,robustness,-0.23048151383425575,-1,True,True,True,-0.06334727855552015,2023-05,2024-04,0.015836819638880038,4
SIZE,2024-05,2024-05-31,2024-06,2024-06-28,robustness,0.11888069734070794,1,True,True,True,0.03764280208944262,2023-06,2024-05,0.009410700522360656,4
ILL,2024-05,2024-05-31,2024-06,2024-06-28,robustness,0.05754757682937606,1,True,True,True,-0.04700161286331442,2023-06,2024-05,-0.011750403215828605,4
TURN,2024-05,2024-05-31,2024-06,2024-06-28,robustness,-0.33173527974814676,-1,True,True,True,-0.017163657524921026,2023-06,2024-05,0.004290914381230256,4
BAB,2024-05,2024-05-31,2024-06,2024-06-28,robustness,-0.2273286759673876,-1,True,True,True,-0.0566179465980304,2023-06,2024-05,0.0141544866495076,4
SIZE,2024-06,2024-06-28,2024-07,2024-07-31,robustness,0.16995361132822606,1,True,True,True,0.011762251454472645,2023-07,2024-06,0.0029405628636181612,4
ILL,2024-06,2024-06-28,2024-07,2024-07-31,robustness,0.015503420783924637,1,True,True,True,-0.019105044243540287,2023-07,2024-06,-0.004776261060885072,4
TURN,2024-06,2024-06-28,2024-07,2024-07-31,robustness,-0.3569300712095108,-1,True,True,True,-0.023787014546664813,2023-07,2024-06,0.005946753636666203,4
BAB,2024-06,2024-06-28,2024-07,2024-07-31,robustness,-0.2852299656812425,-1,True,True,True,0.010337494243850939,2023-07,2024-06,-0.0025843735609627346,4
SIZE,2024-07,2024-07-31,2024-08,2024-08-30,robustness,0.13668029907477486,1,True,True,True,0.05503619112578306,2023-08,2024-07,0.013759047781445766,4
ILL,2024-07,2024-07-31,2024-08,2024-08-30,robustness,-0.019416118778869507,-1,True,True,True,0.00018167238863844057,2023-08,2024-07,-4.541809715961014e-05,4
TURN,2024-07,2024-07-31,2024-08,2024-08-30,robustness,-0.3196447609698646,-1,True,True,True,-0.057859107686073726,2023-08,2024-07,0.014464776921518431,4
BAB,2024-07,2024-07-31,2024-08,2024-08-30,robustness,-0.33582951630950786,-1,True,True,True,-0.03706253503115688,2023-08,2024-07,0.00926563375778922,4
SIZE,2024-08,2024-08-30,2024-09,2024-09-30,robustness,0.18316382768763884,1,True,True,True,-0.014128135959045674,2023-09,2024-08,-0.0035320339897614186,4
ILL,2024-08,2024-08-30,2024-09,2024-09-30,robustness,-0.03820503028489575,-1,True,True,True,4.883774572718349e-05,2023-09,2024-08,-1.2209436431795872e-05,4
TURN,2024-08,2024-08-30,2024-09,2024-09-30,robustness,-0.3239771090828547,-1,True,True,True,0.05536649557733904,2023-09,2024-08,-0.01384162389433476,4
BAB,2024-08,2024-08-30,2024-09,2024-09-30,robustness,-0.33003658569803096,-1,True,True,True,0.147469278639795,2023-09,2024-08,-0.03686731965994875,4
SIZE,2024-09,2024-09-30,2024-10,2024-10-31,robustness,0.15200940452436318,1,True,True,True,-0.0534285752062602,2023-10,2024-09,-0.01335714380156505,4
ILL,2024-09,2024-09-30,2024-10,2024-10-31,robustness,-0.040885856051639635,-1,True,True,True,-0.027712771632338363,2023-10,2024-09,0.006928192908084591,4
TURN,2024-09,2024-09-30,2024-10,2024-10-31,robustness,-0.2525799020568342,-1,True,True,True,0.08422727310481087,2023-10,2024-09,-0.02105681827620272,4
BAB,2024-09,2024-09-30,2024-10,2024-10-31,robustness,-0.22831680673743715,-1,True,True,True,0.08420491370735252,2023-10,2024-09,-0.02105122842683813,4
SIZE,2024-10,2024-10-31,2024-11,2024-11-29,robustness,0.09442516790858657,1,True,True,True,0.02065317502736655,2023-11,2024-10,0.005163293756841637,4
ILL,2024-10,2024-10-31,2024-11,2024-11-29,robustness,-0.06768419131831493,-1,True,True,True,-0.0003959485640873774,2023-11,2024-10,9.898714102184435e-05,4
TURN,2024-10,2024-10-31,2024-11,2024-11-29,robustness,-0.19543790270761252,-1,True,True,True,-0.053376027867113644,2023-11,2024-10,0.013344006966778411,4
BAB,2024-10,2024-10-31,2024-11,2024-11-29,robustness,-0.16737384919667797,-1,True,True,True,-0.011962225139528463,2023-11,2024-10,0.002990556284882116,4
SIZE,2024-11,2024-11-29,2024-12,2024-12-31,robustness,0.12907976783058994,1,True,True,True,0.0441417439462313,2023-12,2024-11,0.011035435986557825,4
ILL,2024-11,2024-11-29,2024-12,2024-12-31,robustness,-0.07278653113436562,-1,True,True,True,-0.008254626768527215,2023-12,2024-11,0.0020636566921318038,4
TURN,2024-11,2024-11-29,2024-12,2024-12-31,robustness,-0.22545581682861782,-1,True,True,True,-0.07131307236249136,2023-12,2024-11,0.01782826809062284,4
BAB,2024-11,2024-11-29,2024-12,2024-12-31,robustness,-0.14405914596945846,-1,True,True,True,-0.09447014464907398,2023-12,2024-11,0.023617536162268495,4
SIZE,2024-12,2024-12-31,2025-01,2025-01-27,robustness,0.18243078672234092,1,True,True,True,-0.024401751725076606,2024-01,2024-12,-0.006100437931269151,4
ILL,2024-12,2024-12-31,2025-01,2025-01-27,robustness,-0.08369995713792278,-1,True,True,True,-0.007325804106591613,2024-01,2024-12,0.0018314510266479033,4
TURN,2024-12,2024-12-31,2025-01,2025-01-27,robustness,-0.26734755919157827,-1,True,True,True,0.03982878343898413,2024-01,2024-12,-0.009957195859746033,4
BAB,2024-12,2024-12-31,2025-01,2025-01-27,robustness,-0.1962152954861346,-1,True,True,True,-0.00045481600996545167,2024-01,2024-12,0.00011370400249136292,4
SIZE,2025-01,2025-01-27,2025-02,2025-02-28,robustness,0.05840135048488593,1,True,True,True,-0.01822821293941553,2024-02,2025-01,-0.004557053234853882,4
ILL,2025-01,2025-01-27,2025-02,2025-02-28,robustness,-0.09686103407312519,-1,True,True,True,-0.019128722812631952,2024-02,2025-01,0.004782180703157988,4
TURN,2025-01,2025-01-27,2025-02,2025-02-28,robustness,-0.05342337501993022,-1,True,True,True,0.032426146010527034,2024-02,2025-01,-0.008106536502631758,4
BAB,2025-01,2025-01-27,2025-02,2025-02-28,robustness,-0.02541319536396014,-1,True,True,True,0.0721184876355986,2024-02,2025-01,-0.01802962190889965,4
SIZE,2025-02,2025-02-28,2025-03,2025-03-31,robustness,0.0709366610180191,1,True,True,True,0.016267037904945304,2024-03,2025-02,0.004066759476236326,4
ILL,2025-02,2025-02-28,2025-03,2025-03-31,robustness,-0.09145364353253016,-1,True,True,True,0.006514207775054807,2024-03,2025-02,-0.0016285519437637017,4
