run_id,contract_version,decision_state,primary_objective,incremental_alpha_required,upstream_20a_integrity_gate,R2_universe_resolution_gate,R2_replication_role_resolution_gate,R2_promotion_eligibility_resolution_gate,TrendPV_warmup_resolution_gate,R2_family_bridge_role_resolution_gate,preoutcome_manifest_hash_gate,historical_run_authorization_gate,outcome_firewall_gate,historical_manifest_hash_gate,final_manifest_hash_gate,P1_materialization_gate,P4_materialization_gate,P1_positive_exposure_design_gate,P4_positive_exposure_design_gate,P1_paper_sort_direction_gate,P4_paper_sort_direction_gate,P4_arm_promotion_eligible,P4_residual_family_bridge_authorizer,P4_pass_does_not_change_residual_primary,residual_primary_arm_frozen,residual_primary_changed_by_20B,exact_replication_reachable,historical_sample_role,historical_support_claim_allowed,20C_requirement_generation_authorized,20C_execution_authorized,policy_training_authorized,policy_replay_authorized,portfolio_optimization_authorized,deployment_authorized,preoutcome_bundle_hash,historical_bundle_hash,blocking_reasons
20B_trendpv_residual_momentum_design_and_replication_diagnostic,20B_v1,20B_mixed_direction_design_only,deployable_positive_beta,False,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,True,True,False,False,False,True,False,True,True,C3_RESMOM_R3_BOARD_ADAPTATION,False,False,design_contaminated_historical,False,False,False,False,False,False,False,8acd8bbebe3a942acc9ad26e031843f01b3c58abd16de66c198a7acf9b6c43c9,ecbaa78fe154d82c959821c90c2ff5e7bd5dcc84ccd8b109453d9a3807ae62d1,
