,,risk
excess_return_without_cost,mean,0.002055922264069098
excess_return_without_cost,std,0.011503090928120782
excess_return_without_cost,annualized_return,0.4893094988484454
excess_return_without_cost,information_ratio,2.757278379393121
excess_return_without_cost,max_drawdown,-0.12456543678393245
excess_return_with_cost,mean,0.001949079633471599
excess_return_with_cost,std,0.011505375186296537
excess_return_with_cost,annualized_return,0.4638809527662406
excess_return_with_cost,information_ratio,2.613468539697328
excess_return_with_cost,max_drawdown,-0.126592263497419
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002733295419226492
strategy_return_without_cost,std,0.017560698171724613
strategy_return_without_cost,annualized_return,0.650524309775905
strategy_return_without_cost,information_ratio,2.4012273073339396
strategy_return_without_cost,max_drawdown,-0.2114791299264106
strategy_return_with_cost,mean,0.0026264527886289933
strategy_return_with_cost,std,0.017560843025977144
strategy_return_with_cost,annualized_return,0.6250957636937005
strategy_return_with_cost,information_ratio,2.3073459571591064
strategy_return_with_cost,max_drawdown,-0.21292850009209993
