split,J,K,primary_local_decision_cell,decile_monthly_mean_return,quintile_monthly_mean_return,tertile_monthly_mean_return,decile_after_cost_monthly_mean_return,quintile_after_cost_monthly_mean_return,tertile_after_cost_monthly_mean_return,decile_month_count,quintile_month_count,tertile_month_count,decile_ge_tertile,decile_ge_quintile,quintile_ge_tertile
validation,18,30,False,0.007679172441153335,0.0065882424670825075,0.004861875075496476,0.006093398405469884,0.005197612478324404,0.0036516964542330785,52.0,52.0,52.0,True,True,True
validation,18,36,False,0.006770350216700734,0.007065299513518003,0.006234384496505254,0.005298591403137737,0.005770869696519434,0.005101924196172891,52.0,52.0,52.0,True,False,True
validation,18,42,False,0.002368276660933646,0.004173306527121405,0.0034792940867323053,0.0012022946772042111,0.0031566498617555177,0.002584087537817505,52.0,52.0,52.0,False,False,True
validation,18,48,False,0.0025484005312434717,0.004626196428359627,0.0022360435708961017,0.001772497849459032,0.003887062048942285,0.0015402764601043306,52.0,52.0,52.0,True,False,True
validation,24,1,True,0.017842960363398167,0.015002730335050505,0.011893847710515618,0.010935664051618166,0.00915765464656538,0.007074909415148879,24.0,24.0,24.0,True,True,True
validation,24,6,True,0.001820429788109842,0.0018076069246060749,0.0020228080554343815,-0.00105054386013929,-0.0007341100765061109,-0.00015395321983119277,29.0,29.0,29.0,False,True,False
validation,24,12,True,0.01034707239903461,0.007161686056537234,0.005639082424669223,0.008149226866603586,0.00521213934004278,0.003927733633904934,35.0,35.0,35.0,True,True,True
validation,24,18,False,0.007674943442929221,0.005811296962119438,0.005190800911627846,0.005809691164510988,0.0041554491764713465,0.003735691500126848,41.0,41.0,41.0,True,True,True
validation,24,24,False,0.011600593845832376,0.00988508714504698,0.008350335071288222,0.009929676576214243,0.0084104858152087,0.007065504748859706,47.0,47.0,47.0,True,True,True
validation,24,30,False,0.009221469542933824,0.009291562575732349,0.007947997537458514,0.007717313477470376,0.007958269748161047,0.006784376376524535,52.0,52.0,52.0,True,False,True
validation,24,36,False,0.007907750238358175,0.006950080103480389,0.006776445311740636,0.006622536673339734,0.005798576612727537,0.005761451003013765,52.0,52.0,52.0,True,True,True
validation,24,42,False,0.0061260550323080955,0.006589038330151265,0.00550735980530981,0.005088693179300279,0.0056415451253001,0.00467724300365193,52.0,52.0,52.0,True,False,True
validation,24,48,False,0.009334475249516791,0.00841947174606131,0.006433338563458726,0.008578656881105196,0.007716998373150042,0.00575545521277975,52.0,52.0,52.0,True,True,True
validation,30,1,True,0.028693789063844167,0.021336298104807843,0.014746030096005919,0.022327803968022118,0.01599585135874716,0.01040964098758838,24.0,24.0,24.0,True,True,True
validation,30,6,True,0.009328876256065525,0.008887151652427087,0.006734781782591069,0.006673040300224275,0.006553240211856975,0.004703766313331292,29.0,29.0,29.0,True,True,True
validation,30,12,True,0.014573971206268212,0.011767273652836956,0.009077552368365167,0.012553328962414921,0.009969575528985955,0.007490514683634735,35.0,35.0,35.0,True,True,True
validation,30,18,False,0.014926345365154716,0.012816498536238246,0.009963381532062537,0.013197335980323471,0.011284491478564264,0.00861146656610727,41.0,41.0,41.0,True,True,True
validation,30,24,False,0.014041034298234431,0.012394703366285748,0.010055074080303985,0.012499211441545857,0.011035338166172956,0.008864132731103558,47.0,47.0,47.0,True,True,True
validation,30,30,False,0.009898226299355845,0.010721352555934597,0.008443547953935863,0.008524552082671225,0.009493714745919406,0.007383542601507119,52.0,52.0,52.0,True,False,True
validation,30,36,False,0.012014416259668172,0.010339373988268908,0.0077015853916422294,0.010816120998962623,0.009281592053159031,0.006764442285688942,52.0,52.0,52.0,True,True,True
validation,30,42,False,0.01412357204281442,0.011303441241345248,0.007081826112512058,0.01309901168029577,0.010442931209719866,0.00629316046146869,52.0,52.0,52.0,True,True,True
validation,30,48,False,0.011661010183164186,0.00935754375776902,0.00621342317194142,0.010908236959800484,0.00868355648225681,0.0055681251468608075,52.0,52.0,52.0,True,True,True
validation,36,1,True,0.026881678957553157,0.02232197469086458,0.01936161495254471,0.02106113289130057,0.017579378177838157,0.01527463014518698,24.0,24.0,24.0,True,True,True
validation,36,6,True,0.013233056758955497,0.011821880985177743,0.00950919390291732,0.010676376129032366,0.009668572031268429,0.007574983687213279,29.0,29.0,29.0,True,True,True
validation,36,12,True,0.01908857762319636,0.017192769697379158,0.014163494638496596,0.017143958194681,0.015527386898842128,0.012648159044808002,35.0,35.0,35.0,True,True,True
validation,36,18,False,0.017718962379956748,0.015963331958026225,0.01341534053666906,0.01605795472902668,0.014537500075611923,0.012123478120418883,41.0,41.0,41.0,True,True,True
validation,36,24,False,0.01699741807476106,0.015449749446246509,0.011877995147408105,0.015516610506660207,0.014186695523894446,0.010737822413765273,47.0,47.0,47.0,True,True,True
validation,36,30,False,0.011353464381718102,0.011068154689203098,0.009002690195084314,0.010028482921944889,0.009951777712627858,0.007992203223510635,52.0,52.0,52.0,True,True,True
validation,36,36,False,0.016675575542165567,0.013169997396275087,0.009258937653282461,0.01548344765079521,0.012182537897062674,0.008371528929454437,52.0,52.0,52.0,True,True,True
validation,36,42,False,0.014912497240784583,0.010288005985909046,0.007034898246682385,0.013924532475822147,0.009462485648978681,0.0062549186796104226,52.0,52.0,52.0,True,True,True
validation,36,48,False,0.015292450996236707,0.009768697863062493,0.0069342151133252655,0.014530074743627759,0.009118416221924051,0.006298006883815981,52.0,52.0,52.0,True,True,True
validation,42,1,True,0.028053682060635275,0.025241390977412136,0.021393821194641772,0.02246361908617013,0.020710820216540193,0.017429350336927663,24.0,24.0,24.0,True,True,True
validation,42,6,True,0.014423474203034048,0.016395504996759683,0.013192932579524853,0.012014799899834769,0.014347823234196078,0.011357641862160251,29.0,29.0,29.0,True,False,True
validation,42,12,True,0.020286740656012957,0.018521631984048714,0.016410611750842335,0.018418704369921157,0.016937005232457312,0.014975564581132316,35.0,35.0,35.0,True,True,True
validation,42,18,False,0.019673853946018432,0.01842890876465998,0.015475593908138522,0.01808946627056472,0.017077593383939427,0.014253799212810234,41.0,41.0,41.0,True,True,True
validation,42,24,False,0.017842025491212103,0.015341790293551767,0.012665239697116217,0.016429408508124757,0.014144007250417057,0.011585978982192015,47.0,47.0,47.0,True,True,True
validation,42,30,False,0.01395220895910947,0.011956843743469971,0.00860533960928411,0.012695957711247714,0.01088988903565621,0.007648670059512286,52.0,52.0,52.0,True,True,True
validation,42,36,False,0.015201919611578352,0.010672194233343014,0.0073885577860727655,0.014131633633684037,0.009765965189624927,0.006534336848691159,52.0,52.0,52.0,True,True,True
validation,42,42,False,0.014844683528882978,0.009820467875282384,0.006706733921982096,0.013904128220608686,0.008985038903236589,0.005941883659216036,52.0,52.0,52.0,True,True,True
validation,42,48,False,0.01595874924122054,0.010262101172951978,0.00602618570672433,0.01523013759190495,0.009614196569276133,0.005395667576905007,52.0,52.0,52.0,True,True,True
validation,48,1,True,0.03137077044738926,0.024169665660412582,0.02051061510491929,0.025914347460574392,0.019529231355448113,0.016722597881414242,24.0,24.0,24.0,True,True,True
validation,48,6,True,0.020475772293564964,0.01917546307407185,0.015218889372015387,0.01814156197860966,0.017150904101694706,0.013452995897160418,29.0,29.0,29.0,True,True,True
validation,48,12,True,0.023143674444337424,0.02036329596837851,0.015846792083486903,0.021400337299065552,0.018850458739272612,0.014497222546028986,35.0,35.0,35.0,True,True,True
validation,48,18,False,0.021954701221206255,0.019460296096524977,0.015031862042164097,0.020462930989690584,0.018155808934999636,0.013880886782271734,41.0,41.0,41.0,True,True,True
validation,48,24,False,0.01801887332084317,0.0145463693146438,0.010730259948585393,0.016686956322309494,0.013386861564506544,0.009709838926417738,47.0,47.0,47.0,True,True,True
validation,48,30,False,0.013673725183400137,0.009751335787255806,0.005998132139084715,0.012478899860144636,0.00871763979487724,0.005090743349974291,52.0,52.0,52.0,True,True,True
validation,48,36,False,0.016242749848480807,0.010164998928999481,0.00790307658274285,0.015156979693123808,0.009205208768123514,0.0070707938321188666,52.0,52.0,52.0,True,True,True
validation,48,42,False,0.016046675975288676,0.009963607052345178,0.006716820166043788,0.015126592936841477,0.00910648101475831,0.005967803832284533,52.0,52.0,52.0,True,True,True
validation,48,48,False,0.015085677600242053,0.011114019795997014,0.007170191659464039,0.014351526485100522,0.010424586330222255,0.0065484619516667925,52.0,52.0,52.0,True,True,True
