state_window_months,quantile,train_observation_count,threshold,bootstrap_ci_low,bootstrap_ci_high,bootstrap_iterations,bootstrap_seed
12,0.33,42,-0.0011207809216064457,-0.04808100114563241,0.07376714434181819,1000,20260527
12,0.67,42,0.207358704537937,0.08931934669308554,0.2675630773912454,1000,20260527
24,0.33,35,0.03968987150344194,-0.005727328241243557,0.16333505303184384,1000,20260527
24,0.67,35,0.29754886461429564,0.18598163757097486,0.427020265055436,1000,20260527
