split,grouping,J,K,skip_mode,calendar_month_min,calendar_month_max,month_count,monthly_mean_return,annualized_mean_return,monthly_volatility,annualized_sharpe,positive_month_share,t_stat_monthly_mean_newey_west,newey_west_lag_used,newey_west_alt_lag_used,t_stat_monthly_mean_newey_west_alt_lag,max_drawdown,loser_monthly_mean_return,winner_monthly_mean_return,after_cost_monthly_mean_return,after_cost_annualized_mean_return,after_cost_t_stat_newey_west,after_cost_positive_month_share,loser_long_only_after_cost_monthly_mean_return,loser_long_only_after_cost_t_stat_newey_west,active_vintage_count_median,mean_buy_turnover,mean_sell_turnover,mean_loser_long_only_buy_turnover,mean_loser_long_only_sell_turnover,terminal_settlement_months,months_requiring_short_exposure
robustness,tertile,1,1,no_skip,2024-01,2025-12,24,-0.005304140057583906,-0.06364968069100688,0.04131217049807992,-0.44476191686048666,0.375,-0.6425165133757397,0,2,-0.6237342476597967,-0.25525139341733827,0.010540879561664865,0.015845019619248776,-0.02038958258848278,-0.24467499106179336,-2.461427737591592,0.25,0.003109003901592154,0.2597390523973015,1.0,1.3714038664453525,1.3714038664453525,0.6756250600066106,0.6756250600066105,1,24
robustness,tertile,1,1,skip1,2024-01,2025-12,24,2.246769869299406e-06,2.696123843159287e-05,0.02768210629721692,0.0002811577648578496,0.5416666666666666,0.00040616900848920403,0,2,0.000490924277557771,-0.08480959279970834,0.015271015915618183,0.015268769145748881,-0.015171271417059151,-0.18205525700470981,-2.656646601281697,0.2916666666666667,0.007795410384369942,0.778331411002611,1.0,1.3794107442662231,1.3794107442662227,0.6796005028407489,0.6796005028407489,1,24
robustness,tertile,1,6,no_skip,2024-01,2026-04,28,-0.0002855478564608569,-0.003426574277530283,0.02202022982358921,-0.044920820476884005,0.4642857142857143,-0.0723877383034052,5,3,-0.06587800111152824,-0.11399923685286073,0.015310592880612315,0.015596140737073171,-0.004139578083706961,-0.049674937004483534,-1.0038080985781521,0.39285714285714285,0.013335949596976404,2.2651505378116874,6.0,0.3503663842951005,0.3503663842951005,0.17951302578508252,0.17951302578508258,1,28
robustness,tertile,1,12,no_skip,2024-01,2026-04,28,0.0011480875783914362,0.013777050940697234,0.02400622515258674,0.1656691966082316,0.4642857142857143,0.6771019717151051,11,3,0.3939047532798801,-0.08731703452222872,0.013525594108582669,0.012377506530191233,-0.0019103322786151286,-0.022923987343381545,-1.0157231887391631,0.42857142857142855,0.011909223089516233,3.087545138822238,7.5,0.27803816881877863,0.27803816881877863,0.14694281991513033,0.14694281991513033,1,28
robustness,tertile,1,18,no_skip,2024-01,2026-04,28,0.0030034981671778226,0.036041978006133873,0.022918187778324085,0.45398104564901226,0.5,1.6290242165676665,17,3,0.8422079068076095,-0.05135083182447453,0.014472629707932906,0.011469131540755082,0.00022210055463139773,0.002665206655576773,0.13184545880740636,0.4642857142857143,0.013011978672410484,3.9367164379216555,7.5,0.2528543284133114,0.2528543284133114,0.13278645777476542,0.13278645777476542,1,28
robustness,tertile,1,24,no_skip,2024-01,2026-04,28,-0.0011737276795476621,-0.014084732154571945,0.017987465899792766,-0.22604139866637848,0.35714285714285715,-0.5969696538324962,23,3,-0.38954858590706126,-0.10370256537077005,0.01078804916311429,0.011961776842661953,-0.003286065006095249,-0.03943278007314299,-1.506936037813203,0.32142857142857145,0.009708743471560985,3.1664181349713885,5.0,0.19203066604978064,0.19203066604978059,0.0981186992321188,0.09811869923211883,1,28
robustness,tertile,6,1,no_skip,2024-01,2025-12,24,0.0020102096266208483,0.02412251551945018,0.04759343572012993,0.1463136734925287,0.4583333333333333,0.21136915681812915,0,2,0.2283631393514668,-0.11213076812116773,0.014792514944501683,0.012782305317880839,-0.005215746333957944,-0.06258895600749532,-0.5375580807960185,0.375,0.011292338247753941,0.8819984120343797,1.0,0.6569050873253447,0.6569050873253448,0.31819788152252215,0.31819788152252215,1,24
robustness,tertile,6,6,no_skip,2024-01,2026-04,28,-0.007492427326999951,-0.08990912792399941,0.04789696802751366,-0.541882517278622,0.42857142857142855,-0.9173071981465959,5,3,-0.9440041363924772,-0.24903765422623758,0.011337697916519394,0.018830125243519347,-0.010694125646541375,-0.1283295077584965,-1.2678137280008557,0.39285714285714285,0.009785728961827942,1.4694166271734594,6.0,0.29106348359467465,0.29106348359467477,0.14108808679013224,0.14108808679013235,1,28
robustness,tertile,6,6,skip1,2024-01,2026-04,28,-0.006395984258996944,-0.07675181110796334,0.0431946998171142,-0.5129411593504902,0.42857142857142855,-0.9173748772117126,5,3,-0.9030663991789561,-0.23934999413440994,0.011255803009686283,0.017651787268683227,-0.009627302213587739,-0.11552762656305286,-1.3274307077000023,0.35714285714285715,0.009702106773262206,1.451274930890426,6.0,0.29375617769007223,0.29375617769007223,0.14124511240218884,0.14124511240218882,1,28
robustness,tertile,6,12,no_skip,2024-01,2026-04,28,-0.0007522844507940443,-0.009027413409528532,0.03738797423098678,-0.06970128322381396,0.42857142857142855,-0.2029660985416078,11,3,-0.11653254249557965,-0.12521259684153485,0.013040207662699876,0.013792492113493916,-0.0031745662932417063,-0.03809479551890048,-0.7982924412173745,0.39285714285714285,0.011813726682165862,2.7963368640561614,7.5,0.22020744022251476,0.2202074402225148,0.11149827095763774,0.11149827095763776,1,28
