split,exchange_group,month_count,monthly_mean_return,t_stat_monthly_mean_newey_west,loser_monthly_mean_return,winner_monthly_mean_return,mean_cell_vintage_count
robustness,SHSE,28,-0.005020035138556374,-0.49071780847390056,0.007896912251359611,0.012916947389915983,78.42857142857143
robustness,SZSE,28,-0.008376575634564235,-0.878054066125866,0.010913238766229115,0.019289814400793352,39.285714285714285
train,SHSE,52,-0.0013493391703379627,-0.11722319693587795,0.008274812828287305,0.009624151998625272,54.80769230769231
train,SZSE,40,-0.007016354441852465,-0.5427131704779703,0.012490775493687042,0.019507129935539512,10.775
validation,SHSE,35,0.012560892211171782,1.2594279798121502,0.006293461591282587,-0.006267430619889196,78.17142857142858
validation,SZSE,35,0.017523132602013627,1.8300394274655207,0.0019934114925673897,-0.015529721109446237,48.857142857142854
