split,grouping,J,K,skip_mode,calendar_month_min,calendar_month_max,month_count,monthly_mean_return,annualized_mean_return,monthly_volatility,annualized_sharpe,positive_month_share,t_stat_monthly_mean_newey_west,newey_west_lag_used,newey_west_alt_lag_used,t_stat_monthly_mean_newey_west_alt_lag,max_drawdown,loser_monthly_mean_return,winner_monthly_mean_return,after_cost_monthly_mean_return,after_cost_annualized_mean_return,after_cost_t_stat_newey_west,after_cost_positive_month_share,loser_long_only_after_cost_monthly_mean_return,loser_long_only_after_cost_t_stat_newey_west,active_vintage_count_median,mean_buy_turnover,mean_sell_turnover,mean_loser_long_only_buy_turnover,mean_loser_long_only_sell_turnover,terminal_settlement_months,months_requiring_short_exposure
robustness,quintile,1,1,no_skip,2024-01,2025-12,24,-0.0017030196892445307,-0.02043623627093437,0.04830698085336741,-0.1221238245882248,0.4583333333333333,-0.17642376966180334,0,2,-0.16435331488693056,-0.2859332398035157,0.01134162695318675,0.013044646642431282,-0.019508812891334118,-0.23410575469600942,-2.0241832518907055,0.2916666666666667,0.002536751360933063,0.20345563064098185,1.0,1.6187084729172352,1.618708472917235,0.8004432356594259,0.8004432356594258,1,24
robustness,quintile,1,1,skip1,2024-01,2025-12,24,-0.0010221914902375669,-0.012266297882850802,0.03751075079411377,-0.09439894209922552,0.4166666666666667,-0.13637156610011275,0,2,-0.17406548633426017,-0.09846262028303765,0.012655622578432538,0.013677814068670103,-0.01888171300535779,-0.22658055606429345,-2.4513079258048047,0.2916666666666667,0.0038263837525132926,0.35567592301549206,1.0,1.6235928650109297,1.6235928650109297,0.8026580750835676,0.8026580750835676,1,24
robustness,quintile,1,6,no_skip,2024-01,2026-04,28,0.0005809748887559649,0.0069716986650715795,0.02510719683203573,0.08015853239044504,0.5357142857142857,0.11189037432189317,5,3,0.10834947358623041,-0.13962036089236485,0.015413742247004342,0.014832767358248374,-0.0037594001495455305,-0.04511280179454637,-0.6829560072040752,0.4642857142857143,0.013185788531457602,2.001805382843568,6.0,0.3945795489364995,0.39457954893649944,0.20254124686788536,0.20254124686788538,1,28
robustness,quintile,1,12,no_skip,2024-01,2026-04,28,0.0024822718269094553,0.029787261922913463,0.02888932517597445,0.297647722555982,0.42857142857142855,1.122699434909081,11,3,0.6814555296900344,-0.08929448478007185,0.014461378277517837,0.011979106450608377,-0.0009228639296400212,-0.011074367155680255,-0.426615530983733,0.42857142857142855,0.012636736297507058,2.829250482168454,7.5,0.30955779604995254,0.3095577960499524,0.16587654363734364,0.16587654363734355,1,28
robustness,quintile,1,18,no_skip,2024-01,2026-04,28,0.003722776954230067,0.044673323450760805,0.027118230603535312,0.4755501141827729,0.5714285714285714,1.766244076020688,17,3,0.9020033240238287,-0.0589769704694586,0.013644254009250371,0.009921477055020304,0.0006250741197484332,0.007500889436981198,0.32829256345230046,0.5714285714285714,0.012002423456128893,3.1754202767697963,7.5,0.2816093485892393,0.28160934858923936,0.14925732301104339,0.14925732301104336,1,28
robustness,quintile,1,24,no_skip,2024-01,2026-04,28,-0.0032223197838547215,-0.03866783740625666,0.02019137232058457,-0.5528323182056163,0.32142857142857145,-1.1541031463225064,23,3,-0.8898954230271724,-0.15129770319980407,0.009139009216054853,0.012361328999909571,-0.005567492940051052,-0.06680991528061263,-1.9062451777433371,0.32142857142857145,0.007945737898687974,2.503534925580211,5.0,0.2131975596542119,0.21319755965421192,0.10847921066971603,0.10847921066971601,1,28
robustness,quintile,6,1,no_skip,2024-01,2025-12,24,0.003827510523422485,0.04593012628106982,0.06200674183212982,0.21382973841844843,0.5833333333333334,0.30890490569534146,0,2,0.3372374355440415,-0.21461263214752224,0.016360425236423618,0.012532914713001131,-0.005134759693839298,-0.06161711632607157,-0.4070702326687517,0.5416666666666666,0.011784248118108007,0.859563444589712,1.0,0.8147518379328891,0.8147518379328892,0.41601610166505526,0.41601610166505526,1,24
robustness,quintile,6,6,no_skip,2024-01,2026-04,28,-0.008288618457762407,-0.09946342149314888,0.05867378449236125,-0.4893602285111413,0.39285714285714285,-0.8237478834530106,5,3,-0.8642830076004058,-0.30882118537534964,0.01201416995346377,0.02030278841122618,-0.011997183506974254,-0.14396620208369104,-1.162493269761973,0.39285714285714285,0.010165097264274897,1.4021108737258063,6.0,0.3371422772010769,0.337142277201077,0.16809751719898852,0.16809751719898852,1,28
robustness,quintile,6,6,skip1,2024-01,2026-04,28,-0.008857752886666903,-0.10629303464000284,0.0514829787016835,-0.5960058422219954,0.39285714285714285,-1.037076211696024,5,3,-1.0343877339355998,-0.2948292353141907,0.010403114869798098,0.019260867756465,-0.012575341150184704,-0.15090409380221645,-1.4219113680201303,0.39285714285714285,0.008576813536047544,1.1470100966426295,6.0,0.3379625694107089,0.33796256941070896,0.16602739397732277,0.16602739397732277,1,28
robustness,quintile,6,12,no_skip,2024-01,2026-04,28,0.0017189145046513081,0.0206269740558157,0.044418531335767265,0.13405428619049262,0.42857142857142855,0.4130704783025417,11,3,0.22638312102592154,-0.14560721188073444,0.01505104104767213,0.013332126543020819,-0.0011392707767032193,-0.01367124932043863,-0.2660016223441406,0.39285714285714285,0.013608867843546221,3.0671505432211914,7.5,0.25983502557768434,0.2598350255776843,0.131106654920537,0.13110665492053694,1,28
robustness,quintile,6,18,no_skip,2024-01,2026-04,28,-0.0009322148125429453,-0.011186577750515344,0.04247879824195153,-0.07602114399263188,0.35714285714285715,-0.27047090066373214,17,3,-0.13450045557526105,-0.1384074603798049,0.013023063725808078,0.013955278538351022,-0.003443225890007295,-0.04131871068008754,-0.8718682866181525,0.35714285714285715,0.011768804780754965,2.6305405169548695,7.5,0.22827373431494094,0.22827373431494097,0.1140235404593741,0.1140235404593741,1,28
robustness,quintile,6,24,no_skip,2024-01,2026-04,28,-0.001697386938229182,-0.020368643258750183,0.04950601466310652,-0.11877184770874608,0.4642857142857143,-0.4254409317371535,23,3,-0.20153154379353314,-0.15896330759248722,0.011818825336134117,0.013516212274363299,-0.0034043112295844774,-0.04085173475501373,-0.7719396484248418,0.42857142857142855,0.010953492010433375,2.6641118216477713,5.0,0.15517493557775422,0.15517493557775422,0.07866666597279469,0.07866666597279469,1,28
robustness,quintile,12,1,no_skip,2024-01,2025-12,24,-0.004029296899058103,-0.04835156278869723,0.0636919247167311,-0.21914699481879762,0.4583333333333333,-0.31658637506932313,0,2,-0.3135071384542361,-0.2658359858486322,0.010916457297825685,0.014945754196883787,-0.011230544833454079,-0.13476653800144894,-0.871310953110074,0.4166666666666667,0.007439829376414482,0.5390030185967885,1.0,0.6546589031269069,0.654658903126907,0.31605708376465513,0.3160570837646552,1,24
robustness,quintile,12,6,no_skip,2024-01,2026-04,28,-0.01109364231860248,-0.13312370782322977,0.05586827886178827,-0.6878591046039129,0.35714285714285715,-1.2225188371949065,5,3,-1.2384383313995666,-0.30683972294913275,0.00800975608966451,0.019103398408266994,-0.014077431111789884,-0.1689291733414786,-1.4947945308715092,0.35714285714285715,0.006568194972694829,0.8656823167087914,6.0,0.27125352665340025,0.2712535266534002,0.13105101063360738,0.13105101063360736,1,28
robustness,quintile,12,12,no_skip,2024-01,2026-04,28,-0.0045242829383240635,-0.05429139525988876,0.04507852331290298,-0.34767278699882703,0.42857142857142855,-0.94692042909019,11,3,-0.57461319168331,-0.17467520063998543,0.010287636613271553,0.014811919551595618,-0.0069022230823997275,-0.08282667698879673,-1.3712870363154077,0.42857142857142855,0.00912105963516417,1.7917608933921543,7.5,0.21617637673415113,0.21617637673415116,0.10605245255521685,0.10605245255521686,1,28
robustness,quintile,12,12,skip1,2024-01,2026-04,28,-0.008567032831012933,-0.10280439397215518,0.045624532913511984,-0.650463037574704,0.42857142857142855,-1.5755044746197775,11,3,-1.0570959700047065,-0.197761819524089,0.00909108768345803,0.01765812051447096,-0.010870699490057558,-0.13044839388069068,-1.8777314774844986,0.42857142857142855,0.007985187866944807,1.445631140335901,7.5,0.20942424173132948,0.20942424173132945,0.10053634695574767,0.10053634695574765,1,28
robustness,quintile,12,18,no_skip,2024-01,2026-04,28,-0.008559751863781585,-0.10271702236537902,0.04601857011361774,-0.6443453193633599,0.32142857142857145,-1.532834448480405,17,3,-1.0589973370172832,-0.2356814905558251,0.008618274558782526,0.017178026422564108,-0.010639249901181301,-0.12767099881417562,-1.7183823786413257,0.32142857142857145,0.007612226097265841,1.3821847380501262,7.5,0.18904527612724703,0.18904527612724703,0.09145895104697103,0.09145895104697102,1,28
robustness,quintile,12,24,no_skip,2024-01,2026-04,28,-0.007862467728203067,-0.09434961273843681,0.0444134150710612,-0.613246855992917,0.32142857142857145,-2.064193100448424,23,3,-1.0149706323211023,-0.18696092451731572,0.007247424527506977,0.015109892255710045,-0.009368553107621842,-0.1124226372914621,-2.191199123778769,0.32142857142857145,0.0065134211162009336,1.528143462971435,5.0,0.13691685267443385,0.13691685267443385,0.06672758284600391,0.06672758284600391,1,28
robustness,quintile,18,1,no_skip,2024-01,2025-12,24,-0.00946643643860988,-0.11359723726331855,0.07007652715161662,-0.46795552076428587,0.375,-0.6760226948808473,0,2,-0.7761491692128138,-0.2485935419306201,0.006811037656801936,0.016277474095411814,-0.01558164266627087,-0.18697971199525043,-1.0904416993273767,0.375,0.003949624850325768,0.2902011189341245,1.0,0.5559278388782718,0.5559278388782718,0.26012843695237886,0.26012843695237886,1,24
robustness,quintile,18,6,no_skip,2024-01,2026-04,28,-0.014805945440358455,-0.17767134528430145,0.05668597758598329,-0.9047969479892938,0.39285714285714285,-1.7437467875456985,5,3,-1.730544095078979,-0.2996885780959412,0.0065669539243512366,0.02137289936470969,-0.0174263079219094,-0.20911569506291283,-1.9619393161350955,0.35714285714285715,0.005354724702845685,0.7740544501698466,6.0,0.23821477105008568,0.2382147710500857,0.11020265650050468,0.11020265650050466,1,28
robustness,quintile,18,12,no_skip,2024-01,2026-04,28,-0.011536064067241872,-0.13843276880690247,0.05025500046012686,-0.7951865048607802,0.35714285714285715,-1.9093755161091535,11,3,-1.4229264201473222,-0.2178791270858289,0.005393365697699306,0.01692942976494118,-0.013595028462499008,-0.1631403415499881,-2.0882089802549766,0.32142857142857145,0.00442759277689087,0.8499299271837628,7.5,0.1871785813870123,0.1871785813870123,0.08779753825531199,0.08779753825531197,1,28
robustness,quintile,18,18,no_skip,2024-01,2026-04,28,-0.010996827856096018,-0.13196193427315223,0.050032878023493335,-0.7613819280954948,0.39285714285714285,-1.9139757606674104,17,3,-1.361260137510296,-0.20568262841425877,0.006268976261449734,0.017265804117545754,-0.01287276968914064,-0.15447323626968767,-2.0404510288745663,0.35714285714285715,0.005385215576572949,0.9632540481986793,7.5,0.1705401666404198,0.17054016664041982,0.08034188044334413,0.08034188044334413,1,28
