cache_artifact,cache_path,exists,file_format,row_level_cache,csv_row_level_export,gitignore_rule_present,content_hash,cache_tracking_pass,pass
explore10d_frozen_launch_seed_panel.parquet,Explore10/outputs/explore10d/cache/explore10d_frozen_launch_seed_panel.parquet,True,parquet,True,False,True,24b4d483c41b9df2150b900d76c8ada6ff7bfb484ca9c47b4c622db18bceca8f,True,True
explore10d_support_matched_null_panel.parquet,Explore10/outputs/explore10d/cache/explore10d_support_matched_null_panel.parquet,True,parquet,True,False,True,ad754682831a1f562f9d9e473e690c92b93c6d6e69e2edf7069566ad672683a6,True,True
explore10d_structural_matched_null_panel.parquet,Explore10/outputs/explore10d/cache/explore10d_structural_matched_null_panel.parquet,True,parquet,True,False,True,5218ba6e54157e623ac1b68844536df090beaf96bfa0d49e713972e9b4b2b616,True,True
explore10d_family_ablation_panel.parquet,Explore10/outputs/explore10d/cache/explore10d_family_ablation_panel.parquet,True,parquet,True,False,True,9e1ebe09d9d9deaf76d14ba446603ae51e63588c7700a2c5c22affa92eff98b0,True,True
explore10d_launch_risk_filter_oof_panel.parquet,Explore10/outputs/explore10d/cache/explore10d_launch_risk_filter_oof_panel.parquet,True,parquet,True,False,True,fbfab49c26759c36eefbdfaaeef94dc82c51cc6aed31e8ed2455f21cec8ce18b,True,True
