primitive_seed_id,ablation_suite,ablation_rule,removed_family_set,kept_family_set,original_formula_text,ablated_formula_text,original_token_count,ablated_token_count,original_oof_support_count,ablated_oof_support_count,original_oof_lift,ablated_oof_lift,delta_lift,support_retention_rate,direction_preserved,ablation_status,ablation_interpretation,fold_2024_used,ablation_pass,pass
E10C_SEED_40178f7159342c21,remove_volatility_range_family,remove_volatility_range_family,volatility_range,cross_section_rank;industry_market_context,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,3,2,582,879,1.0644409057553152,1.055552398002893,-0.008888507752422337,1.5103092783505154,True,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,remove_volume_money_family,remove_volume_money_family,volume_money,cross_section_rank;industry_market_context;volatility_range,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,3,3,582,582,1.0644409057553152,1.0644409057553152,0.0,1.0,True,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,remove_cross_section_rank_family,remove_cross_section_rank_family,cross_section_rank,industry_market_context;volatility_range,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,atr_like_10 <= train_q80_85 and industry_relative_strength_vs_market_60d >= train_q00_05,3,2,582,781,1.0644409057553152,1.0488000293866013,-0.01564087636871392,1.3419243986254294,True,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,remove_industry_market_context_family,remove_industry_market_context_family,industry_market_context,cross_section_rank;volatility_range,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80,3,2,582,615,1.0644409057553152,0.9925211212139257,-0.07191978454138959,1.056701030927835,False,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,keep_only_volatility_range_family,keep_only_volatility_range_family,cross_section_rank;industry_market_context,volatility_range,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,atr_like_10 <= train_q80_85,3,1,582,815,1.0644409057553152,0.9943572381909734,-0.07008366756434181,1.4003436426116838,False,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,keep_only_volume_money_family,keep_only_volume_money_family,cross_section_rank;industry_market_context;volatility_range,volume_money,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,,3,0,582,0,1.0644409057553152,,,0.0,False,invalid_empty_or_too_short_formula,invalid_empty_or_too_short_formula,False,False,False
E10C_SEED_40178f7159342c21,keep_only_volatility_range_plus_volume_money,keep_only_volatility_range_plus_volume_money,cross_section_rank;industry_market_context,volatility_range;volume_money,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,atr_like_10 <= train_q80_85,3,1,582,815,1.0644409057553152,0.9943572381909734,-0.07008366756434181,1.4003436426116838,False,valid,valid_diagnostic,False,True,True
E10C_SEED_40178f7159342c21,keep_only_non_risk_filter_families,keep_only_non_risk_filter_families,industry_market_context;volatility_range,cross_section_rank;kbar_candle_shape;price_distance;return_momentum,atr_like_10 <= train_q80_85 and money_20d_market_rank <= train_q75_80 and industry_relative_strength_vs_market_60d >= train_q00_05,money_20d_market_rank <= train_q75_80,3,1,582,915,1.0644409057553152,1.0264284627047322,-0.038012443050583045,1.5721649484536082,True,valid,valid_diagnostic,False,True,True
E10C_SEED_c161b734a948d4e1,remove_volatility_range_family,remove_volatility_range_family,volatility_range,kbar_candle_shape,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q25_30 and atr20_pct >= train_q00_05,gap_open_pct >= train_q25_30,3,1,531,837,0.9649185663014684,0.824243110459619,-0.14067545584184948,1.576271186440678,False,valid,valid_diagnostic,False,True,True
E10C_SEED_c161b734a948d4e1,remove_volume_money_family,remove_volume_money_family,volume_money,kbar_candle_shape;volatility_range,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q25_30 and atr20_pct >= train_q00_05,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q25_30 and atr20_pct >= train_q00_05,3,3,531,531,0.9649185663014684,0.9649185663014684,0.0,1.0,True,valid,valid_diagnostic,False,True,True
