freeze_timestamp,source_seed_artifact,source_seed_artifact_hash,source_metric_artifact,source_metric_artifact_hash,seed_selection_rule,seed_selection_rule_hash,input_launch_seed_count,frozen_launch_seed_count,new_seed_created,seed_dropped_before_freeze,seed_dropped_reason,oof_metric_available_before_freeze,oof_metric_used_for_display_only,null_metric_available_before_freeze,null_metric_read_before_freeze,family_ablation_metric_available_before_freeze,family_ablation_metric_read_before_freeze,freeze_pass,pass
2026-05-07T14:15:47.641929+00:00,Explore10/outputs/explore10c/reports/explore10c_atomic_primitive_seed_table.csv,faf5083b0075ef88ea0d7f75acbb180ca67040a7c7825cc7c30587e5f55a1792,Explore10/outputs/explore10c/reports/explore10c_primitive_real_metric_audit.csv,60dc2544807e64835bdaa89b2ff6bd7a220258c33db9c31dd8a39ba72e7fa826,Explore10C launch_winner v2_hygiene eligible quality seeds only,2007ba1ae6d771ad,14,14,False,False,,True,True,True,False,False,False,True,True
