label_id,threshold_id,known_failed_family,overlap_source,cluster_split_bucket,horizon_sessions,positive_step_n,failed_family_positive_step_n,failed_family_positive_share,all_step_failed_family_share,share_delta,hard_projection_coverage,soft_overlap_coverage,soft_overlap_status,overlap_status,blocking_reason
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,train,13,10976,46,0.0041909620991253645,0.0035710929423926323,0.0006198691567327322,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,train,13,10976,1449,0.13201530612244897,0.13274128371393665,-0.0007259775914876809,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,train,15,9474,16,0.0016888325944690733,0.002008032128514056,-0.00031919953404498276,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,train,15,9474,5095,0.5377876293012455,0.5709866492999023,-0.03319901999865682,1.0,0.2,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,train,15,9474,39,0.004116529449018366,0.0035818951481602084,0.0005346343008581574,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,train,15,9474,1233,0.13014566181127296,0.13280147617497015,-0.00265581436369719,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,train,20,6977,13,0.0018632650136161675,0.001960214897633222,-9.694988401705469e-05,1.0,0.6666666666666666,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,train,20,6977,3770,0.5403468539486885,0.5717293451430231,-0.03138249119433456,1.0,0.6666666666666666,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,train,20,6977,27,0.003869858105202809,0.003557427036445477,0.000312431068757332,1.0,0.6666666666666666,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,train,20,6977,889,0.12741866131575175,0.13256860752141716,-0.005149946205665418,1.0,0.6666666666666666,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,train,5,42108,492,0.011684240524365916,0.012074817473689351,-0.00039057694932343595,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,train,5,42108,21504,0.5106868053576518,0.5215246746270115,-0.010837869269359701,1.0,0.0,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,train,5,42108,272,0.006459580127291726,0.0060068859424218,0.0004526941848699258,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,train,5,42108,9285,0.22050441721288117,0.22225477986960662,-0.001750362656725457,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,train,8,26435,316,0.011953849063741253,0.012063765618267988,-0.00010991655452673513,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,train,8,26435,13360,0.5053905806695669,0.5221691277270769,-0.01677854705751003,1.0,0.0,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,train,8,26435,170,0.006430868167202572,0.00595354666875563,0.0004773214984469419,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,train,8,26435,5859,0.22163797995082277,0.22196545376209315,-0.000327473811270379,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,train,13,15895,179,0.011261402956904688,0.012052044371982993,-0.000790641415078305,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,train,13,15895,8024,0.5048128342245989,0.5235766120008951,-0.01876377777629623,1.0,0.2,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,train,13,15895,105,0.006605850896508336,0.00578626003005019,0.0008195908664581459,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,train,13,15895,3514,0.22107581000314563,0.2215722003772258,-0.000496390374080169,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,train,15,13754,157,0.011414861131307257,0.012039293891720216,-0.0006244327604129594,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,train,15,13754,6905,0.5020357714119529,0.5236354235911072,-0.02159965217915427,1.0,0.2,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,train,15,13754,80,0.005816489748436819,0.005687273801610163,0.0001292159468266555,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,train,15,13754,3014,0.21913625127235714,0.22172981756407414,-0.0025935662917170033,1.0,0.2,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,train,20,10078,110,0.01091486406032943,0.012052358607063473,-0.0011374945467340428,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,train,20,10078,5066,0.5026791029966263,0.5246233637935293,-0.021944260796902926,1.0,0.5,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,train,20,10078,58,0.005755110140900972,0.00558162509261546,0.000173485048285512,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,train,20,10078,2180,0.21631276046834688,0.22138799703630527,-0.0050752365679583855,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,train,5,18057,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,train,5,18057,9585,0.5308190729357036,0.5501511879049676,-0.019332114969264014,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,train,5,18057,90,0.004984216647283602,0.005010799136069114,-2.6582488785511886e-05,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,train,5,18057,2126,0.11773827324583264,0.11904967602591793,-0.0013114027800852912,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,train,8,11440,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,train,8,11440,5956,0.5206293706293706,0.5505146074675774,-0.029885236838206763,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,train,8,11440,54,0.00472027972027972,0.005030691835510223,-0.0003104121152305026,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,train,8,11440,1361,0.11896853146853147,0.11889047860802142,7.805286051004723e-05,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,train,13,6912,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,train,13,6912,3589,0.5192418981481481,0.5518150323843952,-0.03257313423624708,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,train,13,6912,32,0.004629629629629629,0.004895315559572224,-0.00026568592994259503,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,train,13,6912,817,0.11820023148148148,0.11861726163578852,-0.00041703015430703816,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,train,15,5993,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,train,15,5993,3058,0.5102619723010179,0.5514693096852721,-0.041207337384254195,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,train,15,5993,25,0.004171533455698315,0.004868718483741958,-0.0006971850280436433,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,train,15,5993,719,0.11997330218588353,0.11884889584420101,0.001124406341682524,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,train,20,4459,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,train,20,4459,2282,0.5117739403453689,0.5526346399906944,-0.04086069964532546,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,train,20,4459,19,0.004261045077371608,0.004885425148307549,-0.000624380070935941,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,train,20,4459,516,0.11572101368019735,0.11841340002326393,-0.00269238634306658,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,5,5340,0,0.0,0.0,0.0,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,robustness,5,5340,837,0.15674157303370786,0.1674124513618677,-0.010670878328159827,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,robustness,5,5340,306,0.05730337078651685,0.055739299610894945,0.0015640711756219061,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,5,5340,1608,0.30112359550561796,0.3071011673151751,-0.005977571809557158,1.0,0.0,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,8,3402,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,robustness,8,3402,526,0.15461493239271018,0.1678935003915427,-0.013278567998832508,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,robustness,8,3402,173,0.05085243974132863,0.05512920908379013,-0.004276769342461503,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,8,3402,1036,0.3045267489711934,0.30728269381362566,-0.0027559448424322452,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,13,2072,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,robustness,13,2072,312,0.15057915057915058,0.16877093532594692,-0.018191784746796336,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,robustness,13,2072,103,0.04971042471042471,0.053852099974233444,-0.004141675263808736,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,13,2072,613,0.29584942084942084,0.3076526668384437,-0.011803245989022881,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,15,1805,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,robustness,15,1805,282,0.1562326869806094,0.1687537268932618,-0.012521039912652382,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,robustness,15,1805,94,0.0520775623268698,0.05426356589147287,-0.0021860035646030646,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,15,1805,540,0.29916897506925205,0.30709600477042337,-0.007927029701171318,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,20,1346,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,robustness,20,1346,214,0.1589895988112927,0.16947115384615385,-0.010481555034861145,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,robustness,20,1346,68,0.05052005943536404,0.05368589743589743,-0.00316583800053339,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,20,1346,391,0.29049034175334326,0.30689102564102566,-0.0164006838876824,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,5,2915,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,robustness,5,2915,431,0.14785591766723843,0.1585895117540687,-0.010733594086830278,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,robustness,5,2915,73,0.025042881646655232,0.02368896925858951,0.0013539123880657207,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,5,2915,440,0.1509433962264151,0.15714285714285714,-0.006199460916442051,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,8,1863,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,robustness,8,1863,283,0.15190552871712293,0.15813953488372093,-0.0062340061665979996,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,robustness,8,1863,49,0.026301663982823402,0.023255813953488372,0.00304585002933503,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,8,1863,274,0.14707461084272677,0.1569767441860465,-0.009902133343319741,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,13,1159,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,robustness,13,1159,180,0.15530629853321828,0.15937202664129402,-0.0040657281080757335,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,robustness,13,1159,28,0.024158757549611734,0.022835394862036156,0.0013233626875755779,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,13,1159,164,0.14150129421915444,0.15651760228353948,-0.015016308064385031,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,15,1019,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,robustness,15,1019,155,0.1521099116781158,0.15958034235229154,-0.007470430674175743,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,robustness,15,1019,27,0.02649656526005888,0.02263942573163998,0.0038571395284189014,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,15,1019,152,0.1491658488714426,0.15681943677526228,-0.007653587903819675,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,20,737,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,robustness,20,737,107,0.1451831750339213,0.15867158671586715,-0.013488411681945839,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,robustness,20,737,15,0.0203527815468114,0.022878228782287822,-0.002525447235476423,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,20,737,108,0.14654002713704206,0.15719557195571957,-0.010655544818677504,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,5,1962,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,robustness,5,1962,191,0.09734964322120285,0.10328002168609379,-0.005930378464890945,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,robustness,5,1962,32,0.0163098878695209,0.014638113309840065,0.0016717745596808338,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,5,1962,81,0.04128440366972477,0.03876389265383573,0.002520511015889043,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,8,1249,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,robustness,8,1249,116,0.09287429943955164,0.10296684118673648,-0.010092541747184838,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,robustness,8,1249,20,0.016012810248198558,0.014397905759162303,0.0016149044890362545,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,8,1249,52,0.041633306645316254,0.038394415357766144,0.0032388912875501094,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,13,783,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,robustness,13,783,75,0.09578544061302682,0.10398860398860399,-0.008203163375577166,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,robustness,13,783,9,0.011494252873563218,0.014245014245014245,-0.002750761371451027,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,13,783,34,0.04342273307790549,0.038461538461538464,0.004961194616367029,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,15,687,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,robustness,15,687,71,0.10334788937409024,0.10413223140495868,-0.0007843420308684401,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,robustness,15,687,10,0.01455604075691412,0.01487603305785124,-0.00031999230093712056,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,15,687,27,0.039301310043668124,0.03801652892561983,0.001284781118048292,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,robustness,20,525,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,robustness,20,525,49,0.09333333333333334,0.10375275938189846,-0.01041942604856512,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,robustness,20,525,7,0.013333333333333334,0.01434878587196468,-0.0010154525386313461,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,robustness,20,525,21,0.04,0.03863134657836645,0.001368653421633552,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,validation,5,1343,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,validation,5,1343,936,0.6969471332836932,0.7233418834737999,-0.02639475019010673,1.0,0.5,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
