instrument,qfq_path,qfq_row_n,required_by_labelable_step_n,missing_qfq_file_flag,missing_required_columns,nonfinite_close_n,nonpositive_close_n,step_bounds_out_of_qfq_n,qfq_row_n_15a,qfq_row_n_15b,qfq_price_source_status,blocking_reason
SZ300158,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300158.csv,2281,1155,False,,0,0,0,2281,2281,pass,
SZ300159,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300159.csv,2198,519,False,,0,0,0,2198,2198,pass,
SZ300171,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300171.csv,2281,954,False,,0,0,0,2281,2281,pass,
SZ300177,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300177.csv,2223,1331,False,,0,0,0,2223,2223,pass,
SZ300180,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300180.csv,2275,993,False,,0,0,0,2275,2275,pass,
SZ300181,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300181.csv,2281,2218,False,,0,0,0,2281,2281,pass,
SZ300183,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300183.csv,2281,886,False,,0,0,0,2281,2281,pass,
SZ300184,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300184.csv,2279,2531,False,,0,0,0,2279,2279,pass,
SZ300191,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300191.csv,2281,3041,False,,0,0,0,2281,2281,pass,
SZ300194,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300194.csv,2281,45,False,,0,0,0,2281,2281,pass,
SZ300199,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300199.csv,2281,757,False,,0,0,0,2281,2281,pass,
SZ300203,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300203.csv,2281,1358,False,,0,0,0,2281,2281,pass,
SZ300205,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300205.csv,2279,770,False,,0,0,0,2279,2279,pass,
SZ300206,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300206.csv,2281,154,False,,0,0,0,2281,2281,pass,
SZ300209,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300209.csv,2116,1465,False,,0,0,0,2116,2116,pass,
SZ300215,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300215.csv,2281,658,False,,0,0,0,2281,2281,pass,
SZ300219,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300219.csv,2266,1007,False,,0,0,0,2266,2266,pass,
SZ300222,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300222.csv,2234,1623,False,,0,0,0,2234,2234,pass,
SZ300223,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300223.csv,2200,313,False,,0,0,0,2200,2200,pass,
SZ300233,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300233.csv,2276,241,False,,0,0,0,2276,2276,pass,
SZ300236,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300236.csv,2281,2463,False,,0,0,0,2281,2281,pass,
SZ300238,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300238.csv,2173,416,False,,0,0,0,2173,2173,pass,
SZ300244,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300244.csv,2278,732,False,,0,0,0,2278,2278,pass,
SZ300245,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300245.csv,2275,1784,False,,0,0,0,2275,2275,pass,
SZ300253,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300253.csv,2266,661,False,,0,0,0,2266,2266,pass,
SZ300255,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300255.csv,2280,2436,False,,0,0,0,2280,2280,pass,
SZ300256,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300256.csv,2262,612,False,,0,0,0,2262,2262,pass,
SZ300259,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300259.csv,2281,2831,False,,0,0,0,2281,2281,pass,
SZ300260,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300260.csv,2207,800,False,,0,0,0,2207,2207,pass,
SZ300261,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300261.csv,2261,1056,False,,0,0,0,2261,2261,pass,
SZ300267,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300267.csv,2147,180,False,,0,0,0,2147,2147,pass,
SZ300276,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300276.csv,2216,2026,False,,0,0,0,2216,2216,pass,
SZ300284,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300284.csv,2276,2008,False,,0,0,0,2276,2276,pass,
SZ300285,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300285.csv,2217,975,False,,0,0,0,2217,2217,pass,
SZ300287,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300287.csv,2281,2268,False,,0,0,0,2281,2281,pass,
SZ300292,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300292.csv,2222,236,False,,0,0,0,2222,2222,pass,
SZ300294,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300294.csv,2253,628,False,,0,0,0,2253,2253,pass,
SZ300296,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300296.csv,2281,147,False,,0,0,0,2281,2281,pass,
SZ300299,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300299.csv,2253,531,False,,0,0,0,2253,2253,pass,
SZ300300,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300300.csv,2266,1710,False,,0,0,0,2266,2266,pass,
SZ300308,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300308.csv,2276,106,False,,0,0,0,2276,2276,pass,
SZ300310,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300310.csv,2269,2181,False,,0,0,0,2269,2269,pass,
SZ300311,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300311.csv,2280,612,False,,0,0,0,2280,2280,pass,
SZ300315,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300315.csv,2182,561,False,,0,0,0,2182,2182,pass,
SZ300316,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300316.csv,2281,695,False,,0,0,0,2281,2281,pass,
SZ300317,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300317.csv,2185,418,False,,0,0,0,2185,2185,pass,
SZ300318,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300318.csv,2281,40,False,,0,0,0,2281,2281,pass,
SZ300322,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300322.csv,2169,2746,False,,0,0,0,2169,2169,pass,
SZ300326,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300326.csv,2267,534,False,,0,0,0,2267,2267,pass,
SZ300328,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300328.csv,2271,2756,False,,0,0,0,2271,2271,pass,
SZ300331,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300331.csv,2281,3091,False,,0,0,0,2281,2281,pass,
SZ300339,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300339.csv,2261,1278,False,,0,0,0,2261,2261,pass,
SZ300341,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300341.csv,2260,1798,False,,0,0,0,2260,2260,pass,
SZ300342,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300342.csv,2281,2258,False,,0,0,0,2281,2281,pass,
SZ300347,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300347.csv,2276,170,False,,0,0,0,2276,2276,pass,
SZ300352,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300352.csv,2280,792,False,,0,0,0,2280,2280,pass,
SZ300353,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300353.csv,2256,1512,False,,0,0,0,2256,2256,pass,
SZ300355,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300355.csv,2281,2088,False,,0,0,0,2281,2281,pass,
SZ300357,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300357.csv,2281,1146,False,,0,0,0,2281,2281,pass,
SZ300364,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300364.csv,2135,452,False,,0,0,0,2135,2135,pass,
SZ300366,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300366.csv,2280,1360,False,,0,0,0,2280,2280,pass,
SZ300368,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300368.csv,2253,560,False,,0,0,0,2253,2253,pass,
SZ300369,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300369.csv,2266,147,False,,0,0,0,2266,2266,pass,
SZ300376,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300376.csv,2176,538,False,,0,0,0,2176,2176,pass,
SZ300386,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300386.csv,2281,848,False,,0,0,0,2281,2281,pass,
SZ300397,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300397.csv,2271,435,False,,0,0,0,2271,2271,pass,
SZ300411,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300411.csv,2197,1358,False,,0,0,0,2197,2197,pass,
SZ300413,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300413.csv,2114,1392,False,,0,0,0,2114,2114,pass,
SZ300418,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300418.csv,2276,265,False,,0,0,0,2276,2276,pass,
SZ300436,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300436.csv,2271,2301,False,,0,0,0,2271,2271,pass,
SZ300443,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300443.csv,2276,206,False,,0,0,0,2276,2276,pass,
SZ300444,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300444.csv,2174,1701,False,,0,0,0,2174,2174,pass,
SZ300454,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300454.csv,1950,720,False,,0,0,0,1950,1950,pass,
SZ300455,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300455.csv,2148,2266,False,,0,0,0,2148,2148,pass,
SZ300457,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300457.csv,2265,361,False,,0,0,0,2265,2265,pass,
SZ300458,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300458.csv,2281,282,False,,0,0,0,2281,2281,pass,
SZ300459,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300459.csv,2207,82,False,,0,0,0,2207,2207,pass,
SZ300465,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300465.csv,2255,2875,False,,0,0,0,2255,2255,pass,
SZ300467,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300467.csv,2165,1818,False,,0,0,0,2165,2165,pass,
SZ300468,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300468.csv,2280,1742,False,,0,0,0,2280,2280,pass,
SZ300470,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300470.csv,2281,433,False,,0,0,0,2281,2281,pass,
SZ300474,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300474.csv,2274,81,False,,0,0,0,2274,2274,pass,
SZ300475,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300475.csv,2252,503,False,,0,0,0,2252,2252,pass,
SZ300477,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300477.csv,2249,400,False,,0,0,0,2249,2249,pass,
SZ300485,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300485.csv,2281,572,False,,0,0,0,2281,2281,pass,
SZ300493,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300493.csv,2277,2552,False,,0,0,0,2277,2277,pass,
SZ300496,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300496.csv,2278,447,False,,0,0,0,2278,2278,pass,
SZ300516,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300516.csv,2281,2361,False,,0,0,0,2281,2281,pass,
SZ300528,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300528.csv,2281,2846,False,,0,0,0,2281,2281,pass,
SZ300548,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300548.csv,2277,304,False,,0,0,0,2277,2277,pass,
SZ300558,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300558.csv,2281,191,False,,0,0,0,2281,2281,pass,
SZ300559,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300559.csv,2281,483,False,,0,0,0,2281,2281,pass,
SZ300567,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300567.csv,2281,517,False,,0,0,0,2281,2281,pass,
SZ300570,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300570.csv,2281,2690,False,,0,0,0,2281,2281,pass,
SZ300579,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300579.csv,2281,854,False,,0,0,0,2281,2281,pass,
SZ300584,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300584.csv,2274,960,False,,0,0,0,2274,2274,pass,
SZ300596,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300596.csv,2259,891,False,,0,0,0,2259,2259,pass,
SZ300598,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300598.csv,2263,92,False,,0,0,0,2263,2263,pass,
SZ300602,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300602.csv,2264,1971,False,,0,0,0,2264,2264,pass,
SZ300618,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300618.csv,2240,306,False,,0,0,0,2240,2240,pass,
SZ300620,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300620.csv,2228,149,False,,0,0,0,2228,2228,pass,
SZ300627,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300627.csv,2231,320,False,,0,0,0,2231,2231,pass,
SZ300628,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300628.csv,2233,94,False,,0,0,0,2233,2233,pass,
SZ300634,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300634.csv,1984,1625,False,,0,0,0,1984,1984,pass,
SZ300653,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300653.csv,2194,1270,False,,0,0,0,2194,2194,pass,
SZ300661,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300661.csv,2171,404,False,,0,0,0,2171,2171,pass,
SZ300671,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300671.csv,2160,323,False,,0,0,0,2160,2160,pass,
SZ300672,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300672.csv,2132,272,False,,0,0,0,2132,2132,pass,
SZ300676,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300676.csv,2143,339,False,,0,0,0,2143,2143,pass,
SZ300677,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300677.csv,2148,172,False,,0,0,0,2148,2148,pass,
SZ300695,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300695.csv,2113,1889,False,,0,0,0,2113,2113,pass,
SZ300697,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300697.csv,2110,2361,False,,0,0,0,2110,2110,pass,
SZ300698,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300698.csv,2119,1771,False,,0,0,0,2119,2119,pass,
SZ300699,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300699.csv,2118,1126,False,,0,0,0,2118,2118,pass,
SZ300712,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300712.csv,2081,18,False,,0,0,0,2081,2081,pass,
SZ300735,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300735.csv,2038,1201,False,,0,0,0,2038,2038,pass,
SZ300741,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300741.csv,2000,1044,False,,0,0,0,2000,2000,pass,
SZ300749,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300749.csv,1843,1761,False,,0,0,0,1843,1843,pass,
SZ300755,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300755.csv,1775,938,False,,0,0,0,1775,1775,pass,
SZ300757,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300757.csv,1770,754,False,,0,0,0,1770,1770,pass,
SZ300759,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300759.csv,1776,180,False,,0,0,0,1776,1776,pass,
SZ300760,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300760.csv,1848,799,False,,0,0,0,1848,1848,pass,
SZ300762,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300762.csv,1748,2448,False,,0,0,0,1748,1748,pass,
SZ300763,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300763.csv,1745,249,False,,0,0,0,1745,1745,pass,
SZ300765,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300765.csv,1722,1678,False,,0,0,0,1722,1722,pass,
SZ300766,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300766.csv,1741,1976,False,,0,0,0,1741,1741,pass,
SZ300770,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300770.csv,1723,309,False,,0,0,0,1723,1723,pass,
SZ300777,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300777.csv,1707,541,False,,0,0,0,1707,1707,pass,
SZ300782,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300782.csv,1685,667,False,,0,0,0,1685,1685,pass,
SZ300821,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300821.csv,1506,459,False,,0,0,0,1506,1506,pass,
SZ300857,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300857.csv,1415,724,False,,0,0,0,1415,1415,pass,
SZ300870,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300870.csv,1395,147,False,,0,0,0,1395,1395,pass,
SZ300888,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300888.csv,1377,215,False,,0,0,0,1377,1377,pass,
SZ300896,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300896.csv,1370,182,False,,0,0,0,1370,1370,pass,
SZ300919,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300919.csv,1314,271,False,,0,0,0,1314,1314,pass,
SZ300953,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300953.csv,1259,368,False,,0,0,0,1259,1259,pass,
SZ301205,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301205.csv,896,998,False,,0,0,0,896,896,pass,
SZ301217,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301217.csv,1047,226,False,,0,0,0,1047,1047,pass,
SZ301269,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301269.csv,917,76,False,,0,0,0,917,917,pass,
SZ301377,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301377.csv,851,249,False,,0,0,0,851,851,pass,
SZ301511,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301511.csv,671,272,False,,0,0,0,671,671,pass,
SZ301526,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301526.csv,584,730,False,,0,0,0,584,584,pass,
SZ301536,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301536.csv,524,232,False,,0,0,0,524,524,pass,
SZ301611,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ301611.csv,429,426,False,,0,0,0,429,429,pass,
SH601061,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH601061.csv,759,93,False,,0,0,0,759,759,pass,
SH601615,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH601615.csv,1771,50,False,,0,0,0,1771,1771,pass,
SZ002050,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002050.csv,2243,235,False,,0,0,0,2243,2243,pass,
SZ002241,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002241.csv,2281,190,False,,0,0,0,2281,2281,pass,
SZ002460,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002460.csv,2280,263,False,,0,0,0,2280,2280,pass,
SZ002531,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002531.csv,2275,475,False,,0,0,0,2275,2275,pass,
SZ300207,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300207.csv,2268,207,False,,0,0,0,2268,2268,pass,
SZ300724,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300724.csv,1889,234,False,,0,0,0,1889,1889,pass,
SH600008,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600008.csv,2265,249,False,,0,0,0,2265,2265,pass,
SH600018,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600018.csv,2278,20,False,,0,0,0,2278,2278,pass,
SH600022,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600022.csv,2184,326,False,,0,0,0,2184,2184,pass,
SH600029,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600029.csv,2278,120,False,,0,0,0,2278,2278,pass,
SH600032,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600032.csv,1215,7,False,,0,0,0,1215,1215,pass,
SH600048,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600048.csv,2281,58,False,,0,0,0,2281,2281,pass,
SH600061,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH600061.csv,2281,58,False,,0,0,0,2281,2281,pass,
