instrument,qfq_path,qfq_row_n,required_by_labelable_step_n,missing_qfq_file_flag,missing_required_columns,nonfinite_close_n,nonpositive_close_n,step_bounds_out_of_qfq_n,qfq_row_n_15a,qfq_row_n_15b,qfq_price_source_status,blocking_reason
SH603712,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603712.csv,2000,564,False,,0,0,0,2000,2000,pass,
SH603730,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603730.csv,2128,1209,False,,0,0,0,2128,2128,pass,
SH603737,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603737.csv,2281,612,False,,0,0,0,2281,2281,pass,
SH603766,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603766.csv,2280,1795,False,,0,0,0,2280,2280,pass,
SH603799,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603799.csv,2269,709,False,,0,0,0,2269,2269,pass,
SH603816,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603816.csv,2277,288,False,,0,0,0,2277,2277,pass,
SH603866,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603866.csv,2281,365,False,,0,0,0,2281,2281,pass,
SH603882,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603882.csv,2113,1140,False,,0,0,0,2113,2113,pass,
SH603893,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603893.csv,1530,326,False,,0,0,0,1530,1530,pass,
SH603899,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603899.csv,2281,1164,False,,0,0,0,2281,2281,pass,
SH603979,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH603979.csv,2281,480,False,,0,0,0,2281,2281,pass,
SH605117,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SH605117.csv,1237,584,False,,0,0,0,1237,1237,pass,
SZ000001,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000001.csv,2281,751,False,,0,0,0,2281,2281,pass,
SZ000009,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000009.csv,2281,1365,False,,0,0,0,2281,2281,pass,
SZ000012,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000012.csv,2281,860,False,,0,0,0,2281,2281,pass,
SZ000016,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000016.csv,2261,538,False,,0,0,0,2261,2261,pass,
SZ000027,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000027.csv,2281,756,False,,0,0,0,2281,2281,pass,
SZ000062,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000062.csv,2264,2653,False,,0,0,0,2264,2264,pass,
SZ000155,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000155.csv,2026,148,False,,0,0,0,2026,2026,pass,
SZ000429,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000429.csv,2281,1374,False,,0,0,0,2281,2281,pass,
SZ000488,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000488.csv,2279,713,False,,0,0,0,2279,2279,pass,
SZ000503,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000503.csv,2121,28,False,,0,0,0,2121,2121,pass,
SZ000519,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000519.csv,2281,1260,False,,0,0,0,2281,2281,pass,
SZ000537,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000537.csv,2275,1476,False,,0,0,0,2275,2275,pass,
SZ000547,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000547.csv,2178,2613,False,,0,0,0,2178,2178,pass,
SZ000598,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000598.csv,2281,1472,False,,0,0,0,2281,2281,pass,
SZ000600,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000600.csv,2279,2064,False,,0,0,0,2279,2279,pass,
SZ000629,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000629.csv,1949,244,False,,0,0,0,1949,1949,pass,
SZ000636,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000636.csv,2281,2956,False,,0,0,0,2281,2281,pass,
SZ000656,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000656.csv,2226,388,False,,0,0,0,2226,2226,pass,
SZ000657,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000657.csv,2266,200,False,,0,0,0,2266,2266,pass,
SZ000703,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000703.csv,2218,698,False,,0,0,0,2218,2218,pass,
SZ000710,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000710.csv,2270,817,False,,0,0,0,2270,2270,pass,
SZ000718,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000718.csv,2281,1257,False,,0,0,0,2281,2281,pass,
SZ000738,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000738.csv,2281,1062,False,,0,0,0,2281,2281,pass,
SZ000739,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000739.csv,2281,815,False,,0,0,0,2281,2281,pass,
SZ000768,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000768.csv,2281,1283,False,,0,0,0,2281,2281,pass,
SZ000786,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000786.csv,2279,1163,False,,0,0,0,2279,2279,pass,
SZ000792,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000792.csv,1962,453,False,,0,0,0,1962,1962,pass,
SZ000799,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000799.csv,2281,451,False,,0,0,0,2281,2281,pass,
SZ000825,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000825.csv,2173,1220,False,,0,0,0,2173,2173,pass,
SZ000839,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000839.csv,2279,24,False,,0,0,0,2279,2279,pass,
SZ000858,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000858.csv,2281,1163,False,,0,0,0,2281,2281,pass,
SZ000860,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000860.csv,2281,786,False,,0,0,0,2281,2281,pass,
SZ000869,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000869.csv,2281,345,False,,0,0,0,2281,2281,pass,
SZ000887,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000887.csv,2202,675,False,,0,0,0,2202,2202,pass,
SZ000895,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000895.csv,2266,969,False,,0,0,0,2266,2266,pass,
SZ000898,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000898.csv,2281,147,False,,0,0,0,2281,2281,pass,
SZ000902,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000902.csv,2281,824,False,,0,0,0,2281,2281,pass,
SZ000932,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000932.csv,2251,868,False,,0,0,0,2251,2251,pass,
SZ000935,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000935.csv,2108,2050,False,,0,0,0,2108,2108,pass,
SZ000937,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000937.csv,2281,1351,False,,0,0,0,2281,2281,pass,
SZ000951,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000951.csv,2281,900,False,,0,0,0,2281,2281,pass,
SZ000959,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000959.csv,2249,508,False,,0,0,0,2249,2249,pass,
SZ000987,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000987.csv,2255,312,False,,0,0,0,2255,2255,pass,
SZ000990,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000990.csv,2281,374,False,,0,0,0,2281,2281,pass,
SZ000998,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ000998.csv,2261,692,False,,0,0,0,2261,2261,pass,
SZ001203,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ001203.csv,1226,108,False,,0,0,0,1226,1226,pass,
SZ001309,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ001309.csv,947,211,False,,0,0,0,947,947,pass,
SZ001389,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ001389.csv,521,135,False,,0,0,0,521,521,pass,
SZ001914,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ001914.csv,2270,164,False,,0,0,0,2270,2270,pass,
SZ002019,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002019.csv,2281,144,False,,0,0,0,2281,2281,pass,
SZ002027,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002027.csv,2281,707,False,,0,0,0,2281,2281,pass,
SZ002030,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002030.csv,2281,666,False,,0,0,0,2281,2281,pass,
SZ002064,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002064.csv,2266,432,False,,0,0,0,2266,2266,pass,
SZ002065,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002065.csv,2271,653,False,,0,0,0,2271,2271,pass,
SZ002074,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002074.csv,2268,357,False,,0,0,0,2268,2268,pass,
SZ002075,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002075.csv,1820,569,False,,0,0,0,1820,1820,pass,
SZ002127,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002127.csv,2276,531,False,,0,0,0,2276,2276,pass,
SZ002155,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002155.csv,2271,158,False,,0,0,0,2271,2271,pass,
SZ002176,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002176.csv,2269,1363,False,,0,0,0,2269,2269,pass,
SZ002221,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002221.csv,2273,654,False,,0,0,0,2273,2273,pass,
SZ002242,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002242.csv,2281,296,False,,0,0,0,2281,2281,pass,
SZ002261,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002261.csv,2281,203,False,,0,0,0,2281,2281,pass,
SZ002266,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002266.csv,2270,316,False,,0,0,0,2270,2270,pass,
SZ002268,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002268.csv,2281,95,False,,0,0,0,2281,2281,pass,
SZ002281,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002281.csv,2281,801,False,,0,0,0,2281,2281,pass,
SZ002304,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002304.csv,2281,1102,False,,0,0,0,2281,2281,pass,
SZ002311,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002311.csv,2281,190,False,,0,0,0,2281,2281,pass,
SZ002320,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002320.csv,2281,2814,False,,0,0,0,2281,2281,pass,
SZ002371,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002371.csv,2281,828,False,,0,0,0,2281,2281,pass,
SZ002396,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002396.csv,2246,496,False,,0,0,0,2246,2246,pass,
SZ002414,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002414.csv,2281,807,False,,0,0,0,2281,2281,pass,
SZ002434,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002434.csv,2281,957,False,,0,0,0,2281,2281,pass,
SZ002444,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002444.csv,2281,1156,False,,0,0,0,2281,2281,pass,
SZ002461,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002461.csv,2281,546,False,,0,0,0,2281,2281,pass,
SZ002463,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002463.csv,2281,834,False,,0,0,0,2281,2281,pass,
SZ002466,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002466.csv,2256,448,False,,0,0,0,2256,2256,pass,
SZ002475,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002475.csv,2280,498,False,,0,0,0,2280,2280,pass,
SZ002491,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002491.csv,2281,2088,False,,0,0,0,2281,2281,pass,
SZ002493,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002493.csv,2281,1250,False,,0,0,0,2281,2281,pass,
SZ002497,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002497.csv,2281,163,False,,0,0,0,2281,2281,pass,
SZ002498,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002498.csv,2281,1484,False,,0,0,0,2281,2281,pass,
SZ002507,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002507.csv,2204,706,False,,0,0,0,2204,2204,pass,
SZ002508,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002508.csv,2281,606,False,,0,0,0,2281,2281,pass,
SZ002555,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002555.csv,2270,532,False,,0,0,0,2270,2270,pass,
SZ002572,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002572.csv,2281,756,False,,0,0,0,2281,2281,pass,
SZ002603,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002603.csv,2281,524,False,,0,0,0,2281,2281,pass,
SZ002607,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002607.csv,2183,652,False,,0,0,0,2183,2183,pass,
SZ002624,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002624.csv,2271,543,False,,0,0,0,2271,2271,pass,
SZ002647,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002647.csv,2163,132,False,,0,0,0,2163,2163,pass,
SZ002705,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002705.csv,2281,462,False,,0,0,0,2281,2281,pass,
SZ002709,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002709.csv,2281,813,False,,0,0,0,2281,2281,pass,
SZ002755,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002755.csv,2250,1619,False,,0,0,0,2250,2250,pass,
SZ002756,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002756.csv,2159,261,False,,0,0,0,2159,2159,pass,
SZ002791,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002791.csv,2281,594,False,,0,0,0,2281,2281,pass,
SZ002797,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002797.csv,2264,451,False,,0,0,0,2264,2264,pass,
SZ002812,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002812.csv,2185,523,False,,0,0,0,2185,2185,pass,
SZ002837,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002837.csv,2205,482,False,,0,0,0,2205,2205,pass,
SZ002850,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002850.csv,2244,497,False,,0,0,0,2244,2244,pass,
SZ002851,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002851.csv,2162,481,False,,0,0,0,2162,2162,pass,
SZ002867,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002867.csv,2206,370,False,,0,0,0,2206,2206,pass,
SZ002939,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ002939.csv,1840,197,False,,0,0,0,1840,1840,pass,
SZ003022,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ003022.csv,1325,144,False,,0,0,0,1325,1325,pass,
SZ003031,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ003031.csv,1297,917,False,,0,0,0,1297,1297,pass,
SZ300001,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300001.csv,2281,662,False,,0,0,0,2281,2281,pass,
SZ300003,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300003.csv,2281,346,False,,0,0,0,2281,2281,pass,
SZ300006,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300006.csv,2281,862,False,,0,0,0,2281,2281,pass,
SZ300008,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300008.csv,2259,1897,False,,0,0,0,2259,2259,pass,
SZ300010,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300010.csv,2214,730,False,,0,0,0,2214,2214,pass,
SZ300012,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300012.csv,2281,967,False,,0,0,0,2281,2281,pass,
SZ300020,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300020.csv,2271,404,False,,0,0,0,2271,2271,pass,
SZ300026,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300026.csv,2278,780,False,,0,0,0,2278,2278,pass,
SZ300031,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300031.csv,2271,2625,False,,0,0,0,2271,2271,pass,
SZ300035,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300035.csv,2281,100,False,,0,0,0,2281,2281,pass,
SZ300036,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300036.csv,2281,552,False,,0,0,0,2281,2281,pass,
SZ300037,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300037.csv,2281,618,False,,0,0,0,2281,2281,pass,
SZ300039,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300039.csv,2281,1608,False,,0,0,0,2281,2281,pass,
SZ300043,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300043.csv,2281,1747,False,,0,0,0,2281,2281,pass,
SZ300045,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300045.csv,2271,1236,False,,0,0,0,2271,2271,pass,
SZ300047,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300047.csv,2272,2355,False,,0,0,0,2272,2272,pass,
SZ300053,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300053.csv,2263,2708,False,,0,0,0,2263,2263,pass,
SZ300054,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300054.csv,2273,818,False,,0,0,0,2273,2273,pass,
SZ300055,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300055.csv,2281,969,False,,0,0,0,2281,2281,pass,
SZ300066,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300066.csv,2281,1629,False,,0,0,0,2281,2281,pass,
SZ300072,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300072.csv,2261,499,False,,0,0,0,2261,2261,pass,
SZ300073,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300073.csv,2259,198,False,,0,0,0,2259,2259,pass,
SZ300079,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300079.csv,2281,1257,False,,0,0,0,2281,2281,pass,
SZ300081,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300081.csv,2267,480,False,,0,0,0,2267,2267,pass,
SZ300082,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300082.csv,2275,122,False,,0,0,0,2275,2275,pass,
SZ300085,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300085.csv,2207,2636,False,,0,0,0,2207,2207,pass,
SZ300087,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300087.csv,2206,582,False,,0,0,0,2206,2206,pass,
SZ300088,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300088.csv,2119,157,False,,0,0,0,2119,2119,pass,
SZ300101,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300101.csv,2281,969,False,,0,0,0,2281,2281,pass,
SZ300110,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300110.csv,2266,126,False,,0,0,0,2266,2266,pass,
SZ300113,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300113.csv,2281,2477,False,,0,0,0,2281,2281,pass,
SZ300115,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300115.csv,2271,471,False,,0,0,0,2271,2271,pass,
SZ300118,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300118.csv,2197,1514,False,,0,0,0,2197,2197,pass,
SZ300122,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300122.csv,2281,1288,False,,0,0,0,2281,2281,pass,
SZ300123,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300123.csv,2249,904,False,,0,0,0,2249,2249,pass,
SZ300127,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300127.csv,2271,2383,False,,0,0,0,2271,2271,pass,
SZ300128,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300128.csv,2222,1672,False,,0,0,0,2222,2222,pass,
SZ300131,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300131.csv,2172,2913,False,,0,0,0,2172,2172,pass,
SZ300132,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300132.csv,2258,802,False,,0,0,0,2258,2258,pass,
SZ300134,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300134.csv,2072,744,False,,0,0,0,2072,2072,pass,
SZ300137,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300137.csv,2277,2865,False,,0,0,0,2277,2277,pass,
SZ300143,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300143.csv,2212,171,False,,0,0,0,2212,2212,pass,
SZ300147,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300147.csv,2279,1561,False,,0,0,0,2279,2279,pass,
SZ300149,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq/SZ300149.csv,2038,270,False,,0,0,0,2038,2038,pass,
