label_id,threshold_id,cluster_split_bucket,horizon_sessions,labelable_step_n,positive_effective_sample_size,negative_effective_sample_size,positive_rate,negative_rate,support_status
continuation_survival_h20_no_deep_drawdown,up50pct,train,20,20245,10078,4884,0.49780192640158066,0.24124475179056556,pass
continuation_survival_h20_no_deep_drawdown,up50pct,robustness,20,2496,1346,526,0.5392628205128205,0.2107371794871795,pass
continuation_survival_h20_no_deep_drawdown,up50pct,validation,20,664,325,180,0.4894578313253012,0.2710843373493976,pass
