fold,arm_order,arm_id,score_variant,aggregation_role,seed_a,seed_b,decision_date,metric_id,metric_value,row_n,status
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-13,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-13,daily_score_spearman,-0.007689912615043412,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-13,top30_overlap,4.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-13,daily_score_spearman,0.07825799761574614,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-13,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-16,daily_score_spearman,-0.040229851338300385,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-16,top30_overlap,0.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-16,daily_score_spearman,-0.02503879208159574,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-16,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-16,daily_score_spearman,-0.14193886916239434,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-16,top30_overlap,0.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-17,daily_score_spearman,0.054017672455341594,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-17,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-17,daily_score_spearman,0.014290788420321167,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-17,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-17,daily_score_spearman,0.04010532767523567,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-17,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-18,daily_score_spearman,-0.013840921111352291,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-18,top30_overlap,6.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-18,daily_score_spearman,0.035160645119151346,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-18,top30_overlap,5.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-18,daily_score_spearman,-0.011619125275989793,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-18,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-19,daily_score_spearman,-0.037553150488384125,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-19,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-19,daily_score_spearman,0.017698227873223366,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-19,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-19,daily_score_spearman,0.046575465482194704,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-19,top30_overlap,0.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-20,daily_score_spearman,-0.0020910894986305413,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-01-20,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-20,daily_score_spearman,0.0878434376212081,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-01-20,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-20,daily_score_spearman,-0.038782122212493025,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-01-20,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-01,daily_score_spearman,-0.011176332892502342,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-01,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-01,daily_score_spearman,-0.014209504270678885,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-01,top30_overlap,2.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-01,daily_score_spearman,-0.04129441155665878,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-01,top30_overlap,0.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-02,daily_score_spearman,-0.00956192873106917,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-02,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-02,daily_score_spearman,0.035919347737693556,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-02,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-02,daily_score_spearman,-0.02875820487714276,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-02,top30_overlap,4.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-03,daily_score_spearman,0.06673775767472975,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-03,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-03,daily_score_spearman,0.052273829527695985,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-03,top30_overlap,4.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-03,daily_score_spearman,0.01387872128199814,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-03,top30_overlap,0.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-06,daily_score_spearman,-0.06182265899681805,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-06,top30_overlap,2.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-06,daily_score_spearman,0.006111604433812623,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-06,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-06,daily_score_spearman,-0.07841942388380975,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-06,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-08,daily_score_spearman,-0.0027237976002183117,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-08,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-08,daily_score_spearman,0.05892045455458771,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-08,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-08,daily_score_spearman,-0.08323450737306051,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-08,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-09,daily_score_spearman,-0.00788856203793963,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-09,top30_overlap,2.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-09,daily_score_spearman,-0.013516748475254699,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-09,top30_overlap,0.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-09,daily_score_spearman,-0.060419164776011246,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-09,top30_overlap,0.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-10,daily_score_spearman,-0.0075309909334805615,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-10,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-10,daily_score_spearman,-0.003191989661410553,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-10,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-10,daily_score_spearman,-0.02369127914861273,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-10,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-13,daily_score_spearman,0.0661943113377094,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-13,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-13,daily_score_spearman,0.02631659530595386,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-13,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-13,daily_score_spearman,-0.025329897781638723,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-13,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-14,daily_score_spearman,0.016511992427561607,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-14,top30_overlap,2.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-14,daily_score_spearman,-0.0062927576417153765,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-14,top30_overlap,5.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-14,daily_score_spearman,-0.036489751371748314,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-14,top30_overlap,1.0,483,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-15,daily_score_spearman,-0.04172690750356275,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-15,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-15,daily_score_spearman,0.0687750990835963,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-15,top30_overlap,0.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-15,daily_score_spearman,0.012708429991489708,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-15,top30_overlap,0.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-16,daily_score_spearman,-0.041627139408124444,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-16,top30_overlap,2.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-16,daily_score_spearman,-0.07342262059923978,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-16,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-16,daily_score_spearman,0.027649639953446565,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-16,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-17,daily_score_spearman,0.02846051849183373,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-17,top30_overlap,1.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-17,daily_score_spearman,-0.06434175061523704,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-17,top30_overlap,1.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-17,daily_score_spearman,-0.08640130816540002,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-17,top30_overlap,2.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-20,daily_score_spearman,0.022261272835385565,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-20,top30_overlap,4.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-20,daily_score_spearman,0.017414138082196537,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-20,top30_overlap,1.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-20,daily_score_spearman,-0.05300435331750571,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-20,top30_overlap,0.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-21,daily_score_spearman,0.040522853831830866,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-21,top30_overlap,2.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-21,daily_score_spearman,-0.07049173390509507,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-21,top30_overlap,1.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-21,daily_score_spearman,0.089759070134853,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-21,top30_overlap,1.0,480,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-22,daily_score_spearman,0.01486592845062988,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-22,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-22,daily_score_spearman,-0.024289566234361477,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-22,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-22,daily_score_spearman,-0.11456640448161289,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-22,top30_overlap,3.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-23,daily_score_spearman,0.018607176439126644,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-23,top30_overlap,2.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-23,daily_score_spearman,-0.05820666660915623,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-23,top30_overlap,3.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-23,daily_score_spearman,-0.054603781885939555,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-23,top30_overlap,1.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-24,daily_score_spearman,-0.006603822768354611,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-24,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-24,daily_score_spearman,0.026842493557268955,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-24,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-24,daily_score_spearman,0.041687257454892324,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-24,top30_overlap,1.0,482,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-27,daily_score_spearman,0.000548649511305113,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-02-27,top30_overlap,4.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-27,daily_score_spearman,-0.02503526175787988,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-02-27,top30_overlap,2.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-27,daily_score_spearman,0.0023006509363233084,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260714.0,20260715.0,2023-02-27,top30_overlap,1.0,481,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-03-01,daily_score_spearman,-0.06572960066297745,484,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260714.0,2023-03-01,top30_overlap,0.0,484,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-03-01,daily_score_spearman,0.022359719250636487,484,pass
validation_early,0,D0_R2_RAW_EXACT_REPLAY,prefix64,seed_pair,20260713.0,20260715.0,2023-03-01,top30_overlap,1.0,484,pass
