split_bucket,model_id,metric_id,point_estimate,cluster_bootstrap_rank_ic_ci_low,cluster_bootstrap_rank_ic_ci_high,bootstrap_ci_level,ci_excludes_zero_flag,bootstrap_resample_n,valid_bootstrap_resample_n,invalid_bootstrap_resample_n,bootstrap_cluster_key,bootstrap_random_seed,bootstrap_status
robustness,ridge_payoff_rank_h20_v1,payoff_rank_ic,0.06439789586667599,0.020607514420238376,0.10614408381536045,0.95,True,2000,2000,0,episode_cluster_id,20260629,pass
