split_bucket,model_id,bucket_id,score_cutoff_source,score_cutoff_value,row_n,split_unconditional_event_rate,bucket_event_rate,bucket_lift,target_column,split_local_score_cutoff_recompute_used,bucket_lift_status
train,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.025736680392950042,6074,0.30007409236848603,0.35742509054988475,1.1911227914703568,top30_yes_no,False,pass
train,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.030667126166677054,4049,0.2,0.25586564583847865,1.279328229192393,top20_yes_no,False,pass
robustness,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.025736680392950042,1241,0.34134615384615385,0.35374697824335216,1.0363291756988344,top30_yes_no,False,pass
robustness,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.030667126166677054,859,0.23477564102564102,0.239813736903376,1.0214591933631851,top20_yes_no,False,pass
validation,ridge_payoff_rank_h20_v1,score_top30_bucket,train_frozen_score_cutoff,0.025736680392950042,369,0.3192771084337349,0.3089430894308943,0.9676330725571408,top30_yes_no,False,pass
validation,ridge_payoff_rank_h20_v1,score_top20_bucket,train_frozen_score_cutoff,0.030667126166677054,269,0.2183734939759036,0.22676579925650558,1.0384309703884118,top20_yes_no,False,pass
