cv_scheme,model_id,fold_id,train_row_n,test_row_n,train_episode_cluster_n,test_episode_cluster_n,payoff_rank_ic,decile_payoff_monotonicity_spearman,top3_minus_bottom3_payoff_gap,fold_status
episode_cluster_grouped_cv,ridge_payoff_rank_h20_v1,0,16371,3874,521,131,0.0039013567742888287,0.9272727272727272,0.029774505798079658,pass
episode_cluster_grouped_cv,ridge_payoff_rank_h20_v1,1,16059,4186,521,131,0.017234614808116035,0.6,0.020963306778614146,pass
episode_cluster_grouped_cv,ridge_payoff_rank_h20_v1,2,16335,3910,522,130,0.03939190868404914,0.7212121212121211,0.030959060877612084,pass
episode_cluster_grouped_cv,ridge_payoff_rank_h20_v1,3,15965,4280,522,130,0.002161250648531487,0.3939393939393939,0.02124138003935872,pass
episode_cluster_grouped_cv,ridge_payoff_rank_h20_v1,4,16250,3995,522,130,0.005687610087462159,0.8909090909090909,0.036427207587894264,pass
episode_cluster_grouped_cv,elastic_net_payoff_rank_h20_v1,0,16371,3874,521,131,0.0066606459638923355,0.9030303030303028,0.02915088024544958,pass
episode_cluster_grouped_cv,elastic_net_payoff_rank_h20_v1,1,16059,4186,521,131,0.015223527447358517,0.6848484848484848,0.01953925230101415,pass
episode_cluster_grouped_cv,elastic_net_payoff_rank_h20_v1,2,16335,3910,522,130,0.03989035589326417,0.7818181818181817,0.030339617183045096,pass
episode_cluster_grouped_cv,elastic_net_payoff_rank_h20_v1,3,15965,4280,522,130,0.00028837393660922624,0.4424242424242424,0.020119698387221618,pass
episode_cluster_grouped_cv,elastic_net_payoff_rank_h20_v1,4,16250,3995,522,130,0.0033041051499475074,0.8303030303030302,0.03801891420154761,pass
episode_cluster_grouped_cv,ridge_ordinal_payoff_state_v1,0,16371,3874,521,131,0.014796655437589507,0.6848484848484848,0.023320432573298074,pass
episode_cluster_grouped_cv,ridge_ordinal_payoff_state_v1,1,16059,4186,521,131,-0.02834589706404848,0.7696969696969697,0.02078931920282114,pass
episode_cluster_grouped_cv,ridge_ordinal_payoff_state_v1,2,16335,3910,522,130,0.03241747460501329,0.7696969696969697,0.022632961384741433,pass
episode_cluster_grouped_cv,ridge_ordinal_payoff_state_v1,3,15965,4280,522,130,0.027709269050882997,0.5636363636363636,0.015902211482192133,pass
episode_cluster_grouped_cv,ridge_ordinal_payoff_state_v1,4,16250,3995,522,130,-0.011484635493210443,0.7939393939393938,0.023214819461345338,pass
episode_cluster_grouped_cv,shallow_tree_payoff_depth2_v1,0,16371,3874,521,131,0.021008027736893902,,0.02614920916874387,pass
episode_cluster_grouped_cv,shallow_tree_payoff_depth2_v1,1,16059,4186,521,131,0.011372961378235118,,0.0052719024824373975,pass
episode_cluster_grouped_cv,shallow_tree_payoff_depth2_v1,2,16335,3910,522,130,0.056826488330599716,,0.04149876145308194,pass
episode_cluster_grouped_cv,shallow_tree_payoff_depth2_v1,3,15965,4280,522,130,-0.020862463445042004,,0.04076917864108374,pass
episode_cluster_grouped_cv,shallow_tree_payoff_depth2_v1,4,16250,3995,522,130,-0.014284465892106692,,0.044527050681844364,pass
