artifact_name,artifact_path,authority_role,producer_command,schema_version,required_for_requirement,row_count,content_hash
requirement_03_schedule_action_panel.parquet,ep2/outputs/requirement_03_schedule_bridge/cache/requirement_03_schedule_action_panel.parquet,cache,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,3624,8a1cf85a03da2c483656fe764a7895edbbe2e499fc15c940ad88bcad2c00a726
requirement_03_exposure_daily_panel.parquet,ep2/outputs/requirement_03_schedule_bridge/cache/requirement_03_exposure_daily_panel.parquet,cache,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,15499,5ed2af10405ab1590a0593e93cd8ca15d00eb871c0de7e68ade6d1bd5f3401b2
requirement_03_episode_schedule_summary.parquet,ep2/outputs/requirement_03_schedule_bridge/cache/requirement_03_episode_schedule_summary.parquet,cache,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,7332,70ddc7d21b7adbdd18cfbee1c3d1128438fc51a918664a7a315f0d56052c570d
requirement_03_schedule_results.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_schedule_results.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,9,55bbe4e7a8e47ef355ffc21d4a69ea8635d87db44122bfd4b2a050ec31ffb91c
requirement_03_schedule_comparison.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_schedule_comparison.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,3,e048580cd67e47ce9614fa83d9bf69688df04ef55d22a16751e048a1da8224de
requirement_03_confirm_add_audit.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_confirm_add_audit.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,2444,e74303caa5ab7b8fbf1f15f8d254e5c20d4793f7f1a5fc5e8358d32e14710ec7
requirement_03_gate_audit.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_gate_audit.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,17,0845cc9be7198227a081234055b2e75e5e9e4ee98c528fb07213a2f1e93775ad
requirement_03_baserate_launch_overlap.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_baserate_launch_overlap.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,3,33f22fc89ff801db4306162b3f953f5afc6593b1daa43feff273ab473b3530cc
requirement_03_baserate_score_overlap.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_baserate_score_overlap.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,6,8d6e36066b866b4d0ebd5877dbf0e5aadfab4ef7364b1d99b1bce98e899e8d59
requirement_03_baserate_uncovered_opportunity.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_baserate_uncovered_opportunity.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,3,0b8872787570d7a470454b22e423683acfc28034de9cfbb8577ab370204e96c8
requirement_03_baserate_coverage_gate.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_baserate_coverage_gate.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,2,87336e6d39e2ca09e990a15909fcf123c5eb9a7c0b7b1a2969e84b55c3583e0b
requirement_03_baserate_leakage_audit.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_baserate_leakage_audit.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,11,9f9bdb7d5f4c50c1024605a8b148e638fc58e242987b8f6f5f078305e3349cea
requirement_03_stage_order_audit.csv,ep2/outputs/requirement_03_schedule_bridge/reports/requirement_03_stage_order_audit.csv,report,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,9,9dd96b6df39c6186c50d3f97b0c5d57ada592b5c1a0ac2d8059cde5475c31204
requirement_03_schedule_bridge_manifest.json,ep2/outputs/requirement_03_schedule_bridge/manifests/requirement_03_schedule_bridge_manifest.json,manifest,uv run python ep2/scripts/run_requirement_03_schedule_bridge.py --config ep2/configs/requirement_03_schedule_bridge.yaml,requirement_03_schedule_bridge_v1,True,1,ffce614adb43ab0c5398de5cf772cca7153b79df8c4f3239d9e6968b5c11eb1e
