arm_order,arm_id,model_seed,fold,selected_epoch,initialization_decoder_weight_l2,decoder_weight_l2,decoder_norm_ratio,decoder_bias_abs,latent_variance_q00,latent_variance_q25,latent_variance_q50,latent_variance_q75,latent_variance_q100,latent_covariance_effective_rank,latent_effective_rank_ratio,decoded_source_std,raw_source_std,decoded_source_std_ratio,forecast_score_std,raw_label_std,score_to_label_std_ratio,additional_collapse_flag_n,h01_direct_morphology_support,checkpoint_semantic_sha256,audit_sample_row_key_sha256,status
2,D2_R2_GRADBAL_ONLY,20260714,train_morphology_validation_late_score,16,1.4477590722280833,0.0276126486369901,0.0190726821656137,0.0003648935526143,3.660630303449982e-13,6.988224023446336e-11,2.8505315612570385e-10,8.035352677555865e-10,1.33490884439175e-08,1.7774428789527912,0.0277725449836373,9.177884143175468e-07,0.027419039979577,3.347266771561502e-05,0.00015511244419030845,0.017466217279434204,0.008880711931423604,nan,nan,7356c4fac6074909b7cbb7ede04122cdb819808e33145732a3eaf7c1d524b7ed,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
2,D2_R2_GRADBAL_ONLY,20260715,train_morphology_validation_late_score,12,1.4141645296089598,0.0310301183856597,0.0219423679041364,0.002339654834941,7.957426563051091e-12,3.2726957367131247e-10,1.6616053879039363e-09,3.4809286620740757e-09,1.2448645778237421e-08,1.6150575165333396,0.0252352736958334,3.966997948278832e-06,0.027419039979577,0.0001446804100812,0.00019977071497123688,0.017466217279434204,0.011437548942349366,nan,nan,3c1304c6fc80489926660cc12f94bf02bf07f4c880575d554cad2cf3482350c3,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
3,D3_R2_ST_HARD_ONLY,20260713,train_morphology_validation_late_score,8,1.479985877326066,0.0259623656962877,0.0175423063787572,0.0015006182948127,1.0105739245887359e-10,1.3905212142682754e-09,2.938021424832873e-09,5.575170698816736e-09,7.092710107773759e-08,3.634294646364291,0.056785853849442,3.5713506928445423e-06,0.027419039979577,0.0001302507562447,0.000204747193492949,0.017466217279434204,0.011722469165320125,nan,nan,80cd5a4f38e7f53fa3f93f8adad56e42ddb17028fc9dec8dee2e42521555ab8c,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
3,D3_R2_ST_HARD_ONLY,20260714,train_morphology_validation_late_score,16,1.4477590722280833,0.0289907037249129,0.0200245360440371,0.0003795077500399,4.186110715605462e-14,5.435380329489428e-12,3.0183135943087674e-11,8.835724524210788e-11,4.12439130599895e-10,1.250969991413704,0.0195464061158391,4.784161623149074e-07,0.027419039979577,1.74483192216523e-05,0.0001626244920771569,0.017466217279434204,0.009310802074393118,nan,nan,cc229f24ec5a14f8673877862a9a3fd4760b9e2503d422a0e7ef6ac3480f4d78,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
3,D3_R2_ST_HARD_ONLY,20260715,train_morphology_validation_late_score,3,1.4141645296089598,0.0121141779100559,0.0085663143548125,0.0008250251412391,6.617674702765871e-09,7.59911614806996e-08,1.6071957668888064e-07,7.32357993944401e-07,2.701792347707495e-06,5.779006536356597,0.0902969771305718,2.4404018308045505e-05,0.027419039979577,0.0008900391234055,0.0001528171997051686,0.017466217279434204,0.008749301423445875,nan,nan,6049f469d35b9d0d8e7d598161279306c240e479e0a0782d4fbe3d81617696b8,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
4,D4_R2_REPAIR_COMBINED_V1,20260713,train_morphology_validation_late_score,3,1.479985877326066,2.691429799374515,1.818551001471176,0.0220375973731279,5.316639862206188e-05,0.001365680618521,0.004488911507566,0.0074921330617755,0.0659496117381235,1.955575807584774,0.030555871993512,0.9479831963122348,1.001701831817627,0.9463726292604284,0.13441182672977448,0.017466217279434204,7.695531584165004,nan,nan,d94f8a4e067e4a3ab7b6685d6253f8467aadb33f76c94989a6770cf9349fa096,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
4,D4_R2_REPAIR_COMBINED_V1,20260714,train_morphology_validation_late_score,8,1.4477590722280833,3.2314250101073685,2.232018484356133,0.0156237073242664,1.3615129320994203e-05,0.0006005815747907,0.0024830160180321,0.0098693485746367,0.075923476824564,1.598082346726323,0.0249700366675987,0.9794140346033364,1.001701831817627,0.9777500684272002,0.14079315960407257,0.017466217279434204,8.060884469234852,nan,nan,fdbb6a82a142dd7455658fc5a4155fdef266edcaf3a68414ff2f14a410f449a6,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
4,D4_R2_REPAIR_COMBINED_V1,20260715,train_morphology_validation_late_score,18,1.4141645296089598,3.535044352192983,2.499740502733782,0.0152553487569093,6.498465698030732e-06,0.0004721246614486,0.0027737481087098,0.0115247397299028,0.0449187945147306,1.1766196138290472,0.0183846814660788,0.9892992458808638,1.001701831817627,0.9876184853188716,0.17309904098510742,0.017466217279434204,9.910505418303988,nan,nan,9a3ee094f63cfa3048a803c6d083c31b3043d347548034e157eb70b5d8e41444,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
5,D5_K2_RAW_NO_RESIDUAL,20260713,train_morphology_validation_late_score,8,1.479985877326066,1.826320588176623,1.2340121727893036,0.0012018458219245,2.28956589257455e-08,3.077448639660044e-06,6.0107279411951415e-06,1.0473462902953336e-05,2.278771769658422e-05,8.721302462881496,0.1362703509825233,0.0273163209224807,0.027419039979577,0.9962537325459684,0.0038974096532911062,0.017466217279434204,0.2231398814602035,nan,nan,338e652585262c881af736b4b527a5185aa4a5e9520e3236b4a19e43f52fe39f,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
5,D5_K2_RAW_NO_RESIDUAL,20260714,train_morphology_validation_late_score,15,1.4477590722280833,2.70626001260359,1.869275119401386,0.000709076586645,1.4799363975495383e-09,2.538038139719959e-07,2.258678296812707e-06,5.331897079116411e-06,1.5082234729142218e-05,8.731784980445566,0.1364341403194619,0.0273915716213798,0.027419039979577,0.9989982013149388,0.004741183947771788,0.017466217279434204,0.2714488129810654,nan,nan,bc7603bf2e381ab207fef40ddee02d9d6bccf0ec7a8244895e29151aea76e67c,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
5,D5_K2_RAW_NO_RESIDUAL,20260715,train_morphology_validation_late_score,25,1.4141645296089598,3.275823642013001,2.3164374253672038,0.0013956219190731,4.0057622730224477e-10,1.871630958456563e-07,1.085007704115258e-06,3.3118444632303475e-06,1.7191075870802684e-05,10.462309084180154,0.1634735794403149,0.0273679625654641,0.027419039979577,0.9981371552705344,0.005503511521965265,0.017466217279434204,0.3150946443592819,nan,nan,da9e3d19f3e14a36a908feea03d32fba78c4ae5991d84834791d683d7141e7a5,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
6,D6_R1_RAW_MLP_RESIDUAL,20260713,train_morphology_validation_late_score,8,1.479985877326066,1.8107713505911196,1.2235058309223146,0.0012123119086027,6.877736803844041e-08,1.7700551336683691e-06,5.582210442050376e-06,8.131640429057927e-06,2.15813152053368e-05,6.425667461605074,0.1004010540875792,0.0269623287234984,0.027419039979577,0.9833432805663932,0.0036533642560243607,0.017466217279434204,0.2091674572447954,nan,nan,eac0555d1d45081850a87f6e6bb5bc49209d9b8b34bef1e8d556045681f5adfa,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
6,D6_R1_RAW_MLP_RESIDUAL,20260714,train_morphology_validation_late_score,7,1.4477590722280833,1.7256022718806576,1.191912594424276,0.0009346957085654,9.690052755368059e-08,2.935739640434683e-06,5.869224899788186e-06,8.526518843886658e-06,2.9037106048814404e-05,6.074261469665731,0.094910335463527,0.0269180020126277,0.027419039979577,0.9817266407823731,0.0030161719769239426,0.017466217279434204,0.1726860446466201,nan,nan,df45f24ccbe89adae10837e11e72ac6e3b98f404d3e5e1bc9d24f23e1bbafee6,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
6,D6_R1_RAW_MLP_RESIDUAL,20260715,train_morphology_validation_late_score,6,1.4141645296089598,1.582378352313338,1.1189492588609136,0.0015358637319877,3.594764533577575e-07,5.484576195008264e-06,8.587631182505185e-06,1.351811919233066e-05,5.265793528312967e-05,8.140827260574047,0.1272004259464695,0.0267793375639123,0.027419039979577,0.9766694086977092,0.0026624654419720173,0.017466217279434204,0.15243514948751768,nan,nan,bb9bf1e9d26516fa7d864a3dec089b65cedf680446c26f8df5b4e9184ba444e7,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
