arm_order,arm_id,model_seed,fold,selected_epoch,initialization_decoder_weight_l2,decoder_weight_l2,decoder_norm_ratio,decoder_bias_abs,latent_variance_q00,latent_variance_q25,latent_variance_q50,latent_variance_q75,latent_variance_q100,latent_covariance_effective_rank,latent_effective_rank_ratio,decoded_source_std,raw_source_std,decoded_source_std_ratio,forecast_score_std,raw_label_std,score_to_label_std_ratio,additional_collapse_flag_n,h01_direct_morphology_support,checkpoint_semantic_sha256,audit_sample_row_key_sha256,status
-1,SEALED_V4_R2,20260713,train_morphology_validation_late_score,8,1.479985877326066,0.026052583165421,0.0176032647098572,0.0014886141289025,1.9838686304660109e-10,1.914771576453475e-09,4.196204837597083e-09,7.568827500051007e-09,7.203819680262066e-08,3.7289713151580486,0.0582651767993445,4.185848316651899e-06,0.027419039979577,0.0001526621034058,0.0002045683359028,0.0174662172794342,0.0117122289634944,3.0,1.0,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
-1,SEALED_V4_R2,20260714,train_morphology_validation_late_score,16,1.4477590722280833,0.0263590611145814,0.0182068008553489,0.0003733356716111,4.643169137675859e-13,2.6324819485330992e-11,7.543508643012695e-11,2.914363218720205e-10,1.079692546673154e-09,1.336106521192386,0.020876664393631,5.314279864536584e-07,0.027419039979577,1.938171383277788e-05,0.0001490775030106,0.0174662172794342,0.0085351911421692,3.0,1.0,e1678f1f31fb6837cc0d7449a64b08b65f2fbe48411d2b6843acaf6a1218fcfd,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
-1,SEALED_V4_R2,20260715,train_morphology_validation_late_score,3,1.4141645296089598,0.0121465264616664,0.0085891890281148,0.0007940155337564,5.650396267795721e-09,7.269860300936258e-08,1.6601646890199345e-07,8.024371090230158e-07,3.266533265603955e-06,5.361052043068783,0.0837664381729497,2.4671074928131907e-05,0.027419039979577,0.0008997789472756,0.0001526084233773,0.0174662172794342,0.0087373482727183,3.0,1.0,ff28f8c6ba815dbddec63e3ab2242bf1be3d91e77f408e3b61c3e997f64c16a8,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
0,D0_R2_RAW_EXACT_REPLAY,20260713,train_morphology_validation_late_score,8,1.479985877326066,0.026052583165421,0.0176032647098572,0.0014886141289025,1.9838686304660109e-10,1.914771576453475e-09,4.196204837597083e-09,7.568827500051007e-09,7.203819680262066e-08,3.7289713151580486,0.0582651767993445,4.185848316651899e-06,0.027419039979577,0.0001526621034058,0.00020456833590287715,0.017466217279434204,0.011712228963494485,nan,nan,cd82c881c535500e1c6f4b93184605f0a8a5fa24f3de15ed0df698a832ce31cd,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
0,D0_R2_RAW_EXACT_REPLAY,20260714,train_morphology_validation_late_score,16,1.4477590722280833,0.0263590611145814,0.0182068008553489,0.0003733356716111,4.643169137675859e-13,2.6324819485330992e-11,7.543508643012695e-11,2.914363218720205e-10,1.079692546673154e-09,1.336106521192386,0.020876664393631,5.314279864536584e-07,0.027419039979577,1.938171383277788e-05,0.0001490775030106306,0.017466217279434204,0.008535191142169267,nan,nan,e1678f1f31fb6837cc0d7449a64b08b65f2fbe48411d2b6843acaf6a1218fcfd,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
0,D0_R2_RAW_EXACT_REPLAY,20260715,train_morphology_validation_late_score,3,1.4141645296089598,0.0121465264616664,0.0085891890281148,0.0007940155337564,5.650396267795721e-09,7.269860300936258e-08,1.6601646890199345e-07,8.024371090230158e-07,3.266533265603955e-06,5.361052043068783,0.0837664381729497,2.4671074928131907e-05,0.027419039979577,0.0008997789472756,0.00015260842337738723,0.017466217279434204,0.008737348272718314,nan,nan,ff28f8c6ba815dbddec63e3ab2242bf1be3d91e77f408e3b61c3e997f64c16a8,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
1,D1_R2_RETURN_PATH_CSZ_ONLY,20260713,train_morphology_validation_late_score,16,1.479985877326066,1.3586467371522306,0.9180133121316923,0.090916134417057,0.0004867207515806,0.0113995355536509,0.0239330985797191,0.0457377985325839,0.1225673663283481,1.2855246058277312,0.0200863219660583,0.9947066722418636,1.001701831817627,0.9930167247841902,0.19301097095012665,0.017466217279434204,11.050530739554558,nan,nan,0dd6abceb84ad4d75ad2d8a449b1aa0cbf04df9357292a5d771e6b7de5151e21,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
1,D1_R2_RETURN_PATH_CSZ_ONLY,20260714,train_morphology_validation_late_score,31,1.4477590722280833,1.440702112488583,0.9951255979845876,0.175713449716568,0.0024131476968086,0.0065787994397207,0.0234627327606088,0.058887255604399,0.1502284707869677,1.511541747867371,0.0236178398104276,0.995077179621728,1.001701831817627,0.9933866026940592,0.19287386536598206,0.017466217279434204,11.042680981249648,nan,nan,c6559bbc8b3aeb5ebcca0749820986c146740205a79a8460823eb2daadbbb9a5,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
1,D1_R2_RETURN_PATH_CSZ_ONLY,20260715,train_morphology_validation_late_score,16,1.4141645296089598,1.3546236966171823,0.9578968134575956,0.102984607219696,0.000634604482212,0.0093577329320392,0.0182389643614987,0.0699843013682949,0.1373228958008471,1.3897941047850892,0.021715532887267,0.9936977527656268,1.001701831817627,0.9920095194021192,0.1921648532152176,0.017466217279434204,11.002087638144996,nan,nan,62274205eb50c2147abc39bcb22dff7aba48e6b2911906a4467528c6cc1766fe,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
2,D2_R2_GRADBAL_ONLY,20260713,train_morphology_validation_late_score,8,1.479985877326066,0.0260244692804205,0.0175842686603467,0.0014801595825701,3.1216094028644583e-11,1.1234923235565927e-09,2.061930077918866e-09,4.5547670930612305e-09,2.4556772056575153e-08,3.0211451107847718,0.047205392356012,3.5196319722615613e-06,0.027419039979577,0.0001283645224224,0.0002040518302237615,0.017466217279434204,0.011682657266838462,nan,nan,4c5b47f4b1bae23bc949fa54329e93fa7fcbea557abce201a8d8064a8e09481f,25f8d269736d5dc2e6879eac596dc2d23e47623f1a0086404adb99ce24d62f9a,pass
