arm_order,arm_id,model_seed,fold,aggregation_key,metric_id,operator_i,operator_j,alignment_permutation_json,metric_value,observation_n,status
-1,SEALED_V4_R2,20260713,validation_early,fold,effective_operator_count,,,,3.9987477625856704,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,0,1,,1.037094423306503,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,0,2,,1.0594611639250693,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,0,3,,1.0370149776574862,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,1,2,,1.03773378434672,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,1,3,,1.0231471870886661,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,k_frobenius_distance,2,3,,1.0300647221210186,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,selection_share,0,,,0.0,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,selection_share,1,,,0.0,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,selection_share,2,,,0.0,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,selection_share,3,,,1.0,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,selector_entropy,,,,1.385981252752999,519320,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,spectral_radius,0,,,1.1886271332630003,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,spectral_radius,1,,,1.183850983441822,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,spectral_radius,2,,,1.209879394277079,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,spectral_radius,3,,,1.179783470041656,4096,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,switching_rate,,,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,0,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,0,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,0,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,0,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,1,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,1,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,1,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,1,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,2,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,2,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,2,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,2,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,3,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,3,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,3,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_early,fold,transition_share,3,3,,1.0,467388,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,effective_operator_count,,,,3.9987465854012387,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,0,1,,1.037094423306503,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,0,2,,1.0594611639250693,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,0,3,,1.0370149776574862,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,1,2,,1.03773378434672,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,1,3,,1.0231471870886661,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,k_frobenius_distance,2,3,,1.0300647221210186,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,selection_share,0,,,0.0,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,selection_share,1,,,0.0,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,selection_share,2,,,0.0,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,selection_share,3,,,1.0,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,selector_entropy,,,,1.385980958364687,501670,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,spectral_radius,0,,,1.1886271332630003,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,spectral_radius,1,,,1.183850983441822,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,spectral_radius,2,,,1.209879394277079,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,spectral_radius,3,,,1.179783470041656,4096,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,switching_rate,,,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,0,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,0,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,0,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,0,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,1,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,1,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,1,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,1,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,2,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,2,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,2,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,2,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,3,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,3,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,3,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260713,validation_late,fold,transition_share,3,3,,1.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,effective_operator_count,,,,3.9999336358243003,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,0,1,,2.061022096878392,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,0,2,,2.068228853430604,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,0,3,,2.050991821209857,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,1,2,,2.082887046436124,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,1,3,,2.0578020154962386,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,k_frobenius_distance,2,3,,2.0251280211118017,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,selection_share,0,,,0.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,selection_share,1,,,1.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,selection_share,2,,,0.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,selection_share,3,,,0.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,selector_entropy,,,,1.3862777699383328,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,spectral_radius,0,,,1.2447014917439132,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,spectral_radius,1,,,1.2329944367167514,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,spectral_radius,2,,,1.2340330635132504,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,spectral_radius,3,,,1.2547632154789283,4096,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,switching_rate,,,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,0,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,0,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,0,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,0,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,1,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,1,1,,1.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,1,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,1,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,2,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,2,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,2,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,2,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,3,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,3,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,3,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,fold,transition_share,3,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260714,validation_early,seed_pair:20260713:20260714,cross_seed_assignment_agreement_aligned,,,"[1,0,3,2]",0.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_early,seed_pair:20260713:20260714,cross_seed_assignment_agreement_raw,,,,0.0,519320,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,effective_operator_count,,,,3.999933635067135,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,0,1,,2.061022096878392,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,0,2,,2.068228853430604,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,0,3,,2.050991821209857,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,1,2,,2.082887046436124,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,1,3,,2.0578020154962386,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,k_frobenius_distance,2,3,,2.0251280211118017,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,selection_share,0,,,0.0,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,selection_share,1,,,1.0,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,selection_share,2,,,0.0,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,selection_share,3,,,0.0,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,selector_entropy,,,,1.3862777697490383,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,spectral_radius,0,,,1.2447014917439132,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,spectral_radius,1,,,1.2329944367167514,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,spectral_radius,2,,,1.2340330635132504,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,spectral_radius,3,,,1.2547632154789283,4096,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,switching_rate,,,,0.0,451503,pass
