token_grid_size,family_grid_size,token_threshold_candidate_n,orientation_candidate_n,universe_floor_cap_candidate_n,match_coarsening_policy_n,effective_search_space_n,effective_search_space_n_conservative,effective_search_space_n_outcome_free_adjusted,selected_token_rank_train,raw_p_value,fdr_q_value,deflated_auc,deflated_auc_validation,selection_split,readout_only_splits,search_control_status
80,5,4,2,144,4,368640,368640,640,34,0.0,0.0,0.6400156492312564,0.6400156492312564,train,"validation,robustness",pass
