token_id,family_id,primitive_id,split_bucket,treated_n,treated_positive_n,treated_winner_rate,control_n,control_positive_n,control_winner_rate,native_baseline_winner_rate,winner_rate_diff_vs_control,winner_rate_diff_vs_control_ci_low,winner_rate_diff_vs_control_ci_high,winner_rate_ratio_vs_control,odds_ratio_vs_control,auc_one_vs_rest,broad_morphology_baseline_auc,auc_margin_vs_broad_morphology_baseline,rank_ic,top_decile_lift,control_match_quality,metric_status
trend_ma_5_20_spread__top_10pct,breakout_trend,trend_ma_5_20_spread,validation,2899,149,0.05139703345981373,19204,1244,0.06477817121433035,0.09591074428694929,-0.013381137754516624,-0.02214036831385264,-0.004621907195180611,0.7934313750500505,0.7844279600283056,0.4978057030090077,,,-0.0022383361837474045,-0.04110728644972861,coarsened_caveat,fail
trend_ma_5_20_spread__top_10pct,breakout_trend,trend_ma_5_20_spread,robustness,9741,1133,0.11631249358382097,48480,4822,0.09946369636963696,0.1363712925107569,0.016848797214184003,0.009947258320260255,0.02375033610810775,1.16939645146073,1.192039412261857,0.518773967922338,,,0.02231884457945318,-0.019543854139910152,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_10pct,breakout_trend,trend_ma_20_60_spread,train,21680,2654,0.12241697416974169,114622,17259,0.15057318839315315,0.14517929462992518,-0.028156214223411455,-0.032985510057990115,-0.023326918388832794,0.8130064553730884,0.7870309138931999,0.5396875593758187,,,0.04843227537635572,-0.02276232046018349,coarsened_caveat,fail
trend_ma_20_60_spread__bottom_10pct,breakout_trend,trend_ma_20_60_spread,validation,4946,261,0.05276991508289527,31803,2997,0.09423639279313273,0.09591074428694929,-0.04146647771023746,-0.048475943468120314,-0.03445701195235461,0.5599738436374101,0.5363484794935914,0.5145913194151676,,,0.014884164881299138,-0.03523548739574068,coarsened_caveat,fail
trend_ma_20_60_spread__bottom_10pct,breakout_trend,trend_ma_20_60_spread,robustness,5419,679,0.12529987082487543,50989,6601,0.12945929514208948,0.1363712925107569,-0.0041594243172140555,-0.013442988130543428,0.005124139496115317,0.9678707943477614,0.9638138257643979,0.5179026004451546,,,0.021282946607155115,-0.01862515868745264,coarsened_caveat,fail
trend_ma_20_60_spread__bottom_20pct,breakout_trend,trend_ma_20_60_spread,train,43359,6003,0.13844876496229155,151134,23513,0.15557716992867257,0.14517929462992518,-0.017128404966381017,-0.0208576195935466,-0.013399190339215432,0.8899041229877502,0.872257879277829,0.5396875593758187,,,0.04843227537635572,-0.02276232046018349,coarsened_caveat,fail
trend_ma_20_60_spread__bottom_20pct,breakout_trend,trend_ma_20_60_spread,validation,11213,833,0.07428877196111656,40250,4197,0.10427329192546583,0.09591074428694929,-0.029984519964349268,-0.03568311703925485,-0.024285922889443687,0.7124429524505461,0.689674324358401,0.5145913194151676,,,0.014884164881299138,-0.03523548739574068,primary_comparable,fail
trend_ma_20_60_spread__bottom_20pct,breakout_trend,trend_ma_20_60_spread,robustness,15251,1816,0.11907415907153629,75897,10114,0.1332595491257889,0.1363712925107569,-0.014185390054252622,-0.01986582452627816,-0.008504955582227084,0.8935506674957869,0.8793345279943111,0.5179026004451546,,,0.021282946607155115,-0.01862515868745264,primary_comparable,fail
trend_ma_20_60_spread__top_20pct,breakout_trend,trend_ma_20_60_spread,train,43359,4616,0.10646001983440577,173435,26858,0.1548591691411768,0.14517929462992518,-0.04839914930677104,-0.05176466721756727,-0.04503363139597481,0.687463457442109,0.6502787231502322,0.4603124406241813,,,-0.04843227537635572,-0.05288224665944548,coarsened_caveat,fail
trend_ma_20_60_spread__top_20pct,breakout_trend,trend_ma_20_60_spread,validation,5968,391,0.06551608579088472,22999,1674,0.07278577329449107,0.09591074428694929,-0.007269687503606348,-0.014388717095468679,-0.0001506579117440173,0.9001221368605482,0.8939356516974434,0.4854086805848325,,,-0.014884164881299138,-0.030016110458862516,coarsened_caveat,fail
trend_ma_20_60_spread__top_20pct,breakout_trend,trend_ma_20_60_spread,robustness,23510,2435,0.10357294768183752,107104,15377,0.14357073498655512,0.1363712925107569,-0.039997787304717605,-0.04442280341249012,-0.03557277119694509,0.7214071007683895,0.689325062099839,0.48209739955484543,,,-0.021282946607155115,-0.04457830521937731,coarsened_caveat,fail
trend_ma_20_60_spread__top_10pct,breakout_trend,trend_ma_20_60_spread,train,21680,2001,0.0922970479704797,75543,9251,0.12246005586222417,0.14517929462992518,-0.03016300789174446,-0.03466958760293135,-0.02565642818055757,0.753691049057826,0.728775524224929,0.4603124406241813,,,-0.04843227537635572,-0.05288224665944548,coarsened_caveat,fail
trend_ma_20_60_spread__top_10pct,breakout_trend,trend_ma_20_60_spread,validation,2338,151,0.06458511548331908,10813,653,0.06039027097012855,0.09591074428694929,0.004194844513190528,-0.006733193625147288,0.015122882651528344,1.0694622568470584,1.0767975516449886,0.4854086805848325,,,-0.014884164881299138,-0.030016110458862516,coarsened_caveat,pass
trend_ma_20_60_spread__top_10pct,breakout_trend,trend_ma_20_60_spread,robustness,11747,1059,0.09015067676853665,42807,3766,0.08797626556404327,0.1363712925107569,0.0021744112044933817,-0.0036585435591738437,0.008007365968160606,1.024715884341675,1.0274784523745362,0.48209739955484543,,,-0.021282946607155115,-0.04457830521937731,coarsened_caveat,pass
volatility_20d__bottom_10pct,volatility_range,volatility_20d,train,21680,5044,0.2326568265682657,158419,22246,0.1404250752750617,0.14517929462992518,0.09223175129320399,0.08635296688692581,0.09811053569948217,1.6568040010841536,1.8560388740948337,0.6325466566122414,,,0.16175185056025815,0.08747753193834051,coarsened_caveat,pass
volatility_20d__bottom_10pct,volatility_range,volatility_20d,validation,11040,1885,0.17074275362318841,45922,3709,0.08076738817995732,0.09591074428694929,0.08997536544323109,0.08252701421350372,0.09742371667295846,2.1140061288444483,2.34358363206691,0.6414615813850393,,,0.14430069288453148,0.09541204155549077,coarsened_caveat,pass
volatility_20d__bottom_10pct,volatility_range,volatility_20d,robustness,26507,5870,0.22145093748821065,88109,10878,0.12346071343449591,0.1363712925107569,0.09799022405371474,0.09254005581102538,0.1034403922964041,1.7936955921261952,2.0194981510298473,0.6317020989139266,,,0.15656992110293308,0.10386756830688207,coarsened_caveat,pass
volatility_20d__bottom_20pct,volatility_range,volatility_20d,train,43359,9978,0.2301252335155331,154019,19674,0.1277374869334303,0.14517929462992518,0.10238774658210281,0.0980894403788934,0.10668605278531222,1.8015481519177032,2.0411683877375606,0.6325466566122414,0.6007532368440605,0.03179341976818095,0.16175185056025815,0.08747753193834051,coarsened_caveat,pass
volatility_20d__bottom_20pct,volatility_range,volatility_20d,validation,21170,3171,0.1497874350495985,40137,2709,0.067493833619852,0.09591074428694929,0.08229360142974648,0.07689613940452367,0.0876910634549693,2.219275851083697,2.433983006058466,0.6414615813850393,0.590409388447316,0.05105219293772323,0.14430069288453148,0.09541204155549077,insufficient_control,pass
volatility_20d__bottom_20pct,volatility_range,volatility_20d,robustness,46770,9170,0.19606585418002995,83844,8642,0.10307237250131196,0.1363712925107569,0.09299348167871799,0.0888483455413122,0.09713861781612378,1.9022153989667243,2.12222919751808,0.6317020989139266,0.6221373554936905,0.009564743420236055,0.15656992110293308,0.10386756830688207,insufficient_control,pass
volatility_20d__top_20pct,volatility_range,volatility_20d,train,43359,2955,0.06815194077354182,170394,28147,0.16518774135239503,0.14517929462992518,-0.0970358005788532,-0.09999137796512375,-0.09408022319258266,0.41257262927370186,0.3696630491795382,0.36745334338775865,,,-0.16175185056025815,-0.08641545699154879,coarsened_caveat,fail
volatility_20d__top_20pct,volatility_range,volatility_20d,validation,4792,184,0.038397328881469114,50010,4876,0.09750049990002,0.09591074428694929,-0.05910317101855088,-0.06513293874705765,-0.053073403290044105,0.393816738589473,0.3705417820380386,0.3585384186149607,,,-0.14430069288453148,-0.05627610067253076,coarsened_caveat,fail
volatility_20d__top_20pct,volatility_range,volatility_20d,robustness,20121,1383,0.06873415834203071,104087,15232,0.14633912015909767,0.1363712925107569,-0.07760496181706696,-0.08170753224329691,-0.073502391390837,0.4696909361441013,0.4306827412820418,0.3682979010860734,,,-0.15656992110293308,-0.07083768356878782,coarsened_caveat,fail
volatility_20d__top_10pct,volatility_range,volatility_20d,train,21680,1274,0.058763837638376386,181028,28516,0.15752259319000375,0.14517929462992518,-0.09875875555162736,-0.10231073590355973,-0.09520677519969499,0.37305021742179834,0.3340262020161124,0.36745334338775865,,,-0.16175185056025815,-0.08641545699154879,coarsened_caveat,fail
volatility_20d__top_10pct,volatility_range,volatility_20d,validation,2012,110,0.05467196819085487,38211,3614,0.09458009473711758,0.09591074428694929,-0.03990812654626271,-0.05026602138985378,-0.029550231702671636,0.5780494124351842,0.5559479094732507,0.3585384186149607,,,-0.14430069288453148,-0.05627610067253076,coarsened_caveat,fail
volatility_20d__top_10pct,volatility_range,volatility_20d,robustness,11041,699,0.06330948283669957,96540,13740,0.1423244251087632,0.1363712925107569,-0.07901494227206363,-0.08406368454788454,-0.07396619999624271,0.44482514359934333,0.407560993401141,0.3682979010860734,,,-0.15656992110293308,-0.07083768356878782,coarsened_caveat,fail
volatility_60d__bottom_10pct,volatility_range,volatility_60d,train,21680,4599,0.2121309963099631,152021,21849,0.14372356450753515,0.14517929462992518,0.06840743180242795,0.06268697052069534,0.07412789308416055,1.4759653160344592,1.6042142155682677,0.5885539021371434,,,0.1080657778258299,0.06695170168003792,coarsened_caveat,pass
volatility_60d__bottom_10pct,volatility_range,volatility_60d,validation,9210,1415,0.15363735070575463,44151,3959,0.08966954315870536,0.09591074428694929,0.06396780754704927,0.056135912163478,0.07179970293062055,1.7133727383202253,1.8431919752823487,0.6073627164073994,,,0.10951746909557451,0.0683365236954353,coarsened_caveat,pass
volatility_60d__bottom_10pct,volatility_range,volatility_60d,robustness,23752,4573,0.19253115527113507,81651,11404,0.13966760970471886,0.1363712925107569,0.052863545566416204,0.04731408076950131,0.058413010363331096,1.3784953839918843,1.4688113699865126,0.614272843913204,,,0.13584969642276426,0.05885149113646407,coarsened_caveat,pass
volatility_60d__bottom_20pct,volatility_range,volatility_60d,train,43359,8624,0.1988975760511082,148273,20288,0.13682868762350528,0.14517929462992518,0.062068888427602914,0.05792441635759186,0.06621336049761396,1.4536248173218635,1.5662864900431024,0.5885539021371434,,,0.1080657778258299,0.06695170168003792,coarsened_caveat,pass
volatility_60d__bottom_20pct,volatility_range,volatility_60d,validation,18701,2597,0.13886957916688947,42606,3283,0.07705487490024879,0.09591074428694929,0.06181470426664068,0.056249042852543764,0.0673803656807376,1.8022166585392911,1.9316278361504493,0.6073627164073994,,,0.10951746909557451,0.0683365236954353,insufficient_control,pass
volatility_60d__bottom_20pct,volatility_range,volatility_60d,robustness,41581,7807,0.18775402226978669,89033,10005,0.11237406354947042,0.1363712925107569,0.07537995872031626,0.0710912963930605,0.07966862104757202,1.6707949889801017,1.8258622393725434,0.614272843913204,,,0.13584969642276426,0.05885149113646407,insufficient_control,pass
volatility_60d__top_20pct,volatility_range,volatility_60d,train,43359,3842,0.08860905463686893,163739,26193,0.15996799785023727,0.14517929462992518,-0.07135894321336834,-0.07456946759085187,-0.06814841883588482,0.5539173823993541,0.5105995466925821,0.41144609786285663,,,-0.1080657778258299,-0.06990254186239751,coarsened_caveat,fail
volatility_60d__top_20pct,volatility_range,volatility_60d,validation,6361,395,0.0620971545354504,45001,4456,0.09902002177729384,0.09591074428694929,-0.03692286724184344,-0.043464121435770706,-0.03038161304791617,0.6271171569232055,0.6030809252328267,0.39263728359260064,,,-0.10951746909557451,-0.03344132657368881,coarsened_caveat,fail
volatility_60d__top_20pct,volatility_range,volatility_60d,robustness,23092,1587,0.06872509960159362,100635,14560,0.14468127391066726,0.1363712925107569,-0.07595617430907364,-0.07987673190120187,-0.07203561671694542,0.47501032956087735,0.43638262974600034,0.385727156086796,,,-0.13584969642276426,-0.07504837105921808,coarsened_caveat,fail
volatility_60d__top_10pct,volatility_range,volatility_60d,train,21680,1632,0.07527675276752767,160932,25096,0.15594163994730695,0.14517929462992518,-0.08066488717977928,-0.08459884579296555,-0.07673092856659301,0.48272387537391465,0.44073204611783173,0.41144609786285663,,,-0.1080657778258299,-0.06990254186239751,coarsened_caveat,fail
volatility_60d__top_10pct,volatility_range,volatility_60d,validation,2486,153,0.06154465004022526,32481,2708,0.08337181737015487,0.09591074428694929,-0.021827167329929606,-0.03174110923423519,-0.011913225425624023,0.7381948958480637,0.7231054344505602,0.39263728359260064,,,-0.10951746909557451,-0.03344132657368881,coarsened_caveat,fail
volatility_60d__top_10pct,volatility_range,volatility_60d,robustness,13176,807,0.061247723132969036,88158,10536,0.1195126931191724,0.1363712925107569,-0.05826496998620336,-0.06288540395121671,-0.05364453602119001,0.512478813207696,0.48092974725799953,0.385727156086796,,,-0.13584969642276426,-0.07504837105921808,coarsened_caveat,fail
vol_ratio_20d_60d__bottom_10pct,volatility_range,vol_ratio_20d_60d,train,21680,4656,0.21476014760147602,177905,25297,0.1421938675135606,0.14517929462992518,0.07256628008791541,0.06686412084488162,0.0782684393309492,1.5103334015511953,1.6500091804527504,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_10pct,volatility_range,vol_ratio_20d_60d,validation,9033,1357,0.1502269456437507,51573,4446,0.08620789948228724,0.09591074428694929,0.06401904616146345,0.056262945652852524,0.07177514667007438,1.7426122959255859,1.874272311597409,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_10pct,volatility_range,vol_ratio_20d_60d,robustness,24325,4193,0.17237410071942447,99244,13025,0.13124219096368547,0.1363712925107569,0.04113190975573899,0.035941274337198945,0.04632254517427904,1.313404625857855,1.3787643207842322,0.562922956469998,,,0.07480398878461916,0.04269776276408618,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_20pct,volatility_range,vol_ratio_20d_60d,train,43359,8688,0.2003736248529717,164652,22187,0.13475086849840875,0.14517929462992518,0.06562275635456294,0.061509909742701374,0.0697356029664245,1.486993197786609,1.6090647124429225,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_20pct,volatility_range,vol_ratio_20d_60d,validation,17543,2409,0.13731972866670467,43764,3471,0.07931176309295311,0.09591074428694929,0.058007965573751555,0.052320269675828285,0.06369566147167482,1.7313917042263507,1.8478923873855146,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,insufficient_control,pass
vol_ratio_20d_60d__bottom_20pct,volatility_range,vol_ratio_20d_60d,robustness,39447,6460,0.1637640378229016,91167,11352,0.12451874033367337,0.1363712925107569,0.03924529748922824,0.03501096351151585,0.04347963146694063,1.315175831236828,1.376931881216309,0.562922956469998,,,0.07480398878461916,0.04269776276408618,insufficient_control,pass
vol_ratio_20d_60d__top_20pct,volatility_range,vol_ratio_20d_60d,train,43359,3538,0.08159782282801725,170242,27592,0.1620751635906533,0.14517929462992518,-0.08047734076263605,-0.08359243827532568,-0.07736224324994641,0.503456674176838,0.4593924272633356,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_ratio_20d_60d__top_20pct,volatility_range,vol_ratio_20d_60d,validation,6116,569,0.09303466317854807,54085,5223,0.09657021355274105,0.09591074428694929,-0.0035355503741929806,-0.011229393603884488,0.004158292855498528,0.9633888106474771,0.9603079006533246,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,fail
vol_ratio_20d_60d__top_20pct,volatility_range,vol_ratio_20d_60d,robustness,22380,2044,0.09133154602323502,102238,15332,0.14996380993368416,0.1363712925107569,-0.05863226391044914,-0.06299514029917566,-0.05426938752172261,0.6090239109263959,0.5698364035377078,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
vol_ratio_20d_60d__top_10pct,volatility_range,vol_ratio_20d_60d,train,21680,1422,0.06559040590405904,184082,28740,0.15612607424951924,0.14517929462992518,-0.0905356683454602,-0.09422470842063711,-0.08684662827028329,0.42011179887372985,0.3795254992089751,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_ratio_20d_60d__top_10pct,volatility_range,vol_ratio_20d_60d,validation,2584,258,0.0998452012383901,51889,5108,0.09844090269613984,0.09591074428694929,0.0014042985422502569,-0.010435599444703826,0.01324419652920434,1.0142653968400204,1.0175089447870107,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,pass
vol_ratio_20d_60d__top_10pct,volatility_range,vol_ratio_20d_60d,robustness,11772,960,0.08154943934760449,104934,15172,0.14458612079974079,0.1363712925107569,-0.0630366814521363,-0.06841896384009234,-0.057654399064180246,0.5640198305102511,0.5255439516847201,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
vol_compression_20d_60d__bottom_10pct,volatility_range,vol_compression_20d_60d,train,21680,1422,0.06559040590405904,184082,28740,0.15612607424951924,0.14517929462992518,-0.0905356683454602,-0.09422470842063711,-0.08684662827028329,0.42011179887372985,0.3795254992089751,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_compression_20d_60d__bottom_10pct,volatility_range,vol_compression_20d_60d,validation,2584,258,0.0998452012383901,51889,5108,0.09844090269613984,0.09591074428694929,0.0014042985422502569,-0.010435599444703826,0.01324419652920434,1.0142653968400204,1.0175089447870107,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,pass
vol_compression_20d_60d__bottom_10pct,volatility_range,vol_compression_20d_60d,robustness,11772,960,0.08154943934760449,104934,15172,0.14458612079974079,0.1363712925107569,-0.0630366814521363,-0.06841896384009234,-0.057654399064180246,0.5640198305102511,0.5255439516847201,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
vol_compression_20d_60d__bottom_20pct,volatility_range,vol_compression_20d_60d,train,43359,3538,0.08159782282801725,170242,27592,0.1620751635906533,0.14517929462992518,-0.08047734076263605,-0.08359243827532568,-0.07736224324994641,0.503456674176838,0.4593924272633356,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_compression_20d_60d__bottom_20pct,volatility_range,vol_compression_20d_60d,validation,6116,569,0.09303466317854807,54085,5223,0.09657021355274105,0.09591074428694929,-0.0035355503741929806,-0.011229393603884488,0.004158292855498528,0.9633888106474771,0.9603079006533246,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,fail
vol_compression_20d_60d__bottom_20pct,volatility_range,vol_compression_20d_60d,robustness,22380,2044,0.09133154602323502,102238,15332,0.14996380993368416,0.1363712925107569,-0.05863226391044914,-0.06299514029917566,-0.05426938752172261,0.6090239109263959,0.5698364035377078,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
vol_compression_20d_60d__top_20pct,volatility_range,vol_compression_20d_60d,train,43359,8688,0.2003736248529717,164652,22187,0.13475086849840875,0.14517929462992518,0.06562275635456294,0.061509909742701374,0.0697356029664245,1.486993197786609,1.6090647124429225,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_compression_20d_60d__top_20pct,volatility_range,vol_compression_20d_60d,validation,17543,2409,0.13731972866670467,43764,3471,0.07931176309295311,0.09591074428694929,0.058007965573751555,0.052320269675828285,0.06369566147167482,1.7313917042263507,1.8478923873855146,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,insufficient_control,pass
vol_compression_20d_60d__top_20pct,volatility_range,vol_compression_20d_60d,robustness,39447,6460,0.1637640378229016,91167,11352,0.12451874033367337,0.1363712925107569,0.03924529748922824,0.03501096351151585,0.04347963146694063,1.315175831236828,1.376931881216309,0.562922956469998,,,0.07480398878461916,0.04269776276408618,insufficient_control,pass
vol_compression_20d_60d__top_10pct,volatility_range,vol_compression_20d_60d,train,21680,4656,0.21476014760147602,177905,25297,0.1421938675135606,0.14517929462992518,0.07256628008791541,0.06686412084488162,0.0782684393309492,1.5103334015511953,1.6500091804527504,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_compression_20d_60d__top_10pct,volatility_range,vol_compression_20d_60d,validation,9033,1357,0.1502269456437507,51573,4446,0.08620789948228724,0.09591074428694929,0.06401904616146345,0.056262945652852524,0.07177514667007438,1.7426122959255859,1.874272311597409,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,coarsened_caveat,pass
vol_compression_20d_60d__top_10pct,volatility_range,vol_compression_20d_60d,robustness,24325,4193,0.17237410071942447,99244,13025,0.13124219096368547,0.1363712925107569,0.04113190975573899,0.035941274337198945,0.04632254517427904,1.313404625857855,1.3787643207842322,0.562922956469998,,,0.07480398878461916,0.04269776276408618,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,volatility_range,vol_expansion_20d_60d,train,21680,4656,0.21476014760147602,177905,25297,0.1421938675135606,0.14517929462992518,0.07256628008791541,0.06686412084488162,0.0782684393309492,1.5103334015511953,1.6500091804527504,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,volatility_range,vol_expansion_20d_60d,validation,9033,1357,0.1502269456437507,51573,4446,0.08620789948228724,0.09591074428694929,0.06401904616146345,0.056262945652852524,0.07177514667007438,1.7426122959255859,1.874272311597409,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,volatility_range,vol_expansion_20d_60d,robustness,24325,4193,0.17237410071942447,99244,13025,0.13124219096368547,0.1363712925107569,0.04113190975573899,0.035941274337198945,0.04632254517427904,1.313404625857855,1.3787643207842322,0.562922956469998,,,0.07480398878461916,0.04269776276408618,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_20pct,volatility_range,vol_expansion_20d_60d,train,43359,8688,0.2003736248529717,164652,22187,0.13475086849840875,0.14517929462992518,0.06562275635456294,0.061509909742701374,0.0697356029664245,1.486993197786609,1.6090647124429225,0.600017339470657,,,0.12205505714729435,0.06958085297155084,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_20pct,volatility_range,vol_expansion_20d_60d,validation,17543,2409,0.13731972866670467,43764,3471,0.07931176309295311,0.09591074428694929,0.058007965573751555,0.052320269675828285,0.06369566147167482,1.7313917042263507,1.8478923873855146,0.5790021354311837,,,0.0805876957576431,0.061975408053615066,insufficient_control,pass
vol_expansion_20d_60d__bottom_20pct,volatility_range,vol_expansion_20d_60d,robustness,39447,6460,0.1637640378229016,91167,11352,0.12451874033367337,0.1363712925107569,0.03924529748922824,0.03501096351151585,0.04347963146694063,1.315175831236828,1.376931881216309,0.562922956469998,,,0.07480398878461916,0.04269776276408618,insufficient_control,pass
vol_expansion_20d_60d__top_20pct,volatility_range,vol_expansion_20d_60d,train,43359,3538,0.08159782282801725,170242,27592,0.1620751635906533,0.14517929462992518,-0.08047734076263605,-0.08359243827532568,-0.07736224324994641,0.503456674176838,0.4593924272633356,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_expansion_20d_60d__top_20pct,volatility_range,vol_expansion_20d_60d,validation,6116,569,0.09303466317854807,54085,5223,0.09657021355274105,0.09591074428694929,-0.0035355503741929806,-0.011229393603884488,0.004158292855498528,0.9633888106474771,0.9603079006533246,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,fail
vol_expansion_20d_60d__top_20pct,volatility_range,vol_expansion_20d_60d,robustness,22380,2044,0.09133154602323502,102238,15332,0.14996380993368416,0.1363712925107569,-0.05863226391044914,-0.06299514029917566,-0.05426938752172261,0.6090239109263959,0.5698364035377078,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
vol_expansion_20d_60d__top_10pct,volatility_range,vol_expansion_20d_60d,train,21680,1422,0.06559040590405904,184082,28740,0.15612607424951924,0.14517929462992518,-0.0905356683454602,-0.09422470842063711,-0.08684662827028329,0.42011179887372985,0.3795254992089751,0.39998266052934295,,,-0.12205505714729435,-0.07958888872586614,coarsened_caveat,fail
vol_expansion_20d_60d__top_10pct,volatility_range,vol_expansion_20d_60d,validation,2584,258,0.0998452012383901,51889,5108,0.09844090269613984,0.09591074428694929,0.0014042985422502569,-0.010435599444703826,0.01324419652920434,1.0142653968400204,1.0175089447870107,0.4209978645688163,,,-0.0805876957576431,-0.0029405925988070652,coarsened_caveat,pass
vol_expansion_20d_60d__top_10pct,volatility_range,vol_expansion_20d_60d,robustness,11772,960,0.08154943934760449,104934,15172,0.14458612079974079,0.1363712925107569,-0.0630366814521363,-0.06841896384009234,-0.057654399064180246,0.5640198305102511,0.5255439516847201,0.43707704353000193,,,-0.07480398878461916,-0.05414804951580972,coarsened_caveat,fail
recent_range_activity_20d__bottom_10pct,volatility_range,recent_range_activity_20d,train,21680,4784,0.22066420664206643,163933,22913,0.13977051600348922,0.14517929462992518,0.08089369063857721,0.07512403349790286,0.08666334777925155,1.5787607640838772,1.7427320747449118,0.6026433976469273,,,0.12525973844370275,0.07548491201214125,coarsened_caveat,pass
recent_range_activity_20d__bottom_10pct,volatility_range,recent_range_activity_20d,validation,10307,1610,0.15620452119918501,46976,4006,0.0852775885558583,0.09591074428694929,0.07092693264332671,0.06347689977332613,0.07837696551332729,1.831718319484003,1.9859648235457565,0.6275017385127143,,,0.13006067882862096,0.07420832274942324,coarsened_caveat,pass
recent_range_activity_20d__bottom_10pct,volatility_range,recent_range_activity_20d,robustness,27154,5554,0.20453708477572366,88939,11230,0.1262663173635863,0.1363712925107569,0.07827076741213737,0.07299986776169426,0.08354166706258048,1.619886356444175,1.7793287227671564,0.6067001484644939,,,0.12684713453156835,0.07645982064189968,coarsened_caveat,pass
recent_range_activity_20d__bottom_20pct,volatility_range,recent_range_activity_20d,train,43359,9135,0.21068290320348718,159889,20971,0.1311597420710618,0.14517929462992518,0.07952316113242539,0.07534331364269316,0.08370300862215761,1.6063076968338355,1.7681772578025774,0.6026433976469273,,,0.12525973844370275,0.07548491201214125,coarsened_caveat,pass
recent_range_activity_20d__bottom_20pct,volatility_range,recent_range_activity_20d,validation,20389,2884,0.1414488204423954,40918,2996,0.07321960995161053,0.09591074428694929,0.06822921049078487,0.06282077287219993,0.0736376481093698,1.9318434028244111,2.0853487762037917,0.6275017385127143,,,0.13006067882862096,0.07420832274942324,insufficient_control,pass
recent_range_activity_20d__bottom_20pct,volatility_range,recent_range_activity_20d,robustness,46876,8812,0.18798532297977644,83738,9000,0.10747808641238148,0.1363712925107569,0.08050723656739496,0.07639506947273175,0.08461940366205817,1.7490572195200578,1.9224574736704125,0.6067001484644939,,,0.12684713453156835,0.07645982064189968,insufficient_control,pass
recent_range_activity_20d__top_20pct,volatility_range,recent_range_activity_20d,train,43359,3850,0.08879356073710187,170397,27277,0.16007910937399134,0.14517929462992518,-0.07128554863688946,-0.07447920367930143,-0.0680918935944775,0.5546854994654818,0.5113436585973276,0.39735660235307263,,,-0.12525973844370275,-0.06418298466682555,coarsened_caveat,fail
recent_range_activity_20d__top_20pct,volatility_range,recent_range_activity_20d,validation,4624,215,0.04649653979238754,53041,5141,0.09692502026734036,0.09591074428694929,-0.05042848047495282,-0.056998944666923866,-0.04385801628298177,0.47971658570862236,0.4553109910498975,0.37249826148728565,,,-0.13006067882862096,-0.04926256291360073,coarsened_caveat,fail
recent_range_activity_20d__top_20pct,volatility_range,recent_range_activity_20d,robustness,20022,1733,0.08655478973129557,107979,15689,0.1452967706683707,0.1363712925107569,-0.05874198093707514,-0.06316772530158311,-0.05431623657256716,0.5957103474023561,0.5575321403926131,0.39329985153550606,,,-0.12684713453156835,-0.044272073401891474,coarsened_caveat,fail
