token_id,split_bucket,morphology_anchor_id,rank_corr_with_anchor,max_abs_rank_corr_with_reversal_anchor,morphology_flag,broad_morphology_baseline_auc,auc_margin_vs_broad_morphology_baseline,broad_morphology_baseline_utility_total_indexed,utility_total_margin_vs_broad_morphology_baseline,utility_total_margin_vs_broad_morphology_baseline_ci_low,morphology_suspect_independent_evidence_status,morphology_collinearity_status
volatility_20d__bottom_20pct,train,max_drawdown_20d,-0.5882738894712483,1.0,morphology_rediscovery_suspect,0.6007532368440605,0.03179341976818095,-0.000754143449216266,-0.0009103942501649373,-0.0009142265717764194,fail,reported
volatility_20d__bottom_20pct,train,distance_to_20d_low,0.5569595533921701,1.0,morphology_rediscovery_suspect,0.6007532368440605,0.03179341976818095,-0.000754143449216266,-0.0009103942501649373,-0.0009142265717764194,fail,reported
volatility_20d__bottom_20pct,train,rebound_from_20d_low,0.5569595533921701,1.0,morphology_rediscovery_suspect,0.6007532368440605,0.03179341976818095,-0.000754143449216266,-0.0009103942501649373,-0.0009142265717764194,fail,reported
volatility_20d__bottom_20pct,train,ret_20d,0.29349295989563184,1.0,morphology_rediscovery_suspect,0.6007532368440605,0.03179341976818095,-0.000754143449216266,-0.0009103942501649373,-0.0009142265717764194,fail,reported
volatility_20d__bottom_20pct,train,volatility_20d,1.0,1.0,morphology_rediscovery_suspect,0.6007532368440605,0.03179341976818095,-0.000754143449216266,-0.0009103942501649373,-0.0009142265717764194,fail,reported
volatility_20d__bottom_20pct,validation,max_drawdown_20d,-0.5450081949237324,1.0,morphology_rediscovery_suspect,0.590409388447316,0.05105219293772323,-0.0007659851024094214,-0.006168189564672589,-0.006217016419612163,fail,reported
volatility_20d__bottom_20pct,validation,distance_to_20d_low,0.5018731015026019,1.0,morphology_rediscovery_suspect,0.590409388447316,0.05105219293772323,-0.0007659851024094214,-0.006168189564672589,-0.006217016419612163,fail,reported
volatility_20d__bottom_20pct,validation,rebound_from_20d_low,0.5018731015026019,1.0,morphology_rediscovery_suspect,0.590409388447316,0.05105219293772323,-0.0007659851024094214,-0.006168189564672589,-0.006217016419612163,fail,reported
volatility_20d__bottom_20pct,validation,ret_20d,0.24071035413203165,1.0,morphology_rediscovery_suspect,0.590409388447316,0.05105219293772323,-0.0007659851024094214,-0.006168189564672589,-0.006217016419612163,fail,reported
volatility_20d__bottom_20pct,validation,volatility_20d,1.0,1.0,morphology_rediscovery_suspect,0.590409388447316,0.05105219293772323,-0.0007659851024094214,-0.006168189564672589,-0.006217016419612163,fail,reported
volatility_20d__bottom_20pct,robustness,max_drawdown_20d,-0.655702462966874,1.0,morphology_rediscovery_suspect,0.6221373554936905,0.009564743420236055,0.0003582793750619148,-0.0030308474830861736,-0.0030472845865572025,fail,reported
volatility_20d__bottom_20pct,robustness,distance_to_20d_low,0.59032104422303,1.0,morphology_rediscovery_suspect,0.6221373554936905,0.009564743420236055,0.0003582793750619148,-0.0030308474830861736,-0.0030472845865572025,fail,reported
volatility_20d__bottom_20pct,robustness,rebound_from_20d_low,0.59032104422303,1.0,morphology_rediscovery_suspect,0.6221373554936905,0.009564743420236055,0.0003582793750619148,-0.0030308474830861736,-0.0030472845865572025,fail,reported
volatility_20d__bottom_20pct,robustness,ret_20d,0.3635300782204717,1.0,morphology_rediscovery_suspect,0.6221373554936905,0.009564743420236055,0.0003582793750619148,-0.0030308474830861736,-0.0030472845865572025,fail,reported
volatility_20d__bottom_20pct,robustness,volatility_20d,1.0,1.0,morphology_rediscovery_suspect,0.6221373554936905,0.009564743420236055,0.0003582793750619148,-0.0030308474830861736,-0.0030472845865572025,fail,reported
