threshold_variant_id,retained_row_n,retained_row_share_delta,winner_base_rate_delta,board_mix_max_abs_delta,year_mix_max_abs_delta,status
base,408715,0.0,0.0,0.0,0.0,pass
loose_liquidity_p02,416684,0.019497693992146115,0.0015008740753887084,0.0008420281148965314,0.004192129012984602,pass
strict_liquidity_p10,394509,-0.034757716257049535,-0.0024525570391641383,0.0005773302097430988,0.007494554725840943,pass
strict_continuity_100,408715,0.0,0.0,0.0,0.0,pass
strict_vol_p02_p98,400407,-0.02032712281173923,-0.0003087706832487769,0.000859289405704039,0.002137090352815507,pass
