decision_state,next_allowed_requirement,input_gate_status,upstream_lineage_gate_status,native_universe_gate_status,label_portability_gate_status,winner_uplift_gate_status,badside_gate_status,stability_gate_status,search_control_gate_status,deployability_gate_status,selected_token_id,selected_token_family_id,selected_token_morphology_flag,selected_token_control_match_quality,selected_token_morphology_suspect_independent_evidence_status,sequence_mining_authorized,decision_reason
13A_no_native_token_survives_stop_event_mining,none,pass,pass,pass,pass,fail,fail,fail,pass,fail,volatility_20d__bottom_20pct,volatility_range,morphology_rediscovery_suspect,insufficient_control,fail,False,train_candidate_absent_or_validation_robustness_search_failed
