token_id,split_bucket,treated_n,control_n,coarsening_level,effective_control_ratio,unmatched_treated_n,matched_block_n,excluded_match_keys,max_standardized_diff_after_match,control_match_quality,match_status
turnover_zscore_20d__top_20pct,validation,10884,50343,level_0,4.625413450937155,0,247,liquidity_metric_decile,0.12524524648636967,coarsened_caveat,pass
turnover_zscore_20d__top_20pct,robustness,23824,106675,level_0,4.47762760241773,0,312,liquidity_metric_decile,0.1430920850202423,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,train,21680,194620,level_0,8.976937269372694,0,625,liquidity_metric_decile,0.17482738006646162,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,validation,5507,55503,level_0,10.078627201743236,0,240,liquidity_metric_decile,0.1690212402891324,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,robustness,12161,118220,level_0,9.721240029602829,0,307,liquidity_metric_decile,0.20594617733912554,coarsened_caveat,pass
money_median_20d__bottom_10pct,train,21680,179791,level_0,8.292942804428044,0,577,liquidity_metric_decile,0.8856460562915186,coarsened_caveat,pass
money_median_20d__bottom_10pct,validation,4034,52397,level_0,12.988844819038176,0,209,liquidity_metric_decile,1.0711507815513472,coarsened_caveat,pass
money_median_20d__bottom_10pct,robustness,2115,80294,level_0,37.96406619385343,0,141,liquidity_metric_decile,1.1131841592419276,coarsened_caveat,pass
money_median_20d__bottom_20pct,train,43359,170568,level_0,3.9338545630664914,0,631,liquidity_metric_decile,0.9247368538418683,coarsened_caveat,pass
money_median_20d__bottom_20pct,validation,9104,51004,level_0,5.602372583479789,0,244,liquidity_metric_decile,1.0886712395230413,coarsened_caveat,pass
money_median_20d__bottom_20pct,robustness,6624,106548,level_0,16.08514492753623,0,227,liquidity_metric_decile,1.0074226158923854,coarsened_caveat,pass
money_median_20d__top_20pct,train,43361,167807,level_0,3.8699983856460873,0,542,liquidity_metric_decile,1.472228941458755,coarsened_caveat,pass
money_median_20d__top_20pct,validation,11831,48666,level_0,4.113430817344265,0,227,liquidity_metric_decile,1.626350013254849,coarsened_caveat,pass
money_median_20d__top_20pct,robustness,50048,80566,level_3,1.6097746163682864,0,4,liquidity_metric_decile,1.2221572963922327,insufficient_control,fail
money_median_20d__top_10pct,train,21680,181297,level_0,8.36240774907749,0,493,liquidity_metric_decile,1.8158269239731424,coarsened_caveat,pass
money_median_20d__top_10pct,validation,4864,48131,level_0,9.895353618421053,0,179,liquidity_metric_decile,2.115750203957119,coarsened_caveat,pass
money_median_20d__top_10pct,robustness,28998,100449,level_0,3.4639975170701427,0,286,liquidity_metric_decile,1.4630990176467442,coarsened_caveat,pass
stock_vs_board_20d__bottom_10pct,train,21680,147288,level_0,6.793726937269373,0,3145,,0.14581320468515688,coarsened_caveat,pass
stock_vs_board_20d__bottom_10pct,validation,3179,31142,level_0,9.796162315193458,0,887,,0.20546559085259564,coarsened_caveat,pass
stock_vs_board_20d__bottom_10pct,robustness,9210,86904,level_0,9.435830618892508,0,1519,,0.23809160943656624,coarsened_caveat,pass
stock_vs_board_20d__bottom_20pct,train,43359,155114,level_0,3.5774349039415116,0,4065,,0.05787766825391349,primary_comparable,pass
stock_vs_board_20d__bottom_20pct,validation,7618,43110,level_0,5.658965607771068,0,1434,,0.16652137637082706,coarsened_caveat,pass
stock_vs_board_20d__bottom_20pct,robustness,21201,98130,level_0,4.628555256827508,0,2039,,0.08085110694278347,primary_comparable,pass
stock_vs_board_20d__top_20pct,train,43359,133793,level_0,3.0857030835582,0,3784,,0.869769498537516,coarsened_caveat,pass
stock_vs_board_20d__top_20pct,validation,10415,35602,level_0,3.4183389342294768,0,1273,,0.9370183178558839,coarsened_caveat,pass
stock_vs_board_20d__top_20pct,robustness,21493,80598,level_0,3.74996510491788,0,1747,,0.9380388245572141,coarsened_caveat,pass
stock_vs_board_20d__top_10pct,train,21680,106605,level_0,4.917204797047971,0,2567,,0.9023221133442206,coarsened_caveat,pass
stock_vs_board_20d__top_10pct,validation,3894,21330,level_0,5.477657935285054,0,631,,1.0743633948572682,coarsened_caveat,pass
stock_vs_board_20d__top_10pct,robustness,9445,53984,level_0,5.715616728427739,0,1051,,1.06493757932002,coarsened_caveat,pass
board_return_20d__bottom_10pct,train,21900,105217,level_1,4.804429223744292,0,1198,,0.14608018989863739,coarsened_caveat,pass
board_return_20d__bottom_10pct,validation,9833,35744,level_1,3.635106274788976,0,759,,0.053392996271356144,primary_comparable,pass
board_return_20d__bottom_10pct,robustness,7351,28946,level_1,3.9376955516256293,0,414,,0.3499454655751892,coarsened_caveat,pass
board_return_20d__bottom_20pct,train,43711,173083,level_3,3.959712658140971,0,8,,0.05597320085732512,coarsened_caveat,pass
board_return_20d__bottom_20pct,validation,18005,43302,level_3,2.4049986114968065,0,4,,0.06287903301539347,insufficient_control,fail
board_return_20d__bottom_20pct,robustness,20154,63230,level_1,3.137342463034633,0,855,,0.17187644057041251,coarsened_caveat,pass
board_return_20d__top_20pct,train,43379,166491,level_3,3.838055280204707,0,7,,0.34429555125157274,coarsened_caveat,pass
board_return_20d__top_20pct,validation,3020,27721,level_3,9.179139072847683,0,3,,0.3764877196796945,coarsened_caveat,pass
board_return_20d__top_20pct,robustness,22164,67627,level_2,3.051209168020213,0,12,,0.6903491871176421,coarsened_caveat,pass
board_return_20d__top_10pct,train,21720,125326,level_3,5.770073664825046,0,5,,0.5219521714768557,coarsened_caveat,pass
board_return_20d__top_10pct,validation,184,780,level_0,4.239130434782608,0,99,,0.1698385890433917,coarsened_caveat,pass
board_return_20d__top_10pct,robustness,12391,56115,level_3,4.528690178355258,0,3,,0.8994724863607676,coarsened_caveat,pass
