token_id,split_bucket,upper_first_rate,treated_fast_fail_rate,control_fast_fail_rate,fast_fail_uplift,treated_same_bar_conflict_rate,treated_lower_first_rate,control_lower_first_rate,lower_first_uplift,median_upper_barrier_return,median_abs_lower_barrier_return,utility_proxy_per_entry,utility_proxy_unit,utility_proxy_total_indexed,utility_proxy_total_indexed_ci_low,native_baseline_utility_total_indexed,native_baseline_utility_total_indexed_ci_high,cost_buffer_return,utility_gate_status,badside_status
max_drawdown_20d__bottom_10pct,train,0.07813653136531365,0.25821033210332106,0.33128795811518325,-0.07307762601186218,0.0,0.25821033210332106,0.33128795811518325,-0.07307762601186218,0.32538867841352215,0.16269433920676107,-0.026584616681132017,return,-0.002658535243811831,-0.0026939242897454645,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
max_drawdown_20d__bottom_10pct,validation,0.05670529801324503,0.3021523178807947,0.3422269465851714,-0.04007462870437667,0.0,0.3021523178807947,0.3422269465851714,-0.04007462870437667,0.2848766255964482,0.1424383127982241,-0.03688405241555886,return,-0.0014535350063775783,-0.0015114956369954651,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
max_drawdown_20d__bottom_10pct,robustness,0.057577403585008145,0.1830526887561108,0.24277873689092735,-0.05972604813481655,0.0,0.1830526887561108,0.24277873689092735,-0.05972604813481655,0.36638287261910246,0.18319143630955123,-0.02243831045013249,return,-0.0012650689677582469,-0.0012939633480231604,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
max_drawdown_20d__bottom_20pct,train,0.08401752767527676,0.2754381918819188,0.3487239606817567,-0.07328576879983789,0.0,0.2754381918819188,0.3487239606817567,-0.07328576879983789,0.30482437771006,0.15241218885503,-0.02636954712864102,return,-0.00527405538667064,-0.005323698169742828,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
max_drawdown_20d__bottom_20pct,validation,0.05148883374689826,0.3250620347394541,0.3709535120461486,-0.04589147730669452,0.0,0.3250620347394541,0.3709535120461486,-0.04589147730669452,0.2529096343136577,0.12645481715682885,-0.03808363805343966,return,-0.004005469166140554,-0.004103237215392052,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
max_drawdown_20d__bottom_20pct,robustness,0.06322683314971232,0.1895580854449749,0.2585756863325867,-0.0690176008876118,0.0,0.1895580854449749,0.2585756863325867,-0.0690176008876118,0.32926817215853543,0.16463408607926772,-0.020389138373590708,return,-0.0025503984469331387,-0.0025895063617674854,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
max_drawdown_20d__top_20pct,train,0.20665559706655598,0.4064849407315161,0.3261537069238576,0.0803312338076585,0.0,0.4064849407315161,0.3261537069238576,0.0803312338076585,0.13998045992960084,0.06999022996480042,-0.009522228954624306,return,-0.0019045863443195807,-0.0019225131159060797,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
max_drawdown_20d__top_20pct,validation,0.13167603155684204,0.4344173903172711,0.38511719465299393,0.04930019566427718,0.0,0.4344173903172711,0.38511719465299393,0.04930019566427718,0.12286207555530866,0.06143103777765433,-0.020508720577890355,return,-0.005893994941227758,-0.005981026187449806,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
max_drawdown_20d__top_20pct,robustness,0.19489243992195412,0.31959297586998936,0.24716782246879335,0.07242515340119601,0.0,0.31959297586998936,0.24716782246879335,0.07242515340119601,0.11788616502185484,0.05894308251092742,-0.005862672812466203,return,-0.0018173684253138568,-0.0018350707590638821,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
max_drawdown_20d__top_10pct,train,0.22548387096774195,0.4116589861751152,0.33702559891463457,0.07463338726048063,0.0,0.4116589861751152,0.33702559891463457,0.07463338726048063,0.12545422056414732,0.06272711028207366,-0.007534275342368257,return,-0.000754143449216266,-0.0007641775894752937,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
max_drawdown_20d__top_10pct,validation,0.15059256232120966,0.4298120147118921,0.40087112319288276,0.02894089151900936,0.0,0.4298120147118921,0.40087112319288276,0.02894089151900936,0.10680967426037777,0.053404837130188884,-0.01686929811472291,return,-0.0026932762971097566,-0.0027466331246938504,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
max_drawdown_20d__top_10pct,robustness,0.20505897399459996,0.33091753114490075,0.2620750874627957,0.06884244368210507,0.0,0.33091753114490075,0.2620750874627957,0.06884244368210507,0.1051859586912654,0.0525929793456327,-0.005834614112742274,return,-0.0009430423885196239,-0.0009557637291809168,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
distance_to_20d_low__bottom_10pct,train,0.14792435424354244,0.3882841328413284,0.36722741922804814,0.021056713613280265,0.0,0.3882841328413284,0.36722741922804814,0.021056713613280265,0.15394755188244397,0.07697377594122198,-0.017115103643275315,return,-0.0017115577321614474,-0.00173434110332138,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
distance_to_20d_low__bottom_10pct,validation,0.09174195190227764,0.4457310090342283,0.4059512373633411,0.0397797716708872,0.0,0.4457310090342283,0.4059512373633411,0.0397797716708872,0.13737252133369068,0.06868626066684534,-0.028012773028930946,return,-0.003590982811658837,-0.003670376458901864,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
distance_to_20d_low__bottom_10pct,robustness,0.13534772702614734,0.3300965607030487,0.27827273204260455,0.05182382866044416,0.0,0.3300965607030487,0.27827273204260455,0.05182382866044416,0.12348713326558752,0.06174356663279376,-0.013667636186552522,return,-0.001928960183922927,-0.0019568066150765975,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
distance_to_20d_low__bottom_20pct,train,0.15528494660854725,0.3802901358426163,0.3509026090207493,0.02938752682186696,0.0,0.3802901358426163,0.3509026090207493,0.02938752682186696,0.15764652836209286,0.07882326418104643,-0.015495577103238156,return,-0.0030991297158560805,-0.0031283010436184418,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
distance_to_20d_low__bottom_20pct,validation,0.10212845407020164,0.4434901667911377,0.3835849598797498,0.0599052069113879,0.0,0.4434901667911377,0.3835849598797498,0.0599052069113879,0.1372430303788449,0.06862151518942244,-0.026416548692316404,return,-0.006923534088899147,-0.007030588112470528,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
distance_to_20d_low__bottom_20pct,robustness,0.1436284171737081,0.3204501956751507,0.2510067254489734,0.0694434702261773,0.0,0.3204501956751507,0.2510067254489734,0.0694434702261773,0.1267771980962046,0.0633885990481023,-0.01210408067226255,return,-0.003244120477849963,-0.0032781045641899218,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
distance_to_20d_low__top_20pct,train,0.11377107405613598,0.28808321225120503,0.3306751809411241,-0.042591968689919046,0.0,0.28808321225120503,0.3306751809411241,-0.042591968689919046,0.3220506339101955,0.16102531695509775,-0.019748644041770604,return,-0.003949747027164643,-0.00398692500152252,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
distance_to_20d_low__top_20pct,validation,0.05211244451750781,0.2687818510603321,0.331413148565904,-0.06263129750557189,0.0,0.2687818510603321,0.331413148565904,-0.06263129750557189,0.29611493102814007,0.14805746551407004,-0.034363886730163426,return,-0.003409651801255715,-0.0034953372732926323,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
distance_to_20d_low__top_20pct,robustness,0.10695295487922216,0.17045627183876033,0.2415350235031209,-0.07107875166436056,0.0,0.17045627183876033,0.2415350235031209,-0.07107875166436056,0.33531127153771423,0.16765563576885711,-0.002715423330648741,return,-0.0004105338211089216,-0.000416259862061823,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
distance_to_20d_low__top_10pct,train,0.10839483394833949,0.2792435424354244,0.2702991577112983,0.008944384724126064,0.0,0.2792435424354244,0.2702991577112983,0.008944384724126064,0.3580004256426247,0.17900021282131234,-0.02117925683395097,return,-0.0021179842991967354,-0.0021461778105769038,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
distance_to_20d_low__top_10pct,validation,0.04870940882597835,0.23646960865945046,0.2655906645449723,-0.029121055885521857,0.0,0.23646960865945046,0.2655906645449723,-0.029121055885521857,0.34837941505081393,0.17418970752540697,-0.03422121661677183,return,-0.0013407826563603818,-0.0013944027975670537,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
distance_to_20d_low__top_10pct,robustness,0.10783736004714202,0.1593007267727362,0.17375946173254836,-0.014458734959812147,0.0,0.1593007267727362,0.17375946173254836,-0.014458734959812147,0.38018662258755265,0.19009331129377632,0.0007163190613462562,return,5.5840573618659415e-05,5.4755924179807105e-05,-0.009724509119859117,-0.009671770483718532,0.01,utility_pass_per_entry,pass
rebound_from_20d_low__bottom_10pct,train,0.14792435424354244,0.3882841328413284,0.36722741922804814,0.021056713613280265,0.0,0.3882841328413284,0.36722741922804814,0.021056713613280265,0.15394755188244397,0.07697377594122198,-0.017115103643275315,return,-0.0017115577321614474,-0.00173434110332138,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
rebound_from_20d_low__bottom_10pct,validation,0.09174195190227764,0.4457310090342283,0.4059512373633411,0.0397797716708872,0.0,0.4457310090342283,0.4059512373633411,0.0397797716708872,0.13737252133369068,0.06868626066684534,-0.028012773028930946,return,-0.003590982811658837,-0.003670376458901864,-0.027763349045990995,-0.02754357677694963,0.01,utility_fail,fail
rebound_from_20d_low__bottom_10pct,robustness,0.13534772702614734,0.3300965607030487,0.27827273204260455,0.05182382866044416,0.0,0.3300965607030487,0.27827273204260455,0.05182382866044416,0.12348713326558752,0.06174356663279376,-0.013667636186552522,return,-0.001928960183922927,-0.0019568066150765975,-0.009724509119859117,-0.009671770483718532,0.01,utility_fail,fail
rebound_from_20d_low__bottom_20pct,train,0.15528494660854725,0.3802901358426163,0.3509026090207493,0.02938752682186696,0.0,0.3802901358426163,0.3509026090207493,0.02938752682186696,0.15764652836209286,0.07882326418104643,-0.015495577103238156,return,-0.0030991297158560805,-0.0031283010436184418,-0.015987285279449523,-0.015919986503260784,0.01,utility_fail,fail
