sample_width_root_cause_proven_phase_level,phase_level_primary_bottleneck,primary_bottleneck_allowed_for_explore10b,feature_bank_v2_hygiene_pass,feature_asof_leakage_violation_count,observed_reference_decision_feature_overlap_eligible_rows,trainable_core_fold_count_for_explore10b,sample_weight_and_concentration_pass,electronics_placebo_guardrail_does_not_dominate_primary,metric_selection_violation_count,threshold_selection_violation_count,required_artifact_authority_pass,explore10b_readiness_pass,recommendation_if_blocked,pass
True,automotive_scope_width,False,False,0,0,0,True,True,0,0,True,False,root_cause_is_automotive_scope_width,False
