target_industry,task,fold_id,matched_row_count,p0_9b_only_row_count,explore10_only_row_count,matched_weight_share,p0_9b_only_weight_share,explore10_only_weight_share,instrument_count_p0_9b,instrument_count_explore10,instrument_count_common,instrument_count_p0_9b_only,instrument_count_explore10_only,positive_count_delta,weight_sum_delta,schema_key_missing_count,task_alias_changed_row_count,present_in_both_but_ineligible_row_count,unknown_or_unclassified_loss_weight_share,automotive_panel_reconciliation_status,reconciliation_pass
汽车,failure_reject,fold_2020,2073,0,0,1.0,0.0,0.0,12,12,12,0,0,799.0,0.0,2,2073,2073,0.0,present_in_both_but_probe_contract_explained,True
汽车,failure_reject,fold_2021,2843,0,0,1.0,0.0,0.0,15,15,15,0,0,1174.0,0.0,2,2843,2843,0.0,present_in_both_but_probe_contract_explained,True
汽车,failure_reject,fold_2022,3404,0,0,1.0,0.0,0.0,16,16,16,0,0,1335.0,0.0,2,3404,3404,0.0,present_in_both_but_probe_contract_explained,True
汽车,failure_reject,fold_2023,4144,0,0,1.0,0.0,0.0,16,16,16,0,0,1712.0,0.0,2,4144,4144,0.0,present_in_both_but_probe_contract_explained,True
汽车,failure_reject,fold_2024,5165,0,0,1.0,0.0,0.0,17,17,17,0,0,2006.0,0.0,2,5165,5165,0.0,present_in_both_but_probe_contract_explained,True
汽车,launch_winner,fold_2021,852,0,0,1.0,0.0,0.0,15,15,15,0,0,139.0,0.0,2,852,852,0.0,present_in_both_but_probe_contract_explained,True
汽车,launch_winner,fold_2022,1078,0,0,1.0,0.0,0.0,15,15,15,0,0,236.0,0.0,2,1078,1078,0.0,present_in_both_but_probe_contract_explained,True
汽车,launch_winner,fold_2023,1320,0,0,1.0,0.0,0.0,15,15,15,0,0,266.0,0.0,2,1320,1320,0.0,present_in_both_but_probe_contract_explained,True
汽车,launch_winner,fold_2024,1613,0,0,1.0,0.0,0.0,17,17,17,0,0,303.0,0.0,2,1613,1613,0.0,present_in_both_but_probe_contract_explained,True
