,,risk
excess_return_without_cost,mean,0.0016261676389004776
excess_return_without_cost,std,0.007952442728023763
excess_return_without_cost,annualized_return,0.38702789805831367
excess_return_without_cost,information_ratio,3.1546649654691703
excess_return_without_cost,max_drawdown,-0.09833722869403558
excess_return_with_cost,mean,0.0015055497417766012
excess_return_with_cost,std,0.007950592803737975
excess_return_with_cost,annualized_return,0.3583208385428311
excess_return_with_cost,information_ratio,2.921353256333258
excess_return_with_cost,max_drawdown,-0.10177851051545428
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0023035407940578717
strategy_return_without_cost,std,0.014498318739877851
strategy_return_without_cost,annualized_return,0.5482427089857734
strategy_return_without_cost,information_ratio,2.451132243336913
strategy_return_without_cost,max_drawdown,-0.17745323539480795
strategy_return_with_cost,mean,0.0021829228969339953
strategy_return_with_cost,std,0.01449602394596433
strategy_return_with_cost,annualized_return,0.5195356494702909
strategy_return_with_cost,information_ratio,2.3231538783328887
strategy_return_with_cost,max_drawdown,-0.1809832903319221
