source_experiment,source_artifact,source_metric,scope_or_arm_id,split,market_regime_bucket,upstream_value,d_recomputed_pre_replay_value,absolute_diff,tolerance,reconciliation_status,membership_basis,source_partial_flag
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_transition_primary,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_transition_primary,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_transition_primary,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,train,risk_on,0.8266666666666667,0.8266666666666667,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,robustness,risk_on,0.7292817679558011,0.7292817679558011,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,validation,risk_on,0.6818181818181818,0.6818181818181818,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,train,transition,0.555921052631579,0.555921052631579,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,robustness,transition,0.24,0.24,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,validation,transition,0.8024691358024691,0.8024691358024691,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_r6_only_risk_on_positive,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,train,risk_on,0.1777777777777777,0.17777777777777778,8.326672684688674e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,robustness,risk_on,0.1712707182320442,0.1712707182320442,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,validation,risk_on,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,train,transition,0.0526315789473684,0.05263157894736842,2.0816681711721685e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,robustness,transition,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,validation,transition,0.037037037037037,0.037037037037037035,3.469446951953614e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,baseline_t4_t7_negative_control,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,train,risk_on,0.9111111111111112,0.9111111111111111,1.1102230246251565e-16,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,robustness,risk_on,0.8397790055248618,0.8397790055248618,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,validation,risk_on,0.7727272727272727,0.7727272727272727,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,train,transition,0.625,0.625,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,robustness,transition,0.29,0.29,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,validation,transition,0.8641975308641975,0.8641975308641975,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r7_bridge_pool,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,train,risk_on,0.8933333333333333,0.8933333333333333,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,robustness,risk_on,0.7955801104972375,0.7955801104972375,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,validation,risk_on,0.8181818181818182,0.8181818181818182,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,train,transition,0.5888157894736842,0.5888157894736842,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,robustness,transition,0.26,0.26,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,validation,transition,0.8148148148148148,0.8148148148148148,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r2_low_fast_fail_support,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,train,risk_on,0.9288888888888888,0.9288888888888889,1.1102230246251565e-16,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,robustness,risk_on,0.8674033149171271,0.8674033149171271,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,validation,risk_on,0.8181818181818182,0.8181818181818182,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,train,transition,0.6414473684210527,0.6414473684210527,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,robustness,transition,0.3,0.3,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,validation,transition,0.8641975308641975,0.8641975308641975,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,r6_r1_r2_r7_bridge_pool,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,train,risk_on,0.4222222222222222,0.4222222222222222,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,robustness,risk_on,0.0331491712707182,0.03314917127071823,2.7755575615628914e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,validation,risk_on,0.0909090909090909,0.09090909090909091,1.3877787807814457e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,train,transition,0.5789473684210527,0.5789473684210527,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,robustness,transition,0.01,0.01,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,validation,transition,0.4320987654320987,0.43209876543209874,5.551115123125783e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_equal_weight,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,train,risk_on,0.3822222222222222,0.38222222222222224,5.551115123125783e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,robustness,risk_on,0.0220994475138121,0.022099447513812154,5.204170427930421e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,validation,risk_on,0.0909090909090909,0.09090909090909091,1.3877787807814457e-17,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,train,transition,0.6019736842105263,0.6019736842105263,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,robustness,transition,0.02,0.02,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,validation,transition,0.2962962962962963,0.2962962962962963,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,family_budget_bridge_weighted_train_only,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,train,risk_on,0.9155555555555556,0.9155555555555556,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,robustness,risk_on,0.8287292817679558,0.8287292817679558,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,validation,risk_on,0.8181818181818182,0.8181818181818182,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,train,transition,0.618421052631579,0.618421052631579,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,robustness,transition,0.31,0.31,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,validation,transition,0.8888888888888888,0.8888888888888888,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_20d_ranked_within_bucket,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,train,risk_on,0.8488888888888889,0.8488888888888889,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,robustness,risk_on,0.7734806629834254,0.7734806629834254,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,validation,risk_on,0.7272727272727273,0.7272727272727273,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,train,transition,0.5855263157894737,0.5855263157894737,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,robustness,transition,0.3,0.3,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,validation,transition,0.8024691358024691,0.8024691358024691,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,cooldown_40d_ranked_within_bucket,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,train,risk_on,0.92,0.92,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,robustness,risk_on,0.861878453038674,0.861878453038674,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,validation,risk_on,0.8181818181818182,0.8181818181818182,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,train,transition,0.6414473684210527,0.6414473684210527,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,robustness,transition,0.31,0.31,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,validation,transition,0.8888888888888888,0.8888888888888888,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_month_family_aware,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,train,risk_on,0.9155555555555556,0.9155555555555556,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,robustness,risk_on,0.8287292817679558,0.8287292817679558,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,validation,risk_on,0.8181818181818182,0.8181818181818182,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,train,transition,0.618421052631579,0.618421052631579,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,robustness,transition,0.31,0.31,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,validation,transition,0.8888888888888888,0.8888888888888888,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,top_k_per_instrument_20d_family_aware,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,train,risk_on,0.5866666666666667,0.5866666666666667,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,robustness,risk_on,0.4696132596685083,0.4696132596685083,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,validation,risk_on,0.5,0.5,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,train,transition,0.3256578947368421,0.3256578947368421,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,robustness,transition,0.13,0.13,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,validation,transition,0.5555555555555556,0.5555555555555556,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,train,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,robustness,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
C,risk_on_r_series_ranker_bridge_recall_readout.csv,pre_replay_any_recall,market_day_family_quota,validation,risk_off,0.0,0.0,0.0,0.0001,pass,D_selected_events_replay_anchor_low_to_first_50pct_vs_C_readout_basis,True
