source_kind,source_id,split,market_regime_bucket,window,replay_policy_id,e1_episode_denominator_n,e1_pre_replay_captured_episode_n,e1_post_replay_captured_episode_n,e1_missed_episode_n,source_pre_replay_captures_e1_missed_n,source_post_replay_captures_e1_missed_n,e1_missed_capture_retention,incremental_post_replay_capture_over_e1_n,incremental_post_replay_capture_over_e1_rate,cell_sample_status,retention_source_status
scope,08_T4_gated,validation,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,22,9,9,13,3,3,1.0,3,0.23076923076923078,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_first_50pct,pre_replay_capture_only,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_first_50pct,post_replay_executable_horizon_complete,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_high,pre_replay_capture_only,81,58,58,23,1,1,1.0,1,0.043478260869565216,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_high,post_replay_executable_horizon_complete,81,58,58,23,1,1,1.0,1,0.043478260869565216,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,81,58,58,23,1,1,1.0,1,0.043478260869565216,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_high,post_replay_non_false_repair_20d_oracle,81,58,58,23,1,1,1.0,1,0.043478260869565216,diagnostic_only,post_replay_event_membership_materialized
scope,08_T4_gated,validation,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,81,58,58,23,1,1,1.0,1,0.043478260869565216,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_first_50pct,pre_replay_capture_only,477,386,386,91,7,7,1.0,7,0.07692307692307693,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,477,386,386,91,7,6,0.8571428571428571,6,0.06593406593406594,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,477,386,386,91,7,4,0.5714285714285714,4,0.04395604395604396,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,477,386,386,91,7,5,0.7142857142857143,5,0.054945054945054944,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,477,386,386,91,7,3,0.42857142857142855,3,0.03296703296703297,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_high,pre_replay_capture_only,477,396,396,81,16,16,1.0,16,0.19753086419753085,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,477,396,396,81,16,15,0.9375,15,0.18518518518518517,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,477,396,396,81,16,11,0.6875,11,0.13580246913580246,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,477,396,396,81,16,12,0.75,12,0.14814814814814814,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,477,396,396,81,16,9,0.5625,9,0.1111111111111111,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,181,89,89,92,1,1,1.0,1,0.010869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,181,89,89,92,1,1,1.0,1,0.010869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,181,89,89,92,1,1,1.0,1,0.010869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,181,89,89,92,1,1,1.0,1,0.010869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,181,89,89,92,1,1,1.0,1,0.010869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_high,pre_replay_capture_only,181,90,90,91,5,5,1.0,5,0.054945054945054944,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,181,90,90,91,5,5,1.0,5,0.054945054945054944,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,181,90,90,91,5,4,0.8,4,0.04395604395604396,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,181,90,90,91,5,4,0.8,4,0.04395604395604396,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,181,90,90,91,5,4,0.8,4,0.04395604395604396,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_first_50pct,pre_replay_capture_only,100,40,40,60,2,2,1.0,2,0.03333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,100,40,40,60,2,2,1.0,2,0.03333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,100,40,40,60,2,1,0.5,1,0.016666666666666666,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,100,40,40,60,2,1,0.5,1,0.016666666666666666,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,100,40,40,60,2,0,0.0,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_high,pre_replay_capture_only,100,41,41,59,3,3,1.0,3,0.05084745762711865,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_high,post_replay_executable_horizon_complete,100,41,41,59,3,3,1.0,3,0.05084745762711865,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,100,41,41,59,3,1,0.3333333333333333,1,0.01694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_high,post_replay_non_false_repair_20d_oracle,100,41,41,59,3,1,0.3333333333333333,1,0.01694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,robustness,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,100,41,41,59,3,0,0.0,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_first_50pct,pre_replay_capture_only,761,577,577,184,6,6,1.0,6,0.03260869565217391,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,761,577,577,184,6,6,1.0,6,0.03260869565217391,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,761,577,577,184,6,4,0.6666666666666666,4,0.021739130434782608,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,761,577,577,184,6,4,0.6666666666666666,4,0.021739130434782608,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,761,577,577,184,6,4,0.6666666666666666,4,0.021739130434782608,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_high,pre_replay_capture_only,761,583,583,178,14,14,1.0,14,0.07865168539325842,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_high,post_replay_executable_horizon_complete,761,583,583,178,14,14,1.0,14,0.07865168539325842,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,761,583,583,178,14,8,0.5714285714285714,8,0.0449438202247191,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,761,583,583,178,14,7,0.5,7,0.03932584269662921,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,761,583,583,178,14,7,0.5,7,0.03932584269662921,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_first_50pct,pre_replay_capture_only,225,142,142,83,4,4,1.0,4,0.04819277108433735,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,225,142,142,83,4,4,1.0,4,0.04819277108433735,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,225,142,142,83,4,3,0.75,3,0.03614457831325301,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,225,142,142,83,4,2,0.5,2,0.024096385542168676,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,225,142,142,83,4,2,0.5,2,0.024096385542168676,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_high,pre_replay_capture_only,225,145,145,80,6,6,1.0,6,0.075,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_high,post_replay_executable_horizon_complete,225,145,145,80,6,6,1.0,6,0.075,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,225,145,145,80,6,4,0.6666666666666666,4,0.05,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,225,145,145,80,6,3,0.5,3,0.0375,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,225,145,145,80,6,3,0.5,3,0.0375,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_first_50pct,pre_replay_capture_only,304,189,189,115,4,4,1.0,4,0.034782608695652174,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_first_50pct,post_replay_executable_horizon_complete,304,189,189,115,4,4,1.0,4,0.034782608695652174,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,304,189,189,115,4,3,0.75,3,0.02608695652173913,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,304,189,189,115,4,3,0.75,3,0.02608695652173913,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,4,3,0.75,3,0.02608695652173913,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_high,pre_replay_capture_only,304,189,189,115,10,10,1.0,10,0.08695652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_high,post_replay_executable_horizon_complete,304,189,189,115,10,10,1.0,10,0.08695652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,304,189,189,115,10,7,0.7,7,0.06086956521739131,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_high,post_replay_non_false_repair_20d_oracle,304,189,189,115,10,7,0.7,7,0.06086956521739131,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,train,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,10,7,0.7,7,0.06086956521739131,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_first_50pct,pre_replay_capture_only,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_high,pre_replay_capture_only,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_high,post_replay_executable_horizon_complete,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_first_50pct,pre_replay_capture_only,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_high,pre_replay_capture_only,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_high,post_replay_executable_horizon_complete,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_first_50pct,pre_replay_capture_only,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_first_50pct,post_replay_executable_horizon_complete,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_high,pre_replay_capture_only,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_high,post_replay_executable_horizon_complete,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_high,post_replay_non_false_repair_20d_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_T7_gated,validation,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_first_50pct,pre_replay_capture_only,477,386,386,91,69,69,1.0,69,0.7582417582417582,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,477,386,386,91,69,69,1.0,69,0.7582417582417582,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,477,386,386,91,69,65,0.9420289855072463,65,0.7142857142857143,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,477,386,386,91,69,63,0.9130434782608695,63,0.6923076923076923,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,477,386,386,91,69,63,0.9130434782608695,63,0.6923076923076923,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_high,pre_replay_capture_only,477,396,396,81,75,75,1.0,75,0.9259259259259259,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,477,396,396,81,75,75,1.0,75,0.9259259259259259,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,477,396,396,81,75,69,0.92,69,0.8518518518518519,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,477,396,396,81,75,68,0.9066666666666666,68,0.8395061728395061,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,477,396,396,81,75,67,0.8933333333333333,67,0.8271604938271605,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,181,89,89,92,74,74,1.0,74,0.8043478260869565,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,181,89,89,92,74,74,1.0,74,0.8043478260869565,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,181,89,89,92,74,57,0.7702702702702703,57,0.6195652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,181,89,89,92,74,57,0.7702702702702703,57,0.6195652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,181,89,89,92,74,53,0.7162162162162162,53,0.5760869565217391,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_high,pre_replay_capture_only,181,90,90,91,74,74,1.0,74,0.8131868131868132,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,181,90,90,91,74,74,1.0,74,0.8131868131868132,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,181,90,90,91,74,58,0.7837837837837838,58,0.6373626373626373,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,181,90,90,91,74,57,0.7702702702702703,57,0.6263736263736264,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,181,90,90,91,74,54,0.7297297297297297,54,0.5934065934065934,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_first_50pct,pre_replay_capture_only,100,40,40,60,9,9,1.0,9,0.15,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,100,40,40,60,9,9,1.0,9,0.15,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,100,40,40,60,9,9,1.0,9,0.15,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,100,40,40,60,9,8,0.8888888888888888,8,0.13333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,100,40,40,60,9,8,0.8888888888888888,8,0.13333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_high,pre_replay_capture_only,100,41,41,59,11,11,1.0,11,0.1864406779661017,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_high,post_replay_executable_horizon_complete,100,41,41,59,11,11,1.0,11,0.1864406779661017,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,100,41,41,59,11,11,1.0,11,0.1864406779661017,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_high,post_replay_non_false_repair_20d_oracle,100,41,41,59,11,10,0.9090909090909091,10,0.1694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,robustness,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,100,41,41,59,11,10,0.9090909090909091,10,0.1694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_first_50pct,pre_replay_capture_only,761,577,577,184,155,155,1.0,155,0.842391304347826,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,761,577,577,184,155,155,1.0,155,0.842391304347826,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,761,577,577,184,155,134,0.864516129032258,134,0.7282608695652174,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,761,577,577,184,155,136,0.8774193548387097,136,0.7391304347826086,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,761,577,577,184,155,129,0.832258064516129,129,0.7010869565217391,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_high,pre_replay_capture_only,761,583,583,178,168,168,1.0,168,0.9438202247191011,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_high,post_replay_executable_horizon_complete,761,583,583,178,168,168,1.0,168,0.9438202247191011,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,761,583,583,178,168,144,0.8571428571428571,144,0.8089887640449438,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,761,583,583,178,168,146,0.8690476190476191,146,0.8202247191011236,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,761,583,583,178,168,138,0.8214285714285714,138,0.7752808988764045,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_on,low_to_first_50pct,pre_replay_capture_only,225,142,142,83,77,77,1.0,77,0.927710843373494,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,225,142,142,83,77,76,0.987012987012987,76,0.9156626506024096,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,225,142,142,83,77,69,0.8961038961038961,69,0.8313253012048193,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,225,142,142,83,77,73,0.948051948051948,73,0.8795180722891566,diagnostic_only,post_replay_event_membership_materialized
scope,08_R1_event_regime_gated,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,225,142,142,83,77,69,0.8961038961038961,69,0.8313253012048193,diagnostic_only,post_replay_event_membership_materialized
