candidate_scope_id,split,market_regime_bucket,window,replay_policy_id,oracle_future_label_used,entry_support_allowed,pre_replay_source_reference,post_replay_membership_source_hash,membership_basis,target_episode_denominator_n,bridge_episode_denominator_n,pre_replay_any_captured_episode_n,post_replay_any_captured_episode_n,pre_replay_any_recall,post_replay_any_recall,any_recall_retention,pre_replay_bridge_captured_episode_n,post_replay_bridge_captured_episode_n,pre_replay_bridge_recall,post_replay_bridge_recall,bridge_recall_retention,e1_missed_pre_replay_capture_n,e1_missed_post_replay_capture_n,e1_missed_capture_retention,selected_event_n,post_replay_event_n,filtered_event_n,filter_drop_rate,cell_sample_status,retention_source_status
07_E1_only,robustness,risk_off,low_to_first_50pct,pre_replay_capture_only,False,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,386,386,0.8092243186582809,0.8092243186582809,1.0,386,386,0.8092243186582809,0.8092243186582809,1.0,0,0,,467,467,0,0.0,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,386,385,0.8092243186582809,0.8071278825995807,0.9974093264248705,386,385,0.8092243186582809,0.8071278825995807,0.9974093264248705,0,0,,467,466,1,0.0021413276231263384,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,386,360,0.8092243186582809,0.7547169811320755,0.9326424870466322,386,360,0.8092243186582809,0.7547169811320755,0.9326424870466322,0,0,,467,416,51,0.10920770877944326,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,386,352,0.8092243186582809,0.7379454926624738,0.9119170984455959,386,352,0.8092243186582809,0.7379454926624738,0.9119170984455959,0,0,,467,403,64,0.13704496788008566,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,386,345,0.8092243186582809,0.7232704402515723,0.8937823834196891,386,345,0.8092243186582809,0.7232704402515723,0.8937823834196891,0,0,,467,390,77,0.16488222698072805,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_high,pre_replay_capture_only,False,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,396,396,0.8301886792452831,0.8301886792452831,1.0,396,396,0.8301886792452831,0.8301886792452831,1.0,0,0,,467,467,0,0.0,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,396,395,0.8301886792452831,0.8280922431865828,0.9974747474747474,396,395,0.8301886792452831,0.8280922431865828,0.9974747474747474,0,0,,467,466,1,0.0021413276231263384,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,396,367,0.8301886792452831,0.7693920335429769,0.9267676767676767,396,367,0.8301886792452831,0.7693920335429769,0.9267676767676767,0,0,,467,416,51,0.10920770877944326,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,396,359,0.8301886792452831,0.7526205450733753,0.9065656565656566,396,359,0.8301886792452831,0.7526205450733753,0.9065656565656566,0,0,,467,403,64,0.13704496788008566,diagnostic_only,post_replay_event_membership_materialized
07_E1_only,robustness,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,D_recomputed_membership_reconciled_to_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e,instrument_replay_anchor_inside_materialized_window,477,477,396,351,0.8301886792452831,0.7358490566037735,0.8863636363636362,396,351,0.8301886792452831,0.7358490566037735,0.8863636363636362,0,0,,467,390,77,0.16488222698072805,diagnostic_only,post_replay_event_membership_materialized
