source_kind,source_id,split,market_regime_bucket,window,base_policy_id,replay_policy_id,event_drop_n,event_drop_rate,any_recall_delta_pp,bridge_recall_delta_pp,e1_missed_capture_delta_n,policy_effect_interpretation
scope,07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,50,0.1072961373390558,-5.2410901467505155,-5.2410901467505155,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,63,0.1351931330472103,-6.91823899371069,-6.91823899371069,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,76,0.1630901287553648,-8.38574423480084,-8.38574423480084,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,50,0.1072961373390558,-5.87002096436059,-5.87002096436059,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,63,0.1351931330472103,-7.547169811320753,-7.547169811320753,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,76,0.1630901287553648,-9.224318658280929,-9.224318658280929,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,111,0.13470873786407767,-1.1049723756906105,-1.1049723756906105,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,148,0.1796116504854369,-1.1049723756906105,-1.1049723756906105,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,178,0.21601941747572814,-1.657458563535913,-1.657458563535913,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,111,0.13470873786407767,-0.5524861878453025,-0.5524861878453025,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,148,0.1796116504854369,-0.5524861878453025,-0.5524861878453025,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,178,0.21601941747572814,-1.1049723756906105,-1.1049723756906105,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,30,0.07633587786259542,-5.000000000000004,-5.000000000000004,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,53,0.13486005089058525,-2.0000000000000018,-2.0000000000000018,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,56,0.14249363867684478,-6.0,-6.0,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,robustness,transition,low_to_high,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,robustness,transition,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,30,0.07633587786259542,-6.0,-6.0,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,robustness,transition,low_to_high,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,53,0.13486005089058525,-2.9999999999999973,-2.9999999999999973,0,audit_only_false_repair_cost_removed
scope,07_E1_only,robustness,transition,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,56,0.14249363867684478,-6.999999999999995,-6.999999999999995,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,124,0.16445623342175067,-5.9132720105124825,-5.9132720105124825,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,179,0.23740053050397877,-7.621550591327198,-7.621550591327198,0,audit_only_false_repair_cost_removed
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,193,0.25596816976127323,-9.461235216819974,-9.461235216819974,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,train,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
scope,07_E1_only,train,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_10d_oracle,124,0.16445623342175067,-6.044678055190545,-6.044678055190545,0,audit_only_fast_fail_cost_removed
scope,07_E1_only,train,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_false_repair_20d_oracle,179,0.23740053050397877,-7.884362680683321,-7.884362680683321,0,audit_only_false_repair_cost_removed
scope,07_E1_only,train,risk_off,low_to_high,post_replay_executable_horizon_complete,post_replay_non_fast_fail_and_non_false_repair_oracle,193,0.25596816976127323,-9.724047306176086,-9.724047306176086,0,audit_only_fast_fail_and_false_repair_removed
scope,07_E1_only,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,post_replay_executable_horizon_complete,0,0.0,0.0,0.0,0,executable_anchor_and_required_label_horizon_complete
