arm_id,target_regime,arm_family_set,split,market_regime_bucket,window,replay_policy_id,oracle_future_label_used,entry_support_allowed,c_arm_tier,c_arm_final_decision_copy,membership_basis,target_episode_denominator_n,bridge_episode_denominator_n,pre_replay_any_captured_episode_n,post_replay_any_captured_episode_n,pre_replay_any_recall,post_replay_any_recall,any_recall_retention,pre_replay_bridge_captured_episode_n,post_replay_bridge_captured_episode_n,pre_replay_bridge_recall,post_replay_bridge_recall,bridge_recall_retention,e1_missed_pre_replay_capture_n,e1_missed_post_replay_capture_n,e1_missed_capture_retention,selected_event_n,post_replay_event_n,filtered_event_n,filter_drop_rate,cell_sample_status,retention_source_status,post_replay_membership_source_hash
baseline_r_core_no_ranker_diagnostic,risk_off,nan,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,477,477,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,robustness,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,477,477,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,robustness,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,477,477,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,robustness,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,477,477,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_first_50pct,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_high,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_first_50pct,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_high,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,158,158,0.8729281767955801,0.8729281767955801,1.0,158,158,0.8729281767955801,0.8729281767955801,1.0,78,78,1.0,9730,9730,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,158,158,0.8729281767955801,0.8729281767955801,1.0,158,158,0.8729281767955801,0.8729281767955801,1.0,78,78,1.0,9730,9711,19,0.0019527235354573483,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,158,139,0.8729281767955801,0.7679558011049724,0.879746835443038,158,139,0.8729281767955801,0.7679558011049724,0.879746835443038,78,61,0.782051282051282,9730,7368,2362,0.24275436793422406,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,158,142,0.8729281767955801,0.7845303867403315,0.8987341772151899,158,142,0.8729281767955801,0.7845303867403315,0.8987341772151899,78,63,0.8076923076923077,9730,6988,2742,0.28180883864337103,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,158,138,0.8729281767955801,0.7624309392265194,0.8734177215189874,158,138,0.8729281767955801,0.7624309392265194,0.8734177215189874,78,60,0.7692307692307693,9730,6582,3148,0.323535457348407,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_high,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,160,160,0.8839779005524862,0.8839779005524862,1.0,160,160,0.8839779005524862,0.8839779005524862,1.0,77,77,1.0,9730,9730,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,160,160,0.8839779005524862,0.8839779005524862,1.0,160,160,0.8839779005524862,0.8839779005524862,1.0,77,77,1.0,9730,9711,19,0.0019527235354573483,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,160,143,0.8839779005524862,0.7900552486187845,0.89375,160,143,0.8839779005524862,0.7900552486187845,0.89375,77,61,0.7922077922077922,9730,7368,2362,0.24275436793422406,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,160,145,0.8839779005524862,0.8011049723756906,0.90625,160,145,0.8839779005524862,0.8011049723756906,0.90625,77,63,0.8181818181818182,9730,6988,2742,0.28180883864337103,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,160,142,0.8839779005524862,0.7845303867403315,0.8875000000000001,160,142,0.8839779005524862,0.7845303867403315,0.8875000000000001,77,60,0.7792207792207793,9730,6582,3148,0.323535457348407,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_first_50pct,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,212,212,0.9422222222222222,0.9422222222222222,1.0,212,212,0.9422222222222222,0.9422222222222222,1.0,80,80,1.0,16603,16603,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,212,212,0.9422222222222222,0.9422222222222222,1.0,212,212,0.9422222222222222,0.9422222222222222,1.0,80,80,1.0,16603,16571,32,0.0019273625248449075,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,212,197,0.9422222222222222,0.8755555555555555,0.9292452830188679,212,197,0.9422222222222222,0.8755555555555555,0.9292452830188679,80,76,0.95,16603,11633,4970,0.2993434921399747,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,212,203,0.9422222222222222,0.9022222222222223,0.9575471698113208,212,203,0.9422222222222222,0.9022222222222223,0.9575471698113208,80,77,0.9625,16603,10229,6374,0.383906522917545,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,212,196,0.9422222222222222,0.8711111111111111,0.9245283018867925,212,196,0.9422222222222222,0.8711111111111111,0.9245283018867925,80,76,0.95,16603,9602,7001,0.4216707823887249,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_high,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,221,221,0.9822222222222222,0.9822222222222222,1.0,221,221,0.9822222222222222,0.9822222222222222,1.0,79,79,1.0,16603,16603,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_high,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,221,221,0.9822222222222222,0.9822222222222222,1.0,221,221,0.9822222222222222,0.9822222222222222,1.0,79,79,1.0,16603,16571,32,0.0019273625248449075,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,221,210,0.9822222222222222,0.9333333333333333,0.9502262443438915,221,210,0.9822222222222222,0.9333333333333333,0.9502262443438915,79,76,0.9620253164556962,16603,11633,4970,0.2993434921399747,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,221,213,0.9822222222222222,0.9466666666666667,0.9638009049773756,221,213,0.9822222222222222,0.9466666666666667,0.9638009049773756,79,76,0.9620253164556962,16603,10229,6374,0.383906522917545,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,train,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,221,208,0.9822222222222222,0.9244444444444444,0.9411764705882353,221,208,0.9822222222222222,0.9244444444444444,0.9411764705882353,79,76,0.9620253164556962,16603,9602,7001,0.4216707823887249,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r_core_no_ranker_diagnostic,risk_on,R1_relative_strength_breakout;R2_near_high_volume_expansion;R6_market_breadth_thrust;R7_cross_sectional_momentum_rank_jump;R8_persistent_distance_above_ema,validation,risk_on,low_to_first_50pct,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,22,22,19,19,0.8636363636363636,0.8636363636363636,1.0,19,19,0.8636363636363636,0.8636363636363636,1.0,11,11,1.0,4457,4457,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
