target_episode_id,instrument,episode_split,market_regime_bucket,window,window_start_pos,window_end_pos,episode_low_date,first_50pct_touch_date,episode_high_date,episode_window_source_status,denominator_included_flag,window_end_inclusive_flag,source_path,source_hash,source_row_count_before_dedup,dedup_conflict_flag,dedup_conflict_fields
SH600398_20240913_0000,SH600398,robustness,risk_off,low_to_high,1867,1953,2024-09-13,2024-09-30,2025-01-23,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600398_20240913_0000,SH600398,robustness,risk_off,low_to_first_50pct,1867,1876,2024-09-13,2024-09-30,2025-01-23,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600399_20210119_0000,SH600399,train,risk_on,low_to_high,778,898,2021-01-19,2021-07-19,2021-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600399_20210119_0000,SH600399,train,risk_on,low_to_first_50pct,778,896,2021-01-19,2021-07-19,2021-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600399_20220309_0001,SH600399,validation,risk_off,low_to_high,1050,1136,2022-03-09,2022-06-24,2022-07-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600399_20220309_0001,SH600399,validation,risk_off,low_to_first_50pct,1050,1121,2022-03-09,2022-06-24,2022-07-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600406_20250904_0000,SH600406,robustness,risk_on,low_to_high,2000,2118,2025-09-04,2026-03-09,2026-03-09,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600406_20250904_0000,SH600406,robustness,risk_on,low_to_first_50pct,2000,2118,2025-09-04,2026-03-09,2026-03-09,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600409_20181030_0000,SH600409,train,risk_off,low_to_high,443,549,2018-10-30,2019-04-08,2019-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600409_20181030_0000,SH600409,train,risk_off,low_to_first_50pct,443,549,2018-10-30,2019-04-08,2019-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600409_20210326_0001,SH600409,train,transition,low_to_high,1028,1143,2021-03-26,2021-08-16,2021-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600409_20210326_0001,SH600409,train,transition,low_to_first_50pct,1028,1124,2021-03-26,2021-08-16,2021-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20181012_0000,SH600415,train,risk_off,low_to_high,431,540,2018-10-12,2019-03-25,2019-03-25,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20181012_0000,SH600415,train,risk_off,low_to_first_50pct,431,540,2018-10-12,2019-03-25,2019-03-25,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20200204_0001,SH600415,train,risk_off,low_to_high,748,857,2020-02-04,2020-06-04,2020-07-14,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20200204_0001,SH600415,train,risk_off,low_to_first_50pct,748,831,2020-02-04,2020-06-04,2020-07-14,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20230216_0002,SH600415,validation,risk_on,low_to_high,1486,1538,2023-02-16,2023-04-13,2023-05-05,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20230216_0002,SH600415,validation,risk_on,low_to_first_50pct,1486,1525,2023-02-16,2023-04-13,2023-05-05,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20240709_0003,SH600415,robustness,risk_off,low_to_high,1824,1929,2024-07-09,2024-10-11,2024-12-12,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20240709_0003,SH600415,robustness,risk_off,low_to_first_50pct,1824,1885,2024-07-09,2024-10-11,2024-12-12,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20250106_0004,SH600415,robustness,risk_off,low_to_high,1945,2057,2025-01-06,2025-06-03,2025-06-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600415_20250106_0004,SH600415,robustness,risk_off,low_to_first_50pct,1945,2040,2025-01-06,2025-06-03,2025-06-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20230825_0000,SH600418,validation,risk_off,low_to_high,1616,1656,2023-08-25,2023-10-26,2023-10-30,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20230825_0000,SH600418,validation,risk_off,low_to_first_50pct,1616,1654,2023-08-25,2023-10-26,2023-10-30,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20240206_0001,SH600418,robustness,risk_off,low_to_high,1726,1830,2024-02-06,2024-02-27,2024-07-17,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20240206_0001,SH600418,robustness,risk_off,low_to_first_50pct,1726,1735,2024-02-06,2024-02-27,2024-07-17,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20240828_0002,SH600418,robustness,risk_off,low_to_high,1860,1907,2024-08-28,2024-10-08,2024-11-12,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20240828_0002,SH600418,robustness,risk_off,low_to_first_50pct,1860,1882,2024-08-28,2024-10-08,2024-11-12,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20250409_0003,SH600418,robustness,risk_off,low_to_high,2005,2114,2025-04-09,2025-06-11,2025-09-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600418_20250409_0003,SH600418,robustness,risk_off,low_to_first_50pct,2005,2046,2025-04-09,2025-06-11,2025-09-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20190104_0000,SH600426,train,risk_off,low_to_high,489,549,2019-01-04,2019-04-01,2019-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20190104_0000,SH600426,train,risk_off,low_to_first_50pct,489,545,2019-01-04,2019-04-01,2019-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20200203_0001,SH600426,train,risk_off,low_to_high,747,862,2020-02-03,2020-07-20,2020-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20200203_0001,SH600426,train,risk_off,low_to_first_50pct,747,861,2020-02-03,2020-07-20,2020-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20200911_0002,SH600426,train,transition,low_to_high,900,1002,2020-09-11,2020-11-09,2021-02-18,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20200911_0002,SH600426,train,transition,low_to_first_50pct,900,935,2020-09-11,2020-11-09,2021-02-18,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20210324_0003,SH600426,train,risk_off,low_to_high,1026,1143,2021-03-24,2021-07-09,2021-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20210324_0003,SH600426,train,risk_off,low_to_first_50pct,1026,1098,2021-03-24,2021-07-09,2021-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20250717_0004,SH600426,robustness,risk_on,low_to_high,2072,2188,2025-07-17,2025-12-25,2026-01-07,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600426_20250717_0004,SH600426,robustness,risk_on,low_to_first_50pct,2072,2181,2025-07-17,2025-12-25,2026-01-07,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600435_20181012_0000,SH600435,train,risk_off,low_to_high,431,546,2018-10-12,2019-03-08,2019-04-02,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600435_20181012_0000,SH600435,train,risk_off,low_to_first_50pct,431,529,2018-10-12,2019-03-08,2019-04-02,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20180209_0000,SH600436,train,risk_off,low_to_high,272,339,2018-02-09,2018-05-11,2018-05-28,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20180209_0000,SH600436,train,risk_off,low_to_first_50pct,272,328,2018-02-09,2018-05-11,2018-05-28,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20181029_0001,SH600436,train,risk_off,low_to_high,442,551,2018-10-29,2019-02-19,2019-04-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20181029_0001,SH600436,train,risk_off,low_to_first_50pct,442,516,2018-10-29,2019-02-19,2019-04-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20190812_0002,SH600436,train,risk_off,low_to_high,635,750,2019-08-12,2020-02-06,2020-02-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20190812_0002,SH600436,train,risk_off,low_to_first_50pct,635,750,2019-08-12,2020-02-06,2020-02-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20200317_0003,SH600436,train,risk_off,low_to_high,778,894,2020-03-17,2020-06-30,2020-09-03,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20200317_0003,SH600436,train,risk_off,low_to_first_50pct,778,847,2020-03-17,2020-06-30,2020-09-03,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20201026_0004,SH600436,train,transition,low_to_high,925,1002,2020-10-26,2021-01-13,2021-02-18,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20201026_0004,SH600436,train,transition,low_to_first_50pct,925,981,2020-10-26,2021-01-13,2021-02-18,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20210309_0005,SH600436,train,risk_off,low_to_high,1015,1106,2021-03-09,2021-05-14,2021-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20210309_0005,SH600436,train,risk_off,low_to_first_50pct,1015,1059,2021-03-09,2021-05-14,2021-07-21,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20210903_0006,SH600436,train,risk_on,low_to_high,1138,1211,2021-09-03,2021-12-22,2021-12-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600436_20210903_0006,SH600436,train,risk_on,low_to_first_50pct,1138,1209,2021-09-03,2021-12-22,2021-12-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600438_20240710_0000,SH600438,robustness,risk_off,low_to_high,1825,1903,2024-07-10,2024-10-08,2024-11-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600438_20240710_0000,SH600438,robustness,risk_off,low_to_first_50pct,1825,1882,2024-07-10,2024-10-08,2024-11-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600438_20250430_0001,SH600438,robustness,transition,low_to_high,2020,2132,2025-04-30,2025-09-05,2025-10-17,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600438_20250430_0001,SH600438,robustness,transition,low_to_first_50pct,2020,2108,2025-04-30,2025-09-05,2025-10-17,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600446_20190611_0000,SH600446,train,risk_off,low_to_high,591,656,2019-06-11,2019-07-02,2019-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600446_20190611_0000,SH600446,train,risk_off,low_to_first_50pct,591,606,2019-06-11,2019-07-02,2019-09-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20181016_0000,SH600460,train,risk_off,low_to_high,368,478,2018-10-16,2019-03-05,2019-03-28,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20181016_0000,SH600460,train,risk_off,low_to_first_50pct,368,461,2018-10-16,2019-03-05,2019-03-28,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20190507_0001,SH600460,train,risk_off,low_to_high,502,594,2019-05-07,2019-09-16,2019-09-16,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20190507_0001,SH600460,train,risk_off,low_to_first_50pct,502,594,2019-05-07,2019-09-16,2019-09-16,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20191021_0002,SH600460,train,risk_on,low_to_high,614,697,2019-10-21,2020-02-19,2020-02-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20191021_0002,SH600460,train,risk_on,low_to_first_50pct,614,694,2019-10-21,2020-02-19,2020-02-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20200428_0003,SH600460,train,transition,low_to_high,742,795,2020-04-28,2020-07-31,2020-07-31,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600460_20200428_0003,SH600460,train,transition,low_to_first_50pct,742,795,2020-04-28,2020-07-31,2020-07-31,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
