target_episode_id,instrument,episode_split,market_regime_bucket,window,window_start_pos,window_end_pos,episode_low_date,first_50pct_touch_date,episode_high_date,episode_window_source_status,denominator_included_flag,window_end_inclusive_flag,source_path,source_hash,source_row_count_before_dedup,dedup_conflict_flag,dedup_conflict_fields
SH600011_20220415_0003,SH600011,validation,risk_off,low_to_first_50pct,1283,1374,2022-04-15,2022-08-26,2022-09-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600011_20221102_0004,SH600011,validation,risk_off,low_to_high,1416,1534,2022-11-02,2023-04-26,2023-04-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600011_20221102_0004,SH600011,validation,risk_off,low_to_first_50pct,1416,1534,2022-11-02,2023-04-26,2023-04-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600016_20250407_0000,SH600016,robustness,risk_off,low_to_high,2003,2067,2025-04-07,2025-07-10,2025-07-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600016_20250407_0000,SH600016,robustness,risk_off,low_to_first_50pct,2003,2067,2025-04-07,2025-07-10,2025-07-10,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600018_20181012_0000,SH600018,train,risk_off,low_to_high,428,545,2018-10-12,2019-03-12,2019-04-04,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600018_20181012_0000,SH600018,train,risk_off,low_to_first_50pct,428,528,2018-10-12,2019-03-12,2019-04-04,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600019_20201215_0000,SH600019,train,risk_on,low_to_high,942,1000,2020-12-15,2021-03-03,2021-03-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600019_20201215_0000,SH600019,train,risk_on,low_to_first_50pct,942,992,2020-12-15,2021-03-03,2021-03-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600019_20210618_0001,SH600019,train,risk_on,low_to_high,1064,1125,2021-06-18,2021-09-01,2021-09-13,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600019_20210618_0001,SH600019,train,risk_on,low_to_first_50pct,1064,1117,2021-06-18,2021-09-01,2021-09-13,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600021_20181019_0000,SH600021,train,risk_off,low_to_high,430,548,2018-10-19,2019-03-12,2019-04-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600021_20181019_0000,SH600021,train,risk_off,low_to_first_50pct,430,525,2018-10-19,2019-03-12,2019-04-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600021_20220427_0001,SH600021,validation,risk_off,low_to_high,1285,1378,2022-04-27,2022-09-08,2022-09-09,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600021_20220427_0001,SH600021,validation,risk_off,low_to_first_50pct,1285,1377,2022-04-27,2022-09-08,2022-09-09,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600023_20221226_0000,SH600023,validation,risk_off,low_to_high,1454,1572,2022-12-26,2023-05-08,2023-06-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600023_20221226_0000,SH600023,validation,risk_off,low_to_first_50pct,1454,1539,2022-12-26,2023-05-08,2023-06-26,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600023_20231019_0001,SH600023,validation,risk_off,low_to_high,1649,1762,2023-10-19,2024-03-18,2024-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600023_20231019_0001,SH600023,validation,risk_off,low_to_first_50pct,1649,1749,2023-10-19,2024-03-18,2024-04-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20200925_0000,SH600025,train,transition,low_to_high,677,786,2020-09-25,2021-03-15,2021-03-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20200925_0000,SH600025,train,transition,low_to_first_50pct,677,786,2020-09-25,2021-03-15,2021-03-15,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20210531_0001,SH600025,train,risk_on,low_to_high,837,923,2021-05-31,2021-09-22,2021-10-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20210531_0001,SH600025,train,risk_on,low_to_first_50pct,837,916,2021-05-31,2021-09-22,2021-10-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20240123_0002,SH600025,robustness,risk_off,low_to_high,1483,1602,2024-01-23,2024-07-24,2024-07-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600025_20240123_0002,SH600025,robustness,risk_off,low_to_first_50pct,1483,1602,2024-01-23,2024-07-24,2024-07-24,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20180903_0000,SH600026,train,risk_off,low_to_high,405,521,2018-09-03,2019-02-27,2019-03-01,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20180903_0000,SH600026,train,risk_off,low_to_first_50pct,405,519,2018-09-03,2019-02-27,2019-03-01,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20191113_0001,SH600026,train,transition,low_to_high,691,798,2019-11-13,2020-04-08,2020-04-22,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20191113_0001,SH600026,train,transition,low_to_first_50pct,691,788,2019-11-13,2020-04-08,2020-04-22,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20210802_0002,SH600026,train,risk_on,low_to_high,1109,1151,2021-08-02,2021-10-08,2021-10-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20210802_0002,SH600026,train,risk_on,low_to_first_50pct,1109,1151,2021-08-02,2021-10-08,2021-10-08,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20220321_0003,SH600026,validation,risk_off,low_to_high,1261,1376,2022-03-21,2022-04-22,2022-09-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20220321_0003,SH600026,validation,risk_off,low_to_first_50pct,1261,1283,2022-03-21,2022-04-22,2022-09-06,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20231215_0004,SH600026,validation,risk_off,low_to_high,1685,1798,2023-12-15,2024-04-02,2024-06-07,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600026_20231215_0004,SH600026,validation,risk_off,low_to_first_50pct,1685,1755,2023-12-15,2024-04-02,2024-06-07,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600027_20200323_0000,SH600027,train,risk_off,low_to_high,782,884,2020-03-23,2020-08-20,2020-08-20,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600027_20200323_0000,SH600027,train,risk_off,low_to_first_50pct,782,884,2020-03-23,2020-08-20,2020-08-20,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600027_20210427_0001,SH600027,train,transition,low_to_high,1049,1149,2021-04-27,2021-09-03,2021-09-23,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600027_20210427_0001,SH600027,train,transition,low_to_first_50pct,1049,1137,2021-04-27,2021-09-03,2021-09-23,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
SH600027_20211115_0002,SH600027,train,risk_on,low_to_high,1181,1211,2021-11-15,2021-12-23,2021-12-27,episode_window_ready,True,True,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/local_cache/candidate_family_capture.parquet,ffc107a57c8612d8537e84f9c28c50708f7cfa3d6978befe276d870580918d81,43,False,
