,,risk
excess_return_without_cost,mean,0.0020912893196314976
excess_return_without_cost,std,0.009965531721738545
excess_return_without_cost,annualized_return,0.49772685807229644
excess_return_without_cost,information_ratio,3.237442935539598
excess_return_without_cost,max_drawdown,-0.08890501735344364
excess_return_with_cost,mean,0.001601642601304262
excess_return_with_cost,std,0.009964133672504429
excess_return_with_cost,annualized_return,0.38119093911041435
excess_return_with_cost,information_ratio,2.4797879498299866
excess_return_with_cost,max_drawdown,-0.1043790198823484
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.002768662474788892
strategy_return_without_cost,std,0.015312528168793948
strategy_return_without_cost,annualized_return,0.6589416689997564
strategy_return_without_cost,information_ratio,2.789405111559455
strategy_return_without_cost,max_drawdown,-0.16629795684782178
strategy_return_with_cost,mean,0.002279015756461656
strategy_return_with_cost,std,0.015304755681329779
strategy_return_with_cost,annualized_return,0.5424057500378742
strategy_return_with_cost,information_ratio,2.297256056688035
strategy_return_with_cost,max_drawdown,-0.1810318065883793
