decision_date,arm_id,registered_denominator_n,signal_eligible_n,signal_coverage,decile_eligible,minimum_bucket_n_observed,missing_reason_mode,status
2017-02-17,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-17,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-17,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-17,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-17,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-24,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-24,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-24,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-24,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-02-24,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-03,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-03,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-03,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-03,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-03,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-10,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-10,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-10,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-10,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-10,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-17,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-17,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-17,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-17,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-17,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-24,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-24,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-24,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-24,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-24,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-31,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-31,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-31,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-31,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-03-31,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-07,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-07,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-07,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-07,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-07,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-14,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-14,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-14,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-14,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-14,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-21,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-21,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-21,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-21,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-21,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-28,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-28,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-28,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-28,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-04-28,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-05,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-05,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-05,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-05,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-05,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-12,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-12,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-12,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-12,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-12,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-19,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-19,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-19,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-19,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-19,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-26,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-26,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-26,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-26,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-05-26,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-02,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-02,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-02,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-02,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-02,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-09,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-09,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-09,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-09,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-09,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-16,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-16,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-16,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-16,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-16,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-23,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-23,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-23,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-23,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-23,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-30,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-30,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-30,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-30,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-06-30,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-07,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-07,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-07,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-07,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-07,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-14,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-14,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-14,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-14,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-14,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-21,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-21,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-21,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-21,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-21,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-28,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-28,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-28,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-28,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-07-28,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-04,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-04,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-04,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-04,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-04,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-11,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-11,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-11,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-11,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-11,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-18,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-18,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-18,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-18,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-18,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-25,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-25,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-25,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-25,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-08-25,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-01,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-01,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-01,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-01,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-01,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-08,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-08,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-08,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-08,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-08,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-15,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-15,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-15,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-15,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-15,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-22,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-22,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-22,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-22,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-22,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-29,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-29,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-29,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-29,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-09-29,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-13,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-13,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-13,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-13,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-13,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-20,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-20,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-20,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-20,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-20,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-27,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-27,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-27,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-27,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-10-27,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-03,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-03,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-03,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-03,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-03,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-10,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-10,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-10,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-10,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-10,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-17,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-17,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-17,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-17,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-17,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-24,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-24,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-24,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-24,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-11-24,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-01,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-01,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-01,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-01,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-01,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-08,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-08,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-08,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-08,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-08,SRC5_LOWVOL_20D_COMPARATOR,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-15,SRC1_TOTAL_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-15,SRC2_TOTAL_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-15,SRC3_MKT_RESID_CONT_5D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
2017-12-15,SRC4_MKT_RESID_CONT_10D,500,0,0,False,0,calendar_warmup_not_ready,not_evaluable
