split_bucket,best_delayed_k,best_delayed_mean_incremental_return,best_delayed_trimmed_mean_incremental_return,o5_t0_mean_incremental_return,best_delayed_gap_vs_o5_t0,best_delayed_retention_ratio_vs_o5_t0,k10_delayed_retention_ratio_vs_o5_t0,delayed_decision_supported_gate,timing_sensitivity_candidate,interpretation
train,3,0.0333108840859703,0.0310619428716727,0.035562486800285,-0.0022516027143147,0.9366860161675568,0.732208335281413,fail,True,positive_delayed_but_not_validation_dominant
robustness,3,0.0299274989503504,0.0279277255140948,0.0294674283651707,0.0004600705851796,1.0156128515687992,0.796418213246609,fail,True,positive_delayed_but_not_validation_dominant
validation,3,0.0339826570848555,0.0318510715319951,0.0391384845684902,-0.0051558274836347,0.8682670639786187,0.6507381529770304,fail,True,positive_delayed_but_not_validation_dominant
