target_component,split,feature_id,feature_family,single_feature_auc,fit_scope,importance_status
fast_fail_only_10d,train,close_to_ema60,FS2_basis_path_quality,0.5725161368213126,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,close_to_ema60,FS2_basis_path_quality,0.6057028451212709,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,ema20_slope_20d,FS2_basis_path_quality,0.5865456279855161,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,ema20_slope_20d,FS2_basis_path_quality,0.49209472484193506,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,ema20_slope_20d,FS2_basis_path_quality,0.5410237205808585,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,ema60_slope_20d,FS2_basis_path_quality,0.4998136903069792,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,ema60_slope_20d,FS2_basis_path_quality,0.5682932529772599,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,ema60_slope_20d,FS2_basis_path_quality,0.5795632621670859,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,return_5d,FS2_basis_path_quality,0.6467248658030023,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,return_5d,FS2_basis_path_quality,0.6101066984528348,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,return_5d,FS2_basis_path_quality,0.6253853058731679,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,return_20d,FS2_basis_path_quality,0.7594830451767923,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,return_20d,FS2_basis_path_quality,0.6825871242073771,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,return_20d,FS2_basis_path_quality,0.7153966071077908,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,stock_vs_market_20d,FS2_basis_path_quality,0.6413541017004083,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,stock_vs_market_20d,FS2_basis_path_quality,0.665051712597564,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,stock_vs_market_20d,FS2_basis_path_quality,0.603996355602708,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,stock_vs_board_20d,FS2_basis_path_quality,0.6330234985113264,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,stock_vs_board_20d,FS2_basis_path_quality,0.6191756983139549,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,stock_vs_board_20d,FS2_basis_path_quality,0.6505786910646443,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,close_to_high_60,FS2_basis_path_quality,0.6222293195659411,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,close_to_high_60,FS2_basis_path_quality,0.523871600063281,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,close_to_high_60,FS2_basis_path_quality,0.6297067818512847,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,relative_cusum_20d,FS2_basis_path_quality,0.6232790759846233,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,relative_cusum_20d,FS2_basis_path_quality,0.65677829084075,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,relative_cusum_20d,FS2_basis_path_quality,0.6294175347481071,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,atr_20_pct,FS3_vol_range_stop_distance,0.5618134413607724,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,atr_20_pct,FS3_vol_range_stop_distance,0.5227994280909178,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,atr_20_pct,FS3_vol_range_stop_distance,0.4497410070860889,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.6533262068858936,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.5381920553999475,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.5599608186748364,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,intraday_range_pct,FS3_vol_range_stop_distance,0.5961110648332506,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,intraday_range_pct,FS3_vol_range_stop_distance,0.5244324173963729,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,intraday_range_pct,FS3_vol_range_stop_distance,0.5150652410152418,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,close_position_in_range,FS3_vol_range_stop_distance,0.4652285977897586,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,close_position_in_range,FS3_vol_range_stop_distance,0.5211498121458151,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,close_position_in_range,FS3_vol_range_stop_distance,0.45400964347362016,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,upper_shadow_pct,FS3_vol_range_stop_distance,0.5028806910213155,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,upper_shadow_pct,FS3_vol_range_stop_distance,0.5095939110288109,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,upper_shadow_pct,FS3_vol_range_stop_distance,0.4661546727977447,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,gap_open_pct,FS3_vol_range_stop_distance,0.5474652974049379,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,gap_open_pct,FS3_vol_range_stop_distance,0.5323843110768834,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,gap_open_pct,FS3_vol_range_stop_distance,0.5071706600559988,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,range_width_ratio_20d_60d,FS3_vol_range_stop_distance,0.735237918574486,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,range_width_ratio_20d_60d,FS3_vol_range_stop_distance,0.6657582821991745,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,range_width_ratio_20d_60d,FS3_vol_range_stop_distance,0.7264797637147338,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,intraday_range_atr_norm,FS3_vol_range_stop_distance,0.560959802358133,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,intraday_range_atr_norm,FS3_vol_range_stop_distance,0.5177770758842384,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,intraday_range_atr_norm,FS3_vol_range_stop_distance,0.5621411949400712,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,return_20d_sigma_norm,FS3_vol_range_stop_distance,0.7431319039945928,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,return_20d_sigma_norm,FS3_vol_range_stop_distance,0.6261893737834596,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,return_20d_sigma_norm,FS3_vol_range_stop_distance,0.6942476546983152,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,amount_ratio_20d,FS4_amount_volume_vwap_dib,0.580911625151862,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,amount_ratio_20d,FS4_amount_volume_vwap_dib,0.5679156731286699,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,amount_ratio_20d,FS4_amount_volume_vwap_dib,0.6014283076448297,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,amount_ratio_60d,FS4_amount_volume_vwap_dib,0.6386376219333297,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,amount_ratio_60d,FS4_amount_volume_vwap_dib,0.5905510095121438,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,amount_ratio_60d,FS4_amount_volume_vwap_dib,0.6394699797669237,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,turnover_ratio_20d,FS4_amount_volume_vwap_dib,0.5618250230029243,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,turnover_ratio_20d,FS4_amount_volume_vwap_dib,0.5503186391815984,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,turnover_ratio_20d,FS4_amount_volume_vwap_dib,0.5871148012972258,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,turnover_ratio_60d,FS4_amount_volume_vwap_dib,0.6200596168098205,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,turnover_ratio_60d,FS4_amount_volume_vwap_dib,0.5827137447410161,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,turnover_ratio_60d,FS4_amount_volume_vwap_dib,0.6309276879566087,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,quality_amount_flag,FS4_amount_volume_vwap_dib,0.5867849212782048,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,quality_amount_flag,FS4_amount_volume_vwap_dib,0.5520620930284855,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,quality_amount_flag,FS4_amount_volume_vwap_dib,0.5906585650414691,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,market_return_20d,FS5_market_industry_riskon_quality,0.696698102094347,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,market_return_20d,FS5_market_industry_riskon_quality,0.5191966287585358,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,market_return_20d,FS5_market_industry_riskon_quality,0.6411516058016902,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,market_drawdown_60d,FS5_market_industry_riskon_quality,0.3841103673706213,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,market_drawdown_60d,FS5_market_industry_riskon_quality,0.522299833691557,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,market_drawdown_60d,FS5_market_industry_riskon_quality,0.45261747276086434,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,market_volatility_20d,FS5_market_industry_riskon_quality,0.5067766563718272,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,market_volatility_20d,FS5_market_industry_riskon_quality,0.5725934203925085,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,market_volatility_20d,FS5_market_industry_riskon_quality,0.5222550948094318,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,universe_up_share,FS5_market_industry_riskon_quality,0.5850346015747745,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,universe_up_share,FS5_market_industry_riskon_quality,0.5428191122055118,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,universe_up_share,FS5_market_industry_riskon_quality,0.5384052600173054,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,universe_up_share_z,FS5_market_industry_riskon_quality,0.5823443194607298,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,universe_up_share_z,FS5_market_industry_riskon_quality,0.5127735381668114,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,universe_up_share_z,FS5_market_industry_riskon_quality,0.5396184787446278,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,universe_up_share_change_5d,FS5_market_industry_riskon_quality,0.507744076027167,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,universe_up_share_change_5d,FS5_market_industry_riskon_quality,0.4980264273672118,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,universe_up_share_change_5d,FS5_market_industry_riskon_quality,0.49988654512813857,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,board_relative_cusum_20d,FS5_market_industry_riskon_quality,0.4117715752883359,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,board_relative_cusum_20d,FS5_market_industry_riskon_quality,0.5219540210619669,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,board_relative_cusum_20d,FS5_market_industry_riskon_quality,0.49040783911600466,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,momentum_percentile_20d,FS5_market_industry_riskon_quality,0.5940835148589385,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,momentum_percentile_20d,FS5_market_industry_riskon_quality,0.604520265369261,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,momentum_percentile_20d,FS5_market_industry_riskon_quality,0.660233544102352,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,prior_event_count_20d,FS6_recurrence_local_density,0.5372740184158898,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,prior_event_count_20d,FS6_recurrence_local_density,0.5356825391046945,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,prior_event_count_20d,FS6_recurrence_local_density,0.5557179729551665,train_only_single_feature_logistic,pass
fast_fail_only_10d,robustness,prior_event_count_60d,FS6_recurrence_local_density,0.49253717574987255,train_only_single_feature_logistic,pass
fast_fail_only_10d,train,prior_event_count_60d,FS6_recurrence_local_density,0.5172545682511139,train_only_single_feature_logistic,pass
fast_fail_only_10d,validation,prior_event_count_60d,FS6_recurrence_local_density,0.505950384017783,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,return_10d,FS0_baseline_h_features,0.5815836121566627,train_only_single_feature_logistic,pass
false_repair_20d_component,train,return_10d,FS0_baseline_h_features,0.564455736139944,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,return_10d,FS0_baseline_h_features,0.5866658739593289,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,return_60d,FS0_baseline_h_features,0.6447296409773091,train_only_single_feature_logistic,pass
false_repair_20d_component,train,return_60d,FS0_baseline_h_features,0.6254208332194833,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,return_60d,FS0_baseline_h_features,0.5974179243290552,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,stock_vs_market_5d,FS0_baseline_h_features,0.5757631795784748,train_only_single_feature_logistic,pass
false_repair_20d_component,train,stock_vs_market_5d,FS0_baseline_h_features,0.569414978715914,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,stock_vs_market_5d,FS0_baseline_h_features,0.5666515832569996,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,stock_vs_market_10d,FS0_baseline_h_features,0.5848436656825565,train_only_single_feature_logistic,pass
false_repair_20d_component,train,stock_vs_market_10d,FS0_baseline_h_features,0.5755914944052285,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,stock_vs_market_10d,FS0_baseline_h_features,0.5850934402763012,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,close_to_high_120,FS0_baseline_h_features,0.44997195707595256,train_only_single_feature_logistic,pass
false_repair_20d_component,train,close_to_high_120,FS0_baseline_h_features,0.5133870907139255,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,close_to_high_120,FS0_baseline_h_features,0.45674793510318057,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,direction_entropy_20d,FS0_baseline_h_features,0.505383203861437,train_only_single_feature_logistic,pass
false_repair_20d_component,train,direction_entropy_20d,FS0_baseline_h_features,0.5296527162307871,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,direction_entropy_20d,FS0_baseline_h_features,0.5094201434775303,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,ema60_positive_run,FS0_baseline_h_features,0.5646805250550578,train_only_single_feature_logistic,pass
false_repair_20d_component,train,ema60_positive_run,FS0_baseline_h_features,0.5753883280401277,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,ema60_positive_run,FS0_baseline_h_features,0.552995015541671,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,panel_return_20d_rolling_z_60d,FS0_baseline_h_features,0.558381915792257,train_only_single_feature_logistic,pass
false_repair_20d_component,train,panel_return_20d_rolling_z_60d,FS0_baseline_h_features,0.5158764879683695,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,panel_return_20d_rolling_z_60d,FS0_baseline_h_features,0.5346548652573258,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,panel_return_20d_rolling_pct_60d,FS0_baseline_h_features,0.5662082859757823,train_only_single_feature_logistic,pass
false_repair_20d_component,train,panel_return_20d_rolling_pct_60d,FS0_baseline_h_features,0.5238833303032624,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,panel_return_20d_rolling_pct_60d,FS0_baseline_h_features,0.5347020766903324,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,log_close_fracdiff_d04,FS0_baseline_h_features,0.6104270122282115,train_only_single_feature_logistic,pass
false_repair_20d_component,train,log_close_fracdiff_d04,FS0_baseline_h_features,0.5364945200418234,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,log_close_fracdiff_d04,FS0_baseline_h_features,0.6336452392616742,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,family_count,FS1_event_intrinsic,0.5176281386678294,train_only_single_feature_logistic,pass
false_repair_20d_component,train,family_count,FS1_event_intrinsic,0.5176112114402566,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,family_count,FS1_event_intrinsic,0.4961823412723172,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,channel_count,FS1_event_intrinsic,0.5202381167377733,train_only_single_feature_logistic,pass
false_repair_20d_component,train,channel_count,FS1_event_intrinsic,0.5242287642772172,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,channel_count,FS1_event_intrinsic,0.49969192925735967,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,raw_cluster_event_count,FS1_event_intrinsic,0.5202381167377733,train_only_single_feature_logistic,pass
false_repair_20d_component,train,raw_cluster_event_count,FS1_event_intrinsic,0.5242287642772172,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,raw_cluster_event_count,FS1_event_intrinsic,0.49969192925735967,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,event_family_priority,FS1_event_intrinsic,0.5054339646680701,train_only_single_feature_logistic,pass
false_repair_20d_component,train,event_family_priority,FS1_event_intrinsic,0.5068433270826707,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,event_family_priority,FS1_event_intrinsic,0.4983036914811452,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,close_to_ema20,FS2_basis_path_quality,0.5933038016764731,train_only_single_feature_logistic,pass
false_repair_20d_component,train,close_to_ema20,FS2_basis_path_quality,0.583784251979729,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,close_to_ema20,FS2_basis_path_quality,0.5911839020921568,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,close_to_ema60,FS2_basis_path_quality,0.6362900387010094,train_only_single_feature_logistic,pass
false_repair_20d_component,train,close_to_ema60,FS2_basis_path_quality,0.6151141580043328,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,close_to_ema60,FS2_basis_path_quality,0.6233826825148867,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,ema20_slope_20d,FS2_basis_path_quality,0.577210841936048,train_only_single_feature_logistic,pass
false_repair_20d_component,train,ema20_slope_20d,FS2_basis_path_quality,0.5742090877362142,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,ema20_slope_20d,FS2_basis_path_quality,0.5698479268576662,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,ema60_slope_20d,FS2_basis_path_quality,0.6246234707629544,train_only_single_feature_logistic,pass
false_repair_20d_component,train,ema60_slope_20d,FS2_basis_path_quality,0.598539038433369,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,ema60_slope_20d,FS2_basis_path_quality,0.5698673996331742,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,return_5d,FS2_basis_path_quality,0.5815976763526111,train_only_single_feature_logistic,pass
false_repair_20d_component,train,return_5d,FS2_basis_path_quality,0.5564701743606962,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,return_5d,FS2_basis_path_quality,0.558401809296039,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,return_20d,FS2_basis_path_quality,0.6147111730680355,train_only_single_feature_logistic,pass
false_repair_20d_component,train,return_20d,FS2_basis_path_quality,0.6088288912894718,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,return_20d,FS2_basis_path_quality,0.615041952352481,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,stock_vs_market_20d,FS2_basis_path_quality,0.6195614016374307,train_only_single_feature_logistic,pass
false_repair_20d_component,train,stock_vs_market_20d,FS2_basis_path_quality,0.608840245880477,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,stock_vs_market_20d,FS2_basis_path_quality,0.6101495207108485,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,stock_vs_board_20d,FS2_basis_path_quality,0.6285748567041205,train_only_single_feature_logistic,pass
false_repair_20d_component,train,stock_vs_board_20d,FS2_basis_path_quality,0.6023006299885749,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,stock_vs_board_20d,FS2_basis_path_quality,0.6073055149737102,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,close_to_high_60,FS2_basis_path_quality,0.5896103068171126,train_only_single_feature_logistic,pass
false_repair_20d_component,train,close_to_high_60,FS2_basis_path_quality,0.5178030927717947,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,close_to_high_60,FS2_basis_path_quality,0.5650862728455549,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,relative_cusum_20d,FS2_basis_path_quality,0.6355598369181675,train_only_single_feature_logistic,pass
false_repair_20d_component,train,relative_cusum_20d,FS2_basis_path_quality,0.6164920458918735,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,relative_cusum_20d,FS2_basis_path_quality,0.6244917367558084,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,atr_20_pct,FS3_vol_range_stop_distance,0.7226922238506809,train_only_single_feature_logistic,pass
false_repair_20d_component,train,atr_20_pct,FS3_vol_range_stop_distance,0.6633023584581674,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,atr_20_pct,FS3_vol_range_stop_distance,0.7157679406819507,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.5275566606689239,train_only_single_feature_logistic,pass
false_repair_20d_component,train,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.5850177992126461,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,atr_pct_rank_60d,FS3_vol_range_stop_distance,0.5505972913954582,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,intraday_range_pct,FS3_vol_range_stop_distance,0.6355913506386,train_only_single_feature_logistic,pass
false_repair_20d_component,train,intraday_range_pct,FS3_vol_range_stop_distance,0.6028900652044199,train_only_single_feature_logistic,pass
false_repair_20d_component,validation,intraday_range_pct,FS3_vol_range_stop_distance,0.635263551168542,train_only_single_feature_logistic,pass
false_repair_20d_component,robustness,close_position_in_range,FS3_vol_range_stop_distance,0.526048045294314,train_only_single_feature_logistic,pass
false_repair_20d_component,train,close_position_in_range,FS3_vol_range_stop_distance,0.5033049671439825,train_only_single_feature_logistic,pass
